date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1.0
2020-02-02,0.0,0.0,1.0
2020-02-03,0.0,0.0,1.0
2020-02-04,1.0,1.0,1.0
2020-02-05,0.0,0.0,1.0
2020-02-06,0.0,0.0,1.0
2020-02-07,0.0,0.0,1.0
2020-02-08,0.0,0.0,1.0
2020-02-09,0.0,0.0,1.0
2020-02-10,0.0,0.0,1.0
2020-02-11,0.0,0.0,1.0
2020-02-12,0.0,0.0,1.0
2020-02-13,1.0,1.0,1.0
2020-02-14,1.0,1.0,1.0
2020-02-15,0.0,0.0,1.0
2020-02-16,1.0,1.0,1.0
2020-02-17,0.0,0.0,1.0
2020-02-18,1.0,1.0,1.0
2020-02-19,0.0,0.0,1.0
2020-02-20,0.0,0.0,1.0
2020-02-21,1.0,1.0,1.0
2020-02-22,1.0,1.0,1.0
2020-02-23,2.0,2.0,1.0
2020-02-24,2.0,2.0,1.0
2020-02-25,1.0,1.0,1.0
2020-02-26,9.0,9.0,1.0
2020-02-27,12.0,12.0,1.0
2020-02-28,11.0,11.0,1.0
2020-02-29,10.0,10.0,1.0
2020-03-01,12.0,12.0,1.0
2020-03-02,16.0,16.0,1.0
2020-03-03,18.0,18.0,1.0
2020-03-04,5.0,5.0,1.0
2020-03-05,6.0,6.0,1.0
2020-03-06,10.0,10.0,1.0
2020-03-07,11.0,11.0,1.0
2020-03-08,17.0,17.0,1.0
2020-03-09,14.0,14.0,1.0
2020-03-10,15.0,15.0,1.0
2020-03-11,13.0,13.0,1.0
2020-03-12,24.0,24.0,1.0
2020-03-13,31.0,31.0,1.0
2020-03-14,39.0,39.0,1.0
2020-03-15,25.0,25.0,1.0
2020-03-16,67.0,67.0,1.0
2020-03-17,62.0,62.0,1.0
2020-03-18,44.0,44.0,1.0
2020-03-19,35.0,35.0,1.0
2020-03-20,38.0,38.0,1.0
2020-03-21,59.0,59.0,1.0
2020-03-22,53.0,53.0,1.0
2020-03-23,53.0,53.0,1.0
2020-03-24,46.0,46.0,1.0
2020-03-25,63.0,63.0,1.0
2020-03-26,64.0,64.0,1.0
2020-03-27,61.0,61.0,1.0
2020-03-28,55.0,55.0,1.0
2020-03-29,60.0,60.0,1.0
2020-03-30,33.0,33.0,1.0
2020-03-31,57.0,57.0,1.0
2020-04-01,46.0,46.0,1.0
2020-04-02,56.0,56.0,1.0
2020-04-03,45.0,45.0,1.0
2020-04-04,39.0,39.0,1.0
2020-04-05,46.0,46.0,1.0
2020-04-06,54.0,54.0,1.0
2020-04-07,49.0,49.0,1.0
2020-04-08,48.0,48.0,1.0
2020-04-09,48.0,48.0,1.0
2020-04-10,53.0,53.0,1.0
2020-04-11,54.0,54.0,1.0
2020-04-12,29.0,29.0,1.0
2020-04-13,51.0,51.0,1.0
2020-04-14,45.0,45.0,1.0
2020-04-15,48.0,48.0,1.0
2020-04-16,39.0,39.0,1.0
2020-04-17,38.0,38.0,1.0
2020-04-18,34.0,34.0,1.0
2020-04-19,37.0,37.0,1.0
2020-04-20,47.0,47.0,1.0
2020-04-21,38.0,38.0,1.0
2020-04-22,39.0,39.0,1.0
2020-04-23,40.0,40.0,1.0
2020-04-24,47.0,47.0,1.0
2020-04-25,35.0,35.0,1.0
2020-04-26,31.0,31.0,1.0
2020-04-27,40.0,40.0,1.0
2020-04-28,67.0,67.0,1.0
2020-04-29,55.0,55.0,1.0
2020-04-30,50.0,50.0,1.0
2020-05-01,45.0,45.0,1.0
2020-05-02,33.0,33.0,1.0
2020-05-03,48.0,48.0,1.0
2020-05-04,40.0,40.0,1.0
2020-05-05,47.0,47.0,1.0
2020-05-06,48.0,48.0,1.0
2020-05-07,60.0,60.0,1.0
2020-05-08,42.0,42.0,1.0
2020-05-09,38.0,38.0,1.0
2020-05-10,34.0,34.0,1.0
2020-05-11,38.0,38.0,1.0
2020-05-12,43.0,43.0,1.0
2020-05-13,40.0,40.0,1.0
2020-05-14,33.0,33.0,1.0
2020-05-15,36.0,36.0,1.0
2020-05-16,30.0,30.0,1.0
2020-05-17,32.0,32.0,1.0
2020-05-18,38.0,38.0,1.0
2020-05-19,31.0,31.0,1.0
2020-05-20,30.0,30.0,1.0
2020-05-21,34.0,34.0,1.0
2020-05-22,30.0,30.0,1.0
2020-05-23,25.0,25.0,1.0
2020-05-24,13.0,13.0,1.0
2020-05-25,41.0,41.0,1.0
2020-05-26,28.0,28.0,1.0
2020-05-27,22.0,22.0,1.0
2020-05-28,45.0,45.0,1.0
2020-05-29,28.0,28.0,1.0
2020-05-30,20.0,20.0,1.0
2020-05-31,27.0,27.0,1.0
2020-06-01,22.0,22.0,1.0
2020-06-02,30.0,30.0,1.0
2020-06-03,26.0,26.0,1.0
2020-06-04,25.0,25.0,1.0
2020-06-05,14.0,14.0,1.0
2020-06-06,16.0,16.0,1.0
2020-06-07,21.0,21.0,1.0
2020-06-08,24.0,24.0,1.0
2020-06-09,27.0,27.0,1.0
2020-06-10,22.0,22.0,1.0
2020-06-11,22.0,22.0,1.0
2020-06-12,26.0,26.0,1.0
2020-06-13,22.0,22.0,1.0
2020-06-14,24.0,24.0,1.0
2020-06-15,18.0,18.0,1.0
2020-06-16,27.0,27.0,1.0
2020-06-17,24.0,24.0,1.0
2020-06-18,21.0,21.0,1.0
2020-06-19,23.0,23.0,1.0
2020-06-20,12.0,12.0,1.0
2020-06-21,18.0,18.0,1.0
2020-06-22,22.0,22.0,1.0
2020-06-23,29.0,29.0,1.0
2020-06-24,28.0,28.0,1.0
2020-06-25,22.0,22.0,1.0
2020-06-26,30.0,30.0,1.0
2020-06-27,23.0,23.0,1.0
2020-06-28,10.0,10.0,1.0
2020-06-29,22.0,22.0,1.0
2020-06-30,31.0,31.0,1.0
2020-07-01,20.0,20.0,1.0
2020-07-02,23.0,23.0,1.0
2020-07-03,21.0,21.0,1.0
2020-07-04,20.0,20.0,1.0
2020-07-05,14.0,14.0,1.0
2020-07-06,20.0,20.0,1.0
2020-07-07,22.0,22.0,1.0
2020-07-08,25.0,25.0,1.0
2020-07-09,29.0,29.0,1.0
2020-07-10,17.0,17.0,1.0
2020-07-11,30.0,30.0,1.0
2020-07-12,27.0,27.0,1.0
2020-07-13,23.0,23.0,1.0
2020-07-14,20.0,20.0,1.0
2020-07-15,29.0,29.0,1.0
2020-07-16,31.0,31.0,1.0
2020-07-17,46.0,46.0,1.0
2020-07-18,38.0,38.0,1.0
2020-07-19,25.0,25.0,1.0
2020-07-20,33.0,33.0,1.0
2020-07-21,32.0,32.0,1.0
2020-07-22,31.0,31.0,1.0
2020-07-23,34.0,34.0,1.0
2020-07-24,45.0,45.0,1.0
2020-07-25,32.0,32.0,1.0
2020-07-26,20.0,20.0,1.0
2020-07-27,33.0,33.0,1.0
2020-07-28,34.0,34.0,1.0
2020-07-29,33.0,33.0,1.0
2020-07-30,26.0,26.0,1.0
2020-07-31,20.0,20.0,1.0
2020-08-01,20.0,20.0,1.0
2020-08-02,28.0,28.0,1.0
2020-08-03,31.0,31.0,1.0
2020-08-04,26.0,26.0,1.0
2020-08-05,74.0,74.0,1.0
2020-08-06,35.0,35.0,1.0
2020-08-07,31.0,31.0,1.0
2020-08-08,27.0,27.0,1.0
2020-08-09,19.0,19.0,1.0
2020-08-10,22.0,22.0,1.0
2020-08-11,34.0,34.0,1.0
2020-08-12,25.0,25.0,1.0
2020-08-13,20.0,20.0,1.0
2020-08-14,27.0,27.0,1.0
2020-08-15,25.0,25.0,1.0
2020-08-16,21.0,21.0,1.0
2020-08-17,43.0,43.0,1.0
2020-08-18,25.0,25.0,1.0
2020-08-19,37.0,37.0,1.0
2020-08-20,45.0,45.0,1.0
2020-08-21,37.0,37.0,1.0
2020-08-22,21.0,21.0,1.0
2020-08-23,26.0,26.0,1.0
2020-08-24,28.0,28.0,1.0
2020-08-25,20.0,20.0,1.0
2020-08-26,30.0,30.0,1.0
2020-08-27,53.0,53.0,1.0
2020-08-28,33.0,33.0,1.0
2020-08-29,20.0,20.0,1.0
2020-08-30,19.0,19.0,1.0
2020-08-31,32.0,32.0,1.0
2020-09-01,31.0,31.0,1.0
2020-09-02,55.0,55.0,1.0
2020-09-03,29.0,29.0,1.0
2020-09-04,38.0,38.0,1.0
2020-09-05,26.0,26.0,1.0
2020-09-06,35.0,35.0,1.0
2020-09-07,45.0,45.0,1.0
2020-09-08,57.0,57.0,1.0
2020-09-09,60.0,60.0,1.0
2020-09-10,69.0,69.0,1.0
2020-09-11,80.0,80.0,1.0
2020-09-12,56.0,56.0,1.0
2020-09-13,42.0,42.0,1.0
2020-09-14,49.0,49.0,1.0
2020-09-15,64.0,64.0,1.0
2020-09-16,48.0,48.0,1.0
