date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,40.0,40.0,1
2020-02-02,45.0,45.0,1
2020-02-03,47.0,47.0,1
2020-02-04,30.0,30.0,1
2020-02-05,31.0,31.0,1
2020-02-06,24.0,24.0,1
2020-02-07,16.0,16.0,1
2020-02-08,47.0,47.0,1
2020-02-09,73.0,73.0,1
2020-02-10,29.0,29.0,1
2020-02-11,22.0,22.0,1
2020-02-12,30.0,30.0,1
2020-02-13,15.0,15.0,1
2020-02-14,0.0,0.0,1
2020-02-15,25.0,25.0,1
2020-02-16,16.0,16.0,1
2020-02-17,8.0,8.0,1
2020-02-18,29.0,29.0,1
2020-02-19,22.0,22.0,1
2020-02-20,8.0,8.0,1
2020-02-21,8.0,8.0,1
2020-02-22,17.0,17.0,1
2020-02-23,8.0,8.0,1
2020-02-24,15.0,15.0,1
2020-02-25,15.0,15.0,1
2020-02-26,15.0,15.0,1
2020-02-27,7.0,7.0,1
2020-02-28,15.0,15.0,1
2020-02-29,16.0,16.0,1
2020-03-01,22.0,22.0,1
2020-03-02,14.0,14.0,1
2020-03-03,36.0,36.0,1
2020-03-04,14.0,14.0,1
2020-03-05,14.0,14.0,1
2020-03-06,36.0,36.0,1
2020-03-07,16.0,16.0,1
2020-03-08,29.0,29.0,1
2020-03-09,56.0,56.0,1
2020-03-10,49.0,49.0,1
2020-03-11,28.0,28.0,1
2020-03-12,56.0,56.0,1
2020-03-13,77.0,77.0,1
2020-03-14,100.0,100.0,1
2020-03-15,75.0,75.0,1
2020-03-16,73.0,73.0,1
2020-03-17,54.0,54.0,1
2020-03-18,84.0,84.0,1
2020-03-19,73.0,73.0,1
2020-03-20,39.0,39.0,1
2020-03-21,99.0,99.0,1
2020-03-22,88.0,88.0,1
2020-03-23,51.0,51.0,1
2020-03-24,25.0,25.0,1
2020-03-25,42.0,42.0,1
2020-03-26,37.0,37.0,1
2020-03-27,65.0,65.0,1
2020-03-28,21.0,21.0,1
2020-03-29,20.0,20.0,1
2020-03-30,18.0,18.0,1
2020-03-31,12.0,12.0,1
2020-04-01,49.0,49.0,1
2020-04-02,30.0,30.0,1
2020-04-03,18.0,18.0,1
2020-04-04,43.0,43.0,1
2020-04-05,22.0,22.0,1
2020-04-06,17.0,17.0,1
2020-04-07,29.0,29.0,1
2020-04-08,31.0,31.0,1
2020-04-09,18.0,18.0,1
2020-04-10,32.0,32.0,1
2020-04-11,21.0,21.0,1
2020-04-12,28.0,28.0,1
2020-04-13,13.0,13.0,1
2020-04-14,6.0,6.0,1
2020-04-15,25.0,25.0,1
2020-04-16,26.0,26.0,1
2020-04-17,6.0,6.0,1
2020-04-18,14.0,14.0,1
2020-04-19,13.0,13.0,1
2020-04-20,30.0,30.0,1
2020-04-21,12.0,12.0,1
2020-04-22,0.0,0.0,1
2020-04-23,37.0,37.0,1
2020-04-24,13.0,13.0,1
2020-04-25,0.0,0.0,1
2020-04-26,21.0,21.0,1
2020-04-27,17.0,17.0,1
2020-04-28,28.0,28.0,1
2020-04-29,6.0,6.0,1
2020-04-30,0.0,0.0,1
2020-05-01,30.0,30.0,1
2020-05-02,30.0,30.0,1
2020-05-03,32.0,32.0,1
2020-05-04,11.0,11.0,1
2020-05-05,11.0,11.0,1
2020-05-06,11.0,11.0,1
2020-05-07,6.0,6.0,1
2020-05-08,12.0,12.0,1
2020-05-09,19.0,19.0,1
2020-05-10,25.0,25.0,1
2020-05-11,18.0,18.0,1
2020-05-12,19.0,19.0,1
2020-05-13,45.0,45.0,1
2020-05-14,0.0,0.0,1
2020-05-15,0.0,0.0,1
2020-05-16,17.0,17.0,1
2020-05-17,25.0,25.0,1
2020-05-18,13.0,13.0,1
2020-05-19,20.0,20.0,1
2020-05-20,0.0,0.0,1
2020-05-21,38.0,38.0,1
2020-05-22,41.0,41.0,1
2020-05-23,8.0,8.0,1
2020-05-24,8.0,8.0,1
2020-05-25,0.0,0.0,1
2020-05-26,13.0,13.0,1
2020-05-27,33.0,33.0,1
2020-05-28,6.0,6.0,1
2020-05-29,7.0,7.0,1
2020-05-30,16.0,16.0,1
2020-05-31,16.0,16.0,1
2020-06-01,7.0,7.0,1
2020-06-02,31.0,31.0,1
2020-06-03,12.0,12.0,1
2020-06-04,6.0,6.0,1
2020-06-05,6.0,6.0,1
2020-06-06,15.0,15.0,1
2020-06-07,15.0,15.0,1
2020-06-08,6.0,6.0,1
2020-06-09,18.0,18.0,1
2020-06-10,12.0,12.0,1
2020-06-11,6.0,6.0,1
2020-06-12,13.0,13.0,1
2020-06-13,36.0,36.0,1
2020-06-14,14.0,14.0,1
2020-06-15,12.0,12.0,1
2020-06-16,6.0,6.0,1
2020-06-17,19.0,19.0,1
2020-06-18,0.0,0.0,1
2020-06-19,14.0,14.0,1
2020-06-20,8.0,8.0,1
2020-06-21,15.0,15.0,1
2020-06-22,14.0,14.0,1
2020-06-23,0.0,0.0,1
2020-06-24,7.0,7.0,1
2020-06-25,29.0,29.0,1
2020-06-26,0.0,0.0,1
2020-06-27,0.0,0.0,1
2020-06-28,20.0,20.0,1
2020-06-29,20.0,20.0,1
2020-06-30,26.0,26.0,1
2020-07-01,26.0,26.0,1
2020-07-02,7.0,7.0,1
2020-07-03,7.0,7.0,1
2020-07-04,0.0,0.0,1
2020-07-05,15.0,15.0,1
2020-07-06,0.0,0.0,1
2020-07-07,14.0,14.0,1
2020-07-08,8.0,8.0,1
2020-07-09,15.0,15.0,1
