date,/m/05w_j_0,/m/05w_j,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,6.0,6.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,6.0,6.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,6.0,6.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,0.0,0.0,1
2020-02-25,0.0,0.0,1
2020-02-26,0.0,0.0,1
2020-02-27,6.0,6.0,1
2020-02-28,7.0,7.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,6.0,6.0,1
2020-03-03,0.0,0.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,6.0,6.0,1
2020-03-10,6.0,6.0,1
2020-03-11,6.0,6.0,1
2020-03-12,0.0,0.0,1
2020-03-13,0.0,0.0,1
2020-03-14,0.0,0.0,1
2020-03-15,0.0,0.0,1
2020-03-16,0.0,0.0,1
2020-03-17,0.0,0.0,1
2020-03-18,6.0,6.0,1
2020-03-19,6.0,6.0,1
2020-03-20,0.0,0.0,1
2020-03-21,7.0,7.0,1
2020-03-22,19.0,19.0,1
2020-03-23,5.0,5.0,1
2020-03-24,17.0,17.0,1
2020-03-25,0.0,0.0,1
2020-03-26,12.0,12.0,1
2020-03-27,6.0,6.0,1
2020-03-28,13.0,13.0,1
2020-03-29,13.0,13.0,1
2020-03-30,6.0,6.0,1
2020-03-31,11.0,11.0,1
2020-04-01,12.0,12.0,1
2020-04-02,6.0,6.0,1
2020-04-03,18.0,18.0,1
2020-04-04,0.0,0.0,1
2020-04-05,7.0,7.0,1
2020-04-06,11.0,11.0,1
2020-04-07,0.0,0.0,1
2020-04-08,18.0,18.0,1
2020-04-09,6.0,6.0,1
2020-04-10,6.0,6.0,1
2020-04-11,6.0,6.0,1
2020-04-12,7.0,7.0,1
2020-04-13,6.0,6.0,1
2020-04-14,17.0,17.0,1
2020-04-15,12.0,12.0,1
2020-04-16,17.0,17.0,1
2020-04-17,0.0,0.0,1
2020-04-18,0.0,0.0,1
2020-04-19,25.0,25.0,1
2020-04-20,17.0,17.0,1
2020-04-21,0.0,0.0,1
2020-04-22,12.0,12.0,1
2020-04-23,6.0,6.0,1
2020-04-24,6.0,6.0,1
2020-04-25,13.0,13.0,1
2020-04-26,0.0,0.0,1
2020-04-27,23.0,23.0,1
2020-04-28,11.0,11.0,1
2020-04-29,6.0,6.0,1
2020-04-30,16.0,16.0,1
2020-05-01,12.0,12.0,1
2020-05-02,0.0,0.0,1
2020-05-03,19.0,19.0,1
2020-05-04,6.0,6.0,1
2020-05-05,10.0,10.0,1
2020-05-06,22.0,22.0,1
2020-05-07,17.0,17.0,1
2020-05-08,6.0,6.0,1
2020-05-09,6.0,6.0,1
2020-05-10,12.0,12.0,1
2020-05-11,17.0,17.0,1
2020-05-12,17.0,17.0,1
2020-05-13,28.0,28.0,1
2020-05-14,18.0,18.0,1
2020-05-15,12.0,12.0,1
2020-05-16,21.0,21.0,1
2020-05-17,15.0,15.0,1
2020-05-18,12.0,12.0,1
2020-05-19,12.0,12.0,1
2020-05-20,19.0,19.0,1
2020-05-21,14.0,14.0,1
2020-05-22,26.0,26.0,1
2020-05-23,13.0,13.0,1
2020-05-24,0.0,0.0,1
2020-05-25,6.0,6.0,1
2020-05-26,0.0,0.0,1
2020-05-27,12.0,12.0,1
2020-05-28,0.0,0.0,1
2020-05-29,0.0,0.0,1
2020-05-30,14.0,14.0,1
2020-05-31,15.0,15.0,1
2020-06-01,12.0,12.0,1
2020-06-02,12.0,12.0,1
2020-06-03,0.0,0.0,1
2020-06-04,0.0,0.0,1
2020-06-05,23.0,23.0,1
2020-06-06,7.0,7.0,1
2020-06-07,7.0,7.0,1
2020-06-08,11.0,11.0,1
2020-06-09,11.0,11.0,1
2020-06-10,6.0,6.0,1
2020-06-11,6.0,6.0,1
2020-06-12,24.0,24.0,1
2020-06-13,7.0,7.0,1
2020-06-14,7.0,7.0,1
2020-06-15,18.0,18.0,1
2020-06-16,29.0,29.0,1
2020-06-17,6.0,6.0,1
2020-06-18,18.0,18.0,1
2020-06-19,6.0,6.0,1
2020-06-20,0.0,0.0,1
2020-06-21,0.0,0.0,1
2020-06-22,12.0,12.0,1
2020-06-23,13.0,13.0,1
2020-06-24,46.0,46.0,1
2020-06-25,46.0,46.0,1
2020-06-26,26.0,26.0,1
2020-06-27,22.0,22.0,1
2020-06-28,26.0,26.0,1
2020-06-29,12.0,12.0,1
2020-06-30,26.0,26.0,1
2020-07-01,12.0,12.0,1
2020-07-02,6.0,6.0,1
2020-07-03,7.0,7.0,1
2020-07-04,23.0,23.0,1
2020-07-05,8.0,8.0,1
2020-07-06,18.0,18.0,1
2020-07-07,13.0,13.0,1
2020-07-08,33.0,33.0,1
2020-07-09,20.0,20.0,1
2020-07-10,39.0,39.0,1
2020-07-11,61.0,61.0,1
2020-07-12,24.0,24.0,1
2020-07-13,0.0,0.0,1
2020-07-14,14.0,14.0,1
2020-07-15,25.0,25.0,1
2020-07-16,32.0,32.0,1
2020-07-17,20.0,20.0,1
2020-07-18,23.0,23.0,1
2020-07-19,47.0,47.0,1
2020-07-20,51.0,51.0,1
2020-07-21,58.0,58.0,1
2020-07-22,38.0,38.0,1
2020-07-23,26.0,26.0,1
2020-07-24,27.0,27.0,1
2020-07-25,31.0,31.0,1
2020-07-26,54.0,54.0,1
2020-07-27,39.0,39.0,1
2020-07-28,39.0,39.0,1
2020-07-29,33.0,33.0,1
2020-07-30,54.0,54.0,1
2020-07-31,20.0,20.0,1
2020-08-01,37.0,37.0,1
2020-08-02,22.0,22.0,1
2020-08-03,31.0,31.0,1
2020-08-04,39.0,39.0,1
2020-08-05,34.0,34.0,1
2020-08-06,34.0,34.0,1
2020-08-07,27.0,27.0,1
2020-08-08,30.0,30.0,1
2020-08-09,30.0,30.0,1
2020-08-10,19.0,19.0,1
2020-08-11,13.0,13.0,1
2020-08-12,19.0,19.0,1
2020-08-13,33.0,33.0,1
2020-08-14,27.0,27.0,1
2020-08-15,7.0,7.0,1
2020-08-16,21.0,21.0,1
2020-08-17,32.0,32.0,1
2020-08-18,13.0,13.0,1
2020-08-19,20.0,20.0,1
2020-08-20,47.0,47.0,1
2020-08-21,27.0,27.0,1
2020-08-22,44.0,44.0,1
2020-08-23,21.0,21.0,1
2020-08-24,32.0,32.0,1
2020-08-25,39.0,39.0,1
2020-08-26,66.0,66.0,1
2020-08-27,53.0,53.0,1
2020-08-28,81.0,81.0,1
2020-08-29,41.0,41.0,1
2020-08-30,21.0,21.0,1
2020-08-31,38.0,38.0,1
2020-09-01,45.0,45.0,1
2020-09-02,45.0,45.0,1
2020-09-03,40.0,40.0,1
2020-09-04,28.0,28.0,1
2020-09-05,23.0,23.0,1
2020-09-06,43.0,43.0,1
2020-09-07,84.0,84.0,1
2020-09-08,79.0,79.0,1
2020-09-09,97.0,97.0,1
2020-09-10,47.0,47.0,1
2020-09-11,74.0,74.0,1
2020-09-12,30.0,30.0,1
2020-09-13,22.0,22.0,1
2020-09-14,77.0,77.0,1
2020-09-15,66.0,66.0,1
2020-09-16,89.0,89.0,1
2020-09-17,79.0,79.0,1
2020-09-18,41.0,41.0,1
2020-09-19,21.0,21.0,1
2020-09-20,41.0,41.0,1
2020-09-21,63.0,63.0,1
2020-09-22,26.0,26.0,1
2020-09-23,58.0,58.0,1
2020-09-24,98.0,98.0,1
2020-09-25,54.0,54.0,1
2020-09-26,29.0,29.0,1
2020-09-27,62.0,62.0,1
2020-09-28,26.0,26.0,1
2020-09-29,40.0,40.0,1
2020-09-30,40.0,40.0,1
2020-10-01,33.0,33.0,1
2020-10-02,27.0,27.0,1
2020-10-03,29.0,29.0,1
2020-10-04,27.0,27.0,1
2020-10-05,43.0,43.0,1
2020-10-06,71.0,71.0,1
2020-10-07,38.0,38.0,1
2020-10-08,63.0,63.0,1
2020-10-09,51.0,51.0,1
