date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,25.0,25.0,1
2020-02-02,21.0,21.0,1
2020-02-03,36.0,36.0,1
2020-02-04,33.0,33.0,1
2020-02-05,30.0,30.0,1
2020-02-06,26.0,26.0,1
2020-02-07,28.0,28.0,1
2020-02-08,27.0,27.0,1
2020-02-09,31.0,31.0,1
2020-02-10,29.0,29.0,1
2020-02-11,30.0,30.0,1
2020-02-12,36.0,36.0,1
2020-02-13,30.0,30.0,1
2020-02-14,24.0,24.0,1
2020-02-15,43.0,43.0,1
2020-02-16,32.0,32.0,1
2020-02-17,25.0,25.0,1
2020-02-18,28.0,28.0,1
2020-02-19,38.0,38.0,1
2020-02-20,37.0,37.0,1
2020-02-21,42.0,42.0,1
2020-02-22,33.0,33.0,1
2020-02-23,41.0,41.0,1
2020-02-24,39.0,39.0,1
2020-02-25,30.0,30.0,1
2020-02-26,34.0,34.0,1
2020-02-27,31.0,31.0,1
2020-02-28,29.0,29.0,1
2020-02-29,34.0,34.0,1
2020-03-01,30.0,30.0,1
2020-03-02,25.0,25.0,1
2020-03-03,31.0,31.0,1
2020-03-04,30.0,30.0,1
2020-03-05,21.0,21.0,1
2020-03-06,23.0,23.0,1
2020-03-07,23.0,23.0,1
2020-03-08,29.0,29.0,1
2020-03-09,34.0,34.0,1
2020-03-10,25.0,25.0,1
2020-03-11,35.0,35.0,1
2020-03-12,28.0,28.0,1
2020-03-13,33.0,33.0,1
2020-03-14,36.0,36.0,1
2020-03-15,34.0,34.0,1
2020-03-16,32.0,32.0,1
2020-03-17,41.0,41.0,1
2020-03-18,39.0,39.0,1
2020-03-19,56.0,56.0,1
2020-03-20,44.0,44.0,1
2020-03-21,56.0,56.0,1
2020-03-22,54.0,54.0,1
2020-03-23,52.0,52.0,1
2020-03-24,45.0,45.0,1
2020-03-25,46.0,46.0,1
2020-03-26,46.0,46.0,1
2020-03-27,51.0,51.0,1
2020-03-28,69.0,69.0,1
2020-03-29,72.0,72.0,1
2020-03-30,47.0,47.0,1
2020-03-31,57.0,57.0,1
2020-04-01,26.0,26.0,1
2020-04-02,40.0,40.0,1
2020-04-03,43.0,43.0,1
2020-04-04,53.0,53.0,1
2020-04-05,74.0,74.0,1
2020-04-06,49.0,49.0,1
2020-04-07,61.0,61.0,1
2020-04-08,59.0,59.0,1
2020-04-09,54.0,54.0,1
2020-04-10,53.0,53.0,1
2020-04-11,80.0,80.0,1
2020-04-12,87.0,87.0,1
2020-04-13,65.0,65.0,1
2020-04-14,46.0,46.0,1
2020-04-15,58.0,58.0,1
2020-04-16,57.0,57.0,1
2020-04-17,56.0,56.0,1
2020-04-18,46.0,46.0,1
2020-04-19,48.0,48.0,1
2020-04-20,35.0,35.0,1
2020-04-21,39.0,39.0,1
2020-04-22,50.0,50.0,1
2020-04-23,49.0,49.0,1
2020-04-24,49.0,49.0,1
2020-04-25,53.0,53.0,1
2020-04-26,48.0,48.0,1
2020-04-27,39.0,39.0,1
2020-04-28,32.0,32.0,1
2020-04-29,35.0,35.0,1
2020-04-30,34.0,34.0,1
2020-05-01,34.0,34.0,1
2020-05-02,39.0,39.0,1
2020-05-03,40.0,40.0,1
2020-05-04,38.0,38.0,1
2020-05-05,40.0,40.0,1
2020-05-06,40.0,40.0,1
