date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,52.0,52.0,1
2020-02-02,42.0,42.0,1
2020-02-03,29.0,29.0,1
2020-02-04,29.0,29.0,1
2020-02-05,30.0,30.0,1
2020-02-06,50.0,50.0,1
2020-02-07,37.0,37.0,1
2020-02-08,32.0,32.0,1
2020-02-09,23.0,23.0,1
2020-02-10,36.0,36.0,1
2020-02-11,31.0,31.0,1
2020-02-12,41.0,41.0,1
2020-02-13,27.0,27.0,1
2020-02-14,43.0,43.0,1
2020-02-15,45.0,45.0,1
2020-02-16,42.0,42.0,1
2020-02-17,28.0,28.0,1
2020-02-18,31.0,31.0,1
2020-02-19,40.0,40.0,1
2020-02-20,36.0,36.0,1
2020-02-21,21.0,21.0,1
2020-02-22,51.0,51.0,1
2020-02-23,34.0,34.0,1
2020-02-24,33.0,33.0,1
2020-02-25,36.0,36.0,1
2020-02-26,27.0,27.0,1
2020-02-27,30.0,30.0,1
2020-02-28,15.0,15.0,1
2020-02-29,24.0,24.0,1
2020-03-01,43.0,43.0,1
2020-03-02,25.0,25.0,1
2020-03-03,47.0,47.0,1
2020-03-04,48.0,48.0,1
2020-03-05,47.0,47.0,1
2020-03-06,30.0,30.0,1
2020-03-07,40.0,40.0,1
2020-03-08,25.0,25.0,1
2020-03-09,24.0,24.0,1
2020-03-10,46.0,46.0,1
2020-03-11,63.0,63.0,1
2020-03-12,100.0,100.0,1
2020-03-13,68.0,68.0,1
2020-03-14,76.0,76.0,1
2020-03-15,62.0,62.0,1
2020-03-16,69.0,69.0,1
2020-03-17,80.0,80.0,1
2020-03-18,77.0,77.0,1
2020-03-19,45.0,45.0,1
2020-03-20,46.0,46.0,1
2020-03-21,48.0,48.0,1
2020-03-22,53.0,53.0,1
2020-03-23,37.0,37.0,1
2020-03-24,35.0,35.0,1
2020-03-25,56.0,56.0,1
2020-03-26,43.0,43.0,1
2020-03-27,41.0,41.0,1
2020-03-28,51.0,51.0,1
2020-03-29,38.0,38.0,1
2020-03-30,33.0,33.0,1
2020-03-31,40.0,40.0,1
2020-04-01,32.0,32.0,1
2020-04-02,27.0,27.0,1
2020-04-03,54.0,54.0,1
2020-04-04,28.0,28.0,1
2020-04-05,28.0,28.0,1
2020-04-06,28.0,28.0,1
2020-04-07,34.0,34.0,1
2020-04-08,27.0,27.0,1
2020-04-09,22.0,22.0,1
2020-04-10,18.0,18.0,1
2020-04-11,10.0,10.0,1
2020-04-12,19.0,19.0,1
2020-04-13,17.0,17.0,1
2020-04-14,13.0,13.0,1
2020-04-15,27.0,27.0,1
2020-04-16,23.0,23.0,1
2020-04-17,19.0,19.0,1
2020-04-18,23.0,23.0,1
2020-04-19,25.0,25.0,1
2020-04-20,22.0,22.0,1
2020-04-21,21.0,21.0,1
2020-04-22,24.0,24.0,1
2020-04-23,18.0,18.0,1
2020-04-24,22.0,22.0,1
2020-04-25,28.0,28.0,1
2020-04-26,32.0,32.0,1
2020-04-27,16.0,16.0,1
2020-04-28,21.0,21.0,1
2020-04-29,20.0,20.0,1
2020-04-30,13.0,13.0,1
2020-05-01,41.0,41.0,1
2020-05-02,10.0,10.0,1
2020-05-03,6.0,6.0,1
2020-05-04,15.0,15.0,1
2020-05-05,22.0,22.0,1
2020-05-06,14.0,14.0,1
2020-05-07,26.0,26.0,1
2020-05-08,17.0,17.0,1
2020-05-09,15.0,15.0,1
2020-05-10,19.0,19.0,1
2020-05-11,7.0,7.0,1
2020-05-12,15.0,15.0,1
2020-05-13,20.0,20.0,1
2020-05-14,13.0,13.0,1
2020-05-15,5.0,5.0,1
2020-05-16,10.0,10.0,1
2020-05-17,24.0,24.0,1
2020-05-18,8.0,8.0,1
2020-05-19,8.0,8.0,1
2020-05-20,8.0,8.0,1
2020-05-21,5.0,5.0,1
2020-05-22,17.0,17.0,1
2020-05-23,3.0,3.0,1
2020-05-24,12.0,12.0,1
2020-05-25,17.0,17.0,1
2020-05-26,13.0,13.0,1
2020-05-27,13.0,13.0,1
2020-05-28,10.0,10.0,1
2020-05-29,14.0,14.0,1
2020-05-30,3.0,3.0,1
2020-05-31,9.0,9.0,1
2020-06-01,13.0,13.0,1
2020-06-02,3.0,3.0,1
2020-06-03,15.0,15.0,1
2020-06-04,15.0,15.0,1
2020-06-05,8.0,8.0,1
2020-06-06,31.0,31.0,1
2020-06-07,24.0,24.0,1
2020-06-08,17.0,17.0,1
2020-06-09,18.0,18.0,1
2020-06-10,11.0,11.0,1
2020-06-11,6.0,6.0,1
2020-06-12,19.0,19.0,1
2020-06-13,15.0,15.0,1
2020-06-14,13.0,13.0,1
2020-06-15,11.0,11.0,1
2020-06-16,8.0,8.0,1
2020-06-17,14.0,14.0,1
2020-06-18,11.0,11.0,1
2020-06-19,8.0,8.0,1
2020-06-20,23.0,23.0,1
2020-06-21,9.0,9.0,1
2020-06-22,5.0,5.0,1
2020-06-23,20.0,20.0,1
2020-06-24,8.0,8.0,1
2020-06-25,15.0,15.0,1
2020-06-26,6.0,6.0,1
2020-06-27,15.0,15.0,1
2020-06-28,16.0,16.0,1
2020-06-29,16.0,16.0,1
2020-06-30,12.0,12.0,1
2020-07-01,15.0,15.0,1
2020-07-02,12.0,12.0,1
2020-07-03,12.0,12.0,1
2020-07-04,15.0,15.0,1
2020-07-05,14.0,14.0,1
2020-07-06,14.0,14.0,1
2020-07-07,15.0,15.0,1
2020-07-08,12.0,12.0,1
2020-07-09,12.0,12.0,1
2020-07-10,15.0,15.0,1
2020-07-11,14.0,14.0,1
2020-07-12,16.0,16.0,1
2020-07-13,29.0,29.0,1
2020-07-14,25.0,25.0,1
2020-07-15,34.0,34.0,1
2020-07-16,39.0,39.0,1
2020-07-17,13.0,13.0,1
2020-07-18,31.0,31.0,1
2020-07-19,29.0,29.0,1
2020-07-20,27.0,27.0,1
2020-07-21,13.0,13.0,1
2020-07-22,38.0,38.0,1
2020-07-23,19.0,19.0,1
2020-07-24,17.0,17.0,1
2020-07-25,36.0,36.0,1
2020-07-26,32.0,32.0,1
2020-07-27,31.0,31.0,1
2020-07-28,43.0,43.0,1
2020-07-29,22.0,22.0,1
2020-07-30,45.0,45.0,1
2020-07-31,16.0,16.0,1
2020-08-01,28.0,28.0,1
2020-08-02,33.0,33.0,1
2020-08-03,26.0,26.0,1
2020-08-04,35.0,35.0,1
2020-08-05,25.0,25.0,1
2020-08-06,35.0,35.0,1
2020-08-07,17.0,17.0,1
2020-08-08,24.0,24.0,1
2020-08-09,50.0,50.0,1
2020-08-10,39.0,39.0,1
2020-08-11,21.0,21.0,1
2020-08-12,16.0,16.0,1
2020-08-13,48.0,48.0,1
2020-08-14,34.0,34.0,1
2020-08-15,19.0,19.0,1
2020-08-16,21.0,21.0,1
2020-08-17,43.0,43.0,1
2020-08-18,36.0,36.0,1
2020-08-19,30.0,30.0,1
2020-08-20,35.0,35.0,1
2020-08-21,32.0,32.0,1
2020-08-22,29.0,29.0,1
2020-08-23,17.0,17.0,1
2020-08-24,33.0,33.0,1
2020-08-25,24.0,24.0,1
2020-08-26,21.0,21.0,1
2020-08-27,30.0,30.0,1
2020-08-28,22.0,22.0,1
2020-08-29,25.0,25.0,1
2020-08-30,33.0,33.0,1
2020-08-31,26.0,26.0,1
2020-09-01,20.0,20.0,1
2020-09-02,39.0,39.0,1
2020-09-03,25.0,25.0,1
2020-09-04,32.0,32.0,1
2020-09-05,36.0,36.0,1
2020-09-06,57.0,57.0,1
2020-09-07,49.0,49.0,1
2020-09-08,36.0,36.0,1
2020-09-09,24.0,24.0,1
2020-09-10,30.0,30.0,1
2020-09-11,56.0,56.0,1
2020-09-12,47.0,47.0,1
2020-09-13,80.0,80.0,1
2020-09-14,65.0,65.0,1
2020-09-15,61.0,61.0,1
2020-09-16,51.0,51.0,1
2020-09-17,54.0,54.0,1
2020-09-18,55.0,55.0,1
2020-09-19,82.0,82.0,1
2020-09-20,35.0,35.0,1
2020-09-21,33.0,33.0,1
2020-09-22,53.0,53.0,1
2020-09-23,48.0,48.0,1
2020-09-24,42.0,42.0,1
2020-09-25,31.0,31.0,1
2020-09-26,39.0,39.0,1
2020-09-27,41.0,41.0,1
2020-09-28,32.0,32.0,1
2020-09-29,26.0,26.0,1
2020-09-30,32.0,32.0,1
2020-10-01,41.0,41.0,1
2020-10-02,31.0,31.0,1
2020-10-03,26.0,26.0,1
2020-10-04,49.0,49.0,1
2020-10-05,43.0,43.0,1
2020-10-06,17.0,17.0,1
2020-10-07,30.0,30.0,1
2020-10-08,29.0,29.0,1
2020-10-09,39.0,39.0,1
2020-10-10,22.0,22.0,1
2020-10-11,50.0,50.0,1
2020-10-12,38.0,38.0,1
2020-10-13,27.0,27.0,1
2020-10-14,50.0,50.0,1
2020-10-15,44.0,44.0,1
2020-10-16,35.0,35.0,1
2020-10-17,64.0,64.0,1
2020-10-18,30.0,30.0,1
2020-10-19,32.0,32.0,1
2020-10-20,48.0,48.0,1
2020-10-21,51.0,51.0,1
2020-10-22,53.0,53.0,1
2020-10-23,31.0,31.0,1
2020-10-24,14.0,14.0,1
2020-10-25,16.0,16.0,1
2020-10-26,42.0,42.0,1
2020-10-27,26.0,26.0,1
2020-09-28,29.0,29.0,2
2020-09-29,37.0,37.0,2
2020-09-30,51.0,51.0,2
2020-10-01,37.0,37.0,2
2020-10-02,39.0,39.0,2
2020-10-03,38.0,38.0,2
2020-10-04,62.0,62.0,2
2020-10-05,29.0,29.0,2
2020-10-06,29.0,29.0,2
2020-10-07,37.0,37.0,2
2020-10-08,47.0,47.0,2
