date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,21.0,21.0,1
2020-02-02,13.0,13.0,1
2020-02-03,3.0,3.0,1
2020-02-04,6.0,6.0,1
2020-02-05,3.0,3.0,1
2020-02-06,2.0,2.0,1
2020-02-07,3.0,3.0,1
2020-02-08,5.0,5.0,1
2020-02-09,4.0,4.0,1
2020-02-10,6.0,6.0,1
2020-02-11,12.0,12.0,1
2020-02-12,4.0,4.0,1
2020-02-13,10.0,10.0,1
2020-02-14,6.0,6.0,1
2020-02-15,7.0,7.0,1
2020-02-16,4.0,4.0,1
2020-02-17,3.0,3.0,1
2020-02-18,3.0,3.0,1
2020-02-19,3.0,3.0,1
2020-02-20,3.0,3.0,1
2020-02-21,22.0,22.0,1
2020-02-22,40.0,40.0,1
2020-02-23,64.0,64.0,1
2020-02-24,39.0,39.0,1
2020-02-25,27.0,27.0,1
2020-02-26,22.0,22.0,1
2020-02-27,16.0,16.0,1
2020-02-28,18.0,18.0,1
2020-02-29,13.0,13.0,1
2020-03-01,15.0,15.0,1
2020-03-02,16.0,16.0,1
2020-03-03,17.0,17.0,1
2020-03-04,22.0,22.0,1
2020-03-05,21.0,21.0,1
2020-03-06,25.0,25.0,1
2020-03-07,34.0,34.0,1
2020-03-08,37.0,37.0,1
2020-03-09,26.0,26.0,1
2020-03-10,27.0,27.0,1
2020-03-11,50.0,50.0,1
2020-03-12,63.0,63.0,1
2020-03-13,100.0,100.0,1
2020-03-14,69.0,69.0,1
2020-03-15,66.0,66.0,1
2020-03-16,42.0,42.0,1
2020-03-17,34.0,34.0,1
2020-03-18,31.0,31.0,1
2020-03-19,32.0,32.0,1
2020-03-20,38.0,38.0,1
2020-03-21,45.0,45.0,1
2020-03-22,36.0,36.0,1
2020-03-23,27.0,27.0,1
2020-03-24,31.0,31.0,1
2020-03-25,28.0,28.0,1
2020-03-26,26.0,26.0,1
2020-03-27,30.0,30.0,1
2020-03-28,44.0,44.0,1
2020-03-29,36.0,36.0,1
2020-03-30,19.0,19.0,1
2020-03-31,22.0,22.0,1
2020-04-01,15.0,15.0,1
2020-04-02,17.0,17.0,1
2020-04-03,39.0,39.0,1
2020-04-04,36.0,36.0,1
2020-04-05,47.0,47.0,1
2020-04-06,33.0,33.0,1
2020-04-07,30.0,30.0,1
2020-04-08,33.0,33.0,1
2020-04-09,28.0,28.0,1
2020-04-10,29.0,29.0,1
2020-04-11,33.0,33.0,1
2020-04-12,39.0,39.0,1
2020-04-13,24.0,24.0,1
2020-04-14,20.0,20.0,1
2020-04-15,20.0,20.0,1
2020-04-16,17.0,17.0,1
2020-04-17,17.0,17.0,1
2020-04-18,26.0,26.0,1
2020-04-19,37.0,37.0,1
2020-04-20,21.0,21.0,1
2020-04-21,16.0,16.0,1
2020-04-22,24.0,24.0,1
2020-04-23,27.0,27.0,1
2020-04-24,24.0,24.0,1
2020-04-25,22.0,22.0,1
2020-04-26,39.0,39.0,1
2020-04-27,25.0,25.0,1
2020-04-28,20.0,20.0,1
2020-04-29,20.0,20.0,1
2020-04-30,17.0,17.0,1
2020-05-01,28.0,28.0,1
2020-05-02,20.0,20.0,1
2020-05-03,18.0,18.0,1
2020-05-04,12.0,12.0,1
2020-05-05,14.0,14.0,1
2020-05-06,6.0,6.0,1
2020-05-07,6.0,6.0,1
2020-05-08,10.0,10.0,1
2020-05-09,10.0,10.0,1
2020-05-10,18.0,18.0,1
2020-05-11,19.0,19.0,1
2020-05-12,8.0,8.0,1
2020-05-13,8.0,8.0,1
2020-05-14,9.0,9.0,1
2020-05-15,13.0,13.0,1
2020-05-16,16.0,16.0,1
2020-05-17,15.0,15.0,1
2020-05-18,9.0,9.0,1
2020-05-19,6.0,6.0,1
2020-05-20,8.0,8.0,1
2020-05-21,6.0,6.0,1
2020-05-22,10.0,10.0,1
2020-05-23,13.0,13.0,1
2020-05-24,17.0,17.0,1
2020-05-25,8.0,8.0,1
2020-05-26,10.0,10.0,1
2020-05-27,10.0,10.0,1
2020-05-28,7.0,7.0,1
2020-05-29,5.0,5.0,1
2020-05-30,5.0,5.0,1
2020-05-31,11.0,11.0,1
2020-06-01,8.0,8.0,1
