date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,22.0,22.0,1
2020-02-02,34.0,34.0,1
2020-02-03,25.0,25.0,1
2020-02-04,23.0,23.0,1
2020-02-05,28.0,28.0,1
2020-02-06,33.0,33.0,1
2020-02-07,17.0,17.0,1
2020-02-08,18.0,18.0,1
2020-02-09,25.0,25.0,1
2020-02-10,23.0,23.0,1
2020-02-11,27.0,27.0,1
2020-02-12,40.0,40.0,1
2020-02-13,33.0,33.0,1
2020-02-14,29.0,29.0,1
2020-02-15,18.0,18.0,1
2020-02-16,13.0,13.0,1
2020-02-17,28.0,28.0,1
2020-02-18,27.0,27.0,1
2020-02-19,47.0,47.0,1
2020-02-20,40.0,40.0,1
2020-02-21,49.0,49.0,1
2020-02-22,44.0,44.0,1
2020-02-23,24.0,24.0,1
2020-02-24,23.0,23.0,1
2020-02-25,27.0,27.0,1
2020-02-26,29.0,29.0,1
2020-02-27,51.0,51.0,1
2020-02-28,20.0,20.0,1
2020-02-29,42.0,42.0,1
2020-03-01,20.0,20.0,1
2020-03-02,34.0,34.0,1
2020-03-03,30.0,30.0,1
2020-03-04,34.0,34.0,1
2020-03-05,20.0,20.0,1
2020-03-06,27.0,27.0,1
2020-03-07,29.0,29.0,1
2020-03-08,16.0,16.0,1
2020-03-09,19.0,19.0,1
2020-03-10,39.0,39.0,1
2020-03-11,19.0,19.0,1
2020-03-12,16.0,16.0,1
2020-03-13,4.0,4.0,1
2020-03-14,22.0,22.0,1
2020-03-15,12.0,12.0,1
2020-03-16,37.0,37.0,1
2020-03-17,22.0,22.0,1
2020-03-18,11.0,11.0,1
2020-03-19,34.0,34.0,1
2020-03-20,23.0,23.0,1
2020-03-21,16.0,16.0,1
2020-03-22,18.0,18.0,1
2020-03-23,25.0,25.0,1
2020-03-24,21.0,21.0,1
2020-03-25,20.0,20.0,1
2020-03-26,32.0,32.0,1
2020-03-27,22.0,22.0,1
2020-03-28,33.0,33.0,1
2020-03-29,20.0,20.0,1
2020-03-30,36.0,36.0,1
2020-03-31,13.0,13.0,1
2020-04-01,20.0,20.0,1
2020-04-02,31.0,31.0,1
2020-04-03,18.0,18.0,1
2020-04-04,33.0,33.0,1
2020-04-05,23.0,23.0,1
2020-04-06,21.0,21.0,1
2020-04-07,75.0,75.0,1
2020-04-08,22.0,22.0,1
2020-04-09,31.0,31.0,1
2020-04-10,57.0,57.0,1
2020-04-11,100.0,100.0,1
2020-04-12,16.0,16.0,1
2020-04-13,42.0,42.0,1
2020-04-14,50.0,50.0,1
2020-04-15,42.0,42.0,1
2020-04-16,32.0,32.0,1
2020-04-17,45.0,45.0,1
2020-04-18,53.0,53.0,1
2020-04-19,18.0,18.0,1
2020-04-20,44.0,44.0,1
2020-04-21,57.0,57.0,1
2020-04-22,40.0,40.0,1
2020-04-23,42.0,42.0,1
2020-04-24,23.0,23.0,1
2020-04-25,40.0,40.0,1
2020-04-26,16.0,16.0,1
2020-04-27,38.0,38.0,1
2020-04-28,29.0,29.0,1
2020-04-29,31.0,31.0,1
2020-04-30,21.0,21.0,1
2020-05-01,31.0,31.0,1
2020-05-02,28.0,28.0,1
2020-05-03,23.0,23.0,1
2020-05-04,14.0,14.0,1
2020-05-05,19.0,19.0,1
2020-05-06,27.0,27.0,1
2020-05-07,48.0,48.0,1
2020-05-08,55.0,55.0,1
2020-05-09,36.0,36.0,1
2020-05-10,65.0,65.0,1
2020-05-11,75.0,75.0,1
2020-05-12,27.0,27.0,1
2020-05-13,24.0,24.0,1
2020-05-14,33.0,33.0,1
2020-05-15,30.0,30.0,1
2020-05-16,40.0,40.0,1
2020-05-17,42.0,42.0,1
2020-05-18,25.0,25.0,1
2020-05-19,28.0,28.0,1
2020-05-20,35.0,35.0,1
2020-05-21,18.0,18.0,1
2020-05-22,28.0,28.0,1
2020-05-23,52.0,52.0,1
2020-05-24,31.0,31.0,1
2020-05-25,27.0,27.0,1
2020-05-26,21.0,21.0,1
2020-05-27,32.0,32.0,1
2020-05-28,32.0,32.0,1
2020-05-29,19.0,19.0,1
2020-05-30,48.0,48.0,1
2020-05-31,19.0,19.0,1
2020-06-01,40.0,40.0,1
2020-06-02,29.0,29.0,1
2020-06-03,7.0,7.0,1
2020-06-04,44.0,44.0,1
2020-06-05,14.0,14.0,1
2020-06-06,31.0,31.0,1
2020-06-07,28.0,28.0,1
2020-06-08,30.0,30.0,1
2020-06-09,37.0,37.0,1
2020-06-10,21.0,21.0,1
2020-06-11,11.0,11.0,1
2020-06-12,24.0,24.0,1
2020-06-13,9.0,9.0,1
2020-06-14,36.0,36.0,1
2020-06-15,28.0,28.0,1
2020-06-16,41.0,41.0,1
2020-06-17,15.0,15.0,1
2020-06-18,25.0,25.0,1
2020-06-19,20.0,20.0,1
2020-06-20,26.0,26.0,1
2020-06-21,40.0,40.0,1
2020-06-22,51.0,51.0,1
2020-06-23,54.0,54.0,1
2020-06-24,24.0,24.0,1
2020-06-25,12.0,12.0,1
2020-06-26,28.0,28.0,1
2020-06-27,37.0,37.0,1
2020-06-28,26.0,26.0,1
2020-06-29,26.0,26.0,1
2020-06-30,12.0,12.0,1
2020-07-01,47.0,47.0,1
2020-07-02,31.0,31.0,1
2020-07-03,36.0,36.0,1
2020-07-04,27.0,27.0,1
2020-07-05,45.0,45.0,1
2020-07-06,53.0,53.0,1
2020-07-07,35.0,35.0,1
2020-07-08,28.0,28.0,1
2020-07-09,17.0,17.0,1
2020-07-10,43.0,43.0,1
2020-07-11,69.0,69.0,1
2020-07-12,22.0,22.0,1
2020-07-13,28.0,28.0,1
2020-07-14,54.0,54.0,1
2020-07-15,37.0,37.0,1
2020-07-16,36.0,36.0,1
2020-07-17,24.0,24.0,1
2020-07-18,18.0,18.0,1
2020-07-19,30.0,30.0,1
2020-07-20,32.0,32.0,1
2020-07-21,49.0,49.0,1
2020-07-22,32.0,32.0,1
2020-07-23,20.0,20.0,1
2020-07-24,45.0,45.0,1
2020-07-25,13.0,13.0,1
2020-07-26,31.0,31.0,1
2020-07-27,28.0,28.0,1
2020-07-28,37.0,37.0,1
2020-07-29,20.0,20.0,1
2020-07-30,21.0,21.0,1
2020-07-31,39.0,39.0,1
2020-08-01,34.0,34.0,1
2020-08-02,32.0,32.0,1
2020-08-03,27.0,27.0,1
2020-08-04,42.0,42.0,1
2020-08-05,15.0,15.0,1
2020-08-06,8.0,8.0,1
2020-08-07,30.0,30.0,1
2020-08-08,19.0,19.0,1
2020-08-09,50.0,50.0,1
2020-08-10,39.0,39.0,1
2020-08-11,42.0,42.0,1
2020-08-12,25.0,25.0,1
2020-08-13,37.0,37.0,1
2020-08-14,62.0,62.0,1
2020-08-15,36.0,36.0,1
2020-08-16,26.0,26.0,1
2020-08-17,79.0,79.0,1
2020-08-18,51.0,51.0,1
2020-08-19,33.0,33.0,1
2020-08-20,42.0,42.0,1
2020-08-21,29.0,29.0,1
2020-08-22,48.0,48.0,1
2020-08-23,38.0,38.0,1
2020-08-24,46.0,46.0,1
2020-08-25,52.0,52.0,1
2020-08-26,58.0,58.0,1
