date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,22.0,22.0,1
2020-02-02,24.0,24.0,1
2020-02-03,29.0,29.0,1
2020-02-04,24.0,24.0,1
2020-02-05,27.0,27.0,1
2020-02-06,14.0,14.0,1
2020-02-07,41.0,41.0,1
2020-02-08,17.0,17.0,1
2020-02-09,19.0,19.0,1
2020-02-10,30.0,30.0,1
2020-02-11,26.0,26.0,1
2020-02-12,22.0,22.0,1
2020-02-13,25.0,25.0,1
2020-02-14,19.0,19.0,1
2020-02-15,28.0,28.0,1
2020-02-16,30.0,30.0,1
2020-02-17,29.0,29.0,1
2020-02-18,18.0,18.0,1
2020-02-19,27.0,27.0,1
2020-02-20,17.0,17.0,1
2020-02-21,22.0,22.0,1
2020-02-22,25.0,25.0,1
2020-02-23,53.0,53.0,1
2020-02-24,51.0,51.0,1
2020-02-25,43.0,43.0,1
2020-02-26,51.0,51.0,1
2020-02-27,47.0,47.0,1
2020-02-28,21.0,21.0,1
2020-02-29,24.0,24.0,1
2020-03-01,33.0,33.0,1
2020-03-02,40.0,40.0,1
2020-03-03,26.0,26.0,1
2020-03-04,34.0,34.0,1
2020-03-05,40.0,40.0,1
2020-03-06,59.0,59.0,1
2020-03-07,46.0,46.0,1
2020-03-08,61.0,61.0,1
2020-03-09,80.0,80.0,1
2020-03-10,61.0,61.0,1
2020-03-11,70.0,70.0,1
2020-03-12,47.0,47.0,1
2020-03-13,62.0,62.0,1
2020-03-14,76.0,76.0,1
2020-03-15,66.0,66.0,1
2020-03-16,73.0,73.0,1
2020-03-17,81.0,81.0,1
2020-03-18,64.0,64.0,1
2020-03-19,62.0,62.0,1
2020-03-20,57.0,57.0,1
2020-03-21,56.0,56.0,1
2020-03-22,55.0,55.0,1
2020-03-23,54.0,54.0,1
2020-03-24,49.0,49.0,1
2020-03-25,53.0,53.0,1
2020-03-26,61.0,61.0,1
2020-03-27,51.0,51.0,1
2020-03-28,58.0,58.0,1
2020-03-29,38.0,38.0,1
2020-03-30,45.0,45.0,1
2020-03-31,48.0,48.0,1
2020-04-01,43.0,43.0,1
2020-04-02,48.0,48.0,1
2020-04-03,37.0,37.0,1
2020-04-04,41.0,41.0,1
2020-04-05,37.0,37.0,1
2020-04-06,46.0,46.0,1
2020-04-07,39.0,39.0,1
2020-04-08,42.0,42.0,1
2020-04-09,55.0,55.0,1
2020-04-10,38.0,38.0,1
2020-04-11,42.0,42.0,1
2020-04-12,30.0,30.0,1
2020-04-13,32.0,32.0,1
2020-04-14,64.0,64.0,1
2020-04-15,75.0,75.0,1
2020-04-16,53.0,53.0,1
2020-04-17,64.0,64.0,1
2020-04-18,58.0,58.0,1
2020-04-19,47.0,47.0,1
2020-04-20,77.0,77.0,1
2020-04-21,66.0,66.0,1
2020-04-22,85.0,85.0,1
2020-04-23,67.0,67.0,1
2020-04-24,71.0,71.0,1
2020-04-25,36.0,36.0,1
2020-04-26,51.0,51.0,1
2020-04-27,63.0,63.0,1
2020-04-28,100.0,100.0,1
2020-04-29,70.0,70.0,1
2020-04-30,77.0,77.0,1
2020-05-01,58.0,58.0,1
2020-05-02,65.0,65.0,1
2020-05-03,53.0,53.0,1
2020-05-04,93.0,93.0,1
2020-05-05,59.0,59.0,1
2020-05-06,85.0,85.0,1
2020-05-07,71.0,71.0,1
2020-05-08,67.0,67.0,1
2020-05-09,53.0,53.0,1
2020-05-10,45.0,45.0,1
2020-05-11,66.0,66.0,1
2020-05-12,72.0,72.0,1
2020-05-13,56.0,56.0,1
2020-05-14,89.0,89.0,1
2020-05-15,78.0,78.0,1
2020-05-16,92.0,92.0,1
2020-05-17,69.0,69.0,1
2020-05-18,95.0,95.0,1
2020-05-19,69.0,69.0,1
2020-05-20,78.0,78.0,1
2020-05-21,61.0,61.0,1
2020-05-22,48.0,48.0,1
2020-05-23,30.0,30.0,1
2020-05-24,49.0,49.0,1
2020-05-25,49.0,49.0,1
2020-05-26,34.0,34.0,1
2020-05-27,48.0,48.0,1
2020-05-28,33.0,33.0,1
2020-05-29,39.0,39.0,1
2020-05-30,43.0,43.0,1
2020-05-31,22.0,22.0,1
2020-06-01,27.0,27.0,1
2020-06-02,18.0,18.0,1
2020-06-03,30.0,30.0,1
2020-06-04,27.0,27.0,1
2020-06-05,25.0,25.0,1
2020-06-06,22.0,22.0,1
2020-06-07,35.0,35.0,1
2020-06-08,28.0,28.0,1
2020-06-09,18.0,18.0,1
2020-06-10,22.0,22.0,1
2020-06-11,10.0,10.0,1
2020-06-12,36.0,36.0,1
2020-06-13,19.0,19.0,1
2020-06-14,32.0,32.0,1
2020-06-15,21.0,21.0,1
2020-06-16,15.0,15.0,1
2020-06-17,22.0,22.0,1
2020-06-18,15.0,15.0,1
2020-06-19,20.0,20.0,1
2020-06-20,18.0,18.0,1
2020-06-21,25.0,25.0,1
2020-06-22,16.0,16.0,1
2020-06-23,14.0,14.0,1
2020-06-24,21.0,21.0,1
2020-06-25,28.0,28.0,1
2020-06-26,16.0,16.0,1
2020-06-27,23.0,23.0,1
2020-06-28,34.0,34.0,1
2020-06-29,18.0,18.0,1
2020-06-30,26.0,26.0,1
2020-07-01,19.0,19.0,1
2020-07-02,21.0,21.0,1
2020-07-03,8.0,8.0,1
2020-07-04,22.0,22.0,1
2020-07-05,21.0,21.0,1
2020-07-06,17.0,17.0,1
2020-07-07,8.0,8.0,1
2020-07-08,33.0,33.0,1
2020-07-09,20.0,20.0,1
2020-07-10,24.0,24.0,1
2020-07-11,18.0,18.0,1
2020-07-12,24.0,24.0,1
2020-07-13,20.0,20.0,1
2020-07-14,11.0,11.0,1
2020-07-15,14.0,14.0,1
2020-07-16,21.0,21.0,1
2020-07-17,21.0,21.0,1
2020-07-18,10.0,10.0,1
2020-07-19,10.0,10.0,1
2020-07-20,23.0,23.0,1
2020-07-21,22.0,22.0,1
2020-07-22,20.0,20.0,1
2020-07-23,19.0,19.0,1
2020-07-24,19.0,19.0,1
2020-07-25,19.0,19.0,1
2020-07-26,16.0,16.0,1
2020-07-27,16.0,16.0,1
2020-07-28,13.0,13.0,1
2020-07-29,24.0,24.0,1
2020-07-30,20.0,20.0,1
2020-07-31,25.0,25.0,1
2020-08-01,22.0,22.0,1
2020-08-02,14.0,14.0,1
2020-08-03,20.0,20.0,1
2020-08-04,29.0,29.0,1
2020-08-05,25.0,25.0,1
2020-08-06,24.0,24.0,1
2020-08-07,11.0,11.0,1
2020-08-08,19.0,19.0,1
2020-08-09,23.0,23.0,1
2020-08-10,23.0,23.0,1
2020-08-11,11.0,11.0,1
2020-08-12,34.0,34.0,1
2020-08-13,21.0,21.0,1
2020-08-14,21.0,21.0,1
2020-08-15,13.0,13.0,1
2020-08-16,22.0,22.0,1
2020-08-17,26.0,26.0,1
2020-08-18,26.0,26.0,1
2020-08-19,22.0,22.0,1
2020-08-20,17.0,17.0,1
2020-08-21,16.0,16.0,1
2020-08-22,50.0,50.0,1
2020-08-23,18.0,18.0,1
2020-08-24,42.0,42.0,1
2020-08-25,31.0,31.0,1
2020-08-26,40.0,40.0,1
2020-08-27,38.0,38.0,1
2020-08-28,29.0,29.0,1
2020-08-29,51.0,51.0,1
2020-08-30,40.0,40.0,1
2020-08-31,56.0,56.0,1
2020-09-01,47.0,47.0,1
2020-09-02,61.0,61.0,1
2020-09-03,55.0,55.0,1
2020-09-04,30.0,30.0,1
2020-09-05,45.0,45.0,1
2020-09-06,31.0,31.0,1
2020-09-07,52.0,52.0,1
2020-09-08,62.0,62.0,1
2020-09-09,58.0,58.0,1
2020-09-10,70.0,70.0,1
2020-09-11,73.0,73.0,1
2020-09-12,73.0,73.0,1
2020-09-13,88.0,88.0,1
2020-09-14,75.0,75.0,1
2020-09-15,70.0,70.0,1
2020-09-16,50.0,50.0,1
2020-09-17,53.0,53.0,1
2020-09-18,42.0,42.0,1
2020-09-19,34.0,34.0,1
2020-09-20,38.0,38.0,1
2020-09-21,36.0,36.0,1
2020-09-22,50.0,50.0,1
2020-09-23,61.0,61.0,1
2020-09-24,45.0,45.0,1
2020-09-25,62.0,62.0,1
2020-09-26,60.0,60.0,1
2020-09-27,57.0,57.0,1
2020-09-28,59.0,59.0,1
2020-09-29,65.0,65.0,1
2020-09-30,43.0,43.0,1
2020-10-01,49.0,49.0,1
2020-10-02,50.0,50.0,1
2020-10-03,46.0,46.0,1
2020-10-04,42.0,42.0,1
2020-10-05,51.0,51.0,1
2020-10-06,51.0,51.0,1
2020-10-07,54.0,54.0,1
2020-10-08,64.0,64.0,1
2020-10-09,47.0,47.0,1
2020-10-10,35.0,35.0,1
2020-10-11,52.0,52.0,1
2020-10-12,52.0,52.0,1
2020-10-13,40.0,40.0,1
2020-10-14,51.0,51.0,1
2020-10-15,49.0,49.0,1
2020-10-16,50.0,50.0,1
2020-10-17,34.0,34.0,1
2020-10-18,40.0,40.0,1
2020-10-19,61.0,61.0,1
2020-10-20,46.0,46.0,1
2020-10-21,50.0,50.0,1
2020-10-22,55.0,55.0,1
2020-10-23,37.0,37.0,1
2020-10-24,44.0,44.0,1
2020-10-25,46.0,46.0,1
2020-10-26,43.0,43.0,1
2020-10-27,31.0,31.0,1
2020-09-28,97.0,97.0,2
2020-09-29,92.0,92.0,2
2020-09-30,83.0,83.0,2
2020-10-01,71.0,71.0,2
2020-10-02,73.0,73.0,2
2020-10-03,80.0,80.0,2
2020-10-04,61.0,61.0,2
2020-10-05,36.0,36.0,2
2020-10-06,74.0,74.0,2
2020-10-07,59.0,59.0,2
2020-10-08,94.0,94.0,2
2020-10-09,85.0,85.0,2
2020-10-10,73.0,73.0,2
2020-10-11,96.0,96.0,2
2020-10-12,76.0,76.0,2
2020-10-13,70.0,70.0,2
2020-10-14,96.0,96.0,2
2020-10-15,100.0,100.0,2
2020-10-16,89.0,89.0,2
2020-10-17,65.0,65.0,2
2020-10-18,68.0,68.0,2
2020-10-19,70.0,70.0,2
2020-10-20,72.0,72.0,2
2020-10-21,77.0,77.0,2
2020-10-22,80.0,80.0,2
2020-10-23,57.0,57.0,2
2020-10-24,71.0,71.0,2
2020-10-25,43.0,43.0,2
2020-10-26,59.0,59.0,2
2020-10-27,64.0,64.0,2
2020-10-28,67.0,67.0,2
2020-10-29,93.0,93.0,2
2020-10-30,68.0,68.0,2
2020-10-31,56.0,56.0,2
2020-11-01,65.0,65.0,2
2020-11-02,74.0,74.0,2
2020-11-03,69.0,69.0,2
2020-11-04,61.0,61.0,2
2020-11-05,76.0,76.0,2
2020-11-06,51.0,51.0,2
2020-11-07,75.0,75.0,2
2020-11-08,60.0,60.0,2
2020-11-09,82.0,82.0,2
2020-11-10,72.0,72.0,2
2020-11-11,40.0,40.0,2
2020-11-12,50.0,50.0,2
2020-11-13,44.0,44.0,2
2020-11-14,48.0,48.0,2
2020-11-15,36.0,36.0,2
2020-11-16,46.0,46.0,2
2020-11-17,43.0,43.0,2
2020-11-18,52.0,52.0,2
2020-11-19,49.0,49.0,2
2020-11-20,54.0,54.0,2
2020-11-21,63.0,63.0,2
2020-11-22,57.0,57.0,2
2020-11-23,52.0,52.0,2
2020-11-24,62.0,62.0,2
2020-11-25,58.0,58.0,2
2020-11-26,40.0,40.0,2
2020-11-27,43.0,43.0,2
2020-11-28,43.0,43.0,2
2020-11-29,37.0,37.0,2
2020-11-30,53.0,53.0,2
2020-12-01,48.0,48.0,2
2020-12-02,32.0,32.0,2
2020-12-03,46.0,46.0,2
2020-12-04,30.0,30.0,2
2020-12-05,55.0,55.0,2
2020-12-06,27.0,27.0,2
2020-12-07,42.0,42.0,2
2020-12-08,33.0,33.0,2
2020-12-09,42.0,42.0,2
2020-12-10,44.0,44.0,2
2020-12-11,38.0,38.0,2
2020-12-12,38.0,38.0,2
2020-12-13,39.0,39.0,2
2020-12-14,36.0,36.0,2
2020-12-15,56.0,56.0,2
2020-12-16,41.0,41.0,2
2020-12-17,39.0,39.0,2
2020-12-18,48.0,48.0,2
2020-12-19,32.0,32.0,2
2020-12-20,31.0,31.0,2
2020-12-21,26.0,26.0,2
2020-12-22,32.0,32.0,2
2020-12-23,35.0,35.0,2
2020-12-24,23.0,23.0,2
2020-12-25,31.0,31.0,2
2020-12-26,41.0,41.0,2
2020-12-27,45.0,45.0,2
2020-12-28,36.0,36.0,2
2020-12-29,43.0,43.0,2
2020-12-30,30.0,30.0,2
2020-12-31,49.0,49.0,2
2021-01-01,54.0,54.0,2
2021-01-02,48.0,48.0,2
2021-01-03,40.0,40.0,2
2021-01-04,34.0,34.0,2
2021-01-05,52.0,52.0,2
