date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,17.0,17.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,18.0,18.0,1
2020-02-24,17.0,17.0,1
2020-02-25,0.0,0.0,1
2020-02-26,0.0,0.0,1
2020-02-27,32.0,32.0,1
2020-02-28,51.0,51.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,16.0,16.0,1
2020-03-03,32.0,32.0,1
2020-03-04,0.0,0.0,1
2020-03-05,16.0,16.0,1
2020-03-06,0.0,0.0,1
2020-03-07,35.0,35.0,1
2020-03-08,35.0,35.0,1
2020-03-09,32.0,32.0,1
2020-03-10,32.0,32.0,1
2020-03-11,16.0,16.0,1
2020-03-12,52.0,52.0,1
2020-03-13,19.0,19.0,1
2020-03-14,20.0,20.0,1
2020-03-15,37.0,37.0,1
2020-03-16,49.0,49.0,1
2020-03-17,16.0,16.0,1
2020-03-18,100.0,100.0,1
2020-03-19,35.0,35.0,1
2020-03-20,51.0,51.0,1
2020-03-21,18.0,18.0,1
2020-03-22,18.0,18.0,1
2020-03-23,15.0,15.0,1
2020-03-24,33.0,33.0,1
2020-03-25,32.0,32.0,1
2020-03-26,0.0,0.0,1
2020-03-27,48.0,48.0,1
2020-03-28,0.0,0.0,1
2020-03-29,17.0,17.0,1
2020-03-30,16.0,16.0,1
2020-03-31,16.0,16.0,1
2020-04-01,32.0,32.0,1
2020-04-02,0.0,0.0,1
2020-04-03,0.0,0.0,1
2020-04-04,0.0,0.0,1
2020-04-05,18.0,18.0,1
2020-04-06,0.0,0.0,1
2020-04-07,0.0,0.0,1
2020-04-08,0.0,0.0,1
2020-04-09,32.0,32.0,1
2020-04-10,0.0,0.0,1
2020-04-11,0.0,0.0,1
2020-04-12,36.0,36.0,1
2020-04-13,33.0,33.0,1
2020-04-14,16.0,16.0,1
2020-04-15,50.0,50.0,1
2020-04-16,0.0,0.0,1
2020-04-17,0.0,0.0,1
2020-04-18,0.0,0.0,1
2020-04-19,18.0,18.0,1
2020-04-20,0.0,0.0,1
2020-04-21,0.0,0.0,1
2020-04-22,49.0,49.0,1
2020-04-23,0.0,0.0,1
2020-04-24,17.0,17.0,1
2020-04-25,18.0,18.0,1
