date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,6.0,6.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,4.0,4.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,4.0,4.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,4.0,4.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,5.0,5.0,1
2020-02-24,6.0,6.0,1
2020-02-25,19.0,19.0,1
2020-02-26,14.0,14.0,1
2020-02-27,28.0,28.0,1
2020-02-28,10.0,10.0,1
2020-02-29,11.0,11.0,1
2020-03-01,16.0,16.0,1
2020-03-02,4.0,4.0,1
2020-03-03,9.0,9.0,1
2020-03-04,0.0,0.0,1
2020-03-05,9.0,9.0,1
2020-03-06,5.0,5.0,1
2020-03-07,11.0,11.0,1
2020-03-08,6.0,6.0,1
2020-03-09,9.0,9.0,1
2020-03-10,23.0,23.0,1
2020-03-11,47.0,47.0,1
2020-03-12,58.0,58.0,1
2020-03-13,100.0,100.0,1
2020-03-14,93.0,93.0,1
2020-03-15,62.0,62.0,1
2020-03-16,69.0,69.0,1
2020-03-17,47.0,47.0,1
2020-03-18,46.0,46.0,1
2020-03-19,32.0,32.0,1
2020-03-20,32.0,32.0,1
2020-03-21,21.0,21.0,1
2020-03-22,51.0,51.0,1
2020-03-23,49.0,49.0,1
2020-03-24,52.0,52.0,1
2020-03-25,50.0,50.0,1
2020-03-26,83.0,83.0,1
2020-03-27,61.0,61.0,1
2020-03-28,70.0,70.0,1
2020-03-29,29.0,29.0,1
2020-03-30,32.0,32.0,1
2020-03-31,57.0,57.0,1
2020-04-01,66.0,66.0,1
2020-04-02,57.0,57.0,1
2020-04-03,41.0,41.0,1
2020-04-04,41.0,41.0,1
2020-04-05,36.0,36.0,1
2020-04-06,36.0,36.0,1
2020-04-07,48.0,48.0,1
2020-04-08,21.0,21.0,1
2020-04-09,9.0,9.0,1
2020-04-10,71.0,71.0,1
2020-04-11,57.0,57.0,1
2020-04-12,37.0,37.0,1
2020-04-13,41.0,41.0,1
2020-04-14,36.0,36.0,1
2020-04-15,21.0,21.0,1
2020-04-16,50.0,50.0,1
2020-04-17,26.0,26.0,1
2020-04-18,16.0,16.0,1
2020-04-19,16.0,16.0,1
