date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,16.0,16.0,1
2020-02-02,15.0,15.0,1
2020-02-03,17.0,17.0,1
2020-02-04,22.0,22.0,1
2020-02-05,9.0,9.0,1
2020-02-06,10.0,10.0,1
2020-02-07,18.0,18.0,1
2020-02-08,14.0,14.0,1
2020-02-09,16.0,16.0,1
2020-02-10,16.0,16.0,1
2020-02-11,17.0,17.0,1
2020-02-12,13.0,13.0,1
2020-02-13,12.0,12.0,1
2020-02-14,5.0,5.0,1
2020-02-15,12.0,12.0,1
2020-02-16,12.0,12.0,1
2020-02-17,21.0,21.0,1
2020-02-18,8.0,8.0,1
2020-02-19,6.0,6.0,1
2020-02-20,10.0,10.0,1
2020-02-21,3.0,3.0,1
2020-02-22,9.0,9.0,1
2020-02-23,21.0,21.0,1
2020-02-24,23.0,23.0,1
2020-02-25,23.0,23.0,1
2020-02-26,19.0,19.0,1
2020-02-27,17.0,17.0,1
2020-02-28,21.0,21.0,1
2020-02-29,17.0,17.0,1
2020-03-01,15.0,15.0,1
2020-03-02,20.0,20.0,1
2020-03-03,20.0,20.0,1
2020-03-04,19.0,19.0,1
2020-03-05,27.0,27.0,1
2020-03-06,20.0,20.0,1
2020-03-07,30.0,30.0,1
2020-03-08,19.0,19.0,1
2020-03-09,40.0,40.0,1
2020-03-10,50.0,50.0,1
2020-03-11,78.0,78.0,1
2020-03-12,100.0,100.0,1
2020-03-13,83.0,83.0,1
2020-03-14,46.0,46.0,1
2020-03-15,53.0,53.0,1
2020-03-16,62.0,62.0,1
2020-03-17,65.0,65.0,1
2020-03-18,52.0,52.0,1
2020-03-19,49.0,49.0,1
2020-03-20,43.0,43.0,1
2020-03-21,67.0,67.0,1
2020-03-22,48.0,48.0,1
2020-03-23,48.0,48.0,1
2020-03-24,34.0,34.0,1
2020-03-25,51.0,51.0,1
2020-03-26,40.0,40.0,1
2020-03-27,41.0,41.0,1
2020-03-28,31.0,31.0,1
2020-03-29,34.0,34.0,1
2020-03-30,24.0,24.0,1
2020-03-31,36.0,36.0,1
2020-04-01,31.0,31.0,1
2020-04-02,35.0,35.0,1
2020-04-03,20.0,20.0,1
2020-04-04,29.0,29.0,1
2020-04-05,19.0,19.0,1
2020-04-06,35.0,35.0,1
2020-04-07,19.0,19.0,1
2020-04-08,36.0,36.0,1
2020-04-09,33.0,33.0,1
2020-04-10,24.0,24.0,1
2020-04-11,24.0,24.0,1
2020-04-12,16.0,16.0,1
2020-04-13,41.0,41.0,1
2020-04-14,27.0,27.0,1
2020-04-15,30.0,30.0,1
2020-04-16,48.0,48.0,1
2020-04-17,48.0,48.0,1
2020-04-18,29.0,29.0,1
2020-04-19,28.0,28.0,1
2020-04-20,29.0,29.0,1
2020-04-21,36.0,36.0,1
2020-04-22,37.0,37.0,1
2020-04-23,40.0,40.0,1
2020-04-24,41.0,41.0,1
2020-04-25,30.0,30.0,1
2020-04-26,32.0,32.0,1
2020-04-27,42.0,42.0,1
2020-04-28,40.0,40.0,1
2020-04-29,51.0,51.0,1
2020-04-30,50.0,50.0,1
2020-05-01,52.0,52.0,1
2020-05-02,40.0,40.0,1
2020-05-03,22.0,22.0,1
2020-05-04,39.0,39.0,1
2020-05-05,41.0,41.0,1
2020-05-06,33.0,33.0,1
2020-05-07,35.0,35.0,1
2020-05-08,32.0,32.0,1
2020-05-09,38.0,38.0,1
2020-05-10,39.0,39.0,1
2020-05-11,40.0,40.0,1
2020-05-12,35.0,35.0,1
2020-05-13,36.0,36.0,1
2020-05-14,27.0,27.0,1
2020-05-15,31.0,31.0,1
2020-05-16,20.0,20.0,1
2020-05-17,26.0,26.0,1
2020-05-18,30.0,30.0,1
2020-05-19,34.0,34.0,1
2020-05-20,20.0,20.0,1
2020-05-21,22.0,22.0,1
2020-05-22,26.0,26.0,1
2020-05-23,18.0,18.0,1
2020-05-24,23.0,23.0,1
2020-05-25,26.0,26.0,1
2020-05-26,36.0,36.0,1
2020-05-27,31.0,31.0,1
2020-05-28,37.0,37.0,1
2020-05-29,19.0,19.0,1
2020-05-30,17.0,17.0,1
2020-05-31,13.0,13.0,1
2020-06-01,21.0,21.0,1
2020-06-02,15.0,15.0,1
2020-06-03,29.0,29.0,1
2020-06-04,35.0,35.0,1
2020-06-05,19.0,19.0,1
2020-06-06,24.0,24.0,1
2020-06-07,22.0,22.0,1
2020-06-08,19.0,19.0,1
2020-06-09,21.0,21.0,1
2020-06-10,37.0,37.0,1
2020-06-11,18.0,18.0,1
2020-06-12,23.0,23.0,1
2020-06-13,17.0,17.0,1
2020-06-14,19.0,19.0,1
2020-06-15,21.0,21.0,1
2020-06-16,26.0,26.0,1
2020-06-17,18.0,18.0,1
2020-06-18,20.0,20.0,1
2020-06-19,12.0,12.0,1
2020-06-20,28.0,28.0,1
2020-06-21,10.0,10.0,1
2020-06-22,19.0,19.0,1
2020-06-23,22.0,22.0,1
2020-06-24,19.0,19.0,1
2020-06-25,27.0,27.0,1
2020-06-26,21.0,21.0,1
2020-06-27,19.0,19.0,1
2020-06-28,19.0,19.0,1
2020-06-29,19.0,19.0,1
2020-06-30,14.0,14.0,1
2020-07-01,21.0,21.0,1
2020-07-02,12.0,12.0,1
2020-07-03,13.0,13.0,1
2020-07-04,6.0,6.0,1
2020-07-05,23.0,23.0,1
2020-07-06,22.0,22.0,1
2020-07-07,19.0,19.0,1
2020-07-08,10.0,10.0,1
2020-07-09,17.0,17.0,1
2020-07-10,18.0,18.0,1
2020-07-11,9.0,9.0,1
2020-07-12,18.0,18.0,1
2020-07-13,15.0,15.0,1
2020-07-14,29.0,29.0,1
2020-07-15,16.0,16.0,1
2020-07-16,17.0,17.0,1
2020-07-17,14.0,14.0,1
2020-07-18,21.0,21.0,1
2020-07-19,6.0,6.0,1
2020-07-20,22.0,22.0,1
2020-07-21,24.0,24.0,1
2020-07-22,11.0,11.0,1
2020-07-23,12.0,12.0,1
2020-07-24,21.0,21.0,1
2020-07-25,18.0,18.0,1
2020-07-26,16.0,16.0,1
2020-07-27,17.0,17.0,1
2020-07-28,16.0,16.0,1
2020-07-29,18.0,18.0,1
2020-07-30,26.0,26.0,1
2020-07-31,18.0,18.0,1
2020-08-01,22.0,22.0,1
2020-08-02,24.0,24.0,1
2020-08-03,20.0,20.0,1
2020-08-04,21.0,21.0,1
2020-08-05,16.0,16.0,1
2020-08-06,16.0,16.0,1
2020-08-07,14.0,14.0,1
2020-08-08,20.0,20.0,1
2020-08-09,23.0,23.0,1
2020-08-10,20.0,20.0,1
2020-08-11,18.0,18.0,1
2020-08-12,15.0,15.0,1
2020-08-13,19.0,19.0,1
2020-08-14,25.0,25.0,1
2020-08-15,20.0,20.0,1
2020-08-16,23.0,23.0,1
2020-08-17,19.0,19.0,1
2020-08-18,28.0,28.0,1
2020-08-19,30.0,30.0,1
2020-08-20,26.0,26.0,1
2020-08-21,25.0,25.0,1
2020-08-22,16.0,16.0,1
2020-08-23,15.0,15.0,1
2020-08-24,20.0,20.0,1
2020-08-25,40.0,40.0,1
2020-08-26,41.0,41.0,1
2020-08-27,58.0,58.0,1
2020-08-28,52.0,52.0,1
2020-08-29,59.0,59.0,1
2020-08-30,56.0,56.0,1
2020-08-31,47.0,47.0,1
2020-09-01,56.0,56.0,1
2020-09-02,53.0,53.0,1
2020-09-03,57.0,57.0,1
2020-09-04,46.0,46.0,1
2020-09-05,52.0,52.0,1
2020-09-06,34.0,34.0,1
2020-09-07,79.0,79.0,1
2020-09-08,70.0,70.0,1
2020-09-09,78.0,78.0,1
2020-09-10,86.0,86.0,1
2020-09-11,66.0,66.0,1
2020-09-12,39.0,39.0,1
2020-09-13,55.0,55.0,1
2020-09-14,38.0,38.0,1
2020-09-15,46.0,46.0,1
2020-09-16,48.0,48.0,1
2020-09-17,44.0,44.0,1
2020-09-18,39.0,39.0,1
2020-09-19,49.0,49.0,1
2020-09-20,32.0,32.0,1
2020-09-21,34.0,34.0,1
2020-09-22,48.0,48.0,1
2020-09-23,35.0,35.0,1
2020-09-24,40.0,40.0,1
2020-09-25,40.0,40.0,1
2020-09-26,33.0,33.0,1
2020-09-27,38.0,38.0,1
2020-09-28,48.0,48.0,1
2020-09-29,44.0,44.0,1
2020-09-30,37.0,37.0,1
2020-10-01,41.0,41.0,1
2020-10-02,32.0,32.0,1
2020-10-03,26.0,26.0,1
2020-10-04,26.0,26.0,1
2020-10-05,22.0,22.0,1
2020-10-06,47.0,47.0,1
2020-10-07,24.0,24.0,1
2020-10-08,26.0,26.0,1
2020-10-09,11.0,11.0,1
2020-10-10,30.0,30.0,1
2020-10-11,30.0,30.0,1
2020-10-12,21.0,21.0,1
2020-10-13,20.0,20.0,1
2020-10-14,34.0,34.0,1
2020-10-15,29.0,29.0,1
2020-10-16,29.0,29.0,1
2020-10-17,23.0,23.0,1
2020-10-18,26.0,26.0,1
2020-10-19,28.0,28.0,1
2020-10-20,21.0,21.0,1
2020-10-21,27.0,27.0,1
2020-10-22,17.0,17.0,1
2020-10-23,19.0,19.0,1
2020-10-24,24.0,24.0,1
2020-10-25,18.0,18.0,1
2020-10-26,34.0,34.0,1
2020-10-27,33.0,33.0,1
2020-09-28,89.0,89.0,2
2020-09-29,90.0,90.0,2
2020-09-30,71.0,71.0,2
2020-10-01,60.0,60.0,2
2020-10-02,77.0,77.0,2
2020-10-03,54.0,54.0,2
2020-10-04,52.0,52.0,2
2020-10-05,55.0,55.0,2
2020-10-06,87.0,87.0,2
2020-10-07,66.0,66.0,2
2020-10-08,68.0,68.0,2
2020-10-09,42.0,42.0,2
2020-10-10,66.0,66.0,2
2020-10-11,60.0,60.0,2
2020-10-12,46.0,46.0,2
2020-10-13,59.0,59.0,2
2020-10-14,70.0,70.0,2
2020-10-15,86.0,86.0,2
2020-10-16,40.0,40.0,2
2020-10-17,39.0,39.0,2
2020-10-18,73.0,73.0,2
2020-10-19,93.0,93.0,2
2020-10-20,67.0,67.0,2
2020-10-21,71.0,71.0,2
2020-10-22,52.0,52.0,2
2020-10-23,66.0,66.0,2
2020-10-24,51.0,51.0,2
2020-10-25,38.0,38.0,2
2020-10-26,81.0,81.0,2
2020-10-27,100.0,100.0,2
2020-10-28,71.0,71.0,2
2020-10-29,64.0,64.0,2
2020-10-30,53.0,53.0,2
2020-10-31,52.0,52.0,2
2020-11-01,62.0,62.0,2
2020-11-02,47.0,47.0,2
2020-11-03,53.0,53.0,2
2020-11-04,46.0,46.0,2
2020-11-05,33.0,33.0,2
2020-11-06,54.0,54.0,2
2020-11-07,55.0,55.0,2
2020-11-08,34.0,34.0,2
2020-11-09,58.0,58.0,2
2020-11-10,36.0,36.0,2
2020-11-11,71.0,71.0,2
2020-11-12,53.0,53.0,2
2020-11-13,48.0,48.0,2
2020-11-14,43.0,43.0,2
2020-11-15,43.0,43.0,2
2020-11-16,25.0,25.0,2
2020-11-17,74.0,74.0,2
2020-11-18,56.0,56.0,2
2020-11-19,35.0,35.0,2
2020-11-20,41.0,41.0,2
2020-11-21,40.0,40.0,2
2020-11-22,40.0,40.0,2
2020-11-23,59.0,59.0,2
2020-11-24,57.0,57.0,2
2020-11-25,46.0,46.0,2
2020-11-26,28.0,28.0,2
2020-11-27,31.0,31.0,2
2020-11-28,38.0,38.0,2
2020-11-29,31.0,31.0,2
2020-11-30,41.0,41.0,2
2020-12-01,52.0,52.0,2
2020-12-02,39.0,39.0,2
2020-12-03,30.0,30.0,2
2020-12-04,55.0,55.0,2
2020-12-05,58.0,58.0,2
2020-12-06,54.0,54.0,2
2020-12-07,37.0,37.0,2
2020-12-08,37.0,37.0,2
2020-12-09,19.0,19.0,2
2020-12-10,54.0,54.0,2
2020-12-11,48.0,48.0,2
2020-12-12,29.0,29.0,2
2020-12-13,36.0,36.0,2
2020-12-14,31.0,31.0,2
2020-12-15,32.0,32.0,2
2020-12-16,45.0,45.0,2
2020-12-17,57.0,57.0,2
2020-12-18,46.0,46.0,2
2020-12-19,45.0,45.0,2
2020-12-20,41.0,41.0,2
2020-12-21,51.0,51.0,2
2020-12-22,30.0,30.0,2
2020-12-23,21.0,21.0,2
2020-12-24,18.0,18.0,2
2020-12-25,46.0,46.0,2
2020-12-26,59.0,59.0,2
2020-12-27,43.0,43.0,2
2020-12-28,43.0,43.0,2
2020-12-29,61.0,61.0,2
2020-12-30,53.0,53.0,2
2020-12-31,34.0,34.0,2
2021-01-01,39.0,39.0,2
2021-01-02,47.0,47.0,2
2021-01-03,53.0,53.0,2
2021-01-04,50.0,50.0,2
2021-01-05,32.0,32.0,2
2021-01-06,33.0,33.0,2
2021-01-07,81.0,81.0,2
2021-01-08,76.0,76.0,2
2021-01-09,52.0,52.0,2
2021-01-10,35.0,35.0,2
2021-01-11,54.0,54.0,2
2021-01-12,55.0,55.0,2
2021-01-13,62.0,62.0,2
2021-01-14,73.0,73.0,2
2021-01-15,41.0,41.0,2
2021-01-16,46.0,46.0,2
2021-01-17,42.0,42.0,2
2021-01-18,46.0,46.0,2
2021-01-19,64.0,64.0,2
2021-01-20,58.0,58.0,2
2021-01-21,28.0,28.0,2
2021-01-22,37.0,37.0,2
2021-01-23,46.0,46.0,2
2021-01-24,11.0,11.0,2
2021-01-25,50.0,50.0,2
2021-01-26,31.0,31.0,2
2021-01-27,49.0,49.0,2
2021-01-28,29.0,29.0,2
2021-01-29,68.0,68.0,2
2021-01-30,38.0,38.0,2
2021-01-31,35.0,35.0,2
2021-02-01,29.0,29.0,2
2021-02-02,49.0,49.0,2
2021-02-03,55.0,55.0,2
2021-02-04,45.0,45.0,2
2021-02-05,33.0,33.0,2
2021-02-06,50.0,50.0,2
2021-02-07,27.0,27.0,2
2021-02-08,87.0,87.0,2
2021-02-09,44.0,44.0,2
2021-02-10,55.0,55.0,2
2021-02-11,40.0,40.0,2
2021-02-12,48.0,48.0,2
2021-02-13,49.0,49.0,2
2021-02-14,32.0,32.0,2
2021-02-15,26.0,26.0,2
2021-02-16,30.0,30.0,2
2021-02-17,30.0,30.0,2
2021-02-18,41.0,41.0,2
2021-02-19,42.0,42.0,2
2021-02-20,38.0,38.0,2
2021-02-21,32.0,32.0,2
2021-02-22,18.0,18.0,2
2021-02-23,13.0,13.0,2
2021-02-24,53.0,53.0,2
2021-02-25,23.0,23.0,2
2021-02-26,21.0,21.0,2
2021-02-27,43.0,43.0,2
2021-02-28,51.0,51.0,2
2021-03-01,42.0,42.0,2
2021-03-02,23.0,23.0,2
2021-03-03,26.0,26.0,2
2021-03-04,36.0,36.0,2
2021-03-05,42.0,42.0,2
2021-03-06,19.0,19.0,2
2021-03-07,31.0,31.0,2
2021-03-08,35.0,35.0,2
2021-03-09,39.0,39.0,2
2021-03-10,36.0,36.0,2
2021-03-11,51.0,51.0,2
2021-03-12,43.0,43.0,2
