date,/g/121j1nlf_0,/g/121j1nlf,batch_id
2020-02-01,7.0,7.0,1
2020-02-02,9.0,9.0,1
2020-02-03,13.0,13.0,1
2020-02-04,8.0,8.0,1
2020-02-05,12.0,12.0,1
2020-02-06,3.0,3.0,1
2020-02-07,9.0,9.0,1
2020-02-08,7.0,7.0,1
2020-02-09,0.0,0.0,1
2020-02-10,16.0,16.0,1
2020-02-11,3.0,3.0,1
2020-02-12,17.0,17.0,1
2020-02-13,15.0,15.0,1
2020-02-14,9.0,9.0,1
2020-02-15,10.0,10.0,1
2020-02-16,6.0,6.0,1
2020-02-17,6.0,6.0,1
2020-02-18,6.0,6.0,1
2020-02-19,11.0,11.0,1
2020-02-20,0.0,0.0,1
2020-02-21,6.0,6.0,1
2020-02-22,7.0,7.0,1
2020-02-23,9.0,9.0,1
2020-02-24,11.0,11.0,1
2020-02-25,8.0,8.0,1
2020-02-26,8.0,8.0,1
2020-02-27,3.0,3.0,1
2020-02-28,17.0,17.0,1
2020-02-29,10.0,10.0,1
2020-03-01,6.0,6.0,1
2020-03-02,11.0,11.0,1
2020-03-03,11.0,11.0,1
2020-03-04,19.0,19.0,1
2020-03-05,6.0,6.0,1
2020-03-06,15.0,15.0,1
2020-03-07,7.0,7.0,1
2020-03-08,6.0,6.0,1
2020-03-09,13.0,13.0,1
2020-03-10,13.0,13.0,1
2020-03-11,24.0,24.0,1
2020-03-12,11.0,11.0,1
2020-03-13,11.0,11.0,1
2020-03-14,9.0,9.0,1
2020-03-15,3.0,3.0,1
2020-03-16,8.0,8.0,1
2020-03-17,10.0,10.0,1
2020-03-18,5.0,5.0,1
2020-03-19,11.0,11.0,1
2020-03-20,8.0,8.0,1
2020-03-21,0.0,0.0,1
2020-03-22,6.0,6.0,1
2020-03-23,5.0,5.0,1
2020-03-24,8.0,8.0,1
2020-03-25,7.0,7.0,1
2020-03-26,12.0,12.0,1
2020-03-27,7.0,7.0,1
2020-03-28,9.0,9.0,1
2020-03-29,5.0,5.0,1
2020-03-30,16.0,16.0,1
2020-03-31,16.0,16.0,1
2020-04-01,14.0,14.0,1
2020-04-02,7.0,7.0,1
2020-04-03,20.0,20.0,1
2020-04-04,18.0,18.0,1
2020-04-05,25.0,25.0,1
2020-04-06,15.0,15.0,1
2020-04-07,5.0,5.0,1
2020-04-08,11.0,11.0,1
2020-04-09,14.0,14.0,1
2020-04-10,6.0,6.0,1
2020-04-11,3.0,3.0,1
2020-04-12,6.0,6.0,1
2020-04-13,3.0,3.0,1
2020-04-14,12.0,12.0,1
2020-04-15,10.0,10.0,1
2020-04-16,17.0,17.0,1
2020-04-17,18.0,18.0,1
2020-04-18,26.0,26.0,1
2020-04-19,14.0,14.0,1
2020-04-20,22.0,22.0,1
2020-04-21,10.0,10.0,1
2020-04-22,26.0,26.0,1
2020-04-23,18.0,18.0,1
2020-04-24,8.0,8.0,1
2020-04-25,12.0,12.0,1
2020-04-26,14.0,14.0,1
2020-04-27,10.0,10.0,1
2020-04-28,13.0,13.0,1
2020-04-29,10.0,10.0,1
2020-04-30,10.0,10.0,1
2020-05-01,3.0,3.0,1
2020-05-02,13.0,13.0,1
2020-05-03,9.0,9.0,1
2020-05-04,10.0,10.0,1
2020-05-05,13.0,13.0,1
2020-05-06,19.0,19.0,1
2020-05-07,13.0,13.0,1
2020-05-08,6.0,6.0,1
2020-05-09,18.0,18.0,1
2020-05-10,6.0,6.0,1
2020-05-11,7.0,7.0,1
2020-05-12,10.0,10.0,1
2020-05-13,15.0,15.0,1
2020-05-14,15.0,15.0,1
2020-05-15,16.0,16.0,1
2020-05-16,3.0,3.0,1
2020-05-17,9.0,9.0,1
2020-05-18,8.0,8.0,1
2020-05-19,25.0,25.0,1
2020-05-20,18.0,18.0,1
2020-05-21,8.0,8.0,1
2020-05-22,8.0,8.0,1
2020-05-23,26.0,26.0,1
2020-05-24,3.0,3.0,1
2020-05-25,7.0,7.0,1
2020-05-26,13.0,13.0,1
2020-05-27,18.0,18.0,1
2020-05-28,8.0,8.0,1
2020-05-29,16.0,16.0,1
2020-05-30,3.0,3.0,1
2020-05-31,3.0,3.0,1
2020-06-01,13.0,13.0,1
2020-06-02,3.0,3.0,1
2020-06-03,15.0,15.0,1
2020-06-04,10.0,10.0,1
2020-06-05,15.0,15.0,1
2020-06-06,14.0,14.0,1
2020-06-07,3.0,3.0,1
2020-06-08,7.0,7.0,1
2020-06-09,20.0,20.0,1
2020-06-10,8.0,8.0,1
2020-06-11,0.0,0.0,1
2020-06-12,3.0,3.0,1
2020-06-13,14.0,14.0,1
2020-06-14,3.0,3.0,1
2020-06-15,8.0,8.0,1
2020-06-16,21.0,21.0,1
2020-06-17,27.0,27.0,1
2020-06-18,11.0,11.0,1
2020-06-19,6.0,6.0,1
2020-06-20,13.0,13.0,1
2020-06-21,9.0,9.0,1
2020-06-22,5.0,5.0,1
2020-06-23,6.0,6.0,1
2020-06-24,14.0,14.0,1
2020-06-25,12.0,12.0,1
2020-06-26,6.0,6.0,1
2020-06-27,18.0,18.0,1
2020-06-28,13.0,13.0,1
2020-06-29,16.0,16.0,1
2020-06-30,26.0,26.0,1
2020-07-01,12.0,12.0,1
2020-07-02,3.0,3.0,1
2020-07-03,3.0,3.0,1
2020-07-04,0.0,0.0,1
2020-07-05,7.0,7.0,1
2020-07-06,25.0,25.0,1
2020-07-07,26.0,26.0,1
2020-07-08,32.0,32.0,1
2020-07-09,21.0,21.0,1
2020-07-10,18.0,18.0,1
2020-07-11,7.0,7.0,1
2020-07-12,10.0,10.0,1
2020-07-13,11.0,11.0,1
2020-07-14,15.0,15.0,1
2020-07-15,31.0,31.0,1
2020-07-16,3.0,3.0,1
2020-07-17,13.0,13.0,1
2020-07-18,12.0,12.0,1
2020-07-19,14.0,14.0,1
2020-07-20,3.0,3.0,1
2020-07-21,15.0,15.0,1
2020-07-22,13.0,13.0,1
2020-07-23,13.0,13.0,1
2020-07-24,13.0,13.0,1
2020-07-25,12.0,12.0,1
2020-07-26,18.0,18.0,1
2020-07-27,18.0,18.0,1
2020-07-28,18.0,18.0,1
2020-07-29,12.0,12.0,1
2020-07-30,16.0,16.0,1
2020-07-31,16.0,16.0,1
2020-08-01,8.0,8.0,1
2020-08-02,4.0,4.0,1
2020-08-03,23.0,23.0,1
2020-08-04,23.0,23.0,1
2020-08-05,15.0,15.0,1
2020-08-06,19.0,19.0,1
2020-08-07,7.0,7.0,1
2020-08-08,23.0,23.0,1
2020-08-09,4.0,4.0,1
2020-08-10,24.0,24.0,1
2020-08-11,12.0,12.0,1
2020-08-12,19.0,19.0,1
2020-08-13,13.0,13.0,1
2020-08-14,13.0,13.0,1
2020-08-15,4.0,4.0,1
2020-08-16,14.0,14.0,1
2020-08-17,15.0,15.0,1
2020-08-18,18.0,18.0,1
2020-08-19,18.0,18.0,1
2020-08-20,6.0,6.0,1
2020-08-21,3.0,3.0,1
2020-08-22,4.0,4.0,1
2020-08-23,7.0,7.0,1
2020-08-24,12.0,12.0,1
2020-08-25,21.0,21.0,1
2020-08-26,20.0,20.0,1
2020-08-27,15.0,15.0,1
2020-08-28,3.0,3.0,1
2020-08-29,22.0,22.0,1
2020-08-30,7.0,7.0,1
2020-08-31,11.0,11.0,1
2020-09-01,14.0,14.0,1
2020-09-02,21.0,21.0,1
2020-09-03,24.0,24.0,1
2020-09-04,22.0,22.0,1
2020-09-05,14.0,14.0,1
2020-09-06,16.0,16.0,1
2020-09-07,14.0,14.0,1
2020-09-08,15.0,15.0,1
2020-09-09,27.0,27.0,1
2020-09-10,15.0,15.0,1
2020-09-11,10.0,10.0,1
2020-09-12,4.0,4.0,1
2020-09-13,7.0,7.0,1
2020-09-14,23.0,23.0,1
2020-09-15,21.0,21.0,1
2020-09-16,21.0,21.0,1
2020-09-17,12.0,12.0,1
2020-09-18,16.0,16.0,1
2020-09-19,4.0,4.0,1
2020-09-20,14.0,14.0,1
2020-09-21,17.0,17.0,1
2020-09-22,20.0,20.0,1
2020-09-23,17.0,17.0,1
2020-09-24,12.0,12.0,1
2020-09-25,18.0,18.0,1
2020-09-26,7.0,7.0,1
2020-09-27,16.0,16.0,1
2020-09-28,9.0,9.0,1
2020-09-29,14.0,14.0,1
2020-09-30,17.0,17.0,1
2020-10-01,15.0,15.0,1
2020-10-02,12.0,12.0,1
2020-10-03,15.0,15.0,1
2020-10-04,26.0,26.0,1
2020-10-05,9.0,9.0,1
2020-10-06,12.0,12.0,1
2020-10-07,29.0,29.0,1
2020-10-08,9.0,9.0,1
2020-10-09,28.0,28.0,1
2020-10-10,4.0,4.0,1
2020-10-11,10.0,10.0,1
2020-10-12,32.0,32.0,1
2020-10-13,9.0,9.0,1
2020-10-14,14.0,14.0,1
2020-10-15,20.0,20.0,1
2020-10-16,6.0,6.0,1
2020-10-17,14.0,14.0,1
2020-10-18,10.0,10.0,1
2020-10-19,9.0,9.0,1
2020-10-20,21.0,21.0,1
2020-10-21,3.0,3.0,1
2020-10-22,12.0,12.0,1
2020-10-23,70.0,70.0,1
2020-10-24,100.0,100.0,1
2020-10-25,48.0,48.0,1
2020-10-26,80.0,80.0,1
2020-10-27,68.0,68.0,1
2020-09-28,3.0,3.0,2
2020-09-29,5.0,5.0,2
2020-09-30,3.0,3.0,2
2020-10-01,8.0,8.0,2
2020-10-02,6.0,6.0,2
2020-10-03,4.0,4.0,2
2020-10-04,7.0,7.0,2
2020-10-05,7.0,7.0,2
2020-10-06,3.0,3.0,2
2020-10-07,4.0,4.0,2
2020-10-08,3.0,3.0,2
2020-10-09,3.0,3.0,2
2020-10-10,2.0,2.0,2
2020-10-11,2.0,2.0,2
2020-10-12,6.0,6.0,2
2020-10-13,3.0,3.0,2
2020-10-14,4.0,4.0,2
2020-10-15,5.0,5.0,2
2020-10-16,4.0,4.0,2
2020-10-17,2.0,2.0,2
2020-10-18,0.0,0.0,2
2020-10-19,4.0,4.0,2
2020-10-20,3.0,3.0,2
2020-10-21,3.0,3.0,2
2020-10-22,7.0,7.0,2
2020-10-23,18.0,18.0,2
2020-10-24,29.0,29.0,2
2020-10-25,22.0,22.0,2
2020-10-26,22.0,22.0,2
2020-10-27,26.0,26.0,2
2020-10-28,17.0,17.0,2
2020-10-29,7.0,7.0,2
2020-10-30,12.0,12.0,2
2020-10-31,6.0,6.0,2
2020-11-01,5.0,5.0,2
2020-11-02,2.0,2.0,2
2020-11-03,3.0,3.0,2
2020-11-04,4.0,4.0,2
2020-11-05,2.0,2.0,2
2020-11-06,2.0,2.0,2
2020-11-07,6.0,6.0,2
2020-11-08,2.0,2.0,2
2020-11-09,3.0,3.0,2
2020-11-10,6.0,6.0,2
2020-11-11,7.0,7.0,2
2020-11-12,8.0,8.0,2
2020-11-13,3.0,3.0,2
2020-11-14,5.0,5.0,2
2020-11-15,2.0,2.0,2
2020-11-16,7.0,7.0,2
2020-11-17,8.0,8.0,2
2020-11-18,5.0,5.0,2
2020-11-19,6.0,6.0,2
2020-11-20,3.0,3.0,2
2020-11-21,8.0,8.0,2
2020-11-22,4.0,4.0,2
2020-11-23,9.0,9.0,2
2020-11-24,4.0,4.0,2
2020-11-25,5.0,5.0,2
2020-11-26,2.0,2.0,2
2020-11-27,2.0,2.0,2
2020-11-28,2.0,2.0,2
2020-11-29,3.0,3.0,2
2020-11-30,5.0,5.0,2
2020-12-01,2.0,2.0,2
2020-12-02,5.0,5.0,2
2020-12-03,6.0,6.0,2
2020-12-04,7.0,7.0,2
2020-12-05,7.0,7.0,2
2020-12-06,8.0,8.0,2
2020-12-07,8.0,8.0,2
2020-12-08,10.0,10.0,2
2020-12-09,7.0,7.0,2
2020-12-10,4.0,4.0,2
2020-12-11,9.0,9.0,2
2020-12-12,8.0,8.0,2
2020-12-13,7.0,7.0,2
2020-12-14,8.0,8.0,2
2020-12-15,19.0,19.0,2
2020-12-16,20.0,20.0,2
2020-12-17,10.0,10.0,2
2020-12-18,13.0,13.0,2
2020-12-19,11.0,11.0,2
2020-12-20,13.0,13.0,2
2020-12-21,12.0,12.0,2
2020-12-22,21.0,21.0,2
2020-12-23,23.0,23.0,2
2020-12-24,6.0,6.0,2
2020-12-25,13.0,13.0,2
2020-12-26,26.0,26.0,2
2020-12-27,42.0,42.0,2
2020-12-28,33.0,33.0,2
2020-12-29,29.0,29.0,2
2020-12-30,33.0,33.0,2
2020-12-31,19.0,19.0,2
2021-01-01,25.0,25.0,2
2021-01-02,26.0,26.0,2
2021-01-03,28.0,28.0,2
2021-01-04,35.0,35.0,2
2021-01-05,36.0,36.0,2
2021-01-06,31.0,31.0,2
2021-01-07,22.0,22.0,2
2021-01-08,24.0,24.0,2
2021-01-09,29.0,29.0,2
2021-01-10,30.0,30.0,2
2021-01-11,37.0,37.0,2
2021-01-12,33.0,33.0,2
2021-01-13,29.0,29.0,2
2021-01-14,44.0,44.0,2
2021-01-15,36.0,36.0,2
2021-01-16,27.0,27.0,2
2021-01-17,22.0,22.0,2
2021-01-18,21.0,21.0,2
2021-01-19,19.0,19.0,2
2021-01-20,28.0,28.0,2
2021-01-21,20.0,20.0,2
2021-01-22,24.0,24.0,2
2021-01-23,20.0,20.0,2
2021-01-24,35.0,35.0,2
2021-01-25,43.0,43.0,2
2021-01-26,20.0,20.0,2
2021-01-27,24.0,24.0,2
2021-01-28,26.0,26.0,2
2021-01-29,14.0,14.0,2
2021-01-30,11.0,11.0,2
2021-01-31,19.0,19.0,2
2021-02-01,18.0,18.0,2
2021-02-02,16.0,16.0,2
2021-02-03,19.0,19.0,2
2021-02-04,22.0,22.0,2
2021-02-05,18.0,18.0,2
2021-02-06,25.0,25.0,2
2021-02-07,18.0,18.0,2
2021-02-08,23.0,23.0,2
2021-02-09,23.0,23.0,2
2021-02-10,14.0,14.0,2
2021-02-11,21.0,21.0,2
2021-02-12,24.0,24.0,2
2021-02-13,17.0,17.0,2
2021-02-14,13.0,13.0,2
2021-02-15,27.0,27.0,2
2021-02-16,17.0,17.0,2
2021-02-17,20.0,20.0,2
2021-02-18,17.0,17.0,2
2021-02-19,17.0,17.0,2
2021-02-20,18.0,18.0,2
2021-02-21,15.0,15.0,2
2021-02-22,13.0,13.0,2
2021-02-23,21.0,21.0,2
2021-02-24,13.0,13.0,2
2021-02-25,18.0,18.0,2
2021-02-26,16.0,16.0,2
2021-02-27,18.0,18.0,2
2021-02-28,12.0,12.0,2
2021-03-01,17.0,17.0,2
2021-03-02,21.0,21.0,2
2021-03-03,21.0,21.0,2
2021-03-04,27.0,27.0,2
2021-03-05,17.0,17.0,2
2021-03-06,22.0,22.0,2
2021-03-07,11.0,11.0,2
2021-03-08,21.0,21.0,2
2021-03-09,19.0,19.0,2
2021-03-10,37.0,37.0,2
2021-03-11,27.0,27.0,2
2021-03-12,21.0,21.0,2
2021-03-13,23.0,23.0,2
2021-03-14,14.0,14.0,2
2021-03-15,23.0,23.0,2
2021-03-16,25.0,25.0,2
2021-03-17,20.0,20.0,2
2021-03-18,38.0,38.0,2
2021-03-19,34.0,34.0,2
2021-03-20,24.0,24.0,2
2021-03-21,31.0,31.0,2
2021-03-22,41.0,41.0,2
2021-03-23,49.0,49.0,2
2021-03-24,36.0,36.0,2
2021-03-25,44.0,44.0,2
2021-03-26,36.0,36.0,2
2021-03-27,23.0,23.0,2
2021-03-28,23.0,23.0,2
2021-03-29,22.0,22.0,2
2021-03-30,39.0,39.0,2
2021-03-31,35.0,35.0,2
2021-04-01,49.0,49.0,2
2021-04-02,47.0,47.0,2
2021-04-03,28.0,28.0,2
2021-04-04,35.0,35.0,2
2021-04-05,45.0,45.0,2
2021-04-06,60.0,60.0,2
2021-04-07,66.0,66.0,2
2021-04-08,54.0,54.0,2
2021-04-09,55.0,55.0,2
2021-04-10,34.0,34.0,2
2021-04-11,32.0,32.0,2
2021-04-12,61.0,61.0,2
2021-04-13,41.0,41.0,2
2021-04-14,47.0,47.0,2
2021-04-15,50.0,50.0,2
2021-04-16,53.0,53.0,2
2021-04-17,40.0,40.0,2
2021-04-18,32.0,32.0,2
2021-04-19,54.0,54.0,2
2021-04-20,63.0,63.0,2
2021-04-21,55.0,55.0,2
2021-04-22,65.0,65.0,2
2021-04-23,73.0,73.0,2
2021-04-24,45.0,45.0,2
2021-04-25,42.0,42.0,2
2021-04-26,58.0,58.0,2
2021-04-27,84.0,84.0,2
2021-04-28,69.0,69.0,2
2021-04-29,75.0,75.0,2
2021-04-30,65.0,65.0,2
2021-05-01,59.0,59.0,2
2021-05-02,53.0,53.0,2
2021-05-03,70.0,70.0,2
2021-05-04,70.0,70.0,2
2021-05-05,78.0,78.0,2
2021-05-06,100.0,100.0,2
2021-05-07,76.0,76.0,2
2021-05-08,52.0,52.0,2
2021-05-09,68.0,68.0,2
2021-05-10,79.0,79.0,2
2021-05-11,69.0,69.0,2
2021-05-12,66.0,66.0,2
2021-05-13,65.0,65.0,2
2021-05-14,64.0,64.0,2
2021-05-15,46.0,46.0,2
2021-05-16,52.0,52.0,2
2021-05-17,62.0,62.0,2
2021-05-18,88.0,88.0,2
2021-05-19,69.0,69.0,2
2021-05-20,48.0,48.0,2
2021-05-21,42.0,42.0,2
2021-05-22,28.0,28.0,2
2021-05-23,36.0,36.0,2
2021-05-24,55.0,55.0,2
2021-05-25,59.0,59.0,2
2021-05-26,33.0,33.0,2
