date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,52.0,52.0,1
2020-02-05,0.0,0.0,1
2020-02-06,28.0,28.0,1
2020-02-07,28.0,28.0,1
2020-02-08,0.0,0.0,1
2020-02-09,26.0,26.0,1
2020-02-10,25.0,25.0,1
2020-02-11,0.0,0.0,1
2020-02-12,25.0,25.0,1
2020-02-13,26.0,26.0,1
2020-02-14,26.0,26.0,1
2020-02-15,28.0,28.0,1
2020-02-16,26.0,26.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,25.0,25.0,1
2020-02-20,0.0,0.0,1
2020-02-21,28.0,28.0,1
2020-02-22,0.0,0.0,1
2020-02-23,27.0,27.0,1
2020-02-24,0.0,0.0,1
2020-02-25,24.0,24.0,1
2020-02-26,0.0,0.0,1
2020-02-27,0.0,0.0,1
2020-02-28,0.0,0.0,1
2020-02-29,78.0,78.0,1
2020-03-01,52.0,52.0,1
2020-03-02,0.0,0.0,1
2020-03-03,0.0,0.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,25.0,25.0,1
2020-03-10,24.0,24.0,1
2020-03-11,0.0,0.0,1
2020-03-12,24.0,24.0,1
2020-03-13,27.0,27.0,1
2020-03-14,26.0,26.0,1
2020-03-15,24.0,24.0,1
2020-03-16,22.0,22.0,1
2020-03-17,0.0,0.0,1
2020-03-18,0.0,0.0,1
2020-03-19,0.0,0.0,1
2020-03-20,66.0,66.0,1
2020-03-21,24.0,24.0,1
2020-03-22,23.0,23.0,1
2020-03-23,19.0,19.0,1
2020-03-24,21.0,21.0,1
2020-03-25,20.0,20.0,1
2020-03-26,0.0,0.0,1
2020-03-27,0.0,0.0,1
2020-03-28,24.0,24.0,1
2020-03-29,45.0,45.0,1
2020-03-30,0.0,0.0,1
2020-03-31,40.0,40.0,1
2020-04-01,0.0,0.0,1
2020-04-02,0.0,0.0,1
2020-04-03,43.0,43.0,1
2020-04-04,25.0,25.0,1
2020-04-05,25.0,25.0,1
2020-04-06,0.0,0.0,1
2020-04-07,21.0,21.0,1
2020-04-08,0.0,0.0,1
2020-04-09,0.0,0.0,1
2020-04-10,22.0,22.0,1
2020-04-11,74.0,74.0,1
2020-04-12,25.0,25.0,1
2020-04-13,23.0,23.0,1
2020-04-14,0.0,0.0,1
2020-04-15,21.0,21.0,1
2020-04-16,21.0,21.0,1
2020-04-17,22.0,22.0,1
2020-04-18,0.0,0.0,1
2020-04-19,46.0,46.0,1
2020-04-20,21.0,21.0,1
2020-04-21,42.0,42.0,1
2020-04-22,67.0,67.0,1
2020-04-23,22.0,22.0,1
2020-04-24,46.0,46.0,1
2020-04-25,46.0,46.0,1
