date,/m/01b_21_0,/m/01b_21,batch_id
2020-02-01,58.0,58.0,1
2020-02-02,27.0,27.0,1
2020-02-03,12.0,12.0,1
2020-02-04,28.0,28.0,1
2020-02-05,14.0,14.0,1
2020-02-06,29.0,29.0,1
2020-02-07,59.0,59.0,1
2020-02-08,29.0,29.0,1
2020-02-09,53.0,53.0,1
2020-02-10,41.0,41.0,1
2020-02-11,0.0,0.0,1
2020-02-12,41.0,41.0,1
2020-02-13,14.0,14.0,1
2020-02-14,43.0,43.0,1
2020-02-15,76.0,76.0,1
2020-02-16,28.0,28.0,1
2020-02-17,14.0,14.0,1
2020-02-18,27.0,27.0,1
2020-02-19,83.0,83.0,1
2020-02-20,28.0,28.0,1
2020-02-21,60.0,60.0,1
2020-02-22,46.0,46.0,1
2020-02-23,15.0,15.0,1
2020-02-24,41.0,41.0,1
2020-02-25,54.0,54.0,1
2020-02-26,41.0,41.0,1
2020-02-27,53.0,53.0,1
2020-02-28,14.0,14.0,1
2020-02-29,28.0,28.0,1
2020-03-01,39.0,39.0,1
2020-03-02,0.0,0.0,1
2020-03-03,27.0,27.0,1
2020-03-04,65.0,65.0,1
2020-03-05,39.0,39.0,1
2020-03-06,27.0,27.0,1
2020-03-07,28.0,28.0,1
2020-03-08,13.0,13.0,1
2020-03-09,27.0,27.0,1
2020-03-10,66.0,66.0,1
2020-03-11,0.0,0.0,1
2020-03-12,66.0,66.0,1
2020-03-13,28.0,28.0,1
2020-03-14,67.0,67.0,1
2020-03-15,100.0,100.0,1
2020-03-16,55.0,55.0,1
2020-03-17,76.0,76.0,1
2020-03-18,70.0,70.0,1
2020-03-19,84.0,84.0,1
2020-03-20,68.0,68.0,1
2020-03-21,36.0,36.0,1
2020-03-22,86.0,86.0,1
2020-03-23,41.0,41.0,1
2020-03-24,56.0,56.0,1
2020-03-25,44.0,44.0,1
2020-03-26,67.0,67.0,1
2020-03-27,96.0,96.0,1
2020-03-28,87.0,87.0,1
2020-03-29,12.0,12.0,1
2020-03-30,42.0,42.0,1
2020-03-31,43.0,43.0,1
2020-04-01,86.0,86.0,1
2020-04-02,21.0,21.0,1
2020-04-03,33.0,33.0,1
2020-04-04,26.0,26.0,1
2020-04-05,13.0,13.0,1
2020-04-06,0.0,0.0,1
2020-04-07,21.0,21.0,1
2020-04-08,11.0,11.0,1
2020-04-09,55.0,55.0,1
2020-04-10,11.0,11.0,1
2020-04-11,12.0,12.0,1
2020-04-12,25.0,25.0,1
2020-04-13,35.0,35.0,1
2020-04-14,21.0,21.0,1
2020-04-15,0.0,0.0,1
2020-04-16,23.0,23.0,1
2020-04-17,11.0,11.0,1
2020-04-18,12.0,12.0,1
2020-04-19,0.0,0.0,1
2020-04-20,0.0,0.0,1
2020-04-21,11.0,11.0,1
2020-04-22,0.0,0.0,1
2020-04-23,11.0,11.0,1
2020-04-24,0.0,0.0,1
2020-04-25,0.0,0.0,1
2020-04-26,0.0,0.0,1
2020-04-27,21.0,21.0,1
2020-04-28,30.0,30.0,1
2020-04-29,10.0,10.0,1
2020-04-30,20.0,20.0,1
2020-05-01,11.0,11.0,1
2020-05-02,11.0,11.0,1
2020-05-03,23.0,23.0,1
2020-05-04,10.0,10.0,1
2020-05-05,28.0,28.0,1
2020-05-06,21.0,21.0,1
2020-05-07,0.0,0.0,1
2020-05-08,0.0,0.0,1
2020-05-09,35.0,35.0,1
2020-05-10,11.0,11.0,1
2020-05-11,0.0,0.0,1
2020-05-12,0.0,0.0,1
2020-05-13,11.0,11.0,1
2020-05-14,12.0,12.0,1
2020-05-15,24.0,24.0,1
2020-05-16,14.0,14.0,1
2020-05-17,0.0,0.0,1
2020-05-18,0.0,0.0,1
2020-05-19,0.0,0.0,1
2020-05-20,0.0,0.0,1
2020-05-21,13.0,13.0,1
2020-05-22,0.0,0.0,1
2020-05-23,13.0,13.0,1
2020-05-24,13.0,13.0,1
2020-05-25,0.0,0.0,1
2020-05-26,23.0,23.0,1
2020-05-27,0.0,0.0,1
2020-05-28,11.0,11.0,1
2020-05-29,0.0,0.0,1
2020-05-30,0.0,0.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,34.0,34.0,1
2020-06-03,21.0,21.0,1
2020-06-04,0.0,0.0,1
2020-06-05,11.0,11.0,1
2020-06-06,26.0,26.0,1
2020-06-07,13.0,13.0,1
2020-06-08,10.0,10.0,1
2020-06-09,0.0,0.0,1
2020-06-10,23.0,23.0,1
2020-06-11,23.0,23.0,1
2020-06-12,0.0,0.0,1
2020-06-13,14.0,14.0,1
2020-06-14,13.0,13.0,1
2020-06-15,0.0,0.0,1
2020-06-16,0.0,0.0,1
2020-06-17,0.0,0.0,1
2020-06-18,12.0,12.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,0.0,0.0,1
2020-06-22,25.0,25.0,1
2020-06-23,13.0,13.0,1
2020-06-24,13.0,13.0,1
2020-06-25,0.0,0.0,1
2020-06-26,0.0,0.0,1
2020-06-27,0.0,0.0,1
2020-06-28,12.0,12.0,1
2020-06-29,0.0,0.0,1
2020-06-30,24.0,24.0,1
2020-07-01,12.0,12.0,1
2020-07-02,13.0,13.0,1
2020-07-03,0.0,0.0,1
2020-07-04,0.0,0.0,1
2020-07-05,0.0,0.0,1
2020-07-06,13.0,13.0,1
2020-07-07,0.0,0.0,1
2020-07-08,0.0,0.0,1
2020-07-09,0.0,0.0,1
2020-07-10,14.0,14.0,1
2020-07-11,0.0,0.0,1
2020-07-12,16.0,16.0,1
2020-07-13,15.0,15.0,1
2020-07-14,0.0,0.0,1
2020-07-15,0.0,0.0,1
2020-07-16,28.0,28.0,1
2020-07-17,0.0,0.0,1
2020-07-18,0.0,0.0,1
2020-07-19,16.0,16.0,1
2020-07-20,0.0,0.0,1
2020-07-21,14.0,14.0,1
2020-07-22,0.0,0.0,1
2020-07-23,14.0,14.0,1
2020-07-24,0.0,0.0,1
2020-07-25,16.0,16.0,1
2020-07-26,15.0,15.0,1
2020-07-27,14.0,14.0,1
2020-07-28,0.0,0.0,1
2020-07-29,29.0,29.0,1
2020-07-30,0.0,0.0,1
2020-07-31,14.0,14.0,1
2020-08-01,31.0,31.0,1
2020-08-02,0.0,0.0,1
2020-08-03,14.0,14.0,1
2020-08-04,0.0,0.0,1
2020-08-05,0.0,0.0,1
2020-08-06,15.0,15.0,1
2020-08-07,0.0,0.0,1
2020-08-08,0.0,0.0,1
2020-08-09,0.0,0.0,1
2020-08-10,14.0,14.0,1
2020-08-11,0.0,0.0,1
2020-08-12,0.0,0.0,1
2020-08-13,28.0,28.0,1
2020-08-14,14.0,14.0,1
2020-08-15,0.0,0.0,1
2020-08-16,0.0,0.0,1
2020-08-17,0.0,0.0,1
2020-08-18,0.0,0.0,1
2020-08-19,0.0,0.0,1
2020-08-20,0.0,0.0,1
2020-08-21,15.0,15.0,1
2020-08-22,0.0,0.0,1
2020-08-23,30.0,30.0,1
2020-08-24,0.0,0.0,1
2020-08-25,0.0,0.0,1
2020-08-26,0.0,0.0,1
2020-08-27,0.0,0.0,1
2020-08-28,14.0,14.0,1
2020-08-29,0.0,0.0,1
2020-08-30,13.0,13.0,1
2020-08-31,14.0,14.0,1
2020-09-01,27.0,27.0,1
2020-09-02,14.0,14.0,1
2020-09-03,0.0,0.0,1
2020-09-04,29.0,29.0,1
2020-09-05,0.0,0.0,1
2020-09-06,14.0,14.0,1
2020-09-07,27.0,27.0,1
2020-09-08,42.0,42.0,1
2020-09-09,41.0,41.0,1
2020-09-10,68.0,68.0,1
2020-09-11,56.0,56.0,1
2020-09-12,0.0,0.0,1
2020-09-13,70.0,70.0,1
2020-09-14,67.0,67.0,1
2020-09-15,14.0,14.0,1
2020-09-16,14.0,14.0,1
2020-09-17,53.0,53.0,1
2020-09-18,28.0,28.0,1
2020-09-19,14.0,14.0,1
2020-09-20,0.0,0.0,1
2020-09-21,0.0,0.0,1
2020-09-22,40.0,40.0,1
2020-09-23,13.0,13.0,1
2020-09-24,13.0,13.0,1
2020-09-25,0.0,0.0,1
2020-09-26,15.0,15.0,1
2020-09-27,14.0,14.0,1
2020-09-28,56.0,56.0,1
2020-09-29,42.0,42.0,1
2020-09-30,14.0,14.0,1
2020-10-01,14.0,14.0,1
2020-10-02,14.0,14.0,1
2020-10-03,0.0,0.0,1
2020-10-04,27.0,27.0,1
2020-10-05,0.0,0.0,1
2020-10-06,27.0,27.0,1
2020-10-07,0.0,0.0,1
2020-10-08,27.0,27.0,1
2020-10-09,0.0,0.0,1
2020-10-10,15.0,15.0,1
2020-10-11,0.0,0.0,1
2020-10-12,43.0,43.0,1
2020-10-13,0.0,0.0,1
2020-10-14,28.0,28.0,1
2020-10-15,0.0,0.0,1
2020-10-16,0.0,0.0,1
2020-10-17,15.0,15.0,1
2020-10-18,31.0,31.0,1
2020-10-19,14.0,14.0,1
2020-10-20,0.0,0.0,1
2020-10-21,14.0,14.0,1
2020-10-22,43.0,43.0,1
2020-10-23,15.0,15.0,1
2020-10-24,14.0,14.0,1
2020-10-25,0.0,0.0,1
2020-10-26,55.0,55.0,1
2020-10-27,27.0,27.0,1
2020-09-28,24.0,24.0,2
2020-09-29,25.0,25.0,2
2020-09-30,0.0,0.0,2
2020-10-01,0.0,0.0,2
2020-10-02,73.0,73.0,2
2020-10-03,25.0,25.0,2
2020-10-04,23.0,23.0,2
2020-10-05,45.0,45.0,2
2020-10-06,23.0,23.0,2
2020-10-07,0.0,0.0,2
2020-10-08,24.0,24.0,2
2020-10-09,0.0,0.0,2
2020-10-10,53.0,53.0,2
2020-10-11,25.0,25.0,2
2020-10-12,49.0,49.0,2
2020-10-13,49.0,49.0,2
2020-10-14,24.0,24.0,2
2020-10-15,25.0,25.0,2
2020-10-16,26.0,26.0,2
2020-10-17,53.0,53.0,2
2020-10-18,82.0,82.0,2
2020-10-19,24.0,24.0,2
2020-10-20,0.0,0.0,2
2020-10-21,25.0,25.0,2
2020-10-22,50.0,50.0,2
2020-10-23,25.0,25.0,2
2020-10-24,25.0,25.0,2
2020-10-25,46.0,46.0,2
2020-10-26,24.0,24.0,2
2020-10-27,69.0,69.0,2
2020-10-28,94.0,94.0,2
2020-10-29,0.0,0.0,2
2020-10-30,21.0,21.0,2
2020-10-31,0.0,0.0,2
2020-11-01,21.0,21.0,2
2020-11-02,21.0,21.0,2
2020-11-03,86.0,86.0,2
2020-11-04,0.0,0.0,2
2020-11-05,0.0,0.0,2
2020-11-06,0.0,0.0,2
2020-11-07,0.0,0.0,2
2020-11-08,21.0,21.0,2
2020-11-09,21.0,21.0,2
2020-11-10,22.0,22.0,2
2020-11-11,20.0,20.0,2
2020-11-12,0.0,0.0,2
2020-11-13,21.0,21.0,2
2020-11-14,87.0,87.0,2
2020-11-15,0.0,0.0,2
2020-11-16,0.0,0.0,2
2020-11-17,0.0,0.0,2
2020-11-18,21.0,21.0,2
2020-11-19,0.0,0.0,2
2020-11-20,0.0,0.0,2
2020-11-21,0.0,0.0,2
2020-11-22,0.0,0.0,2
2020-11-23,0.0,0.0,2
2020-11-24,64.0,64.0,2
2020-11-25,21.0,21.0,2
2020-11-26,0.0,0.0,2
2020-11-27,21.0,21.0,2
2020-11-28,0.0,0.0,2
2020-11-29,20.0,20.0,2
2020-11-30,21.0,21.0,2
2020-12-01,0.0,0.0,2
2020-12-02,0.0,0.0,2
2020-12-03,42.0,42.0,2
2020-12-04,0.0,0.0,2
2020-12-05,0.0,0.0,2
2020-12-06,21.0,21.0,2
2020-12-07,65.0,65.0,2
2020-12-08,22.0,22.0,2
2020-12-09,22.0,22.0,2
2020-12-10,0.0,0.0,2
2020-12-11,0.0,0.0,2
2020-12-12,22.0,22.0,2
2020-12-13,0.0,0.0,2
2020-12-14,22.0,22.0,2
2020-12-15,46.0,46.0,2
2020-12-16,0.0,0.0,2
2020-12-17,24.0,24.0,2
2020-12-18,0.0,0.0,2
2020-12-19,24.0,24.0,2
2020-12-20,24.0,24.0,2
2020-12-21,23.0,23.0,2
2020-12-22,47.0,47.0,2
2020-12-23,24.0,24.0,2
2020-12-24,55.0,55.0,2
2020-12-25,0.0,0.0,2
2020-12-26,25.0,25.0,2
2020-12-27,46.0,46.0,2
2020-12-28,0.0,0.0,2
2020-12-29,48.0,48.0,2
2020-12-30,0.0,0.0,2
2020-12-31,0.0,0.0,2
2021-01-01,0.0,0.0,2
2021-01-02,0.0,0.0,2
2021-01-03,0.0,0.0,2
2021-01-04,0.0,0.0,2
2021-01-05,22.0,22.0,2
