date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,37.0,37.0,1
2020-02-02,31.0,31.0,1
2020-02-03,34.0,34.0,1
2020-02-04,38.0,38.0,1
2020-02-05,20.0,20.0,1
2020-02-06,36.0,36.0,1
2020-02-07,30.0,30.0,1
2020-02-08,29.0,29.0,1
2020-02-09,36.0,36.0,1
2020-02-10,24.0,24.0,1
2020-02-11,34.0,34.0,1
2020-02-12,49.0,49.0,1
2020-02-13,18.0,18.0,1
2020-02-14,26.0,26.0,1
2020-02-15,51.0,51.0,1
2020-02-16,37.0,37.0,1
2020-02-17,28.0,28.0,1
2020-02-18,28.0,28.0,1
2020-02-19,21.0,21.0,1
2020-02-20,24.0,24.0,1
2020-02-21,25.0,25.0,1
2020-02-22,12.0,12.0,1
2020-02-23,23.0,23.0,1
2020-02-24,23.0,23.0,1
2020-02-25,35.0,35.0,1
2020-02-26,27.0,27.0,1
2020-02-27,37.0,37.0,1
2020-02-28,43.0,43.0,1
2020-02-29,45.0,45.0,1
2020-03-01,24.0,24.0,1
2020-03-02,10.0,10.0,1
2020-03-03,45.0,45.0,1
2020-03-04,38.0,38.0,1
2020-03-05,28.0,28.0,1
2020-03-06,33.0,33.0,1
2020-03-07,13.0,13.0,1
2020-03-08,8.0,8.0,1
2020-03-09,29.0,29.0,1
2020-03-10,24.0,24.0,1
2020-03-11,28.0,28.0,1
2020-03-12,37.0,37.0,1
2020-03-13,48.0,48.0,1
2020-03-14,58.0,58.0,1
2020-03-15,77.0,77.0,1
2020-03-16,52.0,52.0,1
2020-03-17,42.0,42.0,1
2020-03-18,100.0,100.0,1
2020-03-19,68.0,68.0,1
2020-03-20,54.0,54.0,1
2020-03-21,46.0,46.0,1
2020-03-22,44.0,44.0,1
2020-03-23,74.0,74.0,1
2020-03-24,39.0,39.0,1
2020-03-25,70.0,70.0,1
2020-03-26,46.0,46.0,1
2020-03-27,72.0,72.0,1
2020-03-28,27.0,27.0,1
2020-03-29,78.0,78.0,1
2020-03-30,36.0,36.0,1
2020-03-31,56.0,56.0,1
2020-04-01,52.0,52.0,1
2020-04-02,94.0,94.0,1
2020-04-03,61.0,61.0,1
2020-04-04,29.0,29.0,1
2020-04-05,41.0,41.0,1
2020-04-06,37.0,37.0,1
2020-04-07,21.0,21.0,1
2020-04-08,29.0,29.0,1
2020-04-09,22.0,22.0,1
2020-04-10,40.0,40.0,1
2020-04-11,25.0,25.0,1
2020-04-12,23.0,23.0,1
2020-04-13,7.0,7.0,1
2020-04-14,33.0,33.0,1
2020-04-15,28.0,28.0,1
2020-04-16,15.0,15.0,1
2020-04-17,8.0,8.0,1
2020-04-18,22.0,22.0,1
2020-04-19,25.0,25.0,1
2020-04-20,26.0,26.0,1
2020-04-21,30.0,30.0,1
2020-04-22,27.0,27.0,1
2020-04-23,10.0,10.0,1
2020-04-24,30.0,30.0,1
2020-04-25,24.0,24.0,1
2020-04-26,22.0,22.0,1
2020-04-27,23.0,23.0,1
2020-04-28,7.0,7.0,1
2020-04-29,22.0,22.0,1
2020-04-30,12.0,12.0,1
2020-05-01,19.0,19.0,1
2020-05-02,27.0,27.0,1
2020-05-03,10.0,10.0,1
2020-05-04,9.0,9.0,1
2020-05-05,23.0,23.0,1
2020-05-06,12.0,12.0,1
2020-05-07,16.0,16.0,1
2020-05-08,14.0,14.0,1
2020-05-09,8.0,8.0,1
2020-05-10,11.0,11.0,1
2020-05-11,13.0,13.0,1
2020-05-12,15.0,15.0,1
2020-05-13,35.0,35.0,1
2020-05-14,16.0,16.0,1
2020-05-15,10.0,10.0,1
2020-05-16,13.0,13.0,1
2020-05-17,12.0,12.0,1
2020-05-18,17.0,17.0,1
2020-05-19,13.0,13.0,1
2020-05-20,18.0,18.0,1
2020-05-21,16.0,16.0,1
