date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,14.0,14.0,1
2020-02-02,13.0,13.0,1
2020-02-03,20.0,20.0,1
2020-02-04,7.0,7.0,1
2020-02-05,15.0,15.0,1
2020-02-06,20.0,20.0,1
2020-02-07,0.0,0.0,1
2020-02-08,38.0,38.0,1
2020-02-09,13.0,13.0,1
2020-02-10,11.0,11.0,1
2020-02-11,11.0,11.0,1
2020-02-12,19.0,19.0,1
2020-02-13,12.0,12.0,1
2020-02-14,8.0,8.0,1
2020-02-15,19.0,19.0,1
2020-02-16,0.0,0.0,1
2020-02-17,8.0,8.0,1
2020-02-18,4.0,4.0,1
2020-02-19,11.0,11.0,1
2020-02-20,8.0,8.0,1
2020-02-21,12.0,12.0,1
2020-02-22,5.0,5.0,1
2020-02-23,29.0,29.0,1
2020-02-24,36.0,36.0,1
2020-02-25,67.0,67.0,1
2020-02-26,21.0,21.0,1
2020-02-27,39.0,39.0,1
2020-02-28,30.0,30.0,1
2020-02-29,27.0,27.0,1
2020-03-01,13.0,13.0,1
2020-03-02,22.0,22.0,1
2020-03-03,25.0,25.0,1
2020-03-04,26.0,26.0,1
2020-03-05,0.0,0.0,1
2020-03-06,35.0,35.0,1
2020-03-07,40.0,40.0,1
2020-03-08,13.0,13.0,1
2020-03-09,24.0,24.0,1
2020-03-10,52.0,52.0,1
2020-03-11,28.0,28.0,1
2020-03-12,57.0,57.0,1
2020-03-13,92.0,92.0,1
2020-03-14,100.0,100.0,1
2020-03-15,89.0,89.0,1
2020-03-16,75.0,75.0,1
2020-03-17,60.0,60.0,1
2020-03-18,71.0,71.0,1
2020-03-19,58.0,58.0,1
2020-03-20,53.0,53.0,1
2020-03-21,67.0,67.0,1
2020-03-22,31.0,31.0,1
2020-03-23,45.0,45.0,1
2020-03-24,38.0,38.0,1
2020-03-25,32.0,32.0,1
2020-03-26,21.0,21.0,1
2020-03-27,36.0,36.0,1
2020-03-28,81.0,81.0,1
2020-03-29,44.0,44.0,1
2020-03-30,33.0,33.0,1
2020-03-31,35.0,35.0,1
2020-04-01,18.0,18.0,1
2020-04-02,25.0,25.0,1
2020-04-03,26.0,26.0,1
2020-04-04,43.0,43.0,1
2020-04-05,30.0,30.0,1
2020-04-06,30.0,30.0,1
2020-04-07,23.0,23.0,1
2020-04-08,8.0,8.0,1
2020-04-09,16.0,16.0,1
2020-04-10,25.0,25.0,1
2020-04-11,9.0,9.0,1
2020-04-12,9.0,9.0,1
2020-04-13,32.0,32.0,1
2020-04-14,17.0,17.0,1
2020-04-15,11.0,11.0,1
2020-04-16,19.0,19.0,1
2020-04-17,8.0,8.0,1
2020-04-18,9.0,9.0,1
2020-04-19,16.0,16.0,1
2020-04-20,0.0,0.0,1
2020-04-21,11.0,11.0,1
2020-04-22,19.0,19.0,1
2020-04-23,11.0,11.0,1
2020-04-24,16.0,16.0,1
2020-04-25,14.0,14.0,1
2020-04-26,22.0,22.0,1
2020-04-27,14.0,14.0,1
2020-04-28,15.0,15.0,1
2020-04-29,20.0,20.0,1
2020-04-30,29.0,29.0,1
2020-05-01,17.0,17.0,1
2020-05-02,13.0,13.0,1
2020-05-03,17.0,17.0,1
2020-05-04,21.0,21.0,1
2020-05-05,10.0,10.0,1
2020-05-06,23.0,23.0,1
2020-05-07,16.0,16.0,1
2020-05-08,25.0,25.0,1
2020-05-09,38.0,38.0,1
2020-05-10,13.0,13.0,1
2020-05-11,18.0,18.0,1
2020-05-12,18.0,18.0,1
2020-05-13,7.0,7.0,1
2020-05-14,22.0,22.0,1
2020-05-15,15.0,15.0,1
2020-05-16,18.0,18.0,1
2020-05-17,9.0,9.0,1
2020-05-18,8.0,8.0,1
2020-05-19,26.0,26.0,1
2020-05-20,8.0,8.0,1
2020-05-21,27.0,27.0,1
2020-05-22,4.0,4.0,1
2020-05-23,4.0,4.0,1
2020-05-24,17.0,17.0,1
2020-05-25,10.0,10.0,1
2020-05-26,14.0,14.0,1
2020-05-27,20.0,20.0,1
2020-05-28,15.0,15.0,1
2020-05-29,12.0,12.0,1
2020-05-30,4.0,4.0,1
2020-05-31,8.0,8.0,1
2020-06-01,13.0,13.0,1
2020-06-02,7.0,7.0,1
2020-06-03,7.0,7.0,1
2020-06-04,18.0,18.0,1
2020-06-05,25.0,25.0,1
2020-06-06,5.0,5.0,1
2020-06-07,8.0,8.0,1
2020-06-08,10.0,10.0,1
2020-06-09,0.0,0.0,1
2020-06-10,7.0,7.0,1
2020-06-11,4.0,4.0,1
2020-06-12,4.0,4.0,1
2020-06-13,15.0,15.0,1
2020-06-14,12.0,12.0,1
2020-06-15,17.0,17.0,1
2020-06-16,18.0,18.0,1
2020-06-17,22.0,22.0,1
2020-06-18,11.0,11.0,1
2020-06-19,12.0,12.0,1
2020-06-20,17.0,17.0,1
2020-06-21,0.0,0.0,1
2020-06-22,11.0,11.0,1
2020-06-23,12.0,12.0,1
2020-06-24,12.0,12.0,1
2020-06-25,4.0,4.0,1
2020-06-26,8.0,8.0,1
2020-06-27,35.0,35.0,1
2020-06-28,0.0,0.0,1
2020-06-29,3.0,3.0,1
2020-06-30,4.0,4.0,1
2020-07-01,19.0,19.0,1
2020-07-02,15.0,15.0,1
2020-07-03,4.0,4.0,1
2020-07-04,10.0,10.0,1
2020-07-05,14.0,14.0,1
2020-07-06,4.0,4.0,1
2020-07-07,15.0,15.0,1
2020-07-08,4.0,4.0,1
2020-07-09,8.0,8.0,1
2020-07-10,13.0,13.0,1
2020-07-11,9.0,9.0,1
2020-07-12,10.0,10.0,1
2020-07-13,4.0,4.0,1
2020-07-14,4.0,4.0,1
2020-07-15,4.0,4.0,1
2020-07-16,0.0,0.0,1
2020-07-17,8.0,8.0,1
2020-07-18,14.0,14.0,1
2020-07-19,0.0,0.0,1
2020-07-20,4.0,4.0,1
2020-07-21,0.0,0.0,1
2020-07-22,4.0,4.0,1
2020-07-23,4.0,4.0,1
2020-07-24,4.0,4.0,1
2020-07-25,0.0,0.0,1
2020-07-26,0.0,0.0,1
2020-07-27,8.0,8.0,1
2020-07-28,4.0,4.0,1
2020-07-29,12.0,12.0,1
2020-07-30,0.0,0.0,1
2020-07-31,22.0,22.0,1
2020-08-01,10.0,10.0,1
2020-08-02,0.0,0.0,1
2020-08-03,7.0,7.0,1
2020-08-04,11.0,11.0,1
2020-08-05,12.0,12.0,1
2020-08-06,4.0,4.0,1
2020-08-07,4.0,4.0,1
2020-08-08,16.0,16.0,1
2020-08-09,10.0,10.0,1
2020-08-10,4.0,4.0,1
2020-08-11,4.0,4.0,1
2020-08-12,0.0,0.0,1
2020-08-13,8.0,8.0,1
2020-08-14,0.0,0.0,1
2020-08-15,13.0,13.0,1
2020-08-16,4.0,4.0,1
2020-08-17,11.0,11.0,1
2020-08-18,7.0,7.0,1
2020-08-19,16.0,16.0,1
2020-08-20,4.0,4.0,1
2020-08-21,9.0,9.0,1
2020-08-22,0.0,0.0,1
2020-08-23,4.0,4.0,1
2020-08-24,0.0,0.0,1
2020-08-25,12.0,12.0,1
2020-08-26,8.0,8.0,1
2020-08-27,0.0,0.0,1
2020-08-28,0.0,0.0,1
2020-08-29,0.0,0.0,1
2020-08-30,9.0,9.0,1
2020-08-31,19.0,19.0,1
2020-09-01,15.0,15.0,1
2020-09-02,0.0,0.0,1
2020-09-03,8.0,8.0,1
2020-09-04,4.0,4.0,1
2020-09-05,5.0,5.0,1
2020-09-06,0.0,0.0,1
2020-09-07,0.0,0.0,1
2020-09-08,4.0,4.0,1
2020-09-09,12.0,12.0,1
2020-09-10,8.0,8.0,1
