date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,49.0,49.0,1
2020-02-02,45.0,45.0,1
2020-02-03,28.0,28.0,1
2020-02-04,10.0,10.0,1
2020-02-05,21.0,21.0,1
2020-02-06,22.0,22.0,1
2020-02-07,22.0,22.0,1
2020-02-08,43.0,43.0,1
2020-02-09,28.0,28.0,1
2020-02-10,30.0,30.0,1
2020-02-11,30.0,30.0,1
2020-02-12,29.0,29.0,1
2020-02-13,29.0,29.0,1
2020-02-14,21.0,21.0,1
2020-02-15,13.0,13.0,1
2020-02-16,27.0,27.0,1
2020-02-17,13.0,13.0,1
2020-02-18,14.0,14.0,1
2020-02-19,9.0,9.0,1
2020-02-20,13.0,13.0,1
2020-02-21,9.0,9.0,1
2020-02-22,28.0,28.0,1
2020-02-23,35.0,35.0,1
2020-02-24,30.0,30.0,1
2020-02-25,61.0,61.0,1
2020-02-26,38.0,38.0,1
2020-02-27,24.0,24.0,1
2020-02-28,39.0,39.0,1
2020-02-29,22.0,22.0,1
2020-03-01,23.0,23.0,1
2020-03-02,30.0,30.0,1
2020-03-03,37.0,37.0,1
2020-03-04,31.0,31.0,1
2020-03-05,26.0,26.0,1
2020-03-06,28.0,28.0,1
2020-03-07,29.0,29.0,1
2020-03-08,24.0,24.0,1
2020-03-09,51.0,51.0,1
2020-03-10,59.0,59.0,1
2020-03-11,80.0,80.0,1
2020-03-12,100.0,100.0,1
2020-03-13,83.0,83.0,1
2020-03-14,89.0,89.0,1
2020-03-15,62.0,62.0,1
2020-03-16,65.0,65.0,1
2020-03-17,40.0,40.0,1
2020-03-18,55.0,55.0,1
2020-03-19,55.0,55.0,1
2020-03-20,55.0,55.0,1
2020-03-21,47.0,47.0,1
2020-03-22,41.0,41.0,1
2020-03-23,31.0,31.0,1
2020-03-24,20.0,20.0,1
2020-03-25,37.0,37.0,1
2020-03-26,40.0,40.0,1
2020-03-27,43.0,43.0,1
2020-03-28,29.0,29.0,1
2020-03-29,38.0,38.0,1
2020-03-30,30.0,30.0,1
2020-03-31,27.0,27.0,1
2020-04-01,24.0,24.0,1
2020-04-02,46.0,46.0,1
2020-04-03,30.0,30.0,1
2020-04-04,28.0,28.0,1
2020-04-05,26.0,26.0,1
2020-04-06,23.0,23.0,1
2020-04-07,35.0,35.0,1
2020-04-08,33.0,33.0,1
2020-04-09,29.0,29.0,1
2020-04-10,20.0,20.0,1
2020-04-11,23.0,23.0,1
2020-04-12,24.0,24.0,1
2020-04-13,22.0,22.0,1
2020-04-14,29.0,29.0,1
2020-04-15,26.0,26.0,1
2020-04-16,24.0,24.0,1
2020-04-17,26.0,26.0,1
2020-04-18,37.0,37.0,1
2020-04-19,23.0,23.0,1
2020-04-20,18.0,18.0,1
2020-04-21,22.0,22.0,1
2020-04-22,20.0,20.0,1
2020-04-23,32.0,32.0,1
2020-04-24,19.0,19.0,1
2020-04-25,14.0,14.0,1
2020-04-26,29.0,29.0,1
2020-04-27,28.0,28.0,1
2020-04-28,26.0,26.0,1
2020-04-29,20.0,20.0,1
2020-04-30,23.0,23.0,1
2020-05-01,20.0,20.0,1
2020-05-02,34.0,34.0,1
2020-05-03,15.0,15.0,1
2020-05-04,20.0,20.0,1
2020-05-05,20.0,20.0,1
2020-05-06,31.0,31.0,1
2020-05-07,20.0,20.0,1
2020-05-08,24.0,24.0,1
2020-05-09,27.0,27.0,1
2020-05-10,21.0,21.0,1
2020-05-11,30.0,30.0,1
2020-05-12,23.0,23.0,1
2020-05-13,20.0,20.0,1
2020-05-14,20.0,20.0,1
2020-05-15,17.0,17.0,1
2020-05-16,17.0,17.0,1
2020-05-17,22.0,22.0,1
2020-05-18,17.0,17.0,1
2020-05-19,14.0,14.0,1
2020-05-20,18.0,18.0,1
2020-05-21,22.0,22.0,1
2020-05-22,22.0,22.0,1
2020-05-23,7.0,7.0,1
2020-05-24,14.0,14.0,1
2020-05-25,16.0,16.0,1
2020-05-26,16.0,16.0,1
2020-05-27,15.0,15.0,1
2020-05-28,9.0,9.0,1
2020-05-29,15.0,15.0,1
2020-05-30,9.0,9.0,1
2020-05-31,15.0,15.0,1
2020-06-01,14.0,14.0,1
2020-06-02,20.0,20.0,1
2020-06-03,15.0,15.0,1
2020-06-04,10.0,10.0,1
2020-06-05,16.0,16.0,1
2020-06-06,9.0,9.0,1
2020-06-07,10.0,10.0,1
2020-06-08,14.0,14.0,1
2020-06-09,11.0,11.0,1
2020-06-10,4.0,4.0,1
2020-06-11,10.0,10.0,1
2020-06-12,9.0,9.0,1
2020-06-13,13.0,13.0,1
2020-06-14,9.0,9.0,1
2020-06-15,13.0,13.0,1
2020-06-16,8.0,8.0,1
2020-06-17,9.0,9.0,1
2020-06-18,6.0,6.0,1
2020-06-19,13.0,13.0,1
2020-06-20,8.0,8.0,1
2020-06-21,5.0,5.0,1
2020-06-22,3.0,3.0,1
2020-06-23,11.0,11.0,1
2020-06-24,11.0,11.0,1
2020-06-25,9.0,9.0,1
2020-06-26,17.0,17.0,1
2020-06-27,15.0,15.0,1
2020-06-28,9.0,9.0,1
2020-06-29,13.0,13.0,1
2020-06-30,13.0,13.0,1
2020-07-01,10.0,10.0,1
2020-07-02,8.0,8.0,1
2020-07-03,10.0,10.0,1
2020-07-04,12.0,12.0,1
2020-07-05,7.0,7.0,1
2020-07-06,8.0,8.0,1
2020-07-07,15.0,15.0,1
2020-07-08,8.0,8.0,1
2020-07-09,12.0,12.0,1
2020-07-10,7.0,7.0,1
2020-07-11,4.0,4.0,1
2020-07-12,10.0,10.0,1
2020-07-13,7.0,7.0,1
2020-07-14,12.0,12.0,1
2020-07-15,7.0,7.0,1
2020-07-16,5.0,5.0,1
2020-07-17,7.0,7.0,1
2020-07-18,15.0,15.0,1
2020-07-19,8.0,8.0,1
2020-07-20,8.0,8.0,1
2020-07-21,12.0,12.0,1
2020-07-22,16.0,16.0,1
2020-07-23,7.0,7.0,1
2020-07-24,9.0,9.0,1
2020-07-25,6.0,6.0,1
2020-07-26,8.0,8.0,1
2020-07-27,22.0,22.0,1
2020-07-28,14.0,14.0,1
2020-07-29,9.0,9.0,1
2020-07-30,7.0,7.0,1
2020-07-31,9.0,9.0,1
2020-08-01,14.0,14.0,1
2020-08-02,4.0,4.0,1
2020-08-03,10.0,10.0,1
2020-08-04,9.0,9.0,1
2020-08-05,11.0,11.0,1
2020-08-06,9.0,9.0,1
2020-08-07,13.0,13.0,1
2020-08-08,8.0,8.0,1
2020-08-09,6.0,6.0,1
2020-08-10,2.0,2.0,1
2020-08-11,10.0,10.0,1
2020-08-12,7.0,7.0,1
2020-08-13,9.0,9.0,1
2020-08-14,9.0,9.0,1
2020-08-15,2.0,2.0,1
2020-08-16,4.0,4.0,1
2020-08-17,12.0,12.0,1
2020-08-18,14.0,14.0,1
