date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,1.0,1.0,1
2020-02-12,0.0,0.0,1
2020-02-13,1.0,1.0,1
2020-02-14,1.0,1.0,1
2020-02-15,1.0,1.0,1
2020-02-16,1.0,1.0,1
2020-02-17,1.0,1.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,1.0,1.0,1
2020-02-22,1.0,1.0,1
2020-02-23,4.0,4.0,1
2020-02-24,3.0,3.0,1
2020-02-25,5.0,5.0,1
2020-02-26,5.0,5.0,1
2020-02-27,3.0,3.0,1
2020-02-28,5.0,5.0,1
2020-02-29,7.0,7.0,1
2020-03-01,10.0,10.0,1
2020-03-02,9.0,9.0,1
2020-03-03,5.0,5.0,1
2020-03-04,7.0,7.0,1
2020-03-05,5.0,5.0,1
2020-03-06,8.0,8.0,1
2020-03-07,8.0,8.0,1
2020-03-08,10.0,10.0,1
2020-03-09,11.0,11.0,1
2020-03-10,9.0,9.0,1
2020-03-11,13.0,13.0,1
2020-03-12,26.0,26.0,1
2020-03-13,37.0,37.0,1
2020-03-14,44.0,44.0,1
2020-03-15,44.0,44.0,1
2020-03-16,58.0,58.0,1
2020-03-17,62.0,62.0,1
2020-03-18,57.0,57.0,1
2020-03-19,57.0,57.0,1
2020-03-20,58.0,58.0,1
2020-03-21,51.0,51.0,1
2020-03-22,54.0,54.0,1
2020-03-23,48.0,48.0,1
2020-03-24,60.0,60.0,1
2020-03-25,66.0,66.0,1
2020-03-26,50.0,50.0,1
2020-03-27,60.0,60.0,1
2020-03-28,53.0,53.0,1
2020-03-29,61.0,61.0,1
2020-03-30,57.0,57.0,1
2020-03-31,52.0,52.0,1
2020-04-01,46.0,46.0,1
2020-04-02,44.0,44.0,1
2020-04-03,48.0,48.0,1
2020-04-04,52.0,52.0,1
2020-04-05,49.0,49.0,1
2020-04-06,54.0,54.0,1
2020-04-07,53.0,53.0,1
2020-04-08,46.0,46.0,1
2020-04-09,49.0,49.0,1
2020-04-10,43.0,43.0,1
2020-04-11,42.0,42.0,1
2020-04-12,41.0,41.0,1
2020-04-13,41.0,41.0,1
2020-04-14,57.0,57.0,1
2020-04-15,51.0,51.0,1
2020-04-16,52.0,52.0,1
2020-04-17,47.0,47.0,1
2020-04-18,40.0,40.0,1
2020-04-19,42.0,42.0,1
2020-04-20,47.0,47.0,1
2020-04-21,40.0,40.0,1
2020-04-22,40.0,40.0,1
2020-04-23,41.0,41.0,1
2020-04-24,40.0,40.0,1
2020-04-25,45.0,45.0,1
