date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1.0
2020-02-02,0.0,0.0,1.0
2020-02-03,0.0,0.0,1.0
2020-02-04,0.0,0.0,1.0
2020-02-05,0.0,0.0,1.0
2020-02-06,0.0,0.0,1.0
2020-02-07,0.0,0.0,1.0
2020-02-08,0.0,0.0,1.0
2020-02-09,1.0,1.0,1.0
2020-02-10,0.0,0.0,1.0
2020-02-11,0.0,0.0,1.0
2020-02-12,1.0,1.0,1.0
2020-02-13,0.0,0.0,1.0
2020-02-14,0.0,0.0,1.0
2020-02-15,1.0,1.0,1.0
2020-02-16,1.0,1.0,1.0
2020-02-17,0.0,0.0,1.0
2020-02-18,0.0,0.0,1.0
2020-02-19,0.0,0.0,1.0
2020-02-20,0.0,0.0,1.0
2020-02-21,1.0,1.0,1.0
2020-02-22,0.0,0.0,1.0
2020-02-23,2.0,2.0,1.0
2020-02-24,2.0,2.0,1.0
2020-02-25,2.0,2.0,1.0
2020-02-26,3.0,3.0,1.0
2020-02-27,3.0,3.0,1.0
2020-02-28,4.0,4.0,1.0
2020-02-29,4.0,4.0,1.0
2020-03-01,5.0,5.0,1.0
2020-03-02,8.0,8.0,1.0
2020-03-03,5.0,5.0,1.0
2020-03-04,2.0,2.0,1.0
2020-03-05,4.0,4.0,1.0
2020-03-06,6.0,6.0,1.0
2020-03-07,6.0,6.0,1.0
2020-03-08,7.0,7.0,1.0
2020-03-09,9.0,9.0,1.0
2020-03-10,10.0,10.0,1.0
2020-03-11,11.0,11.0,1.0
2020-03-12,26.0,26.0,1.0
2020-03-13,33.0,33.0,1.0
2020-03-14,33.0,33.0,1.0
2020-03-15,35.0,35.0,1.0
2020-03-16,49.0,49.0,1.0
2020-03-17,58.0,58.0,1.0
2020-03-18,56.0,56.0,1.0
2020-03-19,48.0,48.0,1.0
2020-03-20,39.0,39.0,1.0
2020-03-21,41.0,41.0,1.0
2020-03-22,45.0,45.0,1.0
2020-03-23,43.0,43.0,1.0
2020-03-24,39.0,39.0,1.0
2020-03-25,50.0,50.0,1.0
2020-03-26,48.0,48.0,1.0
2020-03-27,53.0,53.0,1.0
2020-03-28,50.0,50.0,1.0
2020-03-29,41.0,41.0,1.0
2020-03-30,37.0,37.0,1.0
2020-03-31,40.0,40.0,1.0
2020-04-01,40.0,40.0,1.0
2020-04-02,40.0,40.0,1.0
2020-04-03,36.0,36.0,1.0
2020-04-04,45.0,45.0,1.0
2020-04-05,36.0,36.0,1.0
2020-04-06,44.0,44.0,1.0
2020-04-07,40.0,40.0,1.0
2020-04-08,41.0,41.0,1.0
2020-04-09,44.0,44.0,1.0
2020-04-10,37.0,37.0,1.0
2020-04-11,33.0,33.0,1.0
2020-04-12,28.0,28.0,1.0
2020-04-13,43.0,43.0,1.0
2020-04-14,37.0,37.0,1.0
2020-04-15,42.0,42.0,1.0
2020-04-16,39.0,39.0,1.0
2020-04-17,37.0,37.0,1.0
2020-04-18,38.0,38.0,1.0
2020-04-19,37.0,37.0,1.0
2020-04-20,38.0,38.0,1.0
2020-04-21,34.0,34.0,1.0
2020-04-22,39.0,39.0,1.0
2020-04-23,30.0,30.0,1.0
2020-04-24,34.0,34.0,1.0
2020-04-25,35.0,35.0,1.0
2020-04-26,32.0,32.0,1.0
2020-04-27,36.0,36.0,1.0
2020-04-28,44.0,44.0,1.0
2020-04-29,42.0,42.0,1.0
2020-04-30,45.0,45.0,1.0
2020-05-01,38.0,38.0,1.0
2020-05-02,40.0,40.0,1.0
2020-05-03,33.0,33.0,1.0
2020-05-04,36.0,36.0,1.0
2020-05-05,40.0,40.0,1.0
2020-05-06,43.0,43.0,1.0
2020-05-07,45.0,45.0,1.0
2020-05-08,39.0,39.0,1.0
2020-05-09,42.0,42.0,1.0
2020-05-10,33.0,33.0,1.0
2020-05-11,37.0,37.0,1.0
2020-05-12,38.0,38.0,1.0
2020-05-13,29.0,29.0,1.0
2020-05-14,33.0,33.0,1.0
2020-05-15,38.0,38.0,1.0
2020-05-16,28.0,28.0,1.0
2020-05-17,34.0,34.0,1.0
2020-05-18,30.0,30.0,1.0
2020-05-19,31.0,31.0,1.0
2020-05-20,29.0,29.0,1.0
2020-05-21,23.0,23.0,1.0
2020-05-22,18.0,18.0,1.0
2020-05-23,22.0,22.0,1.0
2020-05-24,23.0,23.0,1.0
2020-05-25,25.0,25.0,1.0
2020-05-26,27.0,27.0,1.0
2020-05-27,26.0,26.0,1.0
2020-05-28,24.0,24.0,1.0
2020-05-29,23.0,23.0,1.0
2020-05-30,20.0,20.0,1.0
2020-05-31,20.0,20.0,1.0
2020-06-01,17.0,17.0,1.0
2020-06-02,27.0,27.0,1.0
2020-06-03,23.0,23.0,1.0
2020-06-04,18.0,18.0,1.0
2020-06-05,18.0,18.0,1.0
2020-06-06,15.0,15.0,1.0
2020-06-07,17.0,17.0,1.0
2020-06-08,18.0,18.0,1.0
2020-06-09,17.0,17.0,1.0
2020-06-10,13.0,13.0,1.0
2020-06-11,16.0,16.0,1.0
2020-06-12,19.0,19.0,1.0
2020-06-13,16.0,16.0,1.0
2020-06-14,19.0,19.0,1.0
2020-06-15,18.0,18.0,1.0
2020-06-16,19.0,19.0,1.0
2020-06-17,23.0,23.0,1.0
2020-06-18,16.0,16.0,1.0
2020-06-19,19.0,19.0,1.0
2020-06-20,14.0,14.0,1.0
2020-06-21,19.0,19.0,1.0
2020-06-22,24.0,24.0,1.0
2020-06-23,22.0,22.0,1.0
2020-06-24,22.0,22.0,1.0
2020-06-25,21.0,21.0,1.0
2020-06-26,22.0,22.0,1.0
2020-06-27,18.0,18.0,1.0
2020-06-28,16.0,16.0,1.0
2020-06-29,18.0,18.0,1.0
2020-06-30,22.0,22.0,1.0
2020-07-01,21.0,21.0,1.0
2020-07-02,17.0,17.0,1.0
2020-07-03,17.0,17.0,1.0
2020-07-04,16.0,16.0,1.0
2020-07-05,24.0,24.0,1.0
2020-07-06,22.0,22.0,1.0
2020-07-07,17.0,17.0,1.0
2020-07-08,26.0,26.0,1.0
2020-07-09,19.0,19.0,1.0
2020-07-10,22.0,22.0,1.0
2020-07-11,16.0,16.0,1.0
2020-07-12,20.0,20.0,1.0
2020-07-13,22.0,22.0,1.0
2020-07-14,19.0,19.0,1.0
2020-07-15,23.0,23.0,1.0
2020-07-16,31.0,31.0,1.0
2020-07-17,30.0,30.0,1.0
2020-07-18,28.0,28.0,1.0
2020-07-19,25.0,25.0,1.0
2020-07-20,28.0,28.0,1.0
2020-07-21,27.0,27.0,1.0
2020-07-22,32.0,32.0,1.0
2020-07-23,29.0,29.0,1.0
2020-07-24,30.0,30.0,1.0
2020-07-25,22.0,22.0,1.0
2020-07-26,26.0,26.0,1.0
2020-07-27,32.0,32.0,1.0
2020-07-28,34.0,34.0,1.0
2020-07-29,37.0,37.0,1.0
2020-07-30,26.0,26.0,1.0
2020-07-31,30.0,30.0,1.0
2020-08-01,21.0,21.0,1.0
2020-08-02,29.0,29.0,1.0
2020-08-03,34.0,34.0,1.0
2020-08-04,26.0,26.0,1.0
2020-08-05,58.0,58.0,1.0
2020-08-06,20.0,20.0,1.0
2020-08-07,28.0,28.0,1.0
2020-08-08,17.0,17.0,1.0
2020-08-09,19.0,19.0,1.0
2020-08-10,24.0,24.0,1.0
2020-08-11,24.0,24.0,1.0
2020-08-12,26.0,26.0,1.0
2020-08-13,25.0,25.0,1.0
2020-08-14,25.0,25.0,1.0
2020-08-15,22.0,22.0,1.0
2020-08-16,30.0,30.0,1.0
2020-08-17,31.0,31.0,1.0
2020-08-18,22.0,22.0,1.0
2020-08-19,28.0,28.0,1.0
2020-08-20,29.0,29.0,1.0
2020-08-21,28.0,28.0,1.0
2020-08-22,24.0,24.0,1.0
2020-08-23,19.0,19.0,1.0
2020-08-24,22.0,22.0,1.0
2020-08-25,25.0,25.0,1.0
2020-08-26,27.0,27.0,1.0
2020-08-27,36.0,36.0,1.0
2020-08-28,28.0,28.0,1.0
2020-08-29,24.0,24.0,1.0
2020-08-30,24.0,24.0,1.0
2020-08-31,29.0,29.0,1.0
2020-09-01,29.0,29.0,1.0
2020-09-02,27.0,27.0,1.0
2020-09-03,41.0,41.0,1.0
2020-09-04,42.0,42.0,1.0
2020-09-05,40.0,40.0,1.0
2020-09-06,55.0,55.0,1.0
2020-09-07,53.0,53.0,1.0
2020-09-08,59.0,59.0,1.0
2020-09-09,55.0,55.0,1.0
2020-09-10,66.0,66.0,1.0
2020-09-11,79.0,79.0,1.0
2020-09-12,47.0,47.0,1.0
2020-09-13,35.0,35.0,1.0
2020-09-14,62.0,62.0,1.0
2020-09-15,55.0,55.0,1.0
2020-09-16,52.0,52.0,1.0
