date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,35.0,35.0,1
2020-02-02,33.0,33.0,1
2020-02-03,26.0,26.0,1
2020-02-04,29.0,29.0,1
2020-02-05,29.0,29.0,1
2020-02-06,14.0,14.0,1
2020-02-07,31.0,31.0,1
2020-02-08,0.0,0.0,1
2020-02-09,17.0,17.0,1
2020-02-10,14.0,14.0,1
2020-02-11,0.0,0.0,1
2020-02-12,28.0,28.0,1
2020-02-13,14.0,14.0,1
2020-02-14,16.0,16.0,1
2020-02-15,18.0,18.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,58.0,58.0,1
2020-02-19,14.0,14.0,1
2020-02-20,15.0,15.0,1
2020-02-21,30.0,30.0,1
2020-02-22,0.0,0.0,1
2020-02-23,32.0,32.0,1
2020-02-24,27.0,27.0,1
2020-02-25,41.0,41.0,1
2020-02-26,0.0,0.0,1
2020-02-27,55.0,55.0,1
2020-02-28,43.0,43.0,1
2020-02-29,51.0,51.0,1
2020-03-01,0.0,0.0,1
2020-03-02,41.0,41.0,1
2020-03-03,27.0,27.0,1
2020-03-04,13.0,13.0,1
2020-03-05,0.0,0.0,1
2020-03-06,15.0,15.0,1
2020-03-07,17.0,17.0,1
2020-03-08,0.0,0.0,1
2020-03-09,41.0,41.0,1
2020-03-10,28.0,28.0,1
2020-03-11,15.0,15.0,1
2020-03-12,13.0,13.0,1
2020-03-13,29.0,29.0,1
2020-03-14,49.0,49.0,1
2020-03-15,0.0,0.0,1
2020-03-16,55.0,55.0,1
2020-03-17,29.0,29.0,1
2020-03-18,100.0,100.0,1
2020-03-19,71.0,71.0,1
2020-03-20,28.0,28.0,1
2020-03-21,78.0,78.0,1
2020-03-22,90.0,90.0,1
2020-03-23,24.0,24.0,1
2020-03-24,14.0,14.0,1
2020-03-25,40.0,40.0,1
2020-03-26,40.0,40.0,1
2020-03-27,13.0,13.0,1
2020-03-28,33.0,33.0,1
2020-03-29,28.0,28.0,1
2020-03-30,11.0,11.0,1
2020-03-31,35.0,35.0,1
2020-04-01,46.0,46.0,1
2020-04-02,24.0,24.0,1
2020-04-03,0.0,0.0,1
2020-04-04,30.0,30.0,1
2020-04-05,15.0,15.0,1
2020-04-06,12.0,12.0,1
2020-04-07,25.0,25.0,1
2020-04-08,39.0,39.0,1
2020-04-09,38.0,38.0,1
2020-04-10,40.0,40.0,1
2020-04-11,49.0,49.0,1
2020-04-12,0.0,0.0,1
2020-04-13,28.0,28.0,1
2020-04-14,12.0,12.0,1
2020-04-15,24.0,24.0,1
2020-04-16,60.0,60.0,1
2020-04-17,25.0,25.0,1
2020-04-18,32.0,32.0,1
2020-04-19,58.0,58.0,1
2020-04-20,24.0,24.0,1
2020-04-21,26.0,26.0,1
2020-04-22,38.0,38.0,1
2020-04-23,62.0,62.0,1
2020-04-24,68.0,68.0,1
2020-04-25,17.0,17.0,1
2020-04-26,0.0,0.0,1
2020-04-27,38.0,38.0,1
2020-04-28,13.0,13.0,1
2020-04-29,25.0,25.0,1
2020-04-30,13.0,13.0,1
2020-05-01,0.0,0.0,1
2020-05-02,64.0,64.0,1
2020-05-03,34.0,34.0,1
2020-05-04,26.0,26.0,1
2020-05-05,24.0,24.0,1
2020-05-06,49.0,49.0,1
2020-05-07,27.0,27.0,1
2020-05-08,14.0,14.0,1
2020-05-09,57.0,57.0,1
2020-05-10,17.0,17.0,1
2020-05-11,0.0,0.0,1
2020-05-12,61.0,61.0,1
2020-05-13,24.0,24.0,1
2020-05-14,65.0,65.0,1
2020-05-15,42.0,42.0,1
2020-05-16,0.0,0.0,1
2020-05-17,30.0,30.0,1
2020-05-18,51.0,51.0,1
2020-05-19,50.0,50.0,1
2020-05-20,25.0,25.0,1
2020-05-21,13.0,13.0,1
2020-05-22,14.0,14.0,1
2020-05-23,20.0,20.0,1
2020-05-24,16.0,16.0,1
2020-05-25,26.0,26.0,1
2020-05-26,0.0,0.0,1
2020-05-27,40.0,40.0,1
2020-05-28,39.0,39.0,1
2020-05-29,14.0,14.0,1
2020-05-30,17.0,17.0,1
2020-05-31,34.0,34.0,1
2020-06-01,26.0,26.0,1
2020-06-02,26.0,26.0,1
2020-06-03,24.0,24.0,1
2020-06-04,37.0,37.0,1
