date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,26.0,26.0,1
2020-02-02,17.0,17.0,1
2020-02-03,22.0,22.0,1
2020-02-04,22.0,22.0,1
2020-02-05,19.0,19.0,1
2020-02-06,21.0,21.0,1
2020-02-07,17.0,17.0,1
2020-02-08,20.0,20.0,1
2020-02-09,23.0,23.0,1
2020-02-10,20.0,20.0,1
2020-02-11,22.0,22.0,1
2020-02-12,23.0,23.0,1
2020-02-13,14.0,14.0,1
2020-02-14,15.0,15.0,1
2020-02-15,18.0,18.0,1
2020-02-16,18.0,18.0,1
2020-02-17,16.0,16.0,1
2020-02-18,18.0,18.0,1
2020-02-19,19.0,19.0,1
2020-02-20,17.0,17.0,1
2020-02-21,13.0,13.0,1
2020-02-22,14.0,14.0,1
2020-02-23,20.0,20.0,1
2020-02-24,16.0,16.0,1
2020-02-25,21.0,21.0,1
2020-02-26,22.0,22.0,1
2020-02-27,17.0,17.0,1
2020-02-28,25.0,25.0,1
2020-02-29,21.0,21.0,1
2020-03-01,23.0,23.0,1
2020-03-02,19.0,19.0,1
2020-03-03,24.0,24.0,1
2020-03-04,21.0,21.0,1
2020-03-05,24.0,24.0,1
2020-03-06,26.0,26.0,1
2020-03-07,21.0,21.0,1
2020-03-08,28.0,28.0,1
2020-03-09,38.0,38.0,1
2020-03-10,49.0,49.0,1
2020-03-11,59.0,59.0,1
2020-03-12,92.0,92.0,1
2020-03-13,95.0,95.0,1
2020-03-14,84.0,84.0,1
2020-03-15,100.0,100.0,1
2020-03-16,80.0,80.0,1
2020-03-17,73.0,73.0,1
2020-03-18,73.0,73.0,1
2020-03-19,61.0,61.0,1
2020-03-20,56.0,56.0,1
2020-03-21,76.0,76.0,1
2020-03-22,57.0,57.0,1
2020-03-23,58.0,58.0,1
2020-03-24,49.0,49.0,1
2020-03-25,46.0,46.0,1
2020-03-26,41.0,41.0,1
2020-03-27,43.0,43.0,1
2020-03-28,41.0,41.0,1
2020-03-29,39.0,39.0,1
2020-03-30,32.0,32.0,1
2020-03-31,30.0,30.0,1
2020-04-01,24.0,24.0,1
2020-04-02,16.0,16.0,1
2020-04-03,26.0,26.0,1
2020-04-04,25.0,25.0,1
2020-04-05,28.0,28.0,1
2020-04-06,24.0,24.0,1
2020-04-07,18.0,18.0,1
2020-04-08,23.0,23.0,1
2020-04-09,26.0,26.0,1
2020-04-10,18.0,18.0,1
2020-04-11,22.0,22.0,1
2020-04-12,16.0,16.0,1
2020-04-13,19.0,19.0,1
2020-04-14,16.0,16.0,1
2020-04-15,17.0,17.0,1
2020-04-16,17.0,17.0,1
2020-04-17,18.0,18.0,1
2020-04-18,20.0,20.0,1
2020-04-19,17.0,17.0,1
2020-04-20,15.0,15.0,1
2020-04-21,11.0,11.0,1
2020-04-22,16.0,16.0,1
2020-04-23,16.0,16.0,1
2020-04-24,14.0,14.0,1
2020-04-25,17.0,17.0,1
2020-04-26,19.0,19.0,1
2020-04-27,17.0,17.0,1
2020-04-28,17.0,17.0,1
2020-04-29,17.0,17.0,1
2020-04-30,15.0,15.0,1
2020-05-01,17.0,17.0,1
2020-05-02,16.0,16.0,1
2020-05-03,18.0,18.0,1
2020-05-04,15.0,15.0,1
2020-05-05,9.0,9.0,1
2020-05-06,15.0,15.0,1
2020-05-07,14.0,14.0,1
2020-05-08,16.0,16.0,1
2020-05-09,13.0,13.0,1
2020-05-10,14.0,14.0,1
2020-05-11,16.0,16.0,1
2020-05-12,13.0,13.0,1
2020-05-13,13.0,13.0,1
2020-05-14,16.0,16.0,1
2020-05-15,10.0,10.0,1
2020-05-16,16.0,16.0,1
2020-05-17,16.0,16.0,1
2020-05-18,16.0,16.0,1
2020-05-19,10.0,10.0,1
2020-05-20,14.0,14.0,1
2020-05-21,12.0,12.0,1
2020-05-22,13.0,13.0,1
2020-05-23,17.0,17.0,1
2020-05-24,10.0,10.0,1
2020-05-25,15.0,15.0,1
2020-05-26,10.0,10.0,1
2020-05-27,12.0,12.0,1
2020-05-28,13.0,13.0,1
2020-05-29,14.0,14.0,1
2020-05-30,9.0,9.0,1
2020-05-31,15.0,15.0,1
2020-06-01,11.0,11.0,1
2020-06-02,9.0,9.0,1
2020-06-03,10.0,10.0,1
2020-06-04,10.0,10.0,1
