date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,1.0,1.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,1.0,1.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,2.0,2.0,1
2020-02-24,1.0,1.0,1
2020-02-25,2.0,2.0,1
2020-02-26,2.0,2.0,1
2020-02-27,3.0,3.0,1
2020-02-28,8.0,8.0,1
2020-02-29,4.0,4.0,1
2020-03-01,5.0,5.0,1
2020-03-02,11.0,11.0,1
2020-03-03,9.0,9.0,1
2020-03-04,5.0,5.0,1
2020-03-05,7.0,7.0,1
2020-03-06,6.0,6.0,1
2020-03-07,7.0,7.0,1
2020-03-08,5.0,5.0,1
2020-03-09,10.0,10.0,1
2020-03-10,12.0,12.0,1
2020-03-11,15.0,15.0,1
2020-03-12,20.0,20.0,1
2020-03-13,35.0,35.0,1
2020-03-14,30.0,30.0,1
2020-03-15,35.0,35.0,1
2020-03-16,50.0,50.0,1
2020-03-17,58.0,58.0,1
2020-03-18,46.0,46.0,1
2020-03-19,44.0,44.0,1
2020-03-20,54.0,54.0,1
2020-03-21,59.0,59.0,1
2020-03-22,50.0,50.0,1
2020-03-23,49.0,49.0,1
2020-03-24,51.0,51.0,1
2020-03-25,48.0,48.0,1
2020-03-26,47.0,47.0,1
2020-03-27,61.0,61.0,1
2020-03-28,41.0,41.0,1
2020-03-29,42.0,42.0,1
2020-03-30,42.0,42.0,1
2020-03-31,42.0,42.0,1
2020-04-01,43.0,43.0,1
2020-04-02,32.0,32.0,1
2020-04-03,45.0,45.0,1
2020-04-04,47.0,47.0,1
2020-04-05,38.0,38.0,1
2020-04-06,44.0,44.0,1
2020-04-07,39.0,39.0,1
2020-04-08,41.0,41.0,1
2020-04-09,43.0,43.0,1
2020-04-10,40.0,40.0,1
2020-04-11,39.0,39.0,1
2020-04-12,30.0,30.0,1
2020-04-13,35.0,35.0,1
2020-04-14,37.0,37.0,1
2020-04-15,37.0,37.0,1
2020-04-16,42.0,42.0,1
2020-04-17,35.0,35.0,1
2020-04-18,32.0,32.0,1
2020-04-19,37.0,37.0,1
2020-04-20,33.0,33.0,1
2020-04-21,37.0,37.0,1
2020-04-22,38.0,38.0,1
2020-04-23,38.0,38.0,1
2020-04-24,31.0,31.0,1
2020-04-25,34.0,34.0,1
