date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,24.0,24.0,1
2020-02-02,17.0,17.0,1
2020-02-03,6.0,6.0,1
2020-02-04,14.0,14.0,1
2020-02-05,21.0,21.0,1
2020-02-06,0.0,0.0,1
2020-02-07,7.0,7.0,1
2020-02-08,0.0,0.0,1
2020-02-09,8.0,8.0,1
2020-02-10,13.0,13.0,1
2020-02-11,20.0,20.0,1
2020-02-12,13.0,13.0,1
2020-02-13,14.0,14.0,1
2020-02-14,7.0,7.0,1
2020-02-15,8.0,8.0,1
2020-02-16,30.0,30.0,1
2020-02-17,0.0,0.0,1
2020-02-18,7.0,7.0,1
2020-02-19,0.0,0.0,1
2020-02-20,7.0,7.0,1
2020-02-21,0.0,0.0,1
2020-02-22,17.0,17.0,1
2020-02-23,0.0,0.0,1
2020-02-24,14.0,14.0,1
2020-02-25,14.0,14.0,1
2020-02-26,19.0,19.0,1
2020-02-27,18.0,18.0,1
2020-02-28,13.0,13.0,1
2020-02-29,15.0,15.0,1
2020-03-01,21.0,21.0,1
2020-03-02,48.0,48.0,1
2020-03-03,31.0,31.0,1
2020-03-04,12.0,12.0,1
2020-03-05,45.0,45.0,1
2020-03-06,13.0,13.0,1
2020-03-07,0.0,0.0,1
2020-03-08,15.0,15.0,1
2020-03-09,37.0,37.0,1
2020-03-10,44.0,44.0,1
2020-03-11,98.0,98.0,1
2020-03-12,75.0,75.0,1
2020-03-13,100.0,100.0,1
2020-03-14,32.0,32.0,1
2020-03-15,67.0,67.0,1
2020-03-16,43.0,43.0,1
2020-03-17,68.0,68.0,1
2020-03-18,55.0,55.0,1
2020-03-19,37.0,37.0,1
2020-03-20,17.0,17.0,1
2020-03-21,66.0,66.0,1
2020-03-22,30.0,30.0,1
2020-03-23,45.0,45.0,1
2020-03-24,37.0,37.0,1
2020-03-25,55.0,55.0,1
2020-03-26,18.0,18.0,1
2020-03-27,30.0,30.0,1
2020-03-28,22.0,22.0,1
2020-03-29,21.0,21.0,1
2020-03-30,28.0,28.0,1
2020-03-31,46.0,46.0,1
2020-04-01,23.0,23.0,1
2020-04-02,31.0,31.0,1
2020-04-03,25.0,25.0,1
2020-04-04,22.0,22.0,1
2020-04-05,47.0,47.0,1
2020-04-06,17.0,17.0,1
2020-04-07,12.0,12.0,1
2020-04-08,12.0,12.0,1
2020-04-09,18.0,18.0,1
2020-04-10,27.0,27.0,1
2020-04-11,14.0,14.0,1
2020-04-12,29.0,29.0,1
2020-04-13,18.0,18.0,1
2020-04-14,22.0,22.0,1
2020-04-15,22.0,22.0,1
2020-04-16,27.0,27.0,1
2020-04-17,34.0,34.0,1
2020-04-18,29.0,29.0,1
2020-04-19,27.0,27.0,1
2020-04-20,26.0,26.0,1
2020-04-21,28.0,28.0,1
2020-04-22,11.0,11.0,1
2020-04-23,11.0,11.0,1
2020-04-24,6.0,6.0,1
2020-04-25,0.0,0.0,1
2020-04-26,14.0,14.0,1
2020-04-27,17.0,17.0,1
2020-04-28,22.0,22.0,1
2020-04-29,5.0,5.0,1
2020-04-30,16.0,16.0,1
2020-05-01,7.0,7.0,1
2020-05-02,14.0,14.0,1
2020-05-03,29.0,29.0,1
2020-05-04,11.0,11.0,1
2020-05-05,0.0,0.0,1
2020-05-06,11.0,11.0,1
2020-05-07,17.0,17.0,1
2020-05-08,17.0,17.0,1
2020-05-09,7.0,7.0,1
2020-05-10,28.0,28.0,1
2020-05-11,16.0,16.0,1
2020-05-12,34.0,34.0,1
2020-05-13,27.0,27.0,1
2020-05-14,22.0,22.0,1
2020-05-15,30.0,30.0,1
2020-05-16,16.0,16.0,1
2020-05-17,31.0,31.0,1
2020-05-18,29.0,29.0,1
2020-05-19,17.0,17.0,1
2020-05-20,6.0,6.0,1
2020-05-21,18.0,18.0,1
2020-05-22,6.0,6.0,1
2020-05-23,0.0,0.0,1
2020-05-24,8.0,8.0,1
2020-05-25,11.0,11.0,1
2020-05-26,29.0,29.0,1
2020-05-27,6.0,6.0,1
2020-05-28,12.0,12.0,1
2020-05-29,12.0,12.0,1
2020-05-30,7.0,7.0,1
2020-05-31,14.0,14.0,1
2020-06-01,22.0,22.0,1
2020-06-02,28.0,28.0,1
2020-06-03,5.0,5.0,1
2020-06-04,5.0,5.0,1
2020-06-05,0.0,0.0,1
2020-06-06,7.0,7.0,1
2020-06-07,14.0,14.0,1
2020-06-08,11.0,11.0,1
2020-06-09,17.0,17.0,1
2020-06-10,7.0,7.0,1
2020-06-11,20.0,20.0,1
2020-06-12,6.0,6.0,1
2020-06-13,8.0,8.0,1
2020-06-14,0.0,0.0,1
2020-06-15,6.0,6.0,1
2020-06-16,5.0,5.0,1
2020-06-17,0.0,0.0,1
2020-06-18,29.0,29.0,1
2020-06-19,6.0,6.0,1
2020-06-20,7.0,7.0,1
2020-06-21,0.0,0.0,1
2020-06-22,12.0,12.0,1
2020-06-23,12.0,12.0,1
2020-06-24,18.0,18.0,1
2020-06-25,12.0,12.0,1
2020-06-26,6.0,6.0,1
2020-06-27,0.0,0.0,1
2020-06-28,7.0,7.0,1
2020-06-29,29.0,29.0,1
2020-06-30,0.0,0.0,1
2020-07-01,6.0,6.0,1
2020-07-02,18.0,18.0,1
2020-07-03,6.0,6.0,1
2020-07-04,15.0,15.0,1
2020-07-05,15.0,15.0,1
2020-07-06,6.0,6.0,1
2020-07-07,18.0,18.0,1
2020-07-08,13.0,13.0,1
2020-07-09,12.0,12.0,1
2020-07-10,7.0,7.0,1
