date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,24.0,24.0,1
2020-02-02,18.0,18.0,1
2020-02-03,17.0,17.0,1
2020-02-04,13.0,13.0,1
2020-02-05,13.0,13.0,1
2020-02-06,12.0,12.0,1
2020-02-07,12.0,12.0,1
2020-02-08,12.0,12.0,1
2020-02-09,12.0,12.0,1
2020-02-10,11.0,11.0,1
2020-02-11,8.0,8.0,1
2020-02-12,9.0,9.0,1
2020-02-13,10.0,10.0,1
2020-02-14,6.0,6.0,1
2020-02-15,8.0,8.0,1
2020-02-16,8.0,8.0,1
2020-02-17,7.0,7.0,1
2020-02-18,7.0,7.0,1
2020-02-19,7.0,7.0,1
2020-02-20,5.0,5.0,1
2020-02-21,7.0,7.0,1
2020-02-22,8.0,8.0,1
2020-02-23,17.0,17.0,1
2020-02-24,26.0,26.0,1
2020-02-25,32.0,32.0,1
2020-02-26,39.0,39.0,1
2020-02-27,45.0,45.0,1
2020-02-28,38.0,38.0,1
2020-02-29,29.0,29.0,1
2020-03-01,24.0,24.0,1
2020-03-02,26.0,26.0,1
2020-03-03,24.0,24.0,1
2020-03-04,52.0,52.0,1
2020-03-05,27.0,27.0,1
2020-03-06,36.0,36.0,1
2020-03-07,29.0,29.0,1
2020-03-08,30.0,30.0,1
2020-03-09,52.0,52.0,1
2020-03-10,67.0,67.0,1
2020-03-11,98.0,98.0,1
2020-03-12,100.0,100.0,1
2020-03-13,100.0,100.0,1
2020-03-14,92.0,92.0,1
2020-03-15,78.0,78.0,1
2020-03-16,68.0,68.0,1
2020-03-17,69.0,69.0,1
2020-03-18,57.0,57.0,1
2020-03-19,52.0,52.0,1
2020-03-20,47.0,47.0,1
2020-03-21,51.0,51.0,1
2020-03-22,53.0,53.0,1
2020-03-23,44.0,44.0,1
2020-03-24,45.0,45.0,1
2020-03-25,48.0,48.0,1
2020-03-26,43.0,43.0,1
2020-03-27,38.0,38.0,1
2020-03-28,38.0,38.0,1
2020-03-29,39.0,39.0,1
2020-03-30,35.0,35.0,1
2020-03-31,38.0,38.0,1
2020-04-01,33.0,33.0,1
2020-04-02,33.0,33.0,1
2020-04-03,32.0,32.0,1
2020-04-04,33.0,33.0,1
2020-04-05,32.0,32.0,1
2020-04-06,25.0,25.0,1
2020-04-07,25.0,25.0,1
2020-04-08,24.0,24.0,1
2020-04-09,22.0,22.0,1
2020-04-10,20.0,20.0,1
2020-04-11,20.0,20.0,1
2020-04-12,20.0,20.0,1
2020-04-13,17.0,17.0,1
2020-04-14,16.0,16.0,1
2020-04-15,15.0,15.0,1
2020-04-16,16.0,16.0,1
2020-04-17,17.0,17.0,1
2020-04-18,17.0,17.0,1
2020-04-19,16.0,16.0,1
2020-04-20,13.0,13.0,1
2020-04-21,14.0,14.0,1
2020-04-22,13.0,13.0,1
2020-04-23,12.0,12.0,1
2020-04-24,14.0,14.0,1
2020-04-25,10.0,10.0,1
2020-04-26,12.0,12.0,1
2020-04-27,11.0,11.0,1
2020-04-28,9.0,9.0,1
2020-04-29,10.0,10.0,1
2020-04-30,9.0,9.0,1
2020-05-01,9.0,9.0,1
2020-05-02,10.0,10.0,1
2020-05-03,9.0,9.0,1
2020-05-04,7.0,7.0,1
2020-05-05,7.0,7.0,1
2020-05-06,8.0,8.0,1
2020-05-07,8.0,8.0,1
2020-05-08,7.0,7.0,1
2020-05-09,10.0,10.0,1
2020-05-10,9.0,9.0,1
2020-05-11,9.0,9.0,1
2020-05-12,8.0,8.0,1
2020-05-13,8.0,8.0,1
2020-05-14,9.0,9.0,1
2020-05-15,8.0,8.0,1
2020-05-16,8.0,8.0,1
2020-05-17,6.0,6.0,1
2020-05-18,7.0,7.0,1
2020-05-19,7.0,7.0,1
2020-05-20,8.0,8.0,1
2020-05-21,6.0,6.0,1
2020-05-22,7.0,7.0,1
2020-05-23,6.0,6.0,1
2020-05-24,6.0,6.0,1
2020-05-25,6.0,6.0,1
2020-05-26,4.0,4.0,1
2020-05-27,6.0,6.0,1
2020-05-28,6.0,6.0,1
2020-05-29,4.0,4.0,1
2020-05-30,5.0,5.0,1
2020-05-31,7.0,7.0,1
2020-06-01,4.0,4.0,1
2020-06-02,5.0,5.0,1
2020-06-03,5.0,5.0,1
2020-06-04,7.0,7.0,1
2020-06-05,5.0,5.0,1
2020-06-06,5.0,5.0,1
2020-06-07,6.0,6.0,1
2020-06-08,6.0,6.0,1
2020-06-09,6.0,6.0,1
2020-06-10,7.0,7.0,1
2020-06-11,5.0,5.0,1
2020-06-12,6.0,6.0,1
2020-06-13,5.0,5.0,1
2020-06-14,6.0,6.0,1
2020-06-15,5.0,5.0,1
2020-06-16,5.0,5.0,1
2020-06-17,5.0,5.0,1
2020-06-18,7.0,7.0,1
2020-06-19,4.0,4.0,1
2020-06-20,5.0,5.0,1
2020-06-21,4.0,4.0,1
2020-06-22,6.0,6.0,1
2020-06-23,5.0,5.0,1
2020-06-24,4.0,4.0,1
2020-06-25,6.0,6.0,1
2020-06-26,4.0,4.0,1
2020-06-27,5.0,5.0,1
2020-06-28,5.0,5.0,1
2020-06-29,3.0,3.0,1
2020-06-30,5.0,5.0,1
2020-07-01,5.0,5.0,1
2020-07-02,5.0,5.0,1
2020-07-03,3.0,3.0,1
2020-07-04,5.0,5.0,1
2020-07-05,4.0,4.0,1
2020-07-06,3.0,3.0,1
2020-07-07,3.0,3.0,1
2020-07-08,4.0,4.0,1
2020-07-09,4.0,4.0,1
2020-07-10,4.0,4.0,1
2020-07-11,3.0,3.0,1
2020-07-12,3.0,3.0,1
2020-07-13,4.0,4.0,1
2020-07-14,3.0,3.0,1
2020-07-15,4.0,4.0,1
2020-07-16,5.0,5.0,1
2020-07-17,4.0,4.0,1
2020-07-18,4.0,4.0,1
2020-07-19,3.0,3.0,1
2020-07-20,4.0,4.0,1
2020-07-21,4.0,4.0,1
2020-07-22,4.0,4.0,1
2020-07-23,5.0,5.0,1
2020-07-24,3.0,3.0,1
2020-07-25,5.0,5.0,1
2020-07-26,4.0,4.0,1
2020-07-27,5.0,5.0,1
2020-07-28,4.0,4.0,1
2020-07-29,4.0,4.0,1
2020-07-30,5.0,5.0,1
2020-07-31,7.0,7.0,1
2020-08-01,4.0,4.0,1
2020-08-02,5.0,5.0,1
2020-08-03,4.0,4.0,1
2020-08-04,5.0,5.0,1
2020-08-05,5.0,5.0,1
2020-08-06,7.0,7.0,1
2020-08-07,7.0,7.0,1
2020-08-08,7.0,7.0,1
2020-08-09,5.0,5.0,1
2020-08-10,6.0,6.0,1
2020-08-11,5.0,5.0,1
2020-08-12,7.0,7.0,1
2020-08-13,6.0,6.0,1
2020-08-14,6.0,6.0,1
2020-08-15,4.0,4.0,1
2020-08-16,6.0,6.0,1
2020-08-17,5.0,5.0,1
2020-08-18,4.0,4.0,1
2020-08-19,5.0,5.0,1
2020-08-20,4.0,4.0,1
2020-08-21,6.0,6.0,1
2020-08-22,4.0,4.0,1
2020-08-23,4.0,4.0,1
2020-08-24,4.0,4.0,1
2020-08-25,5.0,5.0,1
2020-08-26,5.0,5.0,1
2020-08-27,4.0,4.0,1
2020-08-28,5.0,5.0,1
2020-08-29,3.0,3.0,1
2020-08-30,5.0,5.0,1
2020-08-31,4.0,4.0,1
2020-09-01,5.0,5.0,1
2020-09-02,4.0,4.0,1
