date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,16.0,16.0,1
2020-02-02,14.0,14.0,1
2020-02-03,2.0,2.0,1
2020-02-04,7.0,7.0,1
2020-02-05,12.0,12.0,1
2020-02-06,5.0,5.0,1
2020-02-07,8.0,8.0,1
2020-02-08,3.0,3.0,1
2020-02-09,3.0,3.0,1
2020-02-10,9.0,9.0,1
2020-02-11,2.0,2.0,1
2020-02-12,0.0,0.0,1
2020-02-13,5.0,5.0,1
2020-02-14,3.0,3.0,1
2020-02-15,5.0,5.0,1
2020-02-16,3.0,3.0,1
2020-02-17,7.0,7.0,1
2020-02-18,2.0,2.0,1
2020-02-19,7.0,7.0,1
2020-02-20,2.0,2.0,1
2020-02-21,8.0,8.0,1
2020-02-22,18.0,18.0,1
2020-02-23,11.0,11.0,1
2020-02-24,12.0,12.0,1
2020-02-25,12.0,12.0,1
2020-02-26,9.0,9.0,1
2020-02-27,31.0,31.0,1
2020-02-28,32.0,32.0,1
2020-02-29,44.0,44.0,1
2020-03-01,33.0,33.0,1
2020-03-02,35.0,35.0,1
2020-03-03,23.0,23.0,1
2020-03-04,32.0,32.0,1
2020-03-05,18.0,18.0,1
2020-03-06,32.0,32.0,1
2020-03-07,26.0,26.0,1
2020-03-08,18.0,18.0,1
2020-03-09,16.0,16.0,1
2020-03-10,38.0,38.0,1
2020-03-11,51.0,51.0,1
2020-03-12,73.0,73.0,1
2020-03-13,44.0,44.0,1
2020-03-14,82.0,82.0,1
2020-03-15,72.0,72.0,1
2020-03-16,67.0,67.0,1
2020-03-17,49.0,49.0,1
2020-03-18,95.0,95.0,1
2020-03-19,71.0,71.0,1
2020-03-20,73.0,73.0,1
2020-03-21,100.0,100.0,1
2020-03-22,63.0,63.0,1
2020-03-23,98.0,98.0,1
2020-03-24,48.0,48.0,1
2020-03-25,51.0,51.0,1
2020-03-26,88.0,88.0,1
2020-03-27,54.0,54.0,1
2020-03-28,93.0,93.0,1
2020-03-29,41.0,41.0,1
2020-03-30,45.0,45.0,1
2020-03-31,30.0,30.0,1
2020-04-01,58.0,58.0,1
2020-04-02,42.0,42.0,1
2020-04-03,53.0,53.0,1
2020-04-04,50.0,50.0,1
2020-04-05,51.0,51.0,1
2020-04-06,34.0,34.0,1
2020-04-07,14.0,14.0,1
2020-04-08,19.0,19.0,1
2020-04-09,40.0,40.0,1
2020-04-10,37.0,37.0,1
2020-04-11,39.0,39.0,1
2020-04-12,12.0,12.0,1
2020-04-13,29.0,29.0,1
2020-04-14,28.0,28.0,1
2020-04-15,28.0,28.0,1
2020-04-16,13.0,13.0,1
2020-04-17,18.0,18.0,1
2020-04-18,31.0,31.0,1
2020-04-19,28.0,28.0,1
2020-04-20,13.0,13.0,1
2020-04-21,23.0,23.0,1
2020-04-22,23.0,23.0,1
2020-04-23,9.0,9.0,1
2020-04-24,36.0,36.0,1
2020-04-25,25.0,25.0,1
2020-04-26,12.0,12.0,1
2020-04-27,15.0,15.0,1
