date,/m/0hn9s_0,/m/0hn9s,batch_id
2020-02-01,10.0,10.0,1
2020-02-02,8.0,8.0,1
2020-02-03,12.0,12.0,1
2020-02-04,19.0,19.0,1
2020-02-05,4.0,4.0,1
2020-02-06,5.0,5.0,1
2020-02-07,7.0,7.0,1
2020-02-08,6.0,6.0,1
2020-02-09,9.0,9.0,1
2020-02-10,10.0,10.0,1
2020-02-11,7.0,7.0,1
2020-02-12,7.0,7.0,1
2020-02-13,6.0,6.0,1
2020-02-14,7.0,7.0,1
2020-02-15,5.0,5.0,1
2020-02-16,2.0,2.0,1
2020-02-17,3.0,3.0,1
2020-02-18,2.0,2.0,1
2020-02-19,3.0,3.0,1
2020-02-20,5.0,5.0,1
2020-02-21,7.0,7.0,1
2020-02-22,6.0,6.0,1
2020-02-23,22.0,22.0,1
2020-02-24,50.0,50.0,1
2020-02-25,51.0,51.0,1
2020-02-26,27.0,27.0,1
2020-02-27,21.0,21.0,1
2020-02-28,22.0,22.0,1
2020-02-29,10.0,10.0,1
2020-03-01,12.0,12.0,1
2020-03-02,21.0,21.0,1
2020-03-03,7.0,7.0,1
2020-03-04,22.0,22.0,1
2020-03-05,19.0,19.0,1
2020-03-06,11.0,11.0,1
2020-03-07,13.0,13.0,1
2020-03-08,16.0,16.0,1
2020-03-09,34.0,34.0,1
2020-03-10,41.0,41.0,1
2020-03-11,93.0,93.0,1
2020-03-12,100.0,100.0,1
2020-03-13,67.0,67.0,1
2020-03-14,81.0,81.0,1
2020-03-15,65.0,65.0,1
2020-03-16,61.0,61.0,1
2020-03-17,74.0,74.0,1
2020-03-18,55.0,55.0,1
2020-03-19,50.0,50.0,1
2020-03-20,42.0,42.0,1
2020-03-21,59.0,59.0,1
2020-03-22,47.0,47.0,1
2020-03-23,47.0,47.0,1
2020-03-24,36.0,36.0,1
2020-03-25,42.0,42.0,1
2020-03-26,43.0,43.0,1
2020-03-27,45.0,45.0,1
2020-03-28,43.0,43.0,1
2020-03-29,41.0,41.0,1
2020-03-30,33.0,33.0,1
2020-03-31,23.0,23.0,1
2020-04-01,23.0,23.0,1
2020-04-02,24.0,24.0,1
2020-04-03,32.0,32.0,1
2020-04-04,34.0,34.0,1
2020-04-05,27.0,27.0,1
2020-04-06,22.0,22.0,1
2020-04-07,16.0,16.0,1
2020-04-08,14.0,14.0,1
2020-04-09,23.0,23.0,1
2020-04-10,19.0,19.0,1
2020-04-11,19.0,19.0,1
2020-04-12,20.0,20.0,1
2020-04-13,12.0,12.0,1
2020-04-14,14.0,14.0,1
2020-04-15,10.0,10.0,1
2020-04-16,12.0,12.0,1
2020-04-17,17.0,17.0,1
2020-04-18,21.0,21.0,1
2020-04-19,18.0,18.0,1
2020-04-20,11.0,11.0,1
2020-04-21,8.0,8.0,1
2020-04-22,8.0,8.0,1
2020-04-23,16.0,16.0,1
2020-04-24,6.0,6.0,1
2020-04-25,12.0,12.0,1
2020-04-26,13.0,13.0,1
2020-04-27,9.0,9.0,1
2020-04-28,13.0,13.0,1
2020-04-29,13.0,13.0,1
2020-04-30,9.0,9.0,1
2020-05-01,12.0,12.0,1
2020-05-02,9.0,9.0,1
2020-05-03,22.0,22.0,1
2020-05-04,12.0,12.0,1
2020-05-05,13.0,13.0,1
2020-05-06,11.0,11.0,1
2020-05-07,12.0,12.0,1
2020-05-08,12.0,12.0,1
2020-05-09,17.0,17.0,1
2020-05-10,11.0,11.0,1
2020-05-11,9.0,9.0,1
2020-05-12,4.0,4.0,1
2020-05-13,13.0,13.0,1
2020-05-14,10.0,10.0,1
2020-05-15,15.0,15.0,1
2020-05-16,9.0,9.0,1
2020-05-17,6.0,6.0,1
2020-05-18,9.0,9.0,1
2020-05-19,9.0,9.0,1
2020-05-20,8.0,8.0,1
2020-05-21,5.0,5.0,1
2020-05-22,7.0,7.0,1
2020-05-23,5.0,5.0,1
2020-05-24,8.0,8.0,1
2020-05-25,5.0,5.0,1
2020-05-26,4.0,4.0,1
2020-05-27,9.0,9.0,1
2020-05-28,11.0,11.0,1
2020-05-29,4.0,4.0,1
2020-05-30,7.0,7.0,1
2020-05-31,7.0,7.0,1
2020-06-01,8.0,8.0,1
2020-06-02,8.0,8.0,1
2020-06-03,11.0,11.0,1
2020-06-04,8.0,8.0,1
2020-06-05,3.0,3.0,1
2020-06-06,10.0,10.0,1
2020-06-07,8.0,8.0,1
2020-06-08,7.0,7.0,1
2020-06-09,8.0,8.0,1
2020-06-10,8.0,8.0,1
2020-06-11,4.0,4.0,1
2020-06-12,7.0,7.0,1
2020-06-13,2.0,2.0,1
2020-06-14,6.0,6.0,1
2020-06-15,7.0,7.0,1
2020-06-16,3.0,3.0,1
2020-06-17,8.0,8.0,1
2020-06-18,6.0,6.0,1
2020-06-19,0.0,0.0,1
2020-06-20,1.0,1.0,1
2020-06-21,2.0,2.0,1
2020-06-22,3.0,3.0,1
2020-06-23,3.0,3.0,1
2020-06-24,4.0,4.0,1
2020-06-25,3.0,3.0,1
2020-06-26,4.0,4.0,1
2020-06-27,4.0,4.0,1
2020-06-28,4.0,4.0,1
2020-06-29,1.0,1.0,1
2020-06-30,3.0,3.0,1
2020-07-01,2.0,2.0,1
2020-07-02,4.0,4.0,1
2020-07-03,8.0,8.0,1
2020-07-04,3.0,3.0,1
2020-07-05,6.0,6.0,1
2020-07-06,16.0,16.0,1
2020-07-07,4.0,4.0,1
2020-07-08,2.0,2.0,1
2020-07-09,8.0,8.0,1
2020-07-10,2.0,2.0,1
2020-07-11,0.0,0.0,1
2020-07-12,4.0,4.0,1
2020-07-13,1.0,1.0,1
2020-07-14,6.0,6.0,1
2020-07-15,0.0,0.0,1
2020-07-16,3.0,3.0,1
2020-07-17,4.0,4.0,1
2020-07-18,1.0,1.0,1
2020-07-19,3.0,3.0,1
2020-07-20,9.0,9.0,1
2020-07-21,3.0,3.0,1
2020-07-22,2.0,2.0,1
2020-07-23,4.0,4.0,1
2020-07-24,5.0,5.0,1
2020-07-25,1.0,1.0,1
2020-07-26,3.0,3.0,1
2020-07-27,5.0,5.0,1
2020-07-28,6.0,6.0,1
2020-07-29,3.0,3.0,1
2020-07-30,5.0,5.0,1
2020-07-31,5.0,5.0,1
2020-08-01,5.0,5.0,1
2020-08-02,4.0,4.0,1
2020-08-03,0.0,0.0,1
2020-08-04,1.0,1.0,1
2020-08-05,1.0,1.0,1
2020-08-06,7.0,7.0,1
2020-08-07,4.0,4.0,1
2020-08-08,4.0,4.0,1
2020-08-09,3.0,3.0,1
2020-08-10,3.0,3.0,1
2020-08-11,0.0,0.0,1
2020-08-12,1.0,1.0,1
2020-08-13,4.0,4.0,1
2020-08-14,6.0,6.0,1
2020-08-15,7.0,7.0,1
2020-08-16,5.0,5.0,1
2020-08-17,2.0,2.0,1
2020-08-18,7.0,7.0,1
2020-08-19,1.0,1.0,1
2020-08-20,5.0,5.0,1
2020-08-21,5.0,5.0,1
2020-08-22,3.0,3.0,1
2020-08-23,6.0,6.0,1
2020-08-24,1.0,1.0,1
2020-08-25,5.0,5.0,1
2020-08-26,4.0,4.0,1
2020-08-27,2.0,2.0,1
2020-08-28,1.0,1.0,1
2020-08-29,8.0,8.0,1
2020-08-30,0.0,0.0,1
2020-08-31,5.0,5.0,1
2020-09-01,3.0,3.0,1
2020-09-02,6.0,6.0,1
2020-09-03,3.0,3.0,1
2020-09-04,1.0,1.0,1
2020-09-05,4.0,4.0,1
2020-09-06,1.0,1.0,1
2020-09-07,8.0,8.0,1
2020-09-08,1.0,1.0,1
2020-09-09,2.0,2.0,1
2020-09-10,4.0,4.0,1
2020-09-11,2.0,2.0,1
2020-09-12,1.0,1.0,1
2020-09-13,3.0,3.0,1
2020-09-14,6.0,6.0,1
2020-09-15,2.0,2.0,1
2020-09-16,3.0,3.0,1
2020-09-17,1.0,1.0,1
2020-09-18,3.0,3.0,1
2020-09-19,2.0,2.0,1
2020-09-20,2.0,2.0,1
2020-09-21,6.0,6.0,1
2020-09-22,2.0,2.0,1
2020-09-23,2.0,2.0,1
2020-09-24,6.0,6.0,1
2020-09-25,1.0,1.0,1
2020-09-26,3.0,3.0,1
2020-09-27,2.0,2.0,1
2020-09-28,1.0,1.0,1
2020-09-29,2.0,2.0,1
2020-09-30,1.0,1.0,1
2020-10-01,8.0,8.0,1
2020-10-02,3.0,3.0,1
2020-10-03,3.0,3.0,1
2020-10-04,4.0,4.0,1
2020-10-05,7.0,7.0,1
2020-10-06,5.0,5.0,1
2020-10-07,0.0,0.0,1
2020-10-08,1.0,1.0,1
2020-10-09,4.0,4.0,1
2020-10-10,1.0,1.0,1
2020-10-11,4.0,4.0,1
2020-10-12,5.0,5.0,1
2020-10-13,3.0,3.0,1
2020-10-14,2.0,2.0,1
2020-10-15,1.0,1.0,1
2020-10-16,3.0,3.0,1
2020-10-17,8.0,8.0,1
2020-10-18,11.0,11.0,1
2020-10-19,2.0,2.0,1
2020-10-20,1.0,1.0,1
2020-10-21,0.0,0.0,1
2020-10-22,6.0,6.0,1
2020-10-23,5.0,5.0,1
2020-10-24,0.0,0.0,1
2020-10-25,11.0,11.0,1
2020-10-26,2.0,2.0,1
2020-10-27,7.0,7.0,1
2020-09-28,10.0,10.0,2
2020-09-29,30.0,30.0,2
2020-09-30,10.0,10.0,2
2020-10-01,59.0,59.0,2
2020-10-02,50.0,50.0,2
2020-10-03,12.0,12.0,2
2020-10-04,22.0,22.0,2
2020-10-05,0.0,0.0,2
2020-10-06,10.0,10.0,2
2020-10-07,20.0,20.0,2
2020-10-08,32.0,32.0,2
2020-10-09,46.0,46.0,2
2020-10-10,25.0,25.0,2
2020-10-11,49.0,49.0,2
2020-10-12,74.0,74.0,2
2020-10-13,32.0,32.0,2
2020-10-14,11.0,11.0,2
2020-10-15,22.0,22.0,2
2020-10-16,47.0,47.0,2
2020-10-17,50.0,50.0,2
2020-10-18,100.0,100.0,2
2020-10-19,43.0,43.0,2
2020-10-20,21.0,21.0,2
2020-10-21,31.0,31.0,2
2020-10-22,53.0,53.0,2
2020-10-23,45.0,45.0,2
2020-10-24,59.0,59.0,2
2020-10-25,45.0,45.0,2
2020-10-26,42.0,42.0,2
2020-10-27,63.0,63.0,2
2020-10-28,52.0,52.0,2
2020-10-29,54.0,54.0,2
2020-10-30,34.0,34.0,2
2020-10-31,49.0,49.0,2
2020-11-01,36.0,36.0,2
2020-11-02,11.0,11.0,2
2020-11-03,60.0,60.0,2
2020-11-04,19.0,19.0,2
2020-11-05,39.0,39.0,2
2020-11-06,21.0,21.0,2
2020-11-07,44.0,44.0,2
2020-11-08,56.0,56.0,2
2020-11-09,10.0,10.0,2
2020-11-10,43.0,43.0,2
2020-11-11,42.0,42.0,2
2020-11-12,32.0,32.0,2
2020-11-13,22.0,22.0,2
2020-11-14,35.0,35.0,2
2020-11-15,35.0,35.0,2
2020-11-16,51.0,51.0,2
2020-11-17,31.0,31.0,2
2020-11-18,64.0,64.0,2
2020-11-19,21.0,21.0,2
2020-11-20,22.0,22.0,2
2020-11-21,59.0,59.0,2
2020-11-22,23.0,23.0,2
2020-11-23,0.0,0.0,2
2020-11-24,0.0,0.0,2
2020-11-25,20.0,20.0,2
2020-11-26,30.0,30.0,2
2020-11-27,61.0,61.0,2
2020-11-28,34.0,34.0,2
2020-11-29,33.0,33.0,2
2020-11-30,51.0,51.0,2
2020-12-01,32.0,32.0,2
2020-12-02,31.0,31.0,2
2020-12-03,22.0,22.0,2
2020-12-04,11.0,11.0,2
2020-12-05,12.0,12.0,2
2020-12-06,35.0,35.0,2
2020-12-07,11.0,11.0,2
2020-12-08,33.0,33.0,2
2020-12-09,21.0,21.0,2
2020-12-10,0.0,0.0,2
2020-12-11,22.0,22.0,2
2020-12-12,24.0,24.0,2
2020-12-13,58.0,58.0,2
2020-12-14,20.0,20.0,2
2020-12-15,42.0,42.0,2
2020-12-16,21.0,21.0,2
2020-12-17,33.0,33.0,2
2020-12-18,68.0,68.0,2
2020-12-19,0.0,0.0,2
2020-12-20,36.0,36.0,2
2020-12-21,11.0,11.0,2
2020-12-22,19.0,19.0,2
2020-12-23,58.0,58.0,2
