date,/m/01cdt5_0,/m/01cdt5,batch_id
2020-02-01,5.0,5.0,1
2020-02-02,10.0,10.0,1
2020-02-03,4.0,4.0,1
2020-02-04,0.0,0.0,1
2020-02-05,2.0,2.0,1
2020-02-06,4.0,4.0,1
2020-02-07,9.0,9.0,1
2020-02-08,3.0,3.0,1
2020-02-09,14.0,14.0,1
2020-02-10,0.0,0.0,1
2020-02-11,2.0,2.0,1
2020-02-12,6.0,6.0,1
2020-02-13,2.0,2.0,1
2020-02-14,7.0,7.0,1
2020-02-15,5.0,5.0,1
2020-02-16,5.0,5.0,1
2020-02-17,4.0,4.0,1
2020-02-18,6.0,6.0,1
2020-02-19,9.0,9.0,1
2020-02-20,4.0,4.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,7.0,7.0,1
2020-02-24,13.0,13.0,1
2020-02-25,12.0,12.0,1
2020-02-26,16.0,16.0,1
2020-02-27,4.0,4.0,1
2020-02-28,30.0,30.0,1
2020-02-29,39.0,39.0,1
2020-03-01,13.0,13.0,1
2020-03-02,12.0,12.0,1
2020-03-03,16.0,16.0,1
2020-03-04,19.0,19.0,1
2020-03-05,17.0,17.0,1
2020-03-06,11.0,11.0,1
2020-03-07,40.0,40.0,1
2020-03-08,5.0,5.0,1
2020-03-09,24.0,24.0,1
2020-03-10,16.0,16.0,1
2020-03-11,18.0,18.0,1
2020-03-12,40.0,40.0,1
2020-03-13,51.0,51.0,1
2020-03-14,46.0,46.0,1
2020-03-15,39.0,39.0,1
2020-03-16,37.0,37.0,1
2020-03-17,24.0,24.0,1
2020-03-18,18.0,18.0,1
2020-03-19,38.0,38.0,1
2020-03-20,37.0,37.0,1
2020-03-21,100.0,100.0,1
2020-03-22,50.0,50.0,1
2020-03-23,37.0,37.0,1
2020-03-24,17.0,17.0,1
2020-03-25,46.0,46.0,1
2020-03-26,31.0,31.0,1
2020-03-27,42.0,42.0,1
2020-03-28,60.0,60.0,1
2020-03-29,40.0,40.0,1
2020-03-30,24.0,24.0,1
2020-03-31,20.0,20.0,1
2020-04-01,24.0,24.0,1
2020-04-02,22.0,22.0,1
2020-04-03,44.0,44.0,1
2020-04-04,25.0,25.0,1
2020-04-05,18.0,18.0,1
2020-04-06,23.0,23.0,1
2020-04-07,24.0,24.0,1
2020-04-08,8.0,8.0,1
2020-04-09,19.0,19.0,1
2020-04-10,23.0,23.0,1
2020-04-11,7.0,7.0,1
2020-04-12,20.0,20.0,1
2020-04-13,30.0,30.0,1
2020-04-14,15.0,15.0,1
2020-04-15,15.0,15.0,1
2020-04-16,23.0,23.0,1
2020-04-17,14.0,14.0,1
2020-04-18,15.0,15.0,1
2020-04-19,10.0,10.0,1
2020-04-20,18.0,18.0,1
2020-04-21,5.0,5.0,1
2020-04-22,19.0,19.0,1
2020-04-23,13.0,13.0,1
2020-04-24,10.0,10.0,1
2020-04-25,11.0,11.0,1
2020-04-26,9.0,9.0,1
2020-04-27,24.0,24.0,1
2020-04-28,5.0,5.0,1
2020-04-29,17.0,17.0,1
2020-04-30,14.0,14.0,1
2020-05-01,19.0,19.0,1
2020-05-02,11.0,11.0,1
2020-05-03,11.0,11.0,1
2020-05-04,9.0,9.0,1
2020-05-05,5.0,5.0,1
2020-05-06,5.0,5.0,1
2020-05-07,17.0,17.0,1
2020-05-08,19.0,19.0,1
2020-05-09,11.0,11.0,1
2020-05-10,6.0,6.0,1
2020-05-11,13.0,13.0,1
2020-05-12,11.0,11.0,1
2020-05-13,15.0,15.0,1
2020-05-14,7.0,7.0,1
2020-05-15,10.0,10.0,1
2020-05-16,13.0,13.0,1
2020-05-17,14.0,14.0,1
2020-05-18,11.0,11.0,1
2020-05-19,12.0,12.0,1
2020-05-20,11.0,11.0,1
2020-05-21,8.0,8.0,1
2020-05-22,6.0,6.0,1
2020-05-23,5.0,5.0,1
2020-05-24,7.0,7.0,1
2020-05-25,12.0,12.0,1
2020-05-26,6.0,6.0,1
2020-05-27,2.0,2.0,1
2020-05-28,20.0,20.0,1
2020-05-29,4.0,4.0,1
2020-05-30,7.0,7.0,1
2020-05-31,11.0,11.0,1
2020-06-01,6.0,6.0,1
2020-06-02,0.0,0.0,1
2020-06-03,16.0,16.0,1
2020-06-04,12.0,12.0,1
2020-06-05,18.0,18.0,1
2020-06-06,7.0,7.0,1
2020-06-07,13.0,13.0,1
2020-06-08,5.0,5.0,1
2020-06-09,9.0,9.0,1
2020-06-10,4.0,4.0,1
2020-06-11,4.0,4.0,1
2020-06-12,6.0,6.0,1
2020-06-13,12.0,12.0,1
2020-06-14,2.0,2.0,1
2020-06-15,2.0,2.0,1
2020-06-16,6.0,6.0,1
2020-06-17,14.0,14.0,1
2020-06-18,6.0,6.0,1
2020-06-19,4.0,4.0,1
2020-06-20,10.0,10.0,1
2020-06-21,0.0,0.0,1
2020-06-22,4.0,4.0,1
2020-06-23,4.0,4.0,1
2020-06-24,7.0,7.0,1
2020-06-25,11.0,11.0,1
2020-06-26,9.0,9.0,1
2020-06-27,10.0,10.0,1
2020-06-28,17.0,17.0,1
2020-06-29,15.0,15.0,1
2020-06-30,6.0,6.0,1
2020-07-01,6.0,6.0,1
2020-07-02,4.0,4.0,1
2020-07-03,9.0,9.0,1
2020-07-04,5.0,5.0,1
2020-07-05,10.0,10.0,1
2020-07-06,2.0,2.0,1
2020-07-07,2.0,2.0,1
2020-07-08,4.0,4.0,1
2020-07-09,7.0,7.0,1
2020-07-10,7.0,7.0,1
2020-07-11,6.0,6.0,1
2020-07-12,10.0,10.0,1
2020-07-13,4.0,4.0,1
2020-07-14,2.0,2.0,1
2020-07-15,9.0,9.0,1
2020-07-16,5.0,5.0,1
2020-07-17,5.0,5.0,1
2020-07-18,8.0,8.0,1
2020-07-19,10.0,10.0,1
2020-07-20,7.0,7.0,1
2020-07-21,7.0,7.0,1
2020-07-22,7.0,7.0,1
2020-07-23,2.0,2.0,1
2020-07-24,7.0,7.0,1
2020-07-25,11.0,11.0,1
2020-07-26,11.0,11.0,1
2020-07-27,7.0,7.0,1
2020-07-28,5.0,5.0,1
2020-07-29,7.0,7.0,1
2020-07-30,9.0,9.0,1
2020-07-31,10.0,10.0,1
2020-08-01,3.0,3.0,1
2020-08-02,8.0,8.0,1
2020-08-03,9.0,9.0,1
2020-08-04,12.0,12.0,1
2020-08-05,0.0,0.0,1
2020-08-06,7.0,7.0,1
2020-08-07,19.0,19.0,1
2020-08-08,11.0,11.0,1
2020-08-09,3.0,3.0,1
2020-08-10,7.0,7.0,1
2020-08-11,14.0,14.0,1
2020-08-12,5.0,5.0,1
2020-08-13,2.0,2.0,1
2020-08-14,2.0,2.0,1
2020-08-15,8.0,8.0,1
2020-08-16,5.0,5.0,1
2020-08-17,5.0,5.0,1
2020-08-18,2.0,2.0,1
2020-08-19,10.0,10.0,1
2020-08-20,5.0,5.0,1
2020-08-21,10.0,10.0,1
2020-08-22,8.0,8.0,1
2020-08-23,10.0,10.0,1
2020-08-24,5.0,5.0,1
2020-08-25,7.0,7.0,1
2020-08-26,2.0,2.0,1
2020-08-27,9.0,9.0,1
2020-08-28,7.0,7.0,1
2020-08-29,3.0,3.0,1
2020-08-30,10.0,10.0,1
2020-08-31,2.0,2.0,1
2020-09-01,18.0,18.0,1
2020-09-02,5.0,5.0,1
2020-09-03,11.0,11.0,1
2020-09-04,12.0,12.0,1
2020-09-05,5.0,5.0,1
2020-09-06,0.0,0.0,1
2020-09-07,7.0,7.0,1
2020-09-08,7.0,7.0,1
2020-09-09,7.0,7.0,1
2020-09-10,11.0,11.0,1
2020-09-11,5.0,5.0,1
2020-09-12,8.0,8.0,1
2020-09-13,15.0,15.0,1
2020-09-14,13.0,13.0,1
2020-09-15,9.0,9.0,1
2020-09-16,2.0,2.0,1
2020-09-17,11.0,11.0,1
2020-09-18,9.0,9.0,1
2020-09-19,20.0,20.0,1
2020-09-20,5.0,5.0,1
2020-09-21,2.0,2.0,1
2020-09-22,8.0,8.0,1
2020-09-23,6.0,6.0,1
2020-09-24,6.0,6.0,1
2020-09-25,5.0,5.0,1
2020-09-26,0.0,0.0,1
2020-09-27,2.0,2.0,1
2020-09-28,4.0,4.0,1
2020-09-29,11.0,11.0,1
2020-09-30,2.0,2.0,1
2020-10-01,0.0,0.0,1
2020-10-02,4.0,4.0,1
2020-10-03,3.0,3.0,1
2020-10-04,2.0,2.0,1
2020-10-05,9.0,9.0,1
2020-10-06,11.0,11.0,1
2020-10-07,13.0,13.0,1
2020-10-08,7.0,7.0,1
2020-10-09,7.0,7.0,1
2020-10-10,0.0,0.0,1
2020-10-11,3.0,3.0,1
2020-10-12,11.0,11.0,1
2020-10-13,7.0,7.0,1
2020-10-14,2.0,2.0,1
2020-10-15,7.0,7.0,1
2020-10-16,13.0,13.0,1
2020-10-17,3.0,3.0,1
2020-10-18,5.0,5.0,1
2020-10-19,5.0,5.0,1
2020-10-20,9.0,9.0,1
2020-10-21,9.0,9.0,1
2020-10-22,7.0,7.0,1
2020-10-23,5.0,5.0,1
2020-10-24,13.0,13.0,1
2020-10-25,5.0,5.0,1
2020-10-26,2.0,2.0,1
2020-10-27,14.0,14.0,1
2020-09-28,10.0,10.0,2
2020-09-29,6.0,6.0,2
2020-09-30,14.0,14.0,2
2020-10-01,4.0,4.0,2
2020-10-02,2.0,2.0,2
2020-10-03,10.0,10.0,2
2020-10-04,7.0,7.0,2
2020-10-05,14.0,14.0,2
2020-10-06,4.0,4.0,2
2020-10-07,11.0,11.0,2
2020-10-08,13.0,13.0,2
2020-10-09,7.0,7.0,2
2020-10-10,10.0,10.0,2
2020-10-11,0.0,0.0,2
2020-10-12,3.0,3.0,2
2020-10-13,2.0,2.0,2
2020-10-14,7.0,7.0,2
2020-10-15,7.0,7.0,2
2020-10-16,12.0,12.0,2
2020-10-17,5.0,5.0,2
2020-10-18,8.0,8.0,2
2020-10-19,7.0,7.0,2
2020-10-20,11.0,11.0,2
2020-10-21,8.0,8.0,2
2020-10-22,6.0,6.0,2
2020-10-23,2.0,2.0,2
2020-10-24,10.0,10.0,2
2020-10-25,9.0,9.0,2
2020-10-26,2.0,2.0,2
2020-10-27,8.0,8.0,2
2020-10-28,2.0,2.0,2
2020-10-29,9.0,9.0,2
2020-10-30,9.0,9.0,2
2020-10-31,10.0,10.0,2
2020-11-01,10.0,10.0,2
2020-11-02,9.0,9.0,2
2020-11-03,10.0,10.0,2
2020-11-04,19.0,19.0,2
2020-11-05,6.0,6.0,2
2020-11-06,13.0,13.0,2
2020-11-07,7.0,7.0,2
2020-11-08,9.0,9.0,2
2020-11-09,9.0,9.0,2
2020-11-10,100.0,100.0,2
2020-11-11,43.0,43.0,2
2020-11-12,13.0,13.0,2
2020-11-13,5.0,5.0,2
2020-11-14,22.0,22.0,2
2020-11-15,12.0,12.0,2
2020-11-16,13.0,13.0,2
2020-11-17,9.0,9.0,2
2020-11-18,11.0,11.0,2
2020-11-19,6.0,6.0,2
2020-11-20,7.0,7.0,2
2020-11-21,12.0,12.0,2
2020-11-22,5.0,5.0,2
2020-11-23,4.0,4.0,2
2020-11-24,11.0,11.0,2
2020-11-25,8.0,8.0,2
2020-11-26,12.0,12.0,2
2020-11-27,4.0,4.0,2
2020-11-28,12.0,12.0,2
2020-11-29,14.0,14.0,2
2020-11-30,10.0,10.0,2
