date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,9.0,9.0,1
2020-02-03,7.0,7.0,1
2020-02-04,11.0,11.0,1
2020-02-05,7.0,7.0,1
2020-02-06,10.0,10.0,1
2020-02-07,9.0,9.0,1
2020-02-08,15.0,15.0,1
2020-02-09,2.0,2.0,1
2020-02-10,12.0,12.0,1
2020-02-11,8.0,8.0,1
2020-02-12,6.0,6.0,1
2020-02-13,8.0,8.0,1
2020-02-14,5.0,5.0,1
2020-02-15,2.0,2.0,1
2020-02-16,4.0,4.0,1
2020-02-17,9.0,9.0,1
2020-02-18,8.0,8.0,1
2020-02-19,5.0,5.0,1
2020-02-20,8.0,8.0,1
2020-02-21,13.0,13.0,1
2020-02-22,9.0,9.0,1
2020-02-23,7.0,7.0,1
2020-02-24,3.0,3.0,1
2020-02-25,14.0,14.0,1
2020-02-26,8.0,8.0,1
2020-02-27,16.0,16.0,1
2020-02-28,12.0,12.0,1
2020-02-29,4.0,4.0,1
2020-03-01,5.0,5.0,1
2020-03-02,11.0,11.0,1
2020-03-03,14.0,14.0,1
2020-03-04,5.0,5.0,1
2020-03-05,16.0,16.0,1
2020-03-06,6.0,6.0,1
2020-03-07,10.0,10.0,1
2020-03-08,7.0,7.0,1
2020-03-09,12.0,12.0,1
2020-03-10,18.0,18.0,1
2020-03-11,12.0,12.0,1
2020-03-12,12.0,12.0,1
2020-03-13,11.0,11.0,1
2020-03-14,14.0,14.0,1
2020-03-15,39.0,39.0,1
2020-03-16,28.0,28.0,1
2020-03-17,37.0,37.0,1
2020-03-18,71.0,71.0,1
2020-03-19,100.0,100.0,1
2020-03-20,64.0,64.0,1
2020-03-21,33.0,33.0,1
2020-03-22,33.0,33.0,1
2020-03-23,26.0,26.0,1
2020-03-24,25.0,25.0,1
2020-03-25,28.0,28.0,1
2020-03-26,18.0,18.0,1
2020-03-27,30.0,30.0,1
2020-03-28,18.0,18.0,1
2020-03-29,11.0,11.0,1
2020-03-30,18.0,18.0,1
2020-03-31,10.0,10.0,1
2020-04-01,16.0,16.0,1
2020-04-02,9.0,9.0,1
2020-04-03,15.0,15.0,1
2020-04-04,12.0,12.0,1
2020-04-05,12.0,12.0,1
2020-04-06,17.0,17.0,1
2020-04-07,9.0,9.0,1
2020-04-08,9.0,9.0,1
2020-04-09,3.0,3.0,1
2020-04-10,5.0,5.0,1
2020-04-11,4.0,4.0,1
2020-04-12,4.0,4.0,1
2020-04-13,3.0,3.0,1
2020-04-14,3.0,3.0,1
2020-04-15,4.0,4.0,1
2020-04-16,4.0,4.0,1
2020-04-17,0.0,0.0,1
2020-04-18,2.0,2.0,1
2020-04-19,0.0,0.0,1
2020-04-20,3.0,3.0,1
2020-04-21,3.0,3.0,1
2020-04-22,4.0,4.0,1
