date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,39.0,39.0,1
2020-02-02,38.0,38.0,1
2020-02-03,22.0,22.0,1
2020-02-04,27.0,27.0,1
2020-02-05,21.0,21.0,1
2020-02-06,15.0,15.0,1
2020-02-07,21.0,21.0,1
2020-02-08,16.0,16.0,1
2020-02-09,21.0,21.0,1
2020-02-10,35.0,35.0,1
2020-02-11,28.0,28.0,1
2020-02-12,17.0,17.0,1
2020-02-13,22.0,22.0,1
2020-02-14,21.0,21.0,1
2020-02-15,23.0,23.0,1
2020-02-16,12.0,12.0,1
2020-02-17,14.0,14.0,1
2020-02-18,10.0,10.0,1
2020-02-19,10.0,10.0,1
2020-02-20,14.0,14.0,1
2020-02-21,54.0,54.0,1
2020-02-22,82.0,82.0,1
2020-02-23,100.0,100.0,1
2020-02-24,67.0,67.0,1
2020-02-25,67.0,67.0,1
2020-02-26,53.0,53.0,1
2020-02-27,50.0,50.0,1
2020-02-28,32.0,32.0,1
2020-02-29,38.0,38.0,1
2020-03-01,47.0,47.0,1
2020-03-02,46.0,46.0,1
2020-03-03,40.0,40.0,1
2020-03-04,48.0,48.0,1
2020-03-05,49.0,49.0,1
2020-03-06,69.0,69.0,1
2020-03-07,70.0,70.0,1
2020-03-08,96.0,96.0,1
2020-03-09,88.0,88.0,1
2020-03-10,71.0,71.0,1
2020-03-11,82.0,82.0,1
2020-03-12,96.0,96.0,1
2020-03-13,68.0,68.0,1
2020-03-14,62.0,62.0,1
2020-03-15,79.0,79.0,1
2020-03-16,79.0,79.0,1
2020-03-17,56.0,56.0,1
2020-03-18,63.0,63.0,1
2020-03-19,76.0,76.0,1
2020-03-20,55.0,55.0,1
2020-03-21,42.0,42.0,1
2020-03-22,47.0,47.0,1
2020-03-23,37.0,37.0,1
2020-03-24,51.0,51.0,1
2020-03-25,43.0,43.0,1
2020-03-26,40.0,40.0,1
2020-03-27,36.0,36.0,1
2020-03-28,26.0,26.0,1
2020-03-29,36.0,36.0,1
2020-03-30,28.0,28.0,1
2020-03-31,27.0,27.0,1
2020-04-01,31.0,31.0,1
2020-04-02,43.0,43.0,1
2020-04-03,49.0,49.0,1
2020-04-04,43.0,43.0,1
2020-04-05,23.0,23.0,1
2020-04-06,29.0,29.0,1
2020-04-07,13.0,13.0,1
2020-04-08,20.0,20.0,1
2020-04-09,25.0,25.0,1
2020-04-10,19.0,19.0,1
2020-04-11,19.0,19.0,1
2020-04-12,21.0,21.0,1
2020-04-13,22.0,22.0,1
2020-04-14,25.0,25.0,1
2020-04-15,17.0,17.0,1
2020-04-16,15.0,15.0,1
2020-04-17,23.0,23.0,1
2020-04-18,19.0,19.0,1
2020-04-19,19.0,19.0,1
2020-04-20,18.0,18.0,1
2020-04-21,22.0,22.0,1
2020-04-22,19.0,19.0,1
2020-04-23,15.0,15.0,1
2020-04-24,17.0,17.0,1
2020-04-25,19.0,19.0,1
2020-04-26,18.0,18.0,1
2020-04-27,16.0,16.0,1
2020-04-28,17.0,17.0,1
2020-04-29,13.0,13.0,1
2020-04-30,12.0,12.0,1
2020-05-01,15.0,15.0,1
2020-05-02,14.0,14.0,1
2020-05-03,20.0,20.0,1
2020-05-04,12.0,12.0,1
2020-05-05,14.0,14.0,1
