date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,56.0,56.0,1
2020-02-02,36.0,36.0,1
2020-02-03,37.0,37.0,1
2020-02-04,45.0,45.0,1
2020-02-05,38.0,38.0,1
2020-02-06,33.0,33.0,1
2020-02-07,45.0,45.0,1
2020-02-08,33.0,33.0,1
2020-02-09,35.0,35.0,1
2020-02-10,48.0,48.0,1
2020-02-11,32.0,32.0,1
2020-02-12,37.0,37.0,1
2020-02-13,31.0,31.0,1
2020-02-14,21.0,21.0,1
2020-02-15,16.0,16.0,1
2020-02-16,18.0,18.0,1
2020-02-17,16.0,16.0,1
2020-02-18,18.0,18.0,1
2020-02-19,11.0,11.0,1
2020-02-20,7.0,7.0,1
2020-02-21,18.0,18.0,1
2020-02-22,15.0,15.0,1
2020-02-23,15.0,15.0,1
2020-02-24,23.0,23.0,1
2020-02-25,31.0,31.0,1
2020-02-26,46.0,46.0,1
2020-02-27,29.0,29.0,1
2020-02-28,45.0,45.0,1
2020-02-29,33.0,33.0,1
2020-03-01,42.0,42.0,1
2020-03-02,41.0,41.0,1
2020-03-03,34.0,34.0,1
2020-03-04,47.0,47.0,1
2020-03-05,29.0,29.0,1
2020-03-06,42.0,42.0,1
2020-03-07,25.0,25.0,1
2020-03-08,45.0,45.0,1
2020-03-09,47.0,47.0,1
2020-03-10,69.0,69.0,1
2020-03-11,55.0,55.0,1
2020-03-12,79.0,79.0,1
2020-03-13,93.0,93.0,1
2020-03-14,99.0,99.0,1
2020-03-15,100.0,100.0,1
2020-03-16,96.0,96.0,1
2020-03-17,82.0,82.0,1
2020-03-18,86.0,86.0,1
2020-03-19,69.0,69.0,1
2020-03-20,58.0,58.0,1
2020-03-21,70.0,70.0,1
2020-03-22,75.0,75.0,1
2020-03-23,73.0,73.0,1
2020-03-24,65.0,65.0,1
2020-03-25,71.0,71.0,1
2020-03-26,59.0,59.0,1
2020-03-27,43.0,43.0,1
2020-03-28,55.0,55.0,1
2020-03-29,46.0,46.0,1
2020-03-30,45.0,45.0,1
2020-03-31,30.0,30.0,1
2020-04-01,35.0,35.0,1
2020-04-02,50.0,50.0,1
2020-04-03,38.0,38.0,1
2020-04-04,38.0,38.0,1
2020-04-05,49.0,49.0,1
2020-04-06,32.0,32.0,1
2020-04-07,37.0,37.0,1
2020-04-08,37.0,37.0,1
2020-04-09,43.0,43.0,1
2020-04-10,42.0,42.0,1
2020-04-11,32.0,32.0,1
2020-04-12,37.0,37.0,1
2020-04-13,31.0,31.0,1
2020-04-14,37.0,37.0,1
2020-04-15,25.0,25.0,1
2020-04-16,35.0,35.0,1
2020-04-17,35.0,35.0,1
2020-04-18,31.0,31.0,1
2020-04-19,20.0,20.0,1
2020-04-20,32.0,32.0,1
2020-04-21,28.0,28.0,1
2020-04-22,25.0,25.0,1
2020-04-23,20.0,20.0,1
2020-04-24,30.0,30.0,1
2020-04-25,21.0,21.0,1
2020-04-26,15.0,15.0,1
2020-04-27,33.0,33.0,1
2020-04-28,27.0,27.0,1
2020-04-29,18.0,18.0,1
2020-04-30,29.0,29.0,1
2020-05-01,20.0,20.0,1
2020-05-02,24.0,24.0,1
2020-05-03,21.0,21.0,1
2020-05-04,23.0,23.0,1
2020-05-05,23.0,23.0,1
2020-05-06,17.0,17.0,1
2020-05-07,26.0,26.0,1
2020-05-08,15.0,15.0,1
2020-05-09,11.0,11.0,1
2020-05-10,21.0,21.0,1
2020-05-11,46.0,46.0,1
2020-05-12,32.0,32.0,1
2020-05-13,22.0,22.0,1
2020-05-14,21.0,21.0,1
2020-05-15,22.0,22.0,1
2020-05-16,23.0,23.0,1
2020-05-17,14.0,14.0,1
2020-05-18,22.0,22.0,1
2020-05-19,28.0,28.0,1
2020-05-20,27.0,27.0,1
2020-05-21,23.0,23.0,1
2020-05-22,13.0,13.0,1
2020-05-23,17.0,17.0,1
2020-05-24,19.0,19.0,1
2020-05-25,10.0,10.0,1
2020-05-26,29.0,29.0,1
2020-05-27,17.0,17.0,1
2020-05-28,25.0,25.0,1
2020-05-29,15.0,15.0,1
2020-05-30,17.0,17.0,1
2020-05-31,9.0,9.0,1
2020-06-01,19.0,19.0,1
2020-06-02,24.0,24.0,1
2020-06-03,8.0,8.0,1
2020-06-04,19.0,19.0,1
2020-06-05,10.0,10.0,1
2020-06-06,12.0,12.0,1
2020-06-07,9.0,9.0,1
2020-06-08,7.0,7.0,1
2020-06-09,21.0,21.0,1
2020-06-10,20.0,20.0,1
2020-06-11,14.0,14.0,1
2020-06-12,10.0,10.0,1
2020-06-13,12.0,12.0,1
2020-06-14,18.0,18.0,1
2020-06-15,18.0,18.0,1
2020-06-16,21.0,21.0,1
2020-06-17,26.0,26.0,1
2020-06-18,20.0,20.0,1
2020-06-19,14.0,14.0,1
2020-06-20,14.0,14.0,1
2020-06-21,9.0,9.0,1
2020-06-22,17.0,17.0,1
2020-06-23,19.0,19.0,1
2020-06-24,14.0,14.0,1
2020-06-25,19.0,19.0,1
2020-06-26,8.0,8.0,1
2020-06-27,19.0,19.0,1
2020-06-28,13.0,13.0,1
2020-06-29,17.0,17.0,1
2020-06-30,20.0,20.0,1
2020-07-01,17.0,17.0,1
2020-07-02,19.0,19.0,1
2020-07-03,14.0,14.0,1
2020-07-04,9.0,9.0,1
2020-07-05,12.0,12.0,1
2020-07-06,10.0,10.0,1
2020-07-07,7.0,7.0,1
2020-07-08,9.0,9.0,1
2020-07-09,13.0,13.0,1
2020-07-10,12.0,12.0,1
2020-07-11,13.0,13.0,1
2020-07-12,11.0,11.0,1
2020-07-13,13.0,13.0,1
2020-07-14,22.0,22.0,1
2020-07-15,10.0,10.0,1
2020-07-16,21.0,21.0,1
2020-07-17,14.0,14.0,1
2020-07-18,10.0,10.0,1
2020-07-19,12.0,12.0,1
2020-07-20,5.0,5.0,1
2020-07-21,9.0,9.0,1
2020-07-22,7.0,7.0,1
2020-07-23,13.0,13.0,1
2020-07-24,11.0,11.0,1
2020-07-25,13.0,13.0,1
2020-07-26,15.0,15.0,1
2020-07-27,12.0,12.0,1
2020-07-28,16.0,16.0,1
2020-07-29,16.0,16.0,1
2020-07-30,20.0,20.0,1
2020-07-31,19.0,19.0,1
2020-08-01,12.0,12.0,1
2020-08-02,12.0,12.0,1
2020-08-03,10.0,10.0,1
2020-08-04,13.0,13.0,1
2020-08-05,12.0,12.0,1
2020-08-06,17.0,17.0,1
2020-08-07,15.0,15.0,1
2020-08-08,8.0,8.0,1
2020-08-09,10.0,10.0,1
2020-08-10,2.0,2.0,1
2020-08-11,13.0,13.0,1
2020-08-12,8.0,8.0,1
2020-08-13,14.0,14.0,1
2020-08-14,12.0,12.0,1
2020-08-15,10.0,10.0,1
2020-08-16,10.0,10.0,1
2020-08-17,9.0,9.0,1
2020-08-18,9.0,9.0,1
2020-08-19,16.0,16.0,1
2020-08-20,7.0,7.0,1
2020-08-21,11.0,11.0,1
2020-08-22,11.0,11.0,1
2020-08-23,10.0,10.0,1
2020-08-24,11.0,11.0,1
2020-08-25,10.0,10.0,1
2020-08-26,8.0,8.0,1
2020-08-27,13.0,13.0,1
2020-08-28,4.0,4.0,1
2020-08-29,10.0,10.0,1
2020-08-30,8.0,8.0,1
2020-08-31,5.0,5.0,1
2020-09-01,11.0,11.0,1
2020-09-02,7.0,7.0,1
2020-09-03,8.0,8.0,1
2020-09-04,9.0,9.0,1
2020-09-05,12.0,12.0,1
2020-09-06,17.0,17.0,1
2020-09-07,6.0,6.0,1
2020-09-08,12.0,12.0,1
2020-09-09,34.0,34.0,1
2020-09-10,25.0,25.0,1
2020-09-11,16.0,16.0,1
2020-09-12,11.0,11.0,1
2020-09-13,21.0,21.0,1
2020-09-14,15.0,15.0,1
2020-09-15,14.0,14.0,1
2020-09-16,14.0,14.0,1
2020-09-17,15.0,15.0,1
2020-09-18,15.0,15.0,1
2020-09-19,9.0,9.0,1
2020-09-20,15.0,15.0,1
2020-09-21,10.0,10.0,1
2020-09-22,34.0,34.0,1
2020-09-23,24.0,24.0,1
2020-09-24,15.0,15.0,1
2020-09-25,16.0,16.0,1
2020-09-26,9.0,9.0,1
2020-09-27,3.0,3.0,1
2020-09-28,11.0,11.0,1
2020-09-29,16.0,16.0,1
2020-09-30,15.0,15.0,1
2020-10-01,10.0,10.0,1
2020-10-02,15.0,15.0,1
2020-10-03,16.0,16.0,1
2020-10-04,11.0,11.0,1
2020-10-05,12.0,12.0,1
2020-10-06,22.0,22.0,1
2020-10-07,16.0,16.0,1
2020-10-08,5.0,5.0,1
2020-10-09,10.0,10.0,1
2020-10-10,14.0,14.0,1
2020-10-11,19.0,19.0,1
2020-10-12,23.0,23.0,1
2020-10-13,17.0,17.0,1
2020-10-14,17.0,17.0,1
2020-10-15,7.0,7.0,1
2020-10-16,25.0,25.0,1
2020-10-17,9.0,9.0,1
2020-10-18,15.0,15.0,1
2020-10-19,5.0,5.0,1
2020-10-20,6.0,6.0,1
2020-10-21,12.0,12.0,1
