date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,2.0,2.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,1.0,1.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,2.0,2.0,1
2020-02-24,0.0,0.0,1
2020-02-25,3.0,3.0,1
2020-02-26,2.0,2.0,1
2020-02-27,2.0,2.0,1
2020-02-28,7.0,7.0,1
2020-02-29,6.0,6.0,1
2020-03-01,2.0,2.0,1
2020-03-02,3.0,3.0,1
2020-03-03,3.0,3.0,1
2020-03-04,3.0,3.0,1
2020-03-05,3.0,3.0,1
2020-03-06,4.0,4.0,1
2020-03-07,7.0,7.0,1
2020-03-08,4.0,4.0,1
2020-03-09,9.0,9.0,1
2020-03-10,10.0,10.0,1
2020-03-11,11.0,11.0,1
2020-03-12,24.0,24.0,1
2020-03-13,29.0,29.0,1
2020-03-14,25.0,25.0,1
2020-03-15,32.0,32.0,1
2020-03-16,37.0,37.0,1
2020-03-17,54.0,54.0,1
2020-03-18,43.0,43.0,1
2020-03-19,46.0,46.0,1
2020-03-20,49.0,49.0,1
2020-03-21,48.0,48.0,1
2020-03-22,53.0,53.0,1
2020-03-23,46.0,46.0,1
2020-03-24,50.0,50.0,1
2020-03-25,57.0,57.0,1
2020-03-26,35.0,35.0,1
2020-03-27,56.0,56.0,1
2020-03-28,58.0,58.0,1
2020-03-29,53.0,53.0,1
2020-03-30,36.0,36.0,1
2020-03-31,45.0,45.0,1
2020-04-01,42.0,42.0,1
2020-04-02,39.0,39.0,1
2020-04-03,41.0,41.0,1
2020-04-04,38.0,38.0,1
2020-04-05,27.0,27.0,1
2020-04-06,34.0,34.0,1
2020-04-07,41.0,41.0,1
2020-04-08,43.0,43.0,1
2020-04-09,44.0,44.0,1
2020-04-10,32.0,32.0,1
2020-04-11,31.0,31.0,1
2020-04-12,29.0,29.0,1
2020-04-13,28.0,28.0,1
2020-04-14,38.0,38.0,1
2020-04-15,28.0,28.0,1
2020-04-16,35.0,35.0,1
2020-04-17,29.0,29.0,1
2020-04-18,22.0,22.0,1
2020-04-19,29.0,29.0,1
2020-04-20,39.0,39.0,1
2020-04-21,20.0,20.0,1
2020-04-22,30.0,30.0,1
2020-04-23,48.0,48.0,1
2020-04-24,28.0,28.0,1
2020-04-25,27.0,27.0,1
