date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,1.0,1.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,1.0,1.0,1
2020-02-17,1.0,1.0,1
2020-02-18,0.0,0.0,1
2020-02-19,1.0,1.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,1.0,1.0,1
2020-02-23,3.0,3.0,1
2020-02-24,3.0,3.0,1
2020-02-25,7.0,7.0,1
2020-02-26,3.0,3.0,1
2020-02-27,5.0,5.0,1
2020-02-28,5.0,5.0,1
2020-02-29,2.0,2.0,1
2020-03-01,3.0,3.0,1
2020-03-02,4.0,4.0,1
2020-03-03,2.0,2.0,1
2020-03-04,6.0,6.0,1
2020-03-05,5.0,5.0,1
2020-03-06,6.0,6.0,1
2020-03-07,4.0,4.0,1
2020-03-08,18.0,18.0,1
2020-03-09,15.0,15.0,1
2020-03-10,12.0,12.0,1
2020-03-11,24.0,24.0,1
2020-03-12,28.0,28.0,1
2020-03-13,38.0,38.0,1
2020-03-14,37.0,37.0,1
2020-03-15,45.0,45.0,1
2020-03-16,35.0,35.0,1
2020-03-17,45.0,45.0,1
2020-03-18,36.0,36.0,1
2020-03-19,38.0,38.0,1
2020-03-20,40.0,40.0,1
2020-03-21,44.0,44.0,1
2020-03-22,41.0,41.0,1
2020-03-23,32.0,32.0,1
2020-03-24,36.0,36.0,1
2020-03-25,32.0,32.0,1
2020-03-26,30.0,30.0,1
2020-03-27,42.0,42.0,1
2020-03-28,42.0,42.0,1
2020-03-29,44.0,44.0,1
2020-03-30,37.0,37.0,1
2020-03-31,35.0,35.0,1
2020-04-01,43.0,43.0,1
2020-04-02,37.0,37.0,1
2020-04-03,32.0,32.0,1
2020-04-04,52.0,52.0,1
2020-04-05,44.0,44.0,1
2020-04-06,36.0,36.0,1
2020-04-07,38.0,38.0,1
2020-04-08,29.0,29.0,1
2020-04-09,29.0,29.0,1
2020-04-10,30.0,30.0,1
2020-04-11,34.0,34.0,1
2020-04-12,28.0,28.0,1
2020-04-13,34.0,34.0,1
2020-04-14,32.0,32.0,1
2020-04-15,35.0,35.0,1
2020-04-16,35.0,35.0,1
2020-04-17,29.0,29.0,1
2020-04-18,28.0,28.0,1
2020-04-19,33.0,33.0,1
2020-04-20,28.0,28.0,1
2020-04-21,21.0,21.0,1
2020-04-22,24.0,24.0,1
2020-04-23,28.0,28.0,1
2020-04-24,28.0,28.0,1
2020-04-25,29.0,29.0,1
