date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,9.0,9.0,1.0
2020-02-02,3.0,3.0,1.0
2020-02-03,7.0,7.0,1.0
2020-02-04,5.0,5.0,1.0
2020-02-05,3.0,3.0,1.0
2020-02-06,3.0,3.0,1.0
2020-02-07,8.0,8.0,1.0
2020-02-08,0.0,0.0,1.0
2020-02-09,6.0,6.0,1.0
2020-02-10,0.0,0.0,1.0
2020-02-11,5.0,5.0,1.0
2020-02-12,5.0,5.0,1.0
2020-02-13,5.0,5.0,1.0
2020-02-14,3.0,3.0,1.0
2020-02-15,0.0,0.0,1.0
2020-02-16,6.0,6.0,1.0
2020-02-17,5.0,5.0,1.0
2020-02-18,0.0,0.0,1.0
2020-02-19,3.0,3.0,1.0
2020-02-20,0.0,0.0,1.0
2020-02-21,6.0,6.0,1.0
2020-02-22,3.0,3.0,1.0
2020-02-23,15.0,15.0,1.0
2020-02-24,28.0,28.0,1.0
2020-02-25,25.0,25.0,1.0
2020-02-26,20.0,20.0,1.0
2020-02-27,23.0,23.0,1.0
2020-02-28,31.0,31.0,1.0
2020-02-29,32.0,32.0,1.0
2020-03-01,49.0,49.0,1.0
2020-03-02,27.0,27.0,1.0
2020-03-03,28.0,28.0,1.0
2020-03-04,30.0,30.0,1.0
2020-03-05,27.0,27.0,1.0
2020-03-06,20.0,20.0,1.0
2020-03-07,29.0,29.0,1.0
2020-03-08,26.0,26.0,1.0
2020-03-09,28.0,28.0,1.0
2020-03-10,22.0,22.0,1.0
2020-03-11,39.0,39.0,1.0
2020-03-12,27.0,27.0,1.0
2020-03-13,37.0,37.0,1.0
2020-03-14,41.0,41.0,1.0
2020-03-15,65.0,65.0,1.0
2020-03-16,71.0,71.0,1.0
2020-03-17,67.0,67.0,1.0
2020-03-18,74.0,74.0,1.0
2020-03-19,77.0,77.0,1.0
2020-03-20,41.0,41.0,1.0
2020-03-21,28.0,28.0,1.0
2020-03-22,47.0,47.0,1.0
2020-03-23,28.0,28.0,1.0
2020-03-24,27.0,27.0,1.0
2020-03-25,16.0,16.0,1.0
2020-03-26,19.0,19.0,1.0
2020-03-27,37.0,37.0,1.0
2020-03-28,53.0,53.0,1.0
2020-03-29,43.0,43.0,1.0
2020-03-30,18.0,18.0,1.0
2020-03-31,26.0,26.0,1.0
2020-04-01,19.0,19.0,1.0
2020-04-02,32.0,32.0,1.0
2020-04-03,41.0,41.0,1.0
2020-04-04,54.0,54.0,1.0
2020-04-05,39.0,39.0,1.0
2020-04-06,31.0,31.0,1.0
2020-04-07,21.0,21.0,1.0
2020-04-08,18.0,18.0,1.0
2020-04-09,21.0,21.0,1.0
2020-04-10,11.0,11.0,1.0
2020-04-11,24.0,24.0,1.0
2020-04-12,34.0,34.0,1.0
2020-04-13,6.0,6.0,1.0
2020-04-14,19.0,19.0,1.0
2020-04-15,25.0,25.0,1.0
2020-04-16,16.0,16.0,1.0
2020-04-17,11.0,11.0,1.0
2020-04-18,12.0,12.0,1.0
2020-04-19,12.0,12.0,1.0
2020-04-20,23.0,23.0,1.0
2020-04-21,10.0,10.0,1.0
2020-04-22,27.0,27.0,1.0
2020-04-23,15.0,15.0,1.0
2020-04-24,8.0,8.0,1.0
2020-04-25,18.0,18.0,1.0
2020-04-26,34.0,34.0,1.0
2020-04-27,10.0,10.0,1.0
2020-04-28,17.0,17.0,1.0
2020-04-29,38.0,38.0,1.0
2020-04-30,30.0,30.0,1.0
2020-05-01,22.0,22.0,1.0
2020-05-02,29.0,29.0,1.0
2020-05-03,32.0,32.0,1.0
2020-05-04,22.0,22.0,1.0
2020-05-05,16.0,16.0,1.0
2020-05-06,12.0,12.0,1.0
2020-05-07,22.0,22.0,1.0
2020-05-08,19.0,19.0,1.0
2020-05-09,22.0,22.0,1.0
2020-05-10,25.0,25.0,1.0
2020-05-11,15.0,15.0,1.0
2020-05-12,18.0,18.0,1.0
2020-05-13,13.0,13.0,1.0
2020-05-14,55.0,55.0,1.0
2020-05-15,35.0,35.0,1.0
2020-05-16,26.0,26.0,1.0
2020-05-17,19.0,19.0,1.0
2020-05-18,18.0,18.0,1.0
2020-05-19,20.0,20.0,1.0
2020-05-20,19.0,19.0,1.0
2020-05-21,15.0,15.0,1.0
2020-05-22,14.0,14.0,1.0
2020-05-23,21.0,21.0,1.0
2020-05-24,6.0,6.0,1.0
2020-05-25,7.0,7.0,1.0
2020-05-26,20.0,20.0,1.0
2020-05-27,8.0,8.0,1.0
2020-05-28,5.0,5.0,1.0
2020-05-29,8.0,8.0,1.0
2020-05-30,6.0,6.0,1.0
2020-05-31,13.0,13.0,1.0
2020-06-01,5.0,5.0,1.0
2020-06-02,7.0,7.0,1.0
2020-06-03,9.0,9.0,1.0
2020-06-04,2.0,2.0,1.0
2020-06-05,12.0,12.0,1.0
2020-06-06,9.0,9.0,1.0
2020-06-07,6.0,6.0,1.0
2020-06-08,7.0,7.0,1.0
2020-06-09,5.0,5.0,1.0
2020-06-10,8.0,8.0,1.0
2020-06-11,15.0,15.0,1.0
2020-06-12,8.0,8.0,1.0
2020-06-13,19.0,19.0,1.0
2020-06-14,37.0,37.0,1.0
2020-06-15,27.0,27.0,1.0
2020-06-16,19.0,19.0,1.0
2020-06-17,5.0,5.0,1.0
2020-06-18,15.0,15.0,1.0
2020-06-19,8.0,8.0,1.0
2020-06-20,10.0,10.0,1.0
2020-06-21,16.0,16.0,1.0
2020-06-22,10.0,10.0,1.0
2020-06-23,10.0,10.0,1.0
2020-06-24,19.0,19.0,1.0
2020-06-25,5.0,5.0,1.0
2020-06-26,8.0,8.0,1.0
2020-06-27,9.0,9.0,1.0
2020-06-28,20.0,20.0,1.0
2020-06-29,12.0,12.0,1.0
2020-06-30,15.0,15.0,1.0
2020-07-01,10.0,10.0,1.0
2020-07-02,10.0,10.0,1.0
2020-07-03,11.0,11.0,1.0
2020-07-04,10.0,10.0,1.0
2020-07-05,16.0,16.0,1.0
2020-07-06,14.0,14.0,1.0
2020-07-07,8.0,8.0,1.0
2020-07-08,21.0,21.0,1.0
2020-07-09,5.0,5.0,1.0
2020-07-10,20.0,20.0,1.0
2020-07-11,22.0,22.0,1.0
2020-07-12,38.0,38.0,1.0
2020-07-13,22.0,22.0,1.0
2020-07-14,23.0,23.0,1.0
2020-07-15,44.0,44.0,1.0
2020-07-16,11.0,11.0,1.0
2020-07-17,9.0,9.0,1.0
2020-07-18,29.0,29.0,1.0
2020-07-19,11.0,11.0,1.0
2020-07-20,14.0,14.0,1.0
2020-07-21,23.0,23.0,1.0
2020-07-22,12.0,12.0,1.0
2020-07-23,14.0,14.0,1.0
2020-07-24,36.0,36.0,1.0
2020-07-25,29.0,29.0,1.0
2020-07-26,22.0,22.0,1.0
2020-07-27,26.0,26.0,1.0
2020-07-28,32.0,32.0,1.0
2020-07-29,18.0,18.0,1.0
2020-07-30,15.0,15.0,1.0
2020-07-31,25.0,25.0,1.0
2020-08-01,26.0,26.0,1.0
2020-08-02,23.0,23.0,1.0
2020-08-03,22.0,22.0,1.0
2020-08-04,16.0,16.0,1.0
2020-08-05,13.0,13.0,1.0
2020-08-06,13.0,13.0,1.0
2020-08-07,13.0,13.0,1.0
2020-08-08,8.0,8.0,1.0
2020-08-09,24.0,24.0,1.0
2020-08-10,13.0,13.0,1.0
2020-08-11,100.0,100.0,1.0
2020-08-12,49.0,49.0,1.0
2020-08-13,13.0,13.0,1.0
2020-08-14,32.0,32.0,1.0
2020-08-15,12.0,12.0,1.0
2020-08-16,8.0,8.0,1.0
2020-08-17,26.0,26.0,1.0
2020-08-18,25.0,25.0,1.0
2020-08-19,25.0,25.0,1.0
2020-08-20,40.0,40.0,1.0
2020-08-21,30.0,30.0,1.0
2020-08-22,34.0,34.0,1.0
2020-08-23,7.0,7.0,1.0
2020-08-24,31.0,31.0,1.0
2020-08-25,23.0,23.0,1.0
2020-08-26,35.0,35.0,1.0
2020-08-27,12.0,12.0,1.0
2020-08-28,6.0,6.0,1.0
2020-08-29,20.0,20.0,1.0
2020-08-30,23.0,23.0,1.0
2020-08-31,30.0,30.0,1.0
2020-09-01,16.0,16.0,1.0
2020-09-02,19.0,19.0,1.0
2020-09-03,35.0,35.0,1.0
2020-09-04,14.0,14.0,1.0
2020-09-05,25.0,25.0,1.0
2020-09-06,6.0,6.0,1.0
2020-09-07,16.0,16.0,1.0
2020-09-08,28.0,28.0,1.0
2020-09-09,39.0,39.0,1.0
2020-09-10,18.0,18.0,1.0
2020-09-11,24.0,24.0,1.0
2020-09-12,25.0,25.0,1.0
2020-09-13,15.0,15.0,1.0
2020-09-14,33.0,33.0,1.0
2020-09-15,20.0,20.0,1.0
2020-09-16,41.0,41.0,1.0
2020-09-17,18.0,18.0,1.0
2020-09-18,21.0,21.0,1.0
2020-09-19,24.0,24.0,1.0
2020-09-20,30.0,30.0,1.0
2020-09-21,20.0,20.0,1.0
2020-09-22,33.0,33.0,1.0
2020-09-23,30.0,30.0,1.0
2020-09-24,25.0,25.0,1.0
2020-09-25,22.0,22.0,1.0
2020-09-26,16.0,16.0,1.0
2020-09-27,6.0,6.0,1.0
2020-09-28,53.0,53.0,1.0
2020-09-29,16.0,16.0,1.0
2020-09-30,15.0,15.0,1.0
2020-10-01,52.0,52.0,1.0
2020-10-02,24.0,24.0,1.0
2020-10-03,19.0,19.0,1.0
2020-10-04,12.0,12.0,1.0
2020-10-05,23.0,23.0,1.0
