date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,15.0,15.0,1
2020-02-02,46.0,46.0,1
2020-02-03,52.0,52.0,1
2020-02-04,14.0,14.0,1
2020-02-05,28.0,28.0,1
2020-02-06,29.0,29.0,1
2020-02-07,15.0,15.0,1
2020-02-08,0.0,0.0,1
2020-02-09,30.0,30.0,1
2020-02-10,67.0,67.0,1
2020-02-11,41.0,41.0,1
2020-02-12,27.0,27.0,1
2020-02-13,43.0,43.0,1
2020-02-14,14.0,14.0,1
2020-02-15,61.0,61.0,1
2020-02-16,30.0,30.0,1
2020-02-17,13.0,13.0,1
2020-02-18,53.0,53.0,1
2020-02-19,27.0,27.0,1
2020-02-20,100.0,100.0,1
2020-02-21,15.0,15.0,1
2020-02-22,16.0,16.0,1
2020-02-23,31.0,31.0,1
2020-02-24,56.0,56.0,1
2020-02-25,27.0,27.0,1
2020-02-26,66.0,66.0,1
2020-02-27,53.0,53.0,1
2020-02-28,44.0,44.0,1
2020-02-29,45.0,45.0,1
2020-03-01,30.0,30.0,1
2020-03-02,27.0,27.0,1
2020-03-03,0.0,0.0,1
2020-03-04,13.0,13.0,1
2020-03-05,40.0,40.0,1
2020-03-06,40.0,40.0,1
2020-03-07,61.0,61.0,1
2020-03-08,14.0,14.0,1
2020-03-09,52.0,52.0,1
2020-03-10,67.0,67.0,1
2020-03-11,13.0,13.0,1
2020-03-12,13.0,13.0,1
2020-03-13,14.0,14.0,1
2020-03-14,73.0,73.0,1
2020-03-15,53.0,53.0,1
2020-03-16,12.0,12.0,1
2020-03-17,36.0,36.0,1
2020-03-18,39.0,39.0,1
2020-03-19,27.0,27.0,1
2020-03-20,39.0,39.0,1
2020-03-21,59.0,59.0,1
2020-03-22,43.0,43.0,1
2020-03-23,23.0,23.0,1
2020-03-24,13.0,13.0,1
2020-03-25,74.0,74.0,1
2020-03-26,25.0,25.0,1
2020-03-27,49.0,49.0,1
2020-03-28,43.0,43.0,1
2020-03-29,14.0,14.0,1
2020-03-30,35.0,35.0,1
2020-03-31,36.0,36.0,1
2020-04-01,12.0,12.0,1
2020-04-02,12.0,12.0,1
2020-04-03,13.0,13.0,1
2020-04-04,57.0,57.0,1
2020-04-05,42.0,42.0,1
2020-04-06,22.0,22.0,1
2020-04-07,0.0,0.0,1
2020-04-08,25.0,25.0,1
2020-04-09,37.0,37.0,1
2020-04-10,25.0,25.0,1
2020-04-11,66.0,66.0,1
2020-04-12,27.0,27.0,1
2020-04-13,26.0,26.0,1
2020-04-14,36.0,36.0,1
2020-04-15,37.0,37.0,1
2020-04-16,24.0,24.0,1
2020-04-17,12.0,12.0,1
2020-04-18,53.0,53.0,1
2020-04-19,26.0,26.0,1
2020-04-20,12.0,12.0,1
2020-04-21,12.0,12.0,1
2020-04-22,37.0,37.0,1
2020-04-23,12.0,12.0,1
2020-04-24,39.0,39.0,1
2020-04-25,41.0,41.0,1
2020-04-26,14.0,14.0,1
2020-04-27,71.0,71.0,1
2020-04-28,23.0,23.0,1
2020-04-29,0.0,0.0,1
2020-04-30,11.0,11.0,1
2020-05-01,12.0,12.0,1
2020-05-02,36.0,36.0,1
2020-05-03,28.0,28.0,1
2020-05-04,23.0,23.0,1
2020-05-05,22.0,22.0,1
2020-05-06,59.0,59.0,1
2020-05-07,24.0,24.0,1
2020-05-08,13.0,13.0,1
2020-05-09,13.0,13.0,1
2020-05-10,36.0,36.0,1
2020-05-11,11.0,11.0,1
2020-05-12,37.0,37.0,1
2020-05-13,0.0,0.0,1
2020-05-14,0.0,0.0,1
2020-05-15,13.0,13.0,1
2020-05-16,60.0,60.0,1
2020-05-17,16.0,16.0,1
2020-05-18,26.0,26.0,1
2020-05-19,13.0,13.0,1
2020-05-20,0.0,0.0,1
2020-05-21,29.0,29.0,1
2020-05-22,0.0,0.0,1
2020-05-23,0.0,0.0,1
2020-05-24,44.0,44.0,1
2020-05-25,63.0,63.0,1
2020-05-26,76.0,76.0,1
2020-05-27,13.0,13.0,1
2020-05-28,0.0,0.0,1
2020-05-29,13.0,13.0,1
2020-05-30,0.0,0.0,1
2020-05-31,15.0,15.0,1
2020-06-01,51.0,51.0,1
2020-06-02,12.0,12.0,1
2020-06-03,23.0,23.0,1
2020-06-04,22.0,22.0,1
2020-06-05,36.0,36.0,1
2020-06-06,14.0,14.0,1
2020-06-07,28.0,28.0,1
2020-06-08,0.0,0.0,1
2020-06-09,23.0,23.0,1
2020-06-10,13.0,13.0,1
2020-06-11,12.0,12.0,1
2020-06-12,25.0,25.0,1
2020-06-13,14.0,14.0,1
2020-06-14,58.0,58.0,1
2020-06-15,0.0,0.0,1
2020-06-16,23.0,23.0,1
2020-06-17,24.0,24.0,1
2020-06-18,25.0,25.0,1
2020-06-19,41.0,41.0,1
2020-06-20,46.0,46.0,1
2020-06-21,62.0,62.0,1
2020-06-22,52.0,52.0,1
2020-06-23,0.0,0.0,1
2020-06-24,0.0,0.0,1
2020-06-25,0.0,0.0,1
2020-06-26,25.0,25.0,1
2020-06-27,14.0,14.0,1
2020-06-28,37.0,37.0,1
2020-06-29,12.0,12.0,1
2020-06-30,38.0,38.0,1
2020-07-01,24.0,24.0,1
2020-07-02,25.0,25.0,1
2020-07-03,13.0,13.0,1
2020-07-04,0.0,0.0,1
2020-07-05,30.0,30.0,1
2020-07-06,24.0,24.0,1
2020-07-07,25.0,25.0,1
2020-07-08,0.0,0.0,1
2020-07-09,27.0,27.0,1
2020-07-10,13.0,13.0,1
2020-07-11,46.0,46.0,1
2020-07-12,59.0,59.0,1
2020-07-13,27.0,27.0,1
2020-07-14,41.0,41.0,1
2020-07-15,12.0,12.0,1
2020-07-16,61.0,61.0,1
2020-07-17,37.0,37.0,1
2020-07-18,0.0,0.0,1
2020-07-19,0.0,0.0,1
2020-07-20,0.0,0.0,1
2020-07-21,25.0,25.0,1
2020-07-22,13.0,13.0,1
2020-07-23,0.0,0.0,1
2020-07-24,27.0,27.0,1
2020-07-25,58.0,58.0,1
2020-07-26,28.0,28.0,1
2020-07-27,37.0,37.0,1
2020-07-28,36.0,36.0,1
2020-07-29,38.0,38.0,1
