date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,10.0,10.0,1
2020-02-02,12.0,12.0,1
2020-02-03,5.0,5.0,1
2020-02-04,3.0,3.0,1
2020-02-05,4.0,4.0,1
2020-02-06,5.0,5.0,1
2020-02-07,0.0,0.0,1
2020-02-08,7.0,7.0,1
2020-02-09,4.0,4.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,6.0,6.0,1
2020-02-14,0.0,0.0,1
2020-02-15,2.0,2.0,1
2020-02-16,2.0,2.0,1
2020-02-17,3.0,3.0,1
2020-02-18,6.0,6.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,3.0,3.0,1
2020-02-22,2.0,2.0,1
2020-02-23,7.0,7.0,1
2020-02-24,17.0,17.0,1
2020-02-25,25.0,25.0,1
2020-02-26,17.0,17.0,1
2020-02-27,25.0,25.0,1
2020-02-28,30.0,30.0,1
2020-02-29,33.0,33.0,1
2020-03-01,42.0,42.0,1
2020-03-02,26.0,26.0,1
2020-03-03,22.0,22.0,1
2020-03-04,18.0,18.0,1
2020-03-05,14.0,14.0,1
2020-03-06,14.0,14.0,1
2020-03-07,16.0,16.0,1
2020-03-08,14.0,14.0,1
2020-03-09,18.0,18.0,1
2020-03-10,18.0,18.0,1
2020-03-11,19.0,19.0,1
2020-03-12,54.0,54.0,1
2020-03-13,75.0,75.0,1
2020-03-14,100.0,100.0,1
2020-03-15,74.0,74.0,1
2020-03-16,60.0,60.0,1
2020-03-17,33.0,33.0,1
2020-03-18,40.0,40.0,1
2020-03-19,49.0,49.0,1
2020-03-20,38.0,38.0,1
2020-03-21,80.0,80.0,1
2020-03-22,77.0,77.0,1
2020-03-23,34.0,34.0,1
2020-03-24,29.0,29.0,1
2020-03-25,26.0,26.0,1
2020-03-26,28.0,28.0,1
2020-03-27,40.0,40.0,1
2020-03-28,23.0,23.0,1
2020-03-29,33.0,33.0,1
2020-03-30,31.0,31.0,1
2020-03-31,18.0,18.0,1
2020-04-01,24.0,24.0,1
2020-04-02,28.0,28.0,1
2020-04-03,29.0,29.0,1
2020-04-04,31.0,31.0,1
2020-04-05,31.0,31.0,1
2020-04-06,20.0,20.0,1
2020-04-07,22.0,22.0,1
2020-04-08,13.0,13.0,1
2020-04-09,12.0,12.0,1
2020-04-10,19.0,19.0,1
2020-04-11,25.0,25.0,1
2020-04-12,22.0,22.0,1
2020-04-13,29.0,29.0,1
2020-04-14,9.0,9.0,1
2020-04-15,15.0,15.0,1
2020-04-16,17.0,17.0,1
2020-04-17,9.0,9.0,1
2020-04-18,19.0,19.0,1
2020-04-19,12.0,12.0,1
2020-04-20,19.0,19.0,1
2020-04-21,10.0,10.0,1
2020-04-22,12.0,12.0,1
2020-04-23,10.0,10.0,1
2020-04-24,4.0,4.0,1
2020-04-25,12.0,12.0,1
2020-04-26,12.0,12.0,1
2020-04-27,4.0,4.0,1
2020-04-28,8.0,8.0,1
2020-04-29,11.0,11.0,1
2020-04-30,10.0,10.0,1
2020-05-01,9.0,9.0,1
2020-05-02,10.0,10.0,1
2020-05-03,16.0,16.0,1
2020-05-04,6.0,6.0,1
2020-05-05,6.0,6.0,1
2020-05-06,7.0,7.0,1
2020-05-07,1.0,1.0,1
2020-05-08,6.0,6.0,1
2020-05-09,2.0,2.0,1
2020-05-10,13.0,13.0,1
2020-05-11,16.0,16.0,1
2020-05-12,16.0,16.0,1
2020-05-13,6.0,6.0,1
2020-05-14,7.0,7.0,1
2020-05-15,6.0,6.0,1
2020-05-16,7.0,7.0,1
2020-05-17,4.0,4.0,1
2020-05-18,6.0,6.0,1
2020-05-19,1.0,1.0,1
2020-05-20,3.0,3.0,1
2020-05-21,3.0,3.0,1
2020-05-22,3.0,3.0,1
2020-05-23,5.0,5.0,1
2020-05-24,5.0,5.0,1
2020-05-25,3.0,3.0,1
2020-05-26,0.0,0.0,1
2020-05-27,8.0,8.0,1
2020-05-28,0.0,0.0,1
2020-05-29,4.0,4.0,1
2020-05-30,3.0,3.0,1
2020-05-31,4.0,4.0,1
2020-06-01,5.0,5.0,1
2020-06-02,0.0,0.0,1
2020-06-03,4.0,4.0,1
2020-06-04,0.0,0.0,1
2020-06-05,1.0,1.0,1
2020-06-06,3.0,3.0,1
2020-06-07,7.0,7.0,1
2020-06-08,5.0,5.0,1
2020-06-09,3.0,3.0,1
2020-06-10,0.0,0.0,1
2020-06-11,6.0,6.0,1
2020-06-12,0.0,0.0,1
2020-06-13,5.0,5.0,1
2020-06-14,3.0,3.0,1
2020-06-15,1.0,1.0,1
2020-06-16,5.0,5.0,1
2020-06-17,3.0,3.0,1
2020-06-18,1.0,1.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,4.0,4.0,1
2020-06-22,1.0,1.0,1
2020-06-23,4.0,4.0,1
2020-06-24,4.0,4.0,1
2020-06-25,1.0,1.0,1
2020-06-26,0.0,0.0,1
2020-06-27,9.0,9.0,1
2020-06-28,5.0,5.0,1
2020-06-29,3.0,3.0,1
2020-06-30,4.0,4.0,1
2020-07-01,3.0,3.0,1
2020-07-02,1.0,1.0,1
2020-07-03,0.0,0.0,1
2020-07-04,2.0,2.0,1
2020-07-05,0.0,0.0,1
2020-07-06,0.0,0.0,1
2020-07-07,0.0,0.0,1
2020-07-08,0.0,0.0,1
2020-07-09,0.0,0.0,1
2020-07-10,3.0,3.0,1
2020-07-11,2.0,2.0,1
2020-07-12,8.0,8.0,1
2020-07-13,0.0,0.0,1
2020-07-14,4.0,4.0,1
2020-07-15,0.0,0.0,1
2020-07-16,3.0,3.0,1
2020-07-17,3.0,3.0,1
2020-07-18,2.0,2.0,1
2020-07-19,4.0,4.0,1
2020-07-20,5.0,5.0,1
2020-07-21,5.0,5.0,1
2020-07-22,3.0,3.0,1
2020-07-23,2.0,2.0,1
2020-07-24,2.0,2.0,1
2020-07-25,0.0,0.0,1
2020-07-26,6.0,6.0,1
2020-07-27,2.0,2.0,1
2020-07-28,3.0,3.0,1
2020-07-29,2.0,2.0,1
2020-07-30,7.0,7.0,1
2020-07-31,0.0,0.0,1
2020-08-01,2.0,2.0,1
2020-08-02,2.0,2.0,1
2020-08-03,4.0,4.0,1
2020-08-04,0.0,0.0,1
2020-08-05,0.0,0.0,1
2020-08-06,4.0,4.0,1
2020-08-07,2.0,2.0,1
2020-08-08,7.0,7.0,1
2020-08-09,0.0,0.0,1
2020-08-10,2.0,2.0,1
2020-08-11,7.0,7.0,1
2020-08-12,7.0,7.0,1
2020-08-13,2.0,2.0,1
2020-08-14,6.0,6.0,1
2020-08-15,0.0,0.0,1
2020-08-16,2.0,2.0,1
2020-08-17,0.0,0.0,1
2020-08-18,4.0,4.0,1
2020-08-19,4.0,4.0,1
2020-08-20,2.0,2.0,1
2020-08-21,6.0,6.0,1
2020-08-22,4.0,4.0,1
2020-08-23,4.0,4.0,1
2020-08-24,2.0,2.0,1
2020-08-25,2.0,2.0,1
2020-08-26,2.0,2.0,1
2020-08-27,0.0,0.0,1
2020-08-28,0.0,0.0,1
2020-08-29,2.0,2.0,1
2020-08-30,0.0,0.0,1
2020-08-31,0.0,0.0,1
2020-09-01,3.0,3.0,1
2020-09-02,3.0,3.0,1
2020-09-03,6.0,6.0,1
2020-09-04,3.0,3.0,1
2020-09-05,3.0,3.0,1
2020-09-06,9.0,9.0,1
2020-09-07,0.0,0.0,1
2020-09-08,3.0,3.0,1
2020-09-09,1.0,1.0,1
2020-09-10,1.0,1.0,1
2020-09-11,0.0,0.0,1
2020-09-12,7.0,7.0,1
2020-09-13,0.0,0.0,1
2020-09-14,1.0,1.0,1
2020-09-15,1.0,1.0,1
2020-09-16,7.0,7.0,1
2020-09-17,1.0,1.0,1
2020-09-18,3.0,3.0,1
2020-09-19,2.0,2.0,1
2020-09-20,2.0,2.0,1
2020-09-21,4.0,4.0,1
2020-09-22,7.0,7.0,1
2020-09-23,8.0,8.0,1
2020-09-24,3.0,3.0,1
2020-09-25,3.0,3.0,1
2020-09-26,7.0,7.0,1
2020-09-27,2.0,2.0,1
2020-09-28,10.0,10.0,1
2020-09-29,0.0,0.0,1
2020-09-30,3.0,3.0,1
2020-10-01,1.0,1.0,1
2020-10-02,2.0,2.0,1
2020-10-03,0.0,0.0,1
2020-10-04,3.0,3.0,1
2020-10-05,3.0,3.0,1
2020-10-06,0.0,0.0,1
2020-10-07,6.0,6.0,1
2020-10-08,2.0,2.0,1
2020-10-09,5.0,5.0,1
2020-10-10,4.0,4.0,1
2020-10-11,2.0,2.0,1
2020-10-12,3.0,3.0,1
2020-10-13,5.0,5.0,1
2020-10-14,17.0,17.0,1
2020-10-15,5.0,5.0,1
2020-10-16,3.0,3.0,1
2020-10-17,4.0,4.0,1
2020-10-18,8.0,8.0,1
2020-10-19,3.0,3.0,1
2020-10-20,3.0,3.0,1
2020-10-21,2.0,2.0,1
2020-10-22,2.0,2.0,1
2020-10-23,5.0,5.0,1
2020-10-24,6.0,6.0,1
2020-10-25,2.0,2.0,1
2020-10-26,12.0,12.0,1
