date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,12.0,12.0,1.0
2020-02-02,13.0,13.0,1.0
2020-02-03,22.0,22.0,1.0
2020-02-04,0.0,0.0,1.0
2020-02-05,18.0,18.0,1.0
2020-02-06,6.0,6.0,1.0
2020-02-07,0.0,0.0,1.0
2020-02-08,19.0,19.0,1.0
2020-02-09,31.0,31.0,1.0
2020-02-10,22.0,22.0,1.0
2020-02-11,6.0,6.0,1.0
2020-02-12,28.0,28.0,1.0
2020-02-13,12.0,12.0,1.0
2020-02-14,24.0,24.0,1.0
2020-02-15,13.0,13.0,1.0
2020-02-16,12.0,12.0,1.0
2020-02-17,0.0,0.0,1.0
2020-02-18,11.0,11.0,1.0
2020-02-19,34.0,34.0,1.0
2020-02-20,12.0,12.0,1.0
2020-02-21,36.0,36.0,1.0
2020-02-22,6.0,6.0,1.0
2020-02-23,19.0,19.0,1.0
2020-02-24,12.0,12.0,1.0
2020-02-25,6.0,6.0,1.0
2020-02-26,0.0,0.0,1.0
2020-02-27,17.0,17.0,1.0
2020-02-28,24.0,24.0,1.0
2020-02-29,6.0,6.0,1.0
2020-03-01,25.0,25.0,1.0
2020-03-02,17.0,17.0,1.0
2020-03-03,6.0,6.0,1.0
2020-03-04,11.0,11.0,1.0
2020-03-05,0.0,0.0,1.0
2020-03-06,22.0,22.0,1.0
2020-03-07,6.0,6.0,1.0
2020-03-08,12.0,12.0,1.0
2020-03-09,11.0,11.0,1.0
2020-03-10,22.0,22.0,1.0
2020-03-11,17.0,17.0,1.0
2020-03-12,5.0,5.0,1.0
2020-03-13,6.0,6.0,1.0
2020-03-14,30.0,30.0,1.0
2020-03-15,11.0,11.0,1.0
2020-03-16,0.0,0.0,1.0
2020-03-17,25.0,25.0,1.0
2020-03-18,22.0,22.0,1.0
2020-03-19,28.0,28.0,1.0
2020-03-20,16.0,16.0,1.0
2020-03-21,49.0,49.0,1.0
2020-03-22,48.0,48.0,1.0
2020-03-23,28.0,28.0,1.0
2020-03-24,21.0,21.0,1.0
2020-03-25,10.0,10.0,1.0
2020-03-26,16.0,16.0,1.0
2020-03-27,41.0,41.0,1.0
2020-03-28,23.0,23.0,1.0
2020-03-29,51.0,51.0,1.0
2020-03-30,14.0,14.0,1.0
2020-03-31,25.0,25.0,1.0
2020-04-01,25.0,25.0,1.0
2020-04-02,26.0,26.0,1.0
2020-04-03,11.0,11.0,1.0
2020-04-04,29.0,29.0,1.0
2020-04-05,40.0,40.0,1.0
2020-04-06,9.0,9.0,1.0
2020-04-07,34.0,34.0,1.0
2020-04-08,15.0,15.0,1.0
2020-04-09,10.0,10.0,1.0
2020-04-10,26.0,26.0,1.0
2020-04-11,38.0,38.0,1.0
2020-04-12,22.0,22.0,1.0
2020-04-13,11.0,11.0,1.0
2020-04-14,30.0,30.0,1.0
2020-04-15,26.0,26.0,1.0
2020-04-16,25.0,25.0,1.0
2020-04-17,10.0,10.0,1.0
2020-04-18,16.0,16.0,1.0
2020-04-19,11.0,11.0,1.0
2020-04-20,25.0,25.0,1.0
2020-04-21,20.0,20.0,1.0
2020-04-22,20.0,20.0,1.0
2020-04-23,20.0,20.0,1.0
2020-04-24,5.0,5.0,1.0
2020-04-25,23.0,23.0,1.0
2020-04-26,11.0,11.0,1.0
2020-04-27,10.0,10.0,1.0
2020-04-28,24.0,24.0,1.0
2020-04-29,25.0,25.0,1.0
2020-04-30,14.0,14.0,1.0
2020-05-01,19.0,19.0,1.0
2020-05-02,30.0,30.0,1.0
2020-05-03,11.0,11.0,1.0
2020-05-04,29.0,29.0,1.0
2020-05-05,0.0,0.0,1.0
2020-05-06,20.0,20.0,1.0
2020-05-07,25.0,25.0,1.0
2020-05-08,26.0,26.0,1.0
2020-05-09,26.0,26.0,1.0
2020-05-10,10.0,10.0,1.0
2020-05-11,24.0,24.0,1.0
2020-05-12,15.0,15.0,1.0
2020-05-13,10.0,10.0,1.0
2020-05-14,11.0,11.0,1.0
2020-05-15,38.0,38.0,1.0
2020-05-16,100.0,100.0,1.0
2020-05-17,59.0,59.0,1.0
2020-05-18,38.0,38.0,1.0
2020-05-19,32.0,32.0,1.0
