date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,26.0,26.0,1
2020-02-02,22.0,22.0,1
2020-02-03,12.0,12.0,1
2020-02-04,8.0,8.0,1
2020-02-05,11.0,11.0,1
2020-02-06,8.0,8.0,1
2020-02-07,12.0,12.0,1
2020-02-08,17.0,17.0,1
2020-02-09,4.0,4.0,1
2020-02-10,7.0,7.0,1
2020-02-11,7.0,7.0,1
2020-02-12,10.0,10.0,1
2020-02-13,11.0,11.0,1
2020-02-14,1.0,1.0,1
2020-02-15,1.0,1.0,1
2020-02-16,8.0,8.0,1
2020-02-17,2.0,2.0,1
2020-02-18,3.0,3.0,1
2020-02-19,2.0,2.0,1
2020-02-20,1.0,1.0,1
2020-02-21,2.0,2.0,1
2020-02-22,17.0,17.0,1
2020-02-23,17.0,17.0,1
2020-02-24,14.0,14.0,1
2020-02-25,39.0,39.0,1
2020-02-26,14.0,14.0,1
2020-02-27,16.0,16.0,1
2020-02-28,25.0,25.0,1
2020-02-29,12.0,12.0,1
2020-03-01,17.0,17.0,1
2020-03-02,22.0,22.0,1
2020-03-03,11.0,11.0,1
2020-03-04,18.0,18.0,1
2020-03-05,12.0,12.0,1
2020-03-06,23.0,23.0,1
2020-03-07,15.0,15.0,1
2020-03-08,24.0,24.0,1
2020-03-09,29.0,29.0,1
2020-03-10,35.0,35.0,1
2020-03-11,52.0,52.0,1
2020-03-12,39.0,39.0,1
2020-03-13,64.0,64.0,1
2020-03-14,71.0,71.0,1
2020-03-15,85.0,85.0,1
2020-03-16,47.0,47.0,1
2020-03-17,56.0,56.0,1
2020-03-18,57.0,57.0,1
2020-03-19,69.0,69.0,1
2020-03-20,58.0,58.0,1
2020-03-21,65.0,65.0,1
2020-03-22,83.0,83.0,1
2020-03-23,52.0,52.0,1
2020-03-24,56.0,56.0,1
2020-03-25,48.0,48.0,1
2020-03-26,57.0,57.0,1
2020-03-27,73.0,73.0,1
2020-03-28,100.0,100.0,1
2020-03-29,82.0,82.0,1
2020-03-30,88.0,88.0,1
2020-03-31,81.0,81.0,1
2020-04-01,71.0,71.0,1
2020-04-02,67.0,67.0,1
2020-04-03,49.0,49.0,1
2020-04-04,70.0,70.0,1
2020-04-05,57.0,57.0,1
2020-04-06,45.0,45.0,1
2020-04-07,45.0,45.0,1
2020-04-08,28.0,28.0,1
2020-04-09,67.0,67.0,1
2020-04-10,40.0,40.0,1
2020-04-11,51.0,51.0,1
2020-04-12,42.0,42.0,1
2020-04-13,40.0,40.0,1
2020-04-14,30.0,30.0,1
2020-04-15,26.0,26.0,1
2020-04-16,29.0,29.0,1
2020-04-17,25.0,25.0,1
2020-04-18,30.0,30.0,1
2020-04-19,39.0,39.0,1
2020-04-20,21.0,21.0,1
2020-04-21,23.0,23.0,1
2020-04-22,18.0,18.0,1
2020-04-23,27.0,27.0,1
2020-04-24,25.0,25.0,1
2020-04-25,23.0,23.0,1
2020-04-26,26.0,26.0,1
2020-04-27,23.0,23.0,1
2020-04-28,18.0,18.0,1
2020-04-29,29.0,29.0,1
2020-04-30,23.0,23.0,1
2020-05-01,24.0,24.0,1
2020-05-02,18.0,18.0,1
2020-05-03,31.0,31.0,1
2020-05-04,27.0,27.0,1
2020-05-05,21.0,21.0,1
2020-05-06,21.0,21.0,1
2020-05-07,17.0,17.0,1
2020-05-08,24.0,24.0,1
2020-05-09,28.0,28.0,1
2020-05-10,19.0,19.0,1
2020-05-11,16.0,16.0,1
2020-05-12,27.0,27.0,1
2020-05-13,14.0,14.0,1
2020-05-14,26.0,26.0,1
2020-05-15,34.0,34.0,1
2020-05-16,38.0,38.0,1
2020-05-17,31.0,31.0,1
2020-05-18,16.0,16.0,1
2020-05-19,21.0,21.0,1
2020-05-20,21.0,21.0,1
2020-05-21,19.0,19.0,1
2020-05-22,15.0,15.0,1
2020-05-23,25.0,25.0,1
2020-05-24,26.0,26.0,1
2020-05-25,14.0,14.0,1
2020-05-26,18.0,18.0,1
2020-05-27,18.0,18.0,1
2020-05-28,16.0,16.0,1
2020-05-29,8.0,8.0,1
2020-05-30,19.0,19.0,1
2020-05-31,19.0,19.0,1
2020-06-01,8.0,8.0,1
2020-06-02,13.0,13.0,1
2020-06-03,9.0,9.0,1
2020-06-04,5.0,5.0,1
2020-06-05,12.0,12.0,1
2020-06-06,14.0,14.0,1
2020-06-07,12.0,12.0,1
2020-06-08,8.0,8.0,1
2020-06-09,8.0,8.0,1
2020-06-10,17.0,17.0,1
2020-06-11,11.0,11.0,1
2020-06-12,16.0,16.0,1
2020-06-13,19.0,19.0,1
2020-06-14,20.0,20.0,1
2020-06-15,3.0,3.0,1
2020-06-16,9.0,9.0,1
2020-06-17,19.0,19.0,1
2020-06-18,8.0,8.0,1
2020-06-19,11.0,11.0,1
2020-06-20,18.0,18.0,1
2020-06-21,19.0,19.0,1
2020-06-22,15.0,15.0,1
2020-06-23,11.0,11.0,1
2020-06-24,13.0,13.0,1
2020-06-25,11.0,11.0,1
2020-06-26,21.0,21.0,1
2020-06-27,45.0,45.0,1
2020-06-28,21.0,21.0,1
2020-06-29,7.0,7.0,1
2020-06-30,11.0,11.0,1
2020-07-01,10.0,10.0,1
2020-07-02,2.0,2.0,1
2020-07-03,7.0,7.0,1
2020-07-04,14.0,14.0,1
2020-07-05,14.0,14.0,1
2020-07-06,10.0,10.0,1
2020-07-07,13.0,13.0,1
2020-07-08,6.0,6.0,1
2020-07-09,11.0,11.0,1
2020-07-10,7.0,7.0,1
2020-07-11,10.0,10.0,1
2020-07-12,5.0,5.0,1
2020-07-13,6.0,6.0,1
2020-07-14,13.0,13.0,1
2020-07-15,8.0,8.0,1
2020-07-16,11.0,11.0,1
2020-07-17,23.0,23.0,1
2020-07-18,16.0,16.0,1
2020-07-19,19.0,19.0,1
2020-07-20,10.0,10.0,1
2020-07-21,5.0,5.0,1
2020-07-22,10.0,10.0,1
