date,/m/02gy9__0,/m/02gy9_,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,21.0,21.0,1
2020-02-06,0.0,0.0,1
2020-02-07,23.0,23.0,1
2020-02-08,0.0,0.0,1
2020-02-09,41.0,41.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,21.0,21.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,22.0,22.0,1
2020-02-21,0.0,0.0,1
2020-02-22,23.0,23.0,1
2020-02-23,21.0,21.0,1
2020-02-24,0.0,0.0,1
2020-02-25,0.0,0.0,1
2020-02-26,0.0,0.0,1
2020-02-27,20.0,20.0,1
2020-02-28,0.0,0.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,0.0,0.0,1
2020-03-03,0.0,0.0,1
2020-03-04,0.0,0.0,1
2020-03-05,20.0,20.0,1
2020-03-06,0.0,0.0,1
2020-03-07,21.0,21.0,1
2020-03-08,0.0,0.0,1
2020-03-09,0.0,0.0,1
2020-03-10,39.0,39.0,1
2020-03-11,0.0,0.0,1
2020-03-12,0.0,0.0,1
2020-03-13,0.0,0.0,1
2020-03-14,0.0,0.0,1
2020-03-15,39.0,39.0,1
2020-03-16,0.0,0.0,1
2020-03-17,17.0,17.0,1
2020-03-18,36.0,36.0,1
2020-03-19,75.0,75.0,1
2020-03-20,18.0,18.0,1
2020-03-21,38.0,38.0,1
2020-03-22,0.0,0.0,1
2020-03-23,46.0,46.0,1
2020-03-24,17.0,17.0,1
2020-03-25,34.0,34.0,1
2020-03-26,0.0,0.0,1
2020-03-27,33.0,33.0,1
2020-03-28,57.0,57.0,1
2020-03-29,18.0,18.0,1
2020-03-30,0.0,0.0,1
2020-03-31,67.0,67.0,1
2020-04-01,0.0,0.0,1
2020-04-02,0.0,0.0,1
2020-04-03,51.0,51.0,1
2020-04-04,0.0,0.0,1
2020-04-05,100.0,100.0,1
2020-04-06,0.0,0.0,1
2020-04-07,51.0,51.0,1
2020-04-08,0.0,0.0,1
2020-04-09,18.0,18.0,1
2020-04-10,18.0,18.0,1
2020-04-11,0.0,0.0,1
2020-04-12,20.0,20.0,1
2020-04-13,0.0,0.0,1
2020-04-14,33.0,33.0,1
2020-04-15,0.0,0.0,1
2020-04-16,0.0,0.0,1
2020-04-17,35.0,35.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,34.0,34.0,1
2020-04-21,17.0,17.0,1
2020-04-22,0.0,0.0,1
2020-04-23,0.0,0.0,1
2020-04-24,37.0,37.0,1
2020-04-25,19.0,19.0,1
