date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,23.0,23.0,1
2020-02-02,22.0,22.0,1
2020-02-03,39.0,39.0,1
2020-02-04,43.0,43.0,1
2020-02-05,22.0,22.0,1
2020-02-06,0.0,0.0,1
2020-02-07,46.0,46.0,1
2020-02-08,0.0,0.0,1
2020-02-09,43.0,43.0,1
2020-02-10,21.0,21.0,1
2020-02-11,83.0,83.0,1
2020-02-12,41.0,41.0,1
2020-02-13,42.0,42.0,1
2020-02-14,22.0,22.0,1
2020-02-15,0.0,0.0,1
2020-02-16,22.0,22.0,1
2020-02-17,20.0,20.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,21.0,21.0,1
2020-02-21,22.0,22.0,1
2020-02-22,24.0,24.0,1
2020-02-23,46.0,46.0,1
2020-02-24,42.0,42.0,1
2020-02-25,83.0,83.0,1
2020-02-26,82.0,82.0,1
2020-02-27,61.0,61.0,1
2020-02-28,43.0,43.0,1
2020-02-29,23.0,23.0,1
2020-03-01,0.0,0.0,1
2020-03-02,41.0,41.0,1
2020-03-03,0.0,0.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,47.0,47.0,1
2020-03-08,21.0,21.0,1
2020-03-09,41.0,41.0,1
2020-03-10,41.0,41.0,1
2020-03-11,20.0,20.0,1
2020-03-12,20.0,20.0,1
2020-03-13,22.0,22.0,1
2020-03-14,0.0,0.0,1
2020-03-15,20.0,20.0,1
2020-03-16,17.0,17.0,1
2020-03-17,0.0,0.0,1
2020-03-18,0.0,0.0,1
2020-03-19,38.0,38.0,1
2020-03-20,0.0,0.0,1
2020-03-21,0.0,0.0,1
2020-03-22,100.0,100.0,1
2020-03-23,16.0,16.0,1
2020-03-24,34.0,34.0,1
2020-03-25,17.0,17.0,1
2020-03-26,18.0,18.0,1
2020-03-27,34.0,34.0,1
2020-03-28,20.0,20.0,1
2020-03-29,76.0,76.0,1
2020-03-30,16.0,16.0,1
2020-03-31,17.0,17.0,1
2020-04-01,0.0,0.0,1
2020-04-02,52.0,52.0,1
2020-04-03,90.0,90.0,1
2020-04-04,40.0,40.0,1
2020-04-05,40.0,40.0,1
2020-04-06,46.0,46.0,1
2020-04-07,0.0,0.0,1
2020-04-08,17.0,17.0,1
2020-04-09,0.0,0.0,1
2020-04-10,0.0,0.0,1
2020-04-11,39.0,39.0,1
2020-04-12,20.0,20.0,1
2020-04-13,18.0,18.0,1
2020-04-14,33.0,33.0,1
2020-04-15,0.0,0.0,1
2020-04-16,35.0,35.0,1
2020-04-17,17.0,17.0,1
2020-04-18,39.0,39.0,1
2020-04-19,18.0,18.0,1
2020-04-20,17.0,17.0,1
2020-04-21,18.0,18.0,1
2020-04-22,0.0,0.0,1
2020-04-23,52.0,52.0,1
2020-04-24,19.0,19.0,1
2020-04-25,0.0,0.0,1
2020-04-26,0.0,0.0,1
2020-04-27,34.0,34.0,1
2020-04-28,0.0,0.0,1
2020-04-29,0.0,0.0,1
2020-04-30,0.0,0.0,1
2020-05-01,34.0,34.0,1
2020-05-02,17.0,17.0,1
