date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,9.0,9.0,1
2020-02-02,15.0,15.0,1
2020-02-03,8.0,8.0,1
2020-02-04,9.0,9.0,1
2020-02-05,20.0,20.0,1
2020-02-06,3.0,3.0,1
2020-02-07,6.0,6.0,1
2020-02-08,13.0,13.0,1
2020-02-09,6.0,6.0,1
2020-02-10,0.0,0.0,1
2020-02-11,6.0,6.0,1
2020-02-12,33.0,33.0,1
2020-02-13,6.0,6.0,1
2020-02-14,14.0,14.0,1
2020-02-15,0.0,0.0,1
2020-02-16,9.0,9.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,8.0,8.0,1
2020-02-20,9.0,9.0,1
2020-02-21,6.0,6.0,1
2020-02-22,3.0,3.0,1
2020-02-23,13.0,13.0,1
2020-02-24,21.0,21.0,1
2020-02-25,32.0,32.0,1
2020-02-26,32.0,32.0,1
2020-02-27,14.0,14.0,1
2020-02-28,29.0,29.0,1
2020-02-29,38.0,38.0,1
2020-03-01,29.0,29.0,1
2020-03-02,50.0,50.0,1
2020-03-03,39.0,39.0,1
2020-03-04,17.0,17.0,1
2020-03-05,30.0,30.0,1
2020-03-06,22.0,22.0,1
2020-03-07,41.0,41.0,1
2020-03-08,49.0,49.0,1
2020-03-09,31.0,31.0,1
2020-03-10,27.0,27.0,1
2020-03-11,42.0,42.0,1
2020-03-12,56.0,56.0,1
2020-03-13,75.0,75.0,1
2020-03-14,65.0,65.0,1
2020-03-15,95.0,95.0,1
2020-03-16,100.0,100.0,1
2020-03-17,76.0,76.0,1
2020-03-18,50.0,50.0,1
2020-03-19,58.0,58.0,1
2020-03-20,61.0,61.0,1
2020-03-21,77.0,77.0,1
2020-03-22,57.0,57.0,1
2020-03-23,28.0,28.0,1
2020-03-24,68.0,68.0,1
2020-03-25,42.0,42.0,1
2020-03-26,21.0,21.0,1
2020-03-27,18.0,18.0,1
2020-03-28,26.0,26.0,1
2020-03-29,30.0,30.0,1
2020-03-30,22.0,22.0,1
2020-03-31,16.0,16.0,1
2020-04-01,43.0,43.0,1
2020-04-02,19.0,19.0,1
2020-04-03,26.0,26.0,1
2020-04-04,22.0,22.0,1
2020-04-05,22.0,22.0,1
2020-04-06,16.0,16.0,1
2020-04-07,12.0,12.0,1
2020-04-08,2.0,2.0,1
2020-04-09,24.0,24.0,1
2020-04-10,15.0,15.0,1
2020-04-11,16.0,16.0,1
2020-04-12,16.0,16.0,1
2020-04-13,15.0,15.0,1
2020-04-14,13.0,13.0,1
2020-04-15,7.0,7.0,1
2020-04-16,5.0,5.0,1
2020-04-17,16.0,16.0,1
2020-04-18,10.0,10.0,1
2020-04-19,15.0,15.0,1
2020-04-20,10.0,10.0,1
2020-04-21,11.0,11.0,1
2020-04-22,2.0,2.0,1
2020-04-23,12.0,12.0,1
2020-04-24,17.0,17.0,1
2020-04-25,8.0,8.0,1
2020-04-26,8.0,8.0,1
2020-04-27,9.0,9.0,1
2020-04-28,14.0,14.0,1
2020-04-29,26.0,26.0,1
2020-04-30,20.0,20.0,1
2020-05-01,7.0,7.0,1
2020-05-02,12.0,12.0,1
2020-05-03,10.0,10.0,1
2020-05-04,7.0,7.0,1
2020-05-05,10.0,10.0,1
2020-05-06,9.0,9.0,1
2020-05-07,12.0,12.0,1
2020-05-08,3.0,3.0,1
2020-05-09,8.0,8.0,1
2020-05-10,10.0,10.0,1
2020-05-11,2.0,2.0,1
2020-05-12,12.0,12.0,1
2020-05-13,9.0,9.0,1
2020-05-14,0.0,0.0,1
2020-05-15,13.0,13.0,1
2020-05-16,9.0,9.0,1
