date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,6.0,6.0,1
2020-02-02,16.0,16.0,1
2020-02-03,9.0,9.0,1
2020-02-04,14.0,14.0,1
2020-02-05,5.0,5.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,6.0,6.0,1
2020-02-09,11.0,11.0,1
2020-02-10,4.0,4.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,5.0,5.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,5.0,5.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,5.0,5.0,1
2020-02-25,41.0,41.0,1
2020-02-26,46.0,46.0,1
2020-02-27,33.0,33.0,1
2020-02-28,15.0,15.0,1
2020-02-29,37.0,37.0,1
2020-03-01,20.0,20.0,1
2020-03-02,32.0,32.0,1
2020-03-03,18.0,18.0,1
2020-03-04,19.0,19.0,1
2020-03-05,15.0,15.0,1
2020-03-06,24.0,24.0,1
2020-03-07,31.0,31.0,1
2020-03-08,31.0,31.0,1
2020-03-09,23.0,23.0,1
2020-03-10,62.0,62.0,1
2020-03-11,34.0,34.0,1
2020-03-12,43.0,43.0,1
2020-03-13,100.0,100.0,1
2020-03-14,61.0,61.0,1
2020-03-15,62.0,62.0,1
2020-03-16,38.0,38.0,1
2020-03-17,49.0,49.0,1
2020-03-18,46.0,46.0,1
2020-03-19,60.0,60.0,1
2020-03-20,62.0,62.0,1
2020-03-21,89.0,89.0,1
2020-03-22,98.0,98.0,1
2020-03-23,39.0,39.0,1
2020-03-24,44.0,44.0,1
2020-03-25,13.0,13.0,1
2020-03-26,35.0,35.0,1
2020-03-27,52.0,52.0,1
2020-03-28,100.0,100.0,1
2020-03-29,37.0,37.0,1
2020-03-30,33.0,33.0,1
2020-03-31,29.0,29.0,1
2020-04-01,26.0,26.0,1
2020-04-02,35.0,35.0,1
2020-04-03,4.0,4.0,1
2020-04-04,10.0,10.0,1
2020-04-05,36.0,36.0,1
2020-04-06,38.0,38.0,1
2020-04-07,36.0,36.0,1
2020-04-08,23.0,23.0,1
2020-04-09,9.0,9.0,1
2020-04-10,5.0,5.0,1
2020-04-11,17.0,17.0,1
2020-04-12,27.0,27.0,1
2020-04-13,14.0,14.0,1
2020-04-14,8.0,8.0,1
2020-04-15,13.0,13.0,1
2020-04-16,9.0,9.0,1
2020-04-17,19.0,19.0,1
2020-04-18,6.0,6.0,1
2020-04-19,5.0,5.0,1
2020-04-20,25.0,25.0,1
2020-04-21,22.0,22.0,1
2020-04-22,4.0,4.0,1
2020-04-23,4.0,4.0,1
2020-04-24,9.0,9.0,1
2020-04-25,21.0,21.0,1
2020-04-26,20.0,20.0,1
2020-04-27,9.0,9.0,1
2020-04-28,4.0,4.0,1
2020-04-29,8.0,8.0,1
2020-04-30,4.0,4.0,1
2020-05-01,0.0,0.0,1
2020-05-02,15.0,15.0,1
2020-05-03,5.0,5.0,1
2020-05-04,4.0,4.0,1
2020-05-05,4.0,4.0,1
2020-05-06,0.0,0.0,1
2020-05-07,5.0,5.0,1
2020-05-08,0.0,0.0,1
2020-05-09,0.0,0.0,1
2020-05-10,10.0,10.0,1
2020-05-11,4.0,4.0,1
2020-05-12,4.0,4.0,1
2020-05-13,13.0,13.0,1
2020-05-14,9.0,9.0,1
2020-05-15,0.0,0.0,1
2020-05-16,6.0,6.0,1
2020-05-17,0.0,0.0,1
2020-05-18,9.0,9.0,1
2020-05-19,0.0,0.0,1
2020-05-20,4.0,4.0,1
2020-05-21,0.0,0.0,1
2020-05-22,5.0,5.0,1
2020-05-23,10.0,10.0,1
2020-05-24,0.0,0.0,1
2020-05-25,0.0,0.0,1
2020-05-26,9.0,9.0,1
2020-05-27,0.0,0.0,1
2020-05-28,4.0,4.0,1
2020-05-29,0.0,0.0,1
2020-05-30,6.0,6.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,0.0,0.0,1
2020-06-03,0.0,0.0,1
2020-06-04,4.0,4.0,1
2020-06-05,0.0,0.0,1
2020-06-06,5.0,5.0,1
2020-06-07,0.0,0.0,1
2020-06-08,4.0,4.0,1
2020-06-09,4.0,4.0,1
2020-06-10,0.0,0.0,1
2020-06-11,0.0,0.0,1
2020-06-12,5.0,5.0,1
2020-06-13,0.0,0.0,1
2020-06-14,0.0,0.0,1
2020-06-15,0.0,0.0,1
2020-06-16,0.0,0.0,1
2020-06-17,0.0,0.0,1
2020-06-18,0.0,0.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,0.0,0.0,1
2020-06-22,5.0,5.0,1
2020-06-23,0.0,0.0,1
2020-06-24,5.0,5.0,1
2020-06-25,0.0,0.0,1
2020-06-26,10.0,10.0,1
2020-06-27,6.0,6.0,1
2020-06-28,0.0,0.0,1
2020-06-29,0.0,0.0,1
2020-06-30,5.0,5.0,1
2020-07-01,0.0,0.0,1
2020-07-02,0.0,0.0,1
2020-07-03,5.0,5.0,1
2020-07-04,0.0,0.0,1
2020-07-05,0.0,0.0,1
2020-07-06,0.0,0.0,1
2020-07-07,0.0,0.0,1
2020-07-08,0.0,0.0,1
2020-07-09,5.0,5.0,1
2020-07-10,16.0,16.0,1
2020-07-11,0.0,0.0,1
2020-07-12,6.0,6.0,1
2020-07-13,5.0,5.0,1
2020-07-14,5.0,5.0,1
2020-07-15,10.0,10.0,1
2020-07-16,0.0,0.0,1
2020-07-17,0.0,0.0,1
2020-07-18,0.0,0.0,1
2020-07-19,0.0,0.0,1
2020-07-20,10.0,10.0,1
2020-07-21,0.0,0.0,1
2020-07-22,0.0,0.0,1
2020-07-23,5.0,5.0,1
2020-07-24,0.0,0.0,1
2020-07-25,0.0,0.0,1
2020-07-26,0.0,0.0,1
2020-07-27,0.0,0.0,1
2020-07-28,0.0,0.0,1
2020-07-29,0.0,0.0,1
2020-07-30,5.0,5.0,1
2020-07-31,6.0,6.0,1
2020-08-01,0.0,0.0,1
2020-08-02,0.0,0.0,1
2020-08-03,4.0,4.0,1
2020-08-04,0.0,0.0,1
2020-08-05,5.0,5.0,1
2020-08-06,5.0,5.0,1
2020-08-07,6.0,6.0,1
2020-08-08,0.0,0.0,1
2020-08-09,0.0,0.0,1
2020-08-10,0.0,0.0,1
2020-08-11,0.0,0.0,1
2020-08-12,0.0,0.0,1
2020-08-13,0.0,0.0,1
2020-08-14,0.0,0.0,1
2020-08-15,0.0,0.0,1
2020-08-16,0.0,0.0,1
2020-08-17,5.0,5.0,1
2020-08-18,0.0,0.0,1
2020-08-19,0.0,0.0,1
2020-08-20,0.0,0.0,1
2020-08-21,0.0,0.0,1
2020-08-22,12.0,12.0,1
2020-08-23,0.0,0.0,1
2020-08-24,0.0,0.0,1
2020-08-25,0.0,0.0,1
2020-08-26,0.0,0.0,1
2020-08-27,0.0,0.0,1
2020-08-28,10.0,10.0,1
2020-08-29,0.0,0.0,1
2020-08-30,0.0,0.0,1
2020-08-31,0.0,0.0,1
2020-09-01,0.0,0.0,1
2020-09-02,0.0,0.0,1
2020-09-03,5.0,5.0,1
2020-09-04,11.0,11.0,1
2020-09-05,0.0,0.0,1
2020-09-06,0.0,0.0,1
2020-09-07,5.0,5.0,1
2020-09-08,0.0,0.0,1
2020-09-09,5.0,5.0,1
2020-09-10,0.0,0.0,1
2020-09-11,0.0,0.0,1
2020-09-12,0.0,0.0,1
2020-09-13,0.0,0.0,1
2020-09-14,5.0,5.0,1
2020-09-15,14.0,14.0,1
2020-09-16,5.0,5.0,1
2020-09-17,29.0,29.0,1
2020-09-18,20.0,20.0,1
2020-09-19,0.0,0.0,1
2020-09-20,16.0,16.0,1
2020-09-21,5.0,5.0,1
2020-09-22,0.0,0.0,1
2020-09-23,14.0,14.0,1
2020-09-24,5.0,5.0,1
2020-09-25,5.0,5.0,1
2020-09-26,10.0,10.0,1
2020-09-27,0.0,0.0,1
2020-09-28,0.0,0.0,1
2020-09-29,14.0,14.0,1
2020-09-30,5.0,5.0,1
2020-10-01,0.0,0.0,1
2020-10-02,10.0,10.0,1
2020-10-03,6.0,6.0,1
2020-10-04,11.0,11.0,1
2020-10-05,9.0,9.0,1
2020-10-06,5.0,5.0,1
2020-10-07,5.0,5.0,1
2020-10-08,10.0,10.0,1
2020-10-09,21.0,21.0,1
2020-10-10,6.0,6.0,1
2020-10-11,5.0,5.0,1
2020-10-12,5.0,5.0,1
2020-10-13,5.0,5.0,1
2020-10-14,4.0,4.0,1
2020-10-15,5.0,5.0,1
2020-10-16,5.0,5.0,1
2020-10-17,5.0,5.0,1
2020-10-18,5.0,5.0,1
2020-10-19,27.0,27.0,1
2020-10-20,19.0,19.0,1
2020-10-21,19.0,19.0,1
2020-10-22,19.0,19.0,1
2020-10-23,10.0,10.0,1
2020-10-24,17.0,17.0,1
2020-10-25,11.0,11.0,1
2020-10-26,9.0,9.0,1
2020-10-27,10.0,10.0,1
2020-09-28,20.0,20.0,2
2020-09-29,19.0,19.0,2
2020-09-30,29.0,29.0,2
2020-10-01,0.0,0.0,2
2020-10-02,64.0,64.0,2
2020-10-03,12.0,12.0,2
2020-10-04,23.0,23.0,2
2020-10-05,28.0,28.0,2
2020-10-06,0.0,0.0,2
2020-10-07,10.0,10.0,2
2020-10-08,20.0,20.0,2
2020-10-09,33.0,33.0,2
2020-10-10,0.0,0.0,2
2020-10-11,34.0,34.0,2
2020-10-12,19.0,19.0,2
