date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,24.0,24.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,21.0,21.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,46.0,46.0,1
2020-02-10,40.0,40.0,1
2020-02-11,40.0,40.0,1
2020-02-12,20.0,20.0,1
2020-02-13,42.0,42.0,1
2020-02-14,66.0,66.0,1
2020-02-15,97.0,97.0,1
2020-02-16,0.0,0.0,1
2020-02-17,20.0,20.0,1
2020-02-18,0.0,0.0,1
2020-02-19,21.0,21.0,1
2020-02-20,0.0,0.0,1
2020-02-21,44.0,44.0,1
2020-02-22,24.0,24.0,1
2020-02-23,23.0,23.0,1
2020-02-24,41.0,41.0,1
2020-02-25,0.0,0.0,1
2020-02-26,20.0,20.0,1
2020-02-27,40.0,40.0,1
2020-02-28,21.0,21.0,1
2020-02-29,23.0,23.0,1
2020-03-01,45.0,45.0,1
2020-03-02,39.0,39.0,1
2020-03-03,57.0,57.0,1
2020-03-04,39.0,39.0,1
2020-03-05,20.0,20.0,1
2020-03-06,42.0,42.0,1
2020-03-07,24.0,24.0,1
2020-03-08,0.0,0.0,1
2020-03-09,0.0,0.0,1
2020-03-10,75.0,75.0,1
2020-03-11,0.0,0.0,1
2020-03-12,73.0,73.0,1
2020-03-13,39.0,39.0,1
2020-03-14,46.0,46.0,1
2020-03-15,21.0,21.0,1
2020-03-16,73.0,73.0,1
2020-03-17,37.0,37.0,1
2020-03-18,36.0,36.0,1
2020-03-19,18.0,18.0,1
2020-03-20,18.0,18.0,1
2020-03-21,23.0,23.0,1
2020-03-22,43.0,43.0,1
2020-03-23,50.0,50.0,1
2020-03-24,0.0,0.0,1
2020-03-25,88.0,88.0,1
2020-03-26,0.0,0.0,1
2020-03-27,0.0,0.0,1
2020-03-28,43.0,43.0,1
2020-03-29,64.0,64.0,1
2020-03-30,35.0,35.0,1
2020-03-31,17.0,17.0,1
2020-04-01,18.0,18.0,1
2020-04-02,18.0,18.0,1
2020-04-03,19.0,19.0,1
2020-04-04,0.0,0.0,1
2020-04-05,0.0,0.0,1
2020-04-06,41.0,41.0,1
2020-04-07,21.0,21.0,1
2020-04-08,20.0,20.0,1
2020-04-09,22.0,22.0,1
2020-04-10,0.0,0.0,1
2020-04-11,20.0,20.0,1
2020-04-12,0.0,0.0,1
2020-04-13,0.0,0.0,1
2020-04-14,52.0,52.0,1
2020-04-15,18.0,18.0,1
2020-04-16,18.0,18.0,1
2020-04-17,37.0,37.0,1
2020-04-18,24.0,24.0,1
2020-04-19,0.0,0.0,1
2020-04-20,0.0,0.0,1
2020-04-21,0.0,0.0,1
2020-04-22,20.0,20.0,1
2020-04-23,19.0,19.0,1
2020-04-24,38.0,38.0,1
2020-04-25,47.0,47.0,1
2020-04-26,44.0,44.0,1
2020-04-27,0.0,0.0,1
2020-04-28,36.0,36.0,1
2020-04-29,0.0,0.0,1
2020-04-30,18.0,18.0,1
2020-05-01,0.0,0.0,1
2020-05-02,0.0,0.0,1
2020-05-03,44.0,44.0,1
2020-05-04,53.0,53.0,1
2020-05-05,35.0,35.0,1
2020-05-06,0.0,0.0,1
2020-05-07,19.0,19.0,1
2020-05-08,0.0,0.0,1
2020-05-09,23.0,23.0,1
2020-05-10,0.0,0.0,1
2020-05-11,36.0,36.0,1
2020-05-12,0.0,0.0,1
2020-05-13,0.0,0.0,1
2020-05-14,57.0,57.0,1
2020-05-15,19.0,19.0,1
2020-05-16,87.0,87.0,1
2020-05-17,0.0,0.0,1
2020-05-18,19.0,19.0,1
2020-05-19,0.0,0.0,1
2020-05-20,0.0,0.0,1
2020-05-21,45.0,45.0,1
2020-05-22,0.0,0.0,1
2020-05-23,0.0,0.0,1
2020-05-24,0.0,0.0,1
2020-05-25,19.0,19.0,1
2020-05-26,19.0,19.0,1
2020-05-27,38.0,38.0,1
2020-05-28,19.0,19.0,1
2020-05-29,0.0,0.0,1
2020-05-30,52.0,52.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,0.0,0.0,1
2020-06-03,18.0,18.0,1
2020-06-04,18.0,18.0,1
2020-06-05,0.0,0.0,1
2020-06-06,22.0,22.0,1
2020-06-07,63.0,63.0,1
2020-06-08,0.0,0.0,1
2020-06-09,37.0,37.0,1
2020-06-10,0.0,0.0,1
2020-06-11,21.0,21.0,1
2020-06-12,22.0,22.0,1
2020-06-13,26.0,26.0,1
2020-06-14,25.0,25.0,1
2020-06-15,0.0,0.0,1
2020-06-16,0.0,0.0,1
2020-06-17,0.0,0.0,1
2020-06-18,43.0,43.0,1
2020-06-19,0.0,0.0,1
2020-06-20,24.0,24.0,1
2020-06-21,45.0,45.0,1
2020-06-22,20.0,20.0,1
2020-06-23,22.0,22.0,1
2020-06-24,44.0,44.0,1
2020-06-25,0.0,0.0,1
2020-06-26,23.0,23.0,1
2020-06-27,0.0,0.0,1
2020-06-28,21.0,21.0,1
2020-06-29,20.0,20.0,1
2020-06-30,0.0,0.0,1
2020-07-01,21.0,21.0,1
2020-07-02,0.0,0.0,1
2020-07-03,21.0,21.0,1
2020-07-04,24.0,24.0,1
2020-07-05,22.0,22.0,1
2020-07-06,20.0,20.0,1
2020-07-07,42.0,42.0,1
2020-07-08,65.0,65.0,1
2020-07-09,22.0,22.0,1
2020-07-10,0.0,0.0,1
2020-07-11,73.0,73.0,1
2020-07-12,0.0,0.0,1
2020-07-13,0.0,0.0,1
2020-07-14,0.0,0.0,1
2020-07-15,0.0,0.0,1
2020-07-16,0.0,0.0,1
2020-07-17,23.0,23.0,1
2020-07-18,0.0,0.0,1
2020-07-19,46.0,46.0,1
2020-07-20,45.0,45.0,1
2020-07-21,22.0,22.0,1
2020-07-22,23.0,23.0,1
2020-07-23,0.0,0.0,1
2020-07-24,49.0,49.0,1
2020-07-25,53.0,53.0,1
2020-07-26,0.0,0.0,1
2020-07-27,65.0,65.0,1
2020-07-28,0.0,0.0,1
2020-07-29,22.0,22.0,1
2020-07-30,0.0,0.0,1
2020-07-31,25.0,25.0,1
2020-08-01,0.0,0.0,1
2020-08-02,23.0,23.0,1
2020-08-03,0.0,0.0,1
2020-08-04,21.0,21.0,1
2020-08-05,0.0,0.0,1
2020-08-06,21.0,21.0,1
2020-08-07,23.0,23.0,1
2020-08-08,0.0,0.0,1
2020-08-09,0.0,0.0,1
2020-08-10,21.0,21.0,1
2020-08-11,43.0,43.0,1
2020-08-12,22.0,22.0,1
2020-08-13,42.0,42.0,1
2020-08-14,22.0,22.0,1
2020-08-15,24.0,24.0,1
2020-08-16,24.0,24.0,1
2020-08-17,0.0,0.0,1
2020-08-18,21.0,21.0,1
2020-08-19,0.0,0.0,1
2020-08-20,20.0,20.0,1
2020-08-21,39.0,39.0,1
2020-08-22,0.0,0.0,1
2020-08-23,0.0,0.0,1
2020-08-24,39.0,39.0,1
2020-08-25,40.0,40.0,1
2020-08-26,20.0,20.0,1
2020-08-27,100.0,100.0,1
2020-08-28,0.0,0.0,1
2020-08-29,24.0,24.0,1
2020-08-30,23.0,23.0,1
2020-08-31,39.0,39.0,1
2020-09-01,0.0,0.0,1
2020-09-02,20.0,20.0,1
2020-09-03,0.0,0.0,1
2020-09-04,20.0,20.0,1
2020-09-05,0.0,0.0,1
2020-09-06,0.0,0.0,1
2020-09-07,0.0,0.0,1
2020-09-08,19.0,19.0,1
2020-09-09,57.0,57.0,1
2020-09-10,0.0,0.0,1
2020-09-11,20.0,20.0,1
2020-09-12,0.0,0.0,1
2020-09-13,0.0,0.0,1
2020-09-14,0.0,0.0,1
2020-09-15,0.0,0.0,1
2020-09-16,59.0,59.0,1
2020-09-17,0.0,0.0,1
2020-09-18,0.0,0.0,1
2020-09-19,24.0,24.0,1
2020-09-20,0.0,0.0,1
2020-09-21,19.0,19.0,1
2020-09-22,0.0,0.0,1
2020-09-23,0.0,0.0,1
2020-09-24,0.0,0.0,1
2020-09-25,0.0,0.0,1
2020-09-26,24.0,24.0,1
2020-09-27,49.0,49.0,1
2020-09-28,0.0,0.0,1
2020-09-29,20.0,20.0,1
2020-09-30,42.0,42.0,1
2020-10-01,0.0,0.0,1
2020-10-02,22.0,22.0,1
2020-10-03,0.0,0.0,1
2020-10-04,0.0,0.0,1
2020-10-05,0.0,0.0,1
2020-10-06,21.0,21.0,1
2020-10-07,21.0,21.0,1
2020-10-08,42.0,42.0,1
2020-10-09,23.0,23.0,1
2020-10-10,50.0,50.0,1
2020-10-11,26.0,26.0,1
2020-10-12,0.0,0.0,1
2020-10-13,0.0,0.0,1
2020-10-14,0.0,0.0,1
2020-10-15,0.0,0.0,1
2020-10-16,23.0,23.0,1
2020-10-17,25.0,25.0,1
2020-10-18,25.0,25.0,1
2020-10-19,22.0,22.0,1
2020-10-20,21.0,21.0,1
2020-10-21,0.0,0.0,1
2020-10-22,0.0,0.0,1
2020-10-23,23.0,23.0,1
2020-10-24,25.0,25.0,1
2020-10-25,23.0,23.0,1
2020-10-26,0.0,0.0,1
2020-10-27,21.0,21.0,1
2020-09-28,19.0,19.0,2
2020-09-29,0.0,0.0,2
2020-09-30,37.0,37.0,2
2020-10-01,0.0,0.0,2
2020-10-02,0.0,0.0,2
2020-10-03,0.0,0.0,2
2020-10-04,100.0,100.0,2
2020-10-05,37.0,37.0,2
2020-10-06,0.0,0.0,2
2020-10-07,19.0,19.0,2
2020-10-08,37.0,37.0,2
2020-10-09,21.0,21.0,2
2020-10-10,22.0,22.0,2
2020-10-11,0.0,0.0,2
2020-10-12,0.0,0.0,2
2020-10-13,19.0,19.0,2
2020-10-14,19.0,19.0,2
2020-10-15,20.0,20.0,2
2020-10-16,20.0,20.0,2
2020-10-17,44.0,44.0,2
2020-10-18,44.0,44.0,2
2020-10-19,57.0,57.0,2
2020-10-20,19.0,19.0,2
2020-10-21,57.0,57.0,2
2020-10-22,19.0,19.0,2
2020-10-23,40.0,40.0,2
2020-10-24,0.0,0.0,2
2020-10-25,21.0,21.0,2
2020-10-26,0.0,0.0,2
2020-10-27,0.0,0.0,2
2020-10-28,0.0,0.0,2
2020-10-29,19.0,19.0,2
2020-10-30,39.0,39.0,2
2020-10-31,22.0,22.0,2
2020-11-01,41.0,41.0,2
2020-11-02,54.0,54.0,2
2020-11-03,0.0,0.0,2
2020-11-04,0.0,0.0,2
2020-11-05,33.0,33.0,2
2020-11-06,18.0,18.0,2
2020-11-07,39.0,39.0,2
2020-11-08,0.0,0.0,2
2020-11-09,18.0,18.0,2
2020-11-10,0.0,0.0,2
2020-11-11,18.0,18.0,2
2020-11-12,37.0,37.0,2
2020-11-13,38.0,38.0,2
2020-11-14,0.0,0.0,2
2020-11-15,20.0,20.0,2
2020-11-16,0.0,0.0,2
2020-11-17,35.0,35.0,2
2020-11-18,0.0,0.0,2
2020-11-19,0.0,0.0,2
2020-11-20,0.0,0.0,2
2020-11-21,39.0,39.0,2
2020-11-22,39.0,39.0,2
2020-11-23,17.0,17.0,2
2020-11-24,0.0,0.0,2
2020-11-25,0.0,0.0,2
2020-11-26,0.0,0.0,2
2020-11-27,0.0,0.0,2
2020-11-28,20.0,20.0,2
2020-11-29,0.0,0.0,2
2020-11-30,0.0,0.0,2
2020-12-01,18.0,18.0,2
2020-12-02,18.0,18.0,2
2020-12-03,0.0,0.0,2
2020-12-04,0.0,0.0,2
2020-12-05,40.0,40.0,2
2020-12-06,20.0,20.0,2
2020-12-07,35.0,35.0,2
2020-12-08,0.0,0.0,2
2020-12-09,0.0,0.0,2
2020-12-10,18.0,18.0,2
2020-12-11,0.0,0.0,2
2020-12-12,0.0,0.0,2
2020-12-13,20.0,20.0,2
2020-12-14,18.0,18.0,2
2020-12-15,18.0,18.0,2
2020-12-16,0.0,0.0,2
2020-12-17,0.0,0.0,2
2020-12-18,0.0,0.0,2
2020-12-19,43.0,43.0,2
