date,/g/121j1nlf_0,/g/121j1nlf,batch_id
2020-02-01,19.0,19.0,1
2020-02-02,10.0,10.0,1
2020-02-03,33.0,33.0,1
2020-02-04,13.0,13.0,1
2020-02-05,4.0,4.0,1
2020-02-06,9.0,9.0,1
2020-02-07,24.0,24.0,1
2020-02-08,5.0,5.0,1
2020-02-09,14.0,14.0,1
2020-02-10,25.0,25.0,1
2020-02-11,17.0,17.0,1
2020-02-12,26.0,26.0,1
2020-02-13,22.0,22.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,5.0,5.0,1
2020-02-17,4.0,4.0,1
2020-02-18,17.0,17.0,1
2020-02-19,30.0,30.0,1
2020-02-20,18.0,18.0,1
2020-02-21,9.0,9.0,1
2020-02-22,15.0,15.0,1
2020-02-23,10.0,10.0,1
2020-02-24,22.0,22.0,1
2020-02-25,21.0,21.0,1
2020-02-26,12.0,12.0,1
2020-02-27,21.0,21.0,1
2020-02-28,5.0,5.0,1
2020-02-29,10.0,10.0,1
2020-03-01,14.0,14.0,1
2020-03-02,38.0,38.0,1
2020-03-03,8.0,8.0,1
2020-03-04,13.0,13.0,1
2020-03-05,17.0,17.0,1
2020-03-06,29.0,29.0,1
2020-03-07,24.0,24.0,1
2020-03-08,13.0,13.0,1
2020-03-09,12.0,12.0,1
2020-03-10,17.0,17.0,1
2020-03-11,21.0,21.0,1
2020-03-12,20.0,20.0,1
2020-03-13,22.0,22.0,1
2020-03-14,9.0,9.0,1
2020-03-15,21.0,21.0,1
2020-03-16,30.0,30.0,1
2020-03-17,7.0,7.0,1
2020-03-18,8.0,8.0,1
2020-03-19,17.0,17.0,1
2020-03-20,12.0,12.0,1
2020-03-21,28.0,28.0,1
2020-03-22,18.0,18.0,1
2020-03-23,18.0,18.0,1
2020-03-24,12.0,12.0,1
2020-03-25,12.0,12.0,1
2020-03-26,20.0,20.0,1
2020-03-27,19.0,19.0,1
2020-03-28,27.0,27.0,1
2020-03-29,13.0,13.0,1
2020-03-30,4.0,4.0,1
2020-03-31,22.0,22.0,1
2020-04-01,12.0,12.0,1
2020-04-02,12.0,12.0,1
2020-04-03,16.0,16.0,1
2020-04-04,27.0,27.0,1
2020-04-05,13.0,13.0,1
2020-04-06,18.0,18.0,1
2020-04-07,22.0,22.0,1
2020-04-08,35.0,35.0,1
2020-04-09,12.0,12.0,1
2020-04-10,20.0,20.0,1
2020-04-11,12.0,12.0,1
2020-04-12,4.0,4.0,1
2020-04-13,8.0,8.0,1
2020-04-14,15.0,15.0,1
2020-04-15,8.0,8.0,1
2020-04-16,15.0,15.0,1
2020-04-17,8.0,8.0,1
2020-04-18,21.0,21.0,1
2020-04-19,16.0,16.0,1
2020-04-20,19.0,19.0,1
2020-04-21,15.0,15.0,1
2020-04-22,23.0,23.0,1
2020-04-23,19.0,19.0,1
2020-04-24,4.0,4.0,1
2020-04-25,9.0,9.0,1
2020-04-26,17.0,17.0,1
2020-04-27,30.0,30.0,1
2020-04-28,4.0,4.0,1
2020-04-29,11.0,11.0,1
2020-04-30,7.0,7.0,1
2020-05-01,18.0,18.0,1
2020-05-02,11.0,11.0,1
2020-05-03,4.0,4.0,1
2020-05-04,15.0,15.0,1
2020-05-05,14.0,14.0,1
2020-05-06,26.0,26.0,1
2020-05-07,19.0,19.0,1
2020-05-08,12.0,12.0,1
2020-05-09,24.0,24.0,1
2020-05-10,8.0,8.0,1
2020-05-11,22.0,22.0,1
2020-05-12,12.0,12.0,1
2020-05-13,19.0,19.0,1
2020-05-14,20.0,20.0,1
2020-05-15,17.0,17.0,1
2020-05-16,19.0,19.0,1
2020-05-17,20.0,20.0,1
2020-05-18,20.0,20.0,1
2020-05-19,16.0,16.0,1
2020-05-20,12.0,12.0,1
2020-05-21,9.0,9.0,1
2020-05-22,21.0,21.0,1
2020-05-23,21.0,21.0,1
2020-05-24,14.0,14.0,1
2020-05-25,24.0,24.0,1
2020-05-26,12.0,12.0,1
2020-05-27,16.0,16.0,1
2020-05-28,16.0,16.0,1
