date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,17.0,17.0,1
2020-02-02,7.0,7.0,1
2020-02-03,2.0,2.0,1
2020-02-04,9.0,9.0,1
2020-02-05,4.0,4.0,1
2020-02-06,5.0,5.0,1
2020-02-07,17.0,17.0,1
2020-02-08,12.0,12.0,1
2020-02-09,4.0,4.0,1
2020-02-10,6.0,6.0,1
2020-02-11,11.0,11.0,1
2020-02-12,0.0,0.0,1
2020-02-13,6.0,6.0,1
2020-02-14,5.0,5.0,1
2020-02-15,2.0,2.0,1
2020-02-16,9.0,9.0,1
2020-02-17,4.0,4.0,1
2020-02-18,9.0,9.0,1
2020-02-19,0.0,0.0,1
2020-02-20,7.0,7.0,1
2020-02-21,9.0,9.0,1
2020-02-22,10.0,10.0,1
2020-02-23,14.0,14.0,1
2020-02-24,26.0,26.0,1
2020-02-25,24.0,24.0,1
2020-02-26,25.0,25.0,1
2020-02-27,15.0,15.0,1
2020-02-28,29.0,29.0,1
2020-02-29,38.0,38.0,1
2020-03-01,43.0,43.0,1
2020-03-02,30.0,30.0,1
2020-03-03,28.0,28.0,1
2020-03-04,33.0,33.0,1
2020-03-05,41.0,41.0,1
2020-03-06,41.0,41.0,1
2020-03-07,27.0,27.0,1
2020-03-08,26.0,26.0,1
2020-03-09,36.0,36.0,1
2020-03-10,32.0,32.0,1
2020-03-11,41.0,41.0,1
2020-03-12,75.0,75.0,1
2020-03-13,61.0,61.0,1
2020-03-14,95.0,95.0,1
2020-03-15,100.0,100.0,1
2020-03-16,95.0,95.0,1
2020-03-17,70.0,70.0,1
2020-03-18,54.0,54.0,1
2020-03-19,58.0,58.0,1
2020-03-20,54.0,54.0,1
2020-03-21,45.0,45.0,1
2020-03-22,48.0,48.0,1
2020-03-23,37.0,37.0,1
2020-03-24,31.0,31.0,1
2020-03-25,38.0,38.0,1
2020-03-26,42.0,42.0,1
2020-03-27,19.0,19.0,1
2020-03-28,27.0,27.0,1
2020-03-29,38.0,38.0,1
2020-03-30,31.0,31.0,1
2020-03-31,11.0,11.0,1
2020-04-01,24.0,24.0,1
2020-04-02,31.0,31.0,1
2020-04-03,22.0,22.0,1
2020-04-04,21.0,21.0,1
2020-04-05,15.0,15.0,1
2020-04-06,26.0,26.0,1
2020-04-07,22.0,22.0,1
2020-04-08,12.0,12.0,1
2020-04-09,13.0,13.0,1
2020-04-10,15.0,15.0,1
2020-04-11,10.0,10.0,1
2020-04-12,14.0,14.0,1
2020-04-13,13.0,13.0,1
2020-04-14,17.0,17.0,1
2020-04-15,6.0,6.0,1
2020-04-16,16.0,16.0,1
2020-04-17,19.0,19.0,1
2020-04-18,8.0,8.0,1
2020-04-19,15.0,15.0,1
2020-04-20,23.0,23.0,1
2020-04-21,15.0,15.0,1
2020-04-22,8.0,8.0,1
2020-04-23,15.0,15.0,1
2020-04-24,6.0,6.0,1
2020-04-25,21.0,21.0,1
2020-04-26,6.0,6.0,1
2020-04-27,10.0,10.0,1
2020-04-28,21.0,21.0,1
2020-04-29,14.0,14.0,1
2020-04-30,8.0,8.0,1
2020-05-01,12.0,12.0,1
2020-05-02,9.0,9.0,1
2020-05-03,6.0,6.0,1
2020-05-04,4.0,4.0,1
2020-05-05,13.0,13.0,1
2020-05-06,7.0,7.0,1
2020-05-07,5.0,5.0,1
2020-05-08,13.0,13.0,1
2020-05-09,12.0,12.0,1
2020-05-10,9.0,9.0,1
2020-05-11,3.0,3.0,1
2020-05-12,7.0,7.0,1
2020-05-13,6.0,6.0,1
2020-05-14,10.0,10.0,1
2020-05-15,4.0,4.0,1
2020-05-16,5.0,5.0,1
2020-05-17,7.0,7.0,1
2020-05-18,14.0,14.0,1
2020-05-19,4.0,4.0,1
2020-05-20,10.0,10.0,1
2020-05-21,0.0,0.0,1
2020-05-22,6.0,6.0,1
2020-05-23,9.0,9.0,1
2020-05-24,2.0,2.0,1
2020-05-25,2.0,2.0,1
2020-05-26,4.0,4.0,1
2020-05-27,0.0,0.0,1
2020-05-28,4.0,4.0,1
2020-05-29,0.0,0.0,1
2020-05-30,2.0,2.0,1
2020-05-31,7.0,7.0,1
2020-06-01,4.0,4.0,1
2020-06-02,4.0,4.0,1
2020-06-03,2.0,2.0,1
2020-06-04,2.0,2.0,1
2020-06-05,0.0,0.0,1
2020-06-06,0.0,0.0,1
2020-06-07,2.0,2.0,1
2020-06-08,4.0,4.0,1
2020-06-09,2.0,2.0,1
2020-06-10,2.0,2.0,1
2020-06-11,4.0,4.0,1
2020-06-12,0.0,0.0,1
2020-06-13,2.0,2.0,1
2020-06-14,4.0,4.0,1
2020-06-15,4.0,4.0,1
2020-06-16,2.0,2.0,1
2020-06-17,2.0,2.0,1
2020-06-18,2.0,2.0,1
2020-06-19,2.0,2.0,1
2020-06-20,7.0,7.0,1
2020-06-21,2.0,2.0,1
2020-06-22,0.0,0.0,1
2020-06-23,4.0,4.0,1
2020-06-24,4.0,4.0,1
2020-06-25,4.0,4.0,1
2020-06-26,6.0,6.0,1
2020-06-27,11.0,11.0,1
2020-06-28,6.0,6.0,1
2020-06-29,0.0,0.0,1
2020-06-30,6.0,6.0,1
2020-07-01,0.0,0.0,1
2020-07-02,0.0,0.0,1
2020-07-03,0.0,0.0,1
2020-07-04,2.0,2.0,1
2020-07-05,2.0,2.0,1
2020-07-06,8.0,8.0,1
2020-07-07,4.0,4.0,1
2020-07-08,4.0,4.0,1
2020-07-09,0.0,0.0,1
2020-07-10,2.0,2.0,1
2020-07-11,0.0,0.0,1
2020-07-12,5.0,5.0,1
