date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,5.0,5.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,4.0,4.0,1
2020-02-06,0.0,0.0,1
2020-02-07,4.0,4.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,4.0,4.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,4.0,4.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,11.0,11.0,1
2020-02-25,16.0,16.0,1
2020-02-26,7.0,7.0,1
2020-02-27,24.0,24.0,1
2020-02-28,8.0,8.0,1
2020-02-29,13.0,13.0,1
2020-03-01,4.0,4.0,1
2020-03-02,7.0,7.0,1
2020-03-03,3.0,3.0,1
2020-03-04,14.0,14.0,1
2020-03-05,4.0,4.0,1
2020-03-06,11.0,11.0,1
2020-03-07,13.0,13.0,1
2020-03-08,37.0,37.0,1
2020-03-09,14.0,14.0,1
2020-03-10,21.0,21.0,1
2020-03-11,17.0,17.0,1
2020-03-12,53.0,53.0,1
2020-03-13,33.0,33.0,1
2020-03-14,44.0,44.0,1
2020-03-15,54.0,54.0,1
2020-03-16,55.0,55.0,1
2020-03-17,97.0,97.0,1
2020-03-18,100.0,100.0,1
2020-03-19,31.0,31.0,1
2020-03-20,42.0,42.0,1
2020-03-21,29.0,29.0,1
2020-03-22,8.0,8.0,1
2020-03-23,25.0,25.0,1
2020-03-24,14.0,14.0,1
2020-03-25,14.0,14.0,1
2020-03-26,10.0,10.0,1
2020-03-27,23.0,23.0,1
2020-03-28,33.0,33.0,1
2020-03-29,28.0,28.0,1
2020-03-30,25.0,25.0,1
2020-03-31,29.0,29.0,1
2020-04-01,16.0,16.0,1
2020-04-02,7.0,7.0,1
2020-04-03,18.0,18.0,1
2020-04-04,28.0,28.0,1
2020-04-05,0.0,0.0,1
2020-04-06,10.0,10.0,1
2020-04-07,27.0,27.0,1
2020-04-08,17.0,17.0,1
2020-04-09,10.0,10.0,1
2020-04-10,4.0,4.0,1
2020-04-11,24.0,24.0,1
2020-04-12,25.0,25.0,1
2020-04-13,26.0,26.0,1
2020-04-14,16.0,16.0,1
2020-04-15,31.0,31.0,1
2020-04-16,21.0,21.0,1
2020-04-17,22.0,22.0,1
2020-04-18,20.0,20.0,1
2020-04-19,27.0,27.0,1
2020-04-20,15.0,15.0,1
2020-04-21,9.0,9.0,1
2020-04-22,22.0,22.0,1
2020-04-23,28.0,28.0,1
2020-04-24,16.0,16.0,1
2020-04-25,23.0,23.0,1
2020-04-26,11.0,11.0,1
2020-04-27,19.0,19.0,1
2020-04-28,16.0,16.0,1
2020-04-29,21.0,21.0,1
2020-04-30,3.0,3.0,1
2020-05-01,29.0,29.0,1
2020-05-02,28.0,28.0,1
2020-05-03,16.0,16.0,1
2020-05-04,18.0,18.0,1
2020-05-05,20.0,20.0,1
2020-05-06,3.0,3.0,1
2020-05-07,16.0,16.0,1
2020-05-08,13.0,13.0,1
2020-05-09,12.0,12.0,1
2020-05-10,8.0,8.0,1
2020-05-11,6.0,6.0,1
2020-05-12,6.0,6.0,1
2020-05-13,12.0,12.0,1
2020-05-14,16.0,16.0,1
2020-05-15,10.0,10.0,1
2020-05-16,13.0,13.0,1
2020-05-17,26.0,26.0,1
2020-05-18,23.0,23.0,1
2020-05-19,13.0,13.0,1
2020-05-20,19.0,19.0,1
2020-05-21,13.0,13.0,1
2020-05-22,24.0,24.0,1
2020-05-23,14.0,14.0,1
2020-05-24,40.0,40.0,1
2020-05-25,10.0,10.0,1
2020-05-26,23.0,23.0,1
2020-05-27,7.0,7.0,1
2020-05-28,10.0,10.0,1
2020-05-29,21.0,21.0,1
2020-05-30,13.0,13.0,1
2020-05-31,28.0,28.0,1
2020-06-01,16.0,16.0,1
2020-06-02,0.0,0.0,1
2020-06-03,11.0,11.0,1
2020-06-04,11.0,11.0,1
2020-06-05,10.0,10.0,1
2020-06-06,21.0,21.0,1
2020-06-07,4.0,4.0,1
2020-06-08,15.0,15.0,1
2020-06-09,25.0,25.0,1
2020-06-10,8.0,8.0,1
2020-06-11,7.0,7.0,1
2020-06-12,10.0,10.0,1
2020-06-13,17.0,17.0,1
2020-06-14,12.0,12.0,1
2020-06-15,19.0,19.0,1
2020-06-16,9.0,9.0,1
2020-06-17,3.0,3.0,1
2020-06-18,3.0,3.0,1
2020-06-19,14.0,14.0,1
2020-06-20,16.0,16.0,1
2020-06-21,9.0,9.0,1
2020-06-22,10.0,10.0,1
2020-06-23,19.0,19.0,1
2020-06-24,30.0,30.0,1
2020-06-25,0.0,0.0,1
2020-06-26,14.0,14.0,1
2020-06-27,17.0,17.0,1
2020-06-28,25.0,25.0,1
2020-06-29,20.0,20.0,1
2020-06-30,13.0,13.0,1
2020-07-01,10.0,10.0,1
2020-07-02,17.0,17.0,1
2020-07-03,21.0,21.0,1
2020-07-04,13.0,13.0,1
2020-07-05,26.0,26.0,1
2020-07-06,13.0,13.0,1
2020-07-07,7.0,7.0,1
2020-07-08,11.0,11.0,1
2020-07-09,14.0,14.0,1
2020-07-10,19.0,19.0,1
2020-07-11,23.0,23.0,1
2020-07-12,32.0,32.0,1
2020-07-13,11.0,11.0,1
2020-07-14,45.0,45.0,1
2020-07-15,34.0,34.0,1
2020-07-16,37.0,37.0,1
2020-07-17,16.0,16.0,1
2020-07-18,5.0,5.0,1
2020-07-19,23.0,23.0,1
2020-07-20,35.0,35.0,1
2020-07-21,36.0,36.0,1
2020-07-22,7.0,7.0,1
2020-07-23,11.0,11.0,1
2020-07-24,16.0,16.0,1
2020-07-25,13.0,13.0,1
2020-07-26,4.0,4.0,1
2020-07-27,14.0,14.0,1
2020-07-28,18.0,18.0,1
2020-07-29,19.0,19.0,1
2020-07-30,33.0,33.0,1
2020-07-31,19.0,19.0,1
2020-08-01,22.0,22.0,1
2020-08-02,13.0,13.0,1
2020-08-03,39.0,39.0,1
2020-08-04,25.0,25.0,1
2020-08-05,29.0,29.0,1
2020-08-06,40.0,40.0,1
2020-08-07,19.0,19.0,1
2020-08-08,22.0,22.0,1
2020-08-09,22.0,22.0,1
2020-08-10,17.0,17.0,1
2020-08-11,46.0,46.0,1
2020-08-12,35.0,35.0,1
2020-08-13,18.0,18.0,1
2020-08-14,11.0,11.0,1
2020-08-15,13.0,13.0,1
2020-08-16,33.0,33.0,1
2020-08-17,18.0,18.0,1
2020-08-18,21.0,21.0,1
2020-08-19,29.0,29.0,1
2020-08-20,35.0,35.0,1
2020-08-21,38.0,38.0,1
2020-08-22,18.0,18.0,1
2020-08-23,18.0,18.0,1
2020-08-24,15.0,15.0,1
2020-08-25,15.0,15.0,1
2020-08-26,8.0,8.0,1
2020-08-27,19.0,19.0,1
2020-08-28,23.0,23.0,1
2020-08-29,22.0,22.0,1
2020-08-30,9.0,9.0,1
2020-08-31,7.0,7.0,1
2020-09-01,21.0,21.0,1
2020-09-02,18.0,18.0,1
2020-09-03,7.0,7.0,1
2020-09-04,22.0,22.0,1
2020-09-05,22.0,22.0,1
2020-09-06,31.0,31.0,1
2020-09-07,7.0,7.0,1
2020-09-08,7.0,7.0,1
2020-09-09,25.0,25.0,1
2020-09-10,29.0,29.0,1
2020-09-11,22.0,22.0,1
2020-09-12,26.0,26.0,1
2020-09-13,30.0,30.0,1
2020-09-14,34.0,34.0,1
2020-09-15,24.0,24.0,1
2020-09-16,21.0,21.0,1
2020-09-17,28.0,28.0,1
2020-09-18,28.0,28.0,1
2020-09-19,16.0,16.0,1
2020-09-20,25.0,25.0,1
2020-09-21,3.0,3.0,1
2020-09-22,14.0,14.0,1
2020-09-23,28.0,28.0,1
2020-09-24,0.0,0.0,1
2020-09-25,15.0,15.0,1
2020-09-26,34.0,34.0,1
2020-09-27,4.0,4.0,1
2020-09-28,28.0,28.0,1
2020-09-29,11.0,11.0,1
2020-09-30,29.0,29.0,1
2020-10-01,21.0,21.0,1
2020-10-02,11.0,11.0,1
2020-10-03,30.0,30.0,1
2020-10-04,12.0,12.0,1
2020-10-05,8.0,8.0,1
2020-10-06,21.0,21.0,1
2020-10-07,25.0,25.0,1
2020-10-08,7.0,7.0,1
2020-10-09,28.0,28.0,1
2020-10-10,9.0,9.0,1
2020-10-11,31.0,31.0,1
2020-10-12,38.0,38.0,1
2020-10-13,19.0,19.0,1
2020-10-14,19.0,19.0,1
2020-10-15,42.0,42.0,1
2020-10-16,40.0,40.0,1
2020-10-17,18.0,18.0,1
2020-10-18,48.0,48.0,1
2020-10-19,51.0,51.0,1
2020-10-20,21.0,21.0,1
2020-10-21,47.0,47.0,1
2020-10-22,19.0,19.0,1
2020-10-23,19.0,19.0,1
2020-10-24,34.0,34.0,1
2020-10-25,20.0,20.0,1
2020-10-26,37.0,37.0,1
2020-10-27,41.0,41.0,1
2020-09-28,4.0,4.0,2
2020-09-29,2.0,2.0,2
2020-09-30,4.0,4.0,2
2020-10-01,4.0,4.0,2
2020-10-02,2.0,2.0,2
