date,/m/01cdt5_0,/m/01cdt5,batch_id
2020-02-01,17.0,17.0,1
2020-02-02,0.0,0.0,1
2020-02-03,40.0,40.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,31.0,31.0,1
2020-02-07,15.0,15.0,1
2020-02-08,16.0,16.0,1
2020-02-09,14.0,14.0,1
2020-02-10,28.0,28.0,1
2020-02-11,14.0,14.0,1
2020-02-12,30.0,30.0,1
2020-02-13,0.0,0.0,1
2020-02-14,16.0,16.0,1
2020-02-15,0.0,0.0,1
2020-02-16,16.0,16.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,43.0,43.0,1
2020-02-20,0.0,0.0,1
2020-02-21,15.0,15.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,58.0,58.0,1
2020-02-25,14.0,14.0,1
2020-02-26,0.0,0.0,1
2020-02-27,0.0,0.0,1
2020-02-28,0.0,0.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,14.0,14.0,1
2020-03-03,44.0,44.0,1
2020-03-04,29.0,29.0,1
2020-03-05,15.0,15.0,1
2020-03-06,15.0,15.0,1
2020-03-07,16.0,16.0,1
2020-03-08,31.0,31.0,1
2020-03-09,0.0,0.0,1
2020-03-10,0.0,0.0,1
2020-03-11,55.0,55.0,1
2020-03-12,85.0,85.0,1
2020-03-13,14.0,14.0,1
2020-03-14,47.0,47.0,1
2020-03-15,47.0,47.0,1
2020-03-16,68.0,68.0,1
2020-03-17,43.0,43.0,1
2020-03-18,27.0,27.0,1
2020-03-19,57.0,57.0,1
2020-03-20,69.0,69.0,1
2020-03-21,15.0,15.0,1
2020-03-22,48.0,48.0,1
2020-03-23,62.0,62.0,1
2020-03-24,39.0,39.0,1
2020-03-25,55.0,55.0,1
2020-03-26,83.0,83.0,1
2020-03-27,100.0,100.0,1
2020-03-28,29.0,29.0,1
2020-03-29,44.0,44.0,1
2020-03-30,65.0,65.0,1
2020-03-31,39.0,39.0,1
2020-04-01,0.0,0.0,1
2020-04-02,26.0,26.0,1
2020-04-03,40.0,40.0,1
2020-04-04,29.0,29.0,1
2020-04-05,28.0,28.0,1
2020-04-06,65.0,65.0,1
2020-04-07,27.0,27.0,1
2020-04-08,42.0,42.0,1
2020-04-09,56.0,56.0,1
2020-04-10,14.0,14.0,1
2020-04-11,16.0,16.0,1
2020-04-12,28.0,28.0,1
2020-04-13,15.0,15.0,1
2020-04-14,28.0,28.0,1
2020-04-15,14.0,14.0,1
2020-04-16,27.0,27.0,1
2020-04-17,0.0,0.0,1
2020-04-18,14.0,14.0,1
2020-04-19,15.0,15.0,1
2020-04-20,53.0,53.0,1
2020-04-21,13.0,13.0,1
2020-04-22,0.0,0.0,1
2020-04-23,52.0,52.0,1
2020-04-24,0.0,0.0,1
2020-04-25,0.0,0.0,1
2020-04-26,42.0,42.0,1
2020-04-27,13.0,13.0,1
2020-04-28,13.0,13.0,1
2020-04-29,12.0,12.0,1
2020-04-30,36.0,36.0,1
2020-05-01,13.0,13.0,1
2020-05-02,44.0,44.0,1
2020-05-03,30.0,30.0,1
2020-05-04,43.0,43.0,1
2020-05-05,35.0,35.0,1
2020-05-06,13.0,13.0,1
2020-05-07,13.0,13.0,1
2020-05-08,14.0,14.0,1
2020-05-09,32.0,32.0,1
2020-05-10,14.0,14.0,1
2020-05-11,13.0,13.0,1
2020-05-12,39.0,39.0,1
2020-05-13,13.0,13.0,1
2020-05-14,0.0,0.0,1
2020-05-15,13.0,13.0,1
2020-05-16,15.0,15.0,1
2020-05-17,43.0,43.0,1
2020-05-18,64.0,64.0,1
2020-05-19,0.0,0.0,1
2020-05-20,55.0,55.0,1
2020-05-21,13.0,13.0,1
2020-05-22,13.0,13.0,1
2020-05-23,14.0,14.0,1
2020-05-24,0.0,0.0,1
2020-05-25,27.0,27.0,1
2020-05-26,0.0,0.0,1
2020-05-27,0.0,0.0,1
2020-05-28,0.0,0.0,1
2020-05-29,15.0,15.0,1
2020-05-30,0.0,0.0,1
2020-05-31,17.0,17.0,1
2020-06-01,0.0,0.0,1
2020-06-02,0.0,0.0,1
2020-06-03,37.0,37.0,1
2020-06-04,12.0,12.0,1
2020-06-05,0.0,0.0,1
2020-06-06,14.0,14.0,1
2020-06-07,15.0,15.0,1
2020-06-08,0.0,0.0,1
2020-06-09,63.0,63.0,1
2020-06-10,0.0,0.0,1
2020-06-11,13.0,13.0,1
2020-06-12,42.0,42.0,1
2020-06-13,16.0,16.0,1
2020-06-14,46.0,46.0,1
2020-06-15,0.0,0.0,1
2020-06-16,0.0,0.0,1
2020-06-17,13.0,13.0,1
2020-06-18,13.0,13.0,1
