date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,15.0,15.0,1.0
2020-02-02,14.0,14.0,1.0
2020-02-03,13.0,13.0,1.0
2020-02-04,11.0,11.0,1.0
2020-02-05,9.0,9.0,1.0
2020-02-06,11.0,11.0,1.0
2020-02-07,8.0,8.0,1.0
2020-02-08,13.0,13.0,1.0
2020-02-09,10.0,10.0,1.0
2020-02-10,12.0,12.0,1.0
2020-02-11,12.0,12.0,1.0
2020-02-12,9.0,9.0,1.0
2020-02-13,9.0,9.0,1.0
2020-02-14,7.0,7.0,1.0
2020-02-15,9.0,9.0,1.0
2020-02-16,8.0,8.0,1.0
2020-02-17,5.0,5.0,1.0
2020-02-18,9.0,9.0,1.0
2020-02-19,7.0,7.0,1.0
2020-02-20,5.0,5.0,1.0
2020-02-21,5.0,5.0,1.0
2020-02-22,16.0,16.0,1.0
2020-02-23,20.0,20.0,1.0
2020-02-24,29.0,29.0,1.0
2020-02-25,34.0,34.0,1.0
2020-02-26,32.0,32.0,1.0
2020-02-27,23.0,23.0,1.0
2020-02-28,49.0,49.0,1.0
2020-02-29,42.0,42.0,1.0
2020-03-01,45.0,45.0,1.0
2020-03-02,33.0,33.0,1.0
2020-03-03,40.0,40.0,1.0
2020-03-04,37.0,37.0,1.0
2020-03-05,34.0,34.0,1.0
2020-03-06,34.0,34.0,1.0
2020-03-07,38.0,38.0,1.0
2020-03-08,30.0,30.0,1.0
2020-03-09,29.0,29.0,1.0
2020-03-10,45.0,45.0,1.0
2020-03-11,48.0,48.0,1.0
2020-03-12,72.0,72.0,1.0
2020-03-13,77.0,77.0,1.0
2020-03-14,100.0,100.0,1.0
2020-03-15,77.0,77.0,1.0
2020-03-16,88.0,88.0,1.0
2020-03-17,75.0,75.0,1.0
2020-03-18,73.0,73.0,1.0
2020-03-19,62.0,62.0,1.0
2020-03-20,54.0,54.0,1.0
2020-03-21,53.0,53.0,1.0
2020-03-22,50.0,50.0,1.0
2020-03-23,41.0,41.0,1.0
2020-03-24,53.0,53.0,1.0
2020-03-25,44.0,44.0,1.0
2020-03-26,44.0,44.0,1.0
2020-03-27,37.0,37.0,1.0
2020-03-28,33.0,33.0,1.0
2020-03-29,36.0,36.0,1.0
2020-03-30,31.0,31.0,1.0
2020-03-31,28.0,28.0,1.0
2020-04-01,18.0,18.0,1.0
2020-04-02,27.0,27.0,1.0
2020-04-03,31.0,31.0,1.0
2020-04-04,31.0,31.0,1.0
2020-04-05,24.0,24.0,1.0
2020-04-06,19.0,19.0,1.0
2020-04-07,20.0,20.0,1.0
2020-04-08,24.0,24.0,1.0
2020-04-09,16.0,16.0,1.0
2020-04-10,18.0,18.0,1.0
2020-04-11,14.0,14.0,1.0
2020-04-12,18.0,18.0,1.0
2020-04-13,18.0,18.0,1.0
2020-04-14,12.0,12.0,1.0
2020-04-15,14.0,14.0,1.0
2020-04-16,15.0,15.0,1.0
