date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,7.0,7.0,1
2020-02-02,12.0,12.0,1
2020-02-03,9.0,9.0,1
2020-02-04,10.0,10.0,1
2020-02-05,11.0,11.0,1
2020-02-06,14.0,14.0,1
2020-02-07,3.0,3.0,1
2020-02-08,3.0,3.0,1
2020-02-09,9.0,9.0,1
2020-02-10,7.0,7.0,1
2020-02-11,10.0,10.0,1
2020-02-12,3.0,3.0,1
2020-02-13,17.0,17.0,1
2020-02-14,11.0,11.0,1
2020-02-15,20.0,20.0,1
2020-02-16,6.0,6.0,1
2020-02-17,21.0,21.0,1
2020-02-18,8.0,8.0,1
2020-02-19,10.0,10.0,1
2020-02-20,8.0,8.0,1
2020-02-21,3.0,3.0,1
2020-02-22,0.0,0.0,1
2020-02-23,3.0,3.0,1
2020-02-24,3.0,3.0,1
2020-02-25,13.0,13.0,1
2020-02-26,7.0,7.0,1
2020-02-27,10.0,10.0,1
2020-02-28,5.0,5.0,1
2020-02-29,6.0,6.0,1
2020-03-01,3.0,3.0,1
2020-03-02,3.0,3.0,1
2020-03-03,2.0,2.0,1
2020-03-04,13.0,13.0,1
2020-03-05,10.0,10.0,1
2020-03-06,8.0,8.0,1
2020-03-07,6.0,6.0,1
2020-03-08,6.0,6.0,1
2020-03-09,5.0,5.0,1
2020-03-10,7.0,7.0,1
2020-03-11,10.0,10.0,1
2020-03-12,5.0,5.0,1
2020-03-13,8.0,8.0,1
2020-03-14,18.0,18.0,1
2020-03-15,31.0,31.0,1
2020-03-16,13.0,13.0,1
2020-03-17,100.0,100.0,1
2020-03-18,45.0,45.0,1
2020-03-19,19.0,19.0,1
2020-03-20,19.0,19.0,1
2020-03-21,14.0,14.0,1
2020-03-22,11.0,11.0,1
2020-03-23,45.0,45.0,1
2020-03-24,10.0,10.0,1
2020-03-25,15.0,15.0,1
2020-03-26,15.0,15.0,1
2020-03-27,5.0,5.0,1
2020-03-28,12.0,12.0,1
2020-03-29,6.0,6.0,1
2020-03-30,7.0,7.0,1
2020-03-31,0.0,0.0,1
2020-04-01,5.0,5.0,1
2020-04-02,13.0,13.0,1
2020-04-03,5.0,5.0,1
2020-04-04,3.0,3.0,1
2020-04-05,6.0,6.0,1
2020-04-06,5.0,5.0,1
2020-04-07,0.0,0.0,1
2020-04-08,3.0,3.0,1
2020-04-09,3.0,3.0,1
2020-04-10,3.0,3.0,1
2020-04-11,0.0,0.0,1
