date,/m/05w_j_0,/m/05w_j,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,8.0,8.0,1
2020-02-04,9.0,9.0,1
2020-02-05,14.0,14.0,1
2020-02-06,5.0,5.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,5.0,5.0,1
2020-02-10,4.0,4.0,1
2020-02-11,14.0,14.0,1
2020-02-12,9.0,9.0,1
2020-02-13,5.0,5.0,1
2020-02-14,10.0,10.0,1
2020-02-15,11.0,11.0,1
2020-02-16,5.0,5.0,1
2020-02-17,14.0,14.0,1
2020-02-18,0.0,0.0,1
2020-02-19,14.0,14.0,1
2020-02-20,5.0,5.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,9.0,9.0,1
2020-02-25,9.0,9.0,1
2020-02-26,9.0,9.0,1
2020-02-27,4.0,4.0,1
2020-02-28,14.0,14.0,1
2020-02-29,5.0,5.0,1
2020-03-01,5.0,5.0,1
2020-03-02,13.0,13.0,1
2020-03-03,13.0,13.0,1
2020-03-04,27.0,27.0,1
2020-03-05,9.0,9.0,1
2020-03-06,14.0,14.0,1
2020-03-07,5.0,5.0,1
2020-03-08,5.0,5.0,1
2020-03-09,18.0,18.0,1
2020-03-10,30.0,30.0,1
2020-03-11,18.0,18.0,1
2020-03-12,22.0,22.0,1
2020-03-13,23.0,23.0,1
2020-03-14,15.0,15.0,1
2020-03-15,10.0,10.0,1
2020-03-16,17.0,17.0,1
2020-03-17,4.0,4.0,1
2020-03-18,13.0,13.0,1
2020-03-19,9.0,9.0,1
2020-03-20,8.0,8.0,1
2020-03-21,24.0,24.0,1
2020-03-22,18.0,18.0,1
2020-03-23,37.0,37.0,1
2020-03-24,24.0,24.0,1
2020-03-25,23.0,23.0,1
2020-03-26,4.0,4.0,1
2020-03-27,4.0,4.0,1
2020-03-28,15.0,15.0,1
2020-03-29,26.0,26.0,1
2020-03-30,19.0,19.0,1
2020-03-31,4.0,4.0,1
2020-04-01,20.0,20.0,1
2020-04-02,12.0,12.0,1
2020-04-03,4.0,4.0,1
2020-04-04,10.0,10.0,1
2020-04-05,27.0,27.0,1
2020-04-06,12.0,12.0,1
2020-04-07,21.0,21.0,1
2020-04-08,9.0,9.0,1
2020-04-09,4.0,4.0,1
2020-04-10,5.0,5.0,1
2020-04-11,5.0,5.0,1
2020-04-12,10.0,10.0,1
2020-04-13,5.0,5.0,1
2020-04-14,16.0,16.0,1
2020-04-15,27.0,27.0,1
2020-04-16,32.0,32.0,1
2020-04-17,30.0,30.0,1
2020-04-18,21.0,21.0,1
2020-04-19,31.0,31.0,1
2020-04-20,32.0,32.0,1
2020-04-21,33.0,33.0,1
2020-04-22,30.0,30.0,1
2020-04-23,42.0,42.0,1
2020-04-24,22.0,22.0,1
2020-04-25,25.0,25.0,1
