date,/m/02gy9__0,/m/02gy9_,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,48.0,48.0,1
2020-02-03,43.0,43.0,1
2020-02-04,48.0,48.0,1
2020-02-05,16.0,16.0,1
2020-02-06,17.0,17.0,1
2020-02-07,50.0,50.0,1
2020-02-08,16.0,16.0,1
2020-02-09,61.0,61.0,1
2020-02-10,15.0,15.0,1
2020-02-11,31.0,31.0,1
2020-02-12,47.0,47.0,1
2020-02-13,0.0,0.0,1
2020-02-14,16.0,16.0,1
2020-02-15,35.0,35.0,1
2020-02-16,16.0,16.0,1
2020-02-17,32.0,32.0,1
2020-02-18,15.0,15.0,1
2020-02-19,16.0,16.0,1
2020-02-20,0.0,0.0,1
2020-02-21,17.0,17.0,1
2020-02-22,55.0,55.0,1
2020-02-23,51.0,51.0,1
2020-02-24,63.0,63.0,1
2020-02-25,16.0,16.0,1
2020-02-26,15.0,15.0,1
2020-02-27,31.0,31.0,1
2020-02-28,62.0,62.0,1
2020-02-29,33.0,33.0,1
2020-03-01,15.0,15.0,1
2020-03-02,15.0,15.0,1
2020-03-03,15.0,15.0,1
2020-03-04,29.0,29.0,1
2020-03-05,60.0,60.0,1
2020-03-06,15.0,15.0,1
2020-03-07,17.0,17.0,1
2020-03-08,15.0,15.0,1
2020-03-09,15.0,15.0,1
2020-03-10,30.0,30.0,1
2020-03-11,59.0,59.0,1
2020-03-12,29.0,29.0,1
2020-03-13,49.0,49.0,1
2020-03-14,65.0,65.0,1
2020-03-15,100.0,100.0,1
2020-03-16,38.0,38.0,1
2020-03-17,38.0,38.0,1
2020-03-18,14.0,14.0,1
2020-03-19,14.0,14.0,1
2020-03-20,41.0,41.0,1
2020-03-21,74.0,74.0,1
2020-03-22,43.0,43.0,1
2020-03-23,48.0,48.0,1
2020-03-24,52.0,52.0,1
2020-03-25,63.0,63.0,1
2020-03-26,64.0,64.0,1
2020-03-27,99.0,99.0,1
2020-03-28,44.0,44.0,1
2020-03-29,99.0,99.0,1
2020-03-30,49.0,49.0,1
2020-03-31,49.0,49.0,1
2020-04-01,13.0,13.0,1
2020-04-02,75.0,75.0,1
2020-04-03,38.0,38.0,1
2020-04-04,61.0,61.0,1
2020-04-05,77.0,77.0,1
2020-04-06,23.0,23.0,1
2020-04-07,36.0,36.0,1
2020-04-08,90.0,90.0,1
2020-04-09,52.0,52.0,1
2020-04-10,67.0,67.0,1
2020-04-11,58.0,58.0,1
2020-04-12,74.0,74.0,1
2020-04-13,27.0,27.0,1
2020-04-14,13.0,13.0,1
2020-04-15,27.0,27.0,1
2020-04-16,40.0,40.0,1
2020-04-17,27.0,27.0,1
2020-04-18,15.0,15.0,1
2020-04-19,27.0,27.0,1
2020-04-20,25.0,25.0,1
2020-04-21,53.0,53.0,1
2020-04-22,14.0,14.0,1
2020-04-23,26.0,26.0,1
2020-04-24,41.0,41.0,1
2020-04-25,44.0,44.0,1
2020-04-26,30.0,30.0,1
2020-04-27,0.0,0.0,1
2020-04-28,24.0,24.0,1
2020-04-29,59.0,59.0,1
2020-04-30,68.0,68.0,1
2020-05-01,0.0,0.0,1
2020-05-02,13.0,13.0,1
2020-05-03,54.0,54.0,1
2020-05-04,24.0,24.0,1
2020-05-05,22.0,22.0,1
2020-05-06,0.0,0.0,1
2020-05-07,63.0,63.0,1
2020-05-08,26.0,26.0,1
2020-05-09,27.0,27.0,1
2020-05-10,40.0,40.0,1
2020-05-11,74.0,74.0,1
2020-05-12,40.0,40.0,1
2020-05-13,41.0,41.0,1
2020-05-14,27.0,27.0,1
2020-05-15,0.0,0.0,1
2020-05-16,35.0,35.0,1
2020-05-17,53.0,53.0,1
2020-05-18,14.0,14.0,1
2020-05-19,56.0,56.0,1
2020-05-20,0.0,0.0,1
2020-05-21,16.0,16.0,1
2020-05-22,43.0,43.0,1
2020-05-23,33.0,33.0,1
2020-05-24,68.0,68.0,1
2020-05-25,27.0,27.0,1
2020-05-26,27.0,27.0,1
2020-05-27,14.0,14.0,1
2020-05-28,13.0,13.0,1
2020-05-29,14.0,14.0,1
2020-05-30,17.0,17.0,1
2020-05-31,34.0,34.0,1
2020-06-01,57.0,57.0,1
2020-06-02,13.0,13.0,1
2020-06-03,37.0,37.0,1
2020-06-04,37.0,37.0,1
2020-06-05,0.0,0.0,1
2020-06-06,16.0,16.0,1
2020-06-07,48.0,48.0,1
2020-06-08,36.0,36.0,1
2020-06-09,13.0,13.0,1
2020-06-10,13.0,13.0,1
2020-06-11,39.0,39.0,1
2020-06-12,0.0,0.0,1
2020-06-13,0.0,0.0,1
2020-06-14,15.0,15.0,1
2020-06-15,0.0,0.0,1
2020-06-16,51.0,51.0,1
2020-06-17,54.0,54.0,1
2020-06-18,14.0,14.0,1
2020-06-19,29.0,29.0,1
2020-06-20,0.0,0.0,1
2020-06-21,0.0,0.0,1
2020-06-22,15.0,15.0,1
2020-06-23,30.0,30.0,1
2020-06-24,59.0,59.0,1
2020-06-25,0.0,0.0,1
2020-06-26,15.0,15.0,1
2020-06-27,31.0,31.0,1
2020-06-28,28.0,28.0,1
2020-06-29,28.0,28.0,1
2020-06-30,0.0,0.0,1
2020-07-01,27.0,27.0,1
2020-07-02,14.0,14.0,1
2020-07-03,0.0,0.0,1
2020-07-04,33.0,33.0,1
2020-07-05,0.0,0.0,1
