date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,4.761904761904762,0
2020-01-02,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966777408637874,0
2020-01-03,13.0,3.0,13.0,5.0,0.0,9.0,4.0,5.0,5.0,24.0,8.970099667774086,0
2020-01-04,0.0,3.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,1.9933554817275747,0
2020-01-05,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2148394241417497,0
2020-01-06,0.0,3.0,0.0,0.0,5.0,4.0,4.0,0.0,5.0,5.0,2.8792912513842746,0
2020-01-07,4.0,3.0,0.0,14.0,4.0,4.0,7.0,5.0,5.0,5.0,5.647840531561461,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,8.0,0.0,8.0,5.0,4.0,8.0,4.0,0.0,9.0,0.0,5.094130675526024,0
2020-01-10,4.0,6.0,8.0,9.0,9.0,4.0,7.0,5.0,0.0,9.0,6.755260243632337,0
2020-01-11,5.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,2.547065337763012,0
2020-01-12,9.0,3.0,9.0,10.0,0.0,0.0,4.0,10.0,10.0,0.0,6.0908084163898115,0
2020-01-13,8.0,6.0,0.0,4.0,12.0,4.0,0.0,13.0,4.0,12.0,6.976744186046512,0
2020-01-14,15.0,5.0,7.0,12.0,12.0,4.0,10.0,8.0,8.0,8.0,9.856035437430787,0
2020-01-15,8.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,3.2115171650055374,0
2020-01-16,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.7718715393134,0
2020-01-17,4.0,9.0,4.0,9.0,18.0,13.0,8.0,14.0,10.0,9.0,10.852713178294575,0
2020-01-18,5.0,10.0,5.0,5.0,0.0,5.0,8.0,5.0,0.0,0.0,4.761904761904762,0
2020-01-19,5.0,7.0,0.0,0.0,5.0,0.0,8.0,0.0,5.0,10.0,4.4296788482834994,0
2020-01-20,4.0,9.0,0.0,0.0,4.0,16.0,4.0,4.0,4.0,4.0,5.426356589147288,0
2020-01-21,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,9.0,4.0,3.2115171650055374,0
2020-01-22,8.0,3.0,4.0,9.0,0.0,8.0,0.0,9.0,5.0,4.0,5.537098560354375,0
2020-01-23,17.0,9.0,16.0,27.0,0.0,16.0,4.0,14.0,9.0,17.0,14.285714285714286,0
2020-01-24,17.0,19.0,17.0,23.0,32.0,21.0,11.0,19.0,23.0,18.0,22.1483942414175,0
2020-01-25,33.0,14.0,23.0,26.0,30.0,27.0,25.0,36.0,41.0,35.0,32.11517165005537,0
2020-01-26,0.0,13.0,22.0,20.0,19.0,9.0,12.0,15.0,35.0,10.0,17.165005537098562,0
2020-01-27,35.0,20.0,23.0,25.0,50.0,42.0,38.0,43.0,22.0,17.0,34.883720930232556,0
2020-01-28,20.0,18.0,8.0,9.0,17.0,16.0,7.0,18.0,18.0,4.0,14.950166112956811,0
2020-01-29,24.0,6.0,16.0,13.0,17.0,20.0,7.0,18.0,13.0,22.0,17.27574750830565,0
2020-01-30,25.0,15.0,16.0,18.0,13.0,12.0,18.0,9.0,27.0,18.0,18.936877076411964,0
2020-01-31,38.0,34.0,21.0,46.0,18.0,25.0,29.0,23.0,14.0,13.0,28.903654485049834,0
2020-02-01,14.0,17.0,14.0,15.0,14.0,23.0,20.0,20.0,20.0,15.0,19.047619047619047,0
2020-02-02,9.0,0.0,18.0,10.0,10.0,5.0,16.0,26.0,15.0,20.0,14.285714285714286,0
2020-02-03,15.0,8.0,11.0,4.0,8.0,11.0,10.0,0.0,0.0,8.0,8.305647840531561,0
2020-02-04,4.0,0.0,4.0,4.0,4.0,0.0,4.0,5.0,0.0,4.0,3.2115171650055374,0
2020-02-05,8.0,9.0,13.0,0.0,4.0,21.0,7.0,0.0,5.0,9.0,8.416389811738648,0
2020-02-06,4.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,5.0,4.0,3.654485049833887,0
2020-02-07,13.0,13.0,9.0,14.0,18.0,9.0,4.0,5.0,5.0,23.0,12.513842746400886,0
2020-02-08,5.0,10.0,5.0,10.0,15.0,5.0,8.0,10.0,16.0,15.0,10.963455149501662,0
2020-02-09,4.0,3.0,9.0,5.0,0.0,4.0,4.0,0.0,10.0,0.0,4.318936877076412,0
2020-02-10,0.0,0.0,4.0,13.0,4.0,4.0,4.0,4.0,13.0,8.0,5.980066445182724,0
2020-02-11,0.0,3.0,0.0,9.0,4.0,4.0,7.0,0.0,0.0,4.0,3.433001107419712,0
2020-02-12,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.208194905869324,0
2020-02-13,9.0,3.0,4.0,9.0,9.0,0.0,4.0,9.0,5.0,14.0,7.308970099667774,0
2020-02-14,4.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,0.0,0.0,2.436323366555925,0
2020-02-15,9.0,3.0,9.0,5.0,5.0,14.0,12.0,10.0,10.0,15.0,10.188261351052049,0
2020-02-16,4.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,5.0,0.0,2.547065337763012,0
2020-02-17,8.0,3.0,0.0,4.0,4.0,8.0,4.0,0.0,4.0,4.0,4.318936877076412,0
2020-02-18,4.0,6.0,8.0,0.0,9.0,4.0,7.0,5.0,0.0,4.0,5.204872646733112,0
2020-02-19,17.0,12.0,17.0,18.0,13.0,16.0,15.0,23.0,14.0,9.0,17.054263565891475,0
2020-02-20,4.0,3.0,8.0,5.0,4.0,0.0,7.0,5.0,9.0,4.0,5.426356589147288,0
2020-02-21,4.0,0.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,2.3255813953488373,0
2020-02-22,13.0,13.0,9.0,14.0,9.0,13.0,12.0,15.0,10.0,9.0,12.956810631229237,0
2020-02-23,5.0,7.0,9.0,0.0,14.0,4.0,12.0,0.0,5.0,5.0,6.755260243632337,0
2020-02-24,4.0,9.0,20.0,9.0,21.0,8.0,11.0,4.0,13.0,9.0,11.960132890365449,0
2020-02-25,16.0,12.0,12.0,4.0,34.0,12.0,7.0,22.0,26.0,17.0,17.940199335548172,0
2020-02-26,20.0,12.0,8.0,13.0,17.0,8.0,11.0,27.0,18.0,17.0,16.72203765227021,0
2020-02-27,12.0,21.0,28.0,26.0,17.0,12.0,32.0,14.0,22.0,34.0,24.14174972314507,0
2020-02-28,47.0,34.0,17.0,27.0,31.0,33.0,18.0,32.0,23.0,40.0,33.44407530454042,0
2020-02-29,40.0,16.0,26.0,29.0,23.0,22.0,23.0,29.0,15.0,19.0,26.79955703211517,0
2020-03-01,22.0,10.0,26.0,29.0,28.0,13.0,23.0,24.0,24.0,18.0,24.031007751937985,0
2020-03-02,28.0,9.0,16.0,26.0,17.0,27.0,21.0,22.0,43.0,21.0,25.47065337763012,0
2020-03-03,20.0,14.0,27.0,25.0,42.0,16.0,24.0,22.0,26.0,29.0,27.131782945736436,0
2020-03-04,8.0,9.0,4.0,9.0,8.0,8.0,7.0,4.0,4.0,17.0,8.637873754152825,0
2020-03-05,24.0,12.0,12.0,22.0,21.0,27.0,21.0,26.0,35.0,17.0,24.031007751937985,0
2020-03-06,8.0,9.0,13.0,27.0,18.0,17.0,19.0,14.0,23.0,18.0,18.383167220376524,0
2020-03-07,9.0,10.0,18.0,20.0,5.0,22.0,4.0,20.0,20.0,19.0,16.27906976744186,0
2020-03-08,44.0,13.0,39.0,33.0,56.0,30.0,42.0,53.0,43.0,42.0,43.74307862679956,0
2020-03-09,27.0,14.0,23.0,29.0,41.0,31.0,30.0,34.0,51.0,45.0,35.991140642303435,0
2020-03-10,27.0,31.0,19.0,30.0,37.0,34.0,27.0,21.0,30.0,28.0,31.450719822812847,0
2020-03-11,83.0,100.0,89.0,85.0,84.0,83.0,100.0,100.0,79.0,100.0,100.0,0
2020-03-12,100.0,63.0,100.0,100.0,87.0,100.0,49.0,83.0,77.0,94.0,94.46290143964563,0
2020-03-13,80.0,58.0,70.0,52.0,72.0,71.0,52.0,57.0,70.0,42.0,69.1029900332226,0
2020-03-14,77.0,57.0,54.0,89.0,100.0,58.0,75.0,100.0,69.0,95.0,85.71428571428572,0
2020-03-15,51.0,53.0,63.0,60.0,68.0,67.0,56.0,99.0,75.0,71.0,73.421926910299,0
2020-03-16,35.0,42.0,60.0,58.0,44.0,52.0,44.0,42.0,34.0,49.0,50.94130675526024,0
2020-03-17,57.0,44.0,60.0,73.0,48.0,67.0,47.0,50.0,70.0,40.0,61.57253599114065,0
2020-03-18,66.0,31.0,42.0,58.0,57.0,57.0,30.0,68.0,72.0,81.0,62.23698781838317,0
2020-03-19,56.0,23.0,39.0,47.0,50.0,51.0,38.0,61.0,30.0,54.0,49.72314507198228,0
2020-03-20,30.0,22.0,45.0,49.0,36.0,49.0,33.0,46.0,38.0,32.0,42.08194905869325,0
2020-03-21,22.0,26.0,26.0,34.0,43.0,35.0,20.0,39.0,49.0,47.0,37.76301218161684,0
2020-03-22,82.0,54.0,94.0,42.0,46.0,43.0,46.0,68.0,100.0,60.0,70.32115171650055,0
2020-03-23,39.0,26.0,31.0,27.0,34.0,14.0,12.0,43.0,35.0,30.0,32.22591362126246,0
2020-03-24,19.0,28.0,37.0,41.0,40.0,26.0,36.0,29.0,16.0,39.0,34.44075304540421,0
2020-03-25,34.0,30.0,38.0,24.0,40.0,33.0,20.0,42.0,33.0,56.0,38.75968992248062,0
2020-03-26,31.0,14.0,38.0,50.0,29.0,46.0,24.0,43.0,38.0,16.0,36.434108527131784,0
2020-03-27,26.0,25.0,15.0,33.0,28.0,22.0,30.0,21.0,21.0,36.0,28.460686600221486,0
2020-03-28,13.0,19.0,38.0,51.0,23.0,25.0,26.0,52.0,51.0,36.0,36.98781838316722,0
2020-03-29,26.0,16.0,17.0,38.0,28.0,21.0,11.0,24.0,29.0,23.0,25.802879291251386,0
2020-03-30,18.0,13.0,18.0,16.0,31.0,28.0,16.0,20.0,16.0,27.0,22.48062015503876,0
2020-03-31,29.0,16.0,14.0,24.0,35.0,25.0,19.0,16.0,40.0,27.0,27.131782945736436,0
2020-04-01,18.0,25.0,18.0,24.0,15.0,29.0,19.0,37.0,32.0,35.0,27.906976744186046,0
2020-04-02,22.0,19.0,36.0,28.0,31.0,32.0,16.0,24.0,28.0,23.0,28.68217054263566,0
2020-04-03,23.0,17.0,19.0,21.0,20.0,26.0,37.0,25.0,50.0,24.0,29.01439645625692,0
2020-04-04,0.0,13.0,9.0,14.0,5.0,4.0,11.0,19.0,29.0,18.0,13.510520487264674,0
2020-04-05,9.0,22.0,13.0,24.0,23.0,17.0,11.0,10.0,29.0,23.0,20.04429678848284,0
2020-04-06,27.0,17.0,12.0,30.0,37.0,38.0,24.0,17.0,43.0,21.0,29.457364341085274,0
2020-04-07,8.0,17.0,15.0,9.0,8.0,15.0,7.0,17.0,9.0,21.0,13.953488372093023,0
2020-04-08,8.0,6.0,8.0,13.0,21.0,8.0,7.0,4.0,9.0,17.0,11.184939091915837,0
2020-04-09,32.0,9.0,24.0,22.0,13.0,24.0,21.0,18.0,36.0,22.0,24.473975636766337,0
2020-04-10,18.0,10.0,13.0,34.0,14.0,4.0,12.0,20.0,20.0,24.0,18.715393133997782,0
2020-04-11,27.0,3.0,22.0,10.0,14.0,18.0,0.0,10.0,5.0,14.0,13.621262458471762,0
2020-04-12,4.0,6.0,0.0,9.0,9.0,8.0,4.0,19.0,19.0,13.0,10.077519379844961,0
2020-04-13,16.0,9.0,16.0,18.0,13.0,12.0,14.0,5.0,9.0,13.0,13.842746400885936,0
2020-04-14,18.0,8.0,18.0,8.0,12.0,11.0,19.0,16.0,28.0,12.0,16.611295681063122,0
2020-04-15,11.0,8.0,18.0,8.0,8.0,11.0,16.0,8.0,20.0,19.0,14.06423034330011,0
2020-04-16,7.0,14.0,15.0,8.0,4.0,15.0,3.0,8.0,16.0,12.0,11.295681063122922,0
2020-04-17,12.0,6.0,12.0,9.0,4.0,16.0,3.0,0.0,17.0,8.0,9.634551495016611,0
2020-04-18,26.0,13.0,0.0,5.0,18.0,9.0,15.0,5.0,5.0,14.0,12.181616832779623,0
2020-04-19,9.0,13.0,31.0,10.0,32.0,4.0,23.0,29.0,29.0,23.0,22.48062015503876,0
2020-04-20,0.0,8.0,11.0,4.0,16.0,0.0,0.0,4.0,8.0,8.0,6.533776301218162,0
