date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,0.0,20.0,19.0,23.0,0.0,0.0,39.0,39.0,0.0,17.456359102244388,0
2020-01-02,65.0,16.0,50.0,17.0,20.0,16.0,0.0,17.0,17.0,39.0,32.04488778054863,0
2020-01-03,22.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,26.0,12.718204488778053,0
2020-01-04,50.0,0.0,38.0,19.0,22.0,0.0,16.0,0.0,19.0,0.0,20.44887780548628,0
2020-01-05,25.0,0.0,19.0,19.0,44.0,18.0,0.0,19.0,37.0,15.0,24.438902743142148,0
2020-01-06,0.0,0.0,32.0,0.0,19.0,16.0,28.0,0.0,16.0,38.0,18.5785536159601,0
2020-01-07,41.0,0.0,32.0,0.0,55.0,47.0,0.0,15.0,0.0,12.0,25.18703241895262,0
2020-01-08,40.0,77.0,31.0,16.0,55.0,31.0,54.0,31.0,62.0,12.0,50.99750623441396,0
2020-01-09,0.0,0.0,16.0,16.0,0.0,0.0,28.0,0.0,32.0,12.0,12.967581047381545,0
2020-01-10,0.0,49.0,17.0,33.0,20.0,33.0,15.0,33.0,17.0,0.0,27.057356608478802,0
2020-01-11,24.0,18.0,56.0,0.0,44.0,37.0,32.0,18.0,37.0,29.0,36.78304239401496,0
2020-01-12,73.0,18.0,37.0,18.0,22.0,37.0,32.0,73.0,55.0,43.0,50.87281795511221,0
2020-01-13,38.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,11.0,10.099750623441397,0
2020-01-14,19.0,0.0,0.0,28.0,17.0,0.0,0.0,14.0,14.0,0.0,11.471321695760597,0
2020-01-15,21.0,0.0,16.0,16.0,0.0,0.0,0.0,31.0,16.0,0.0,12.468827930174562,0
2020-01-16,21.0,0.0,16.0,16.0,19.0,0.0,0.0,16.0,32.0,13.0,16.58354114713217,0
2020-01-17,22.0,34.0,17.0,0.0,0.0,34.0,0.0,0.0,17.0,0.0,15.461346633416458,0
2020-01-18,75.0,0.0,19.0,19.0,22.0,19.0,0.0,19.0,19.0,0.0,23.94014962593516,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,0.0,16.0,31.0,37.0,31.0,0.0,0.0,31.0,12.0,19.70074812967581,0
2020-01-21,0.0,32.0,0.0,0.0,0.0,16.0,14.0,32.0,16.0,25.0,16.83291770573566,0
2020-01-22,21.0,16.0,0.0,16.0,19.0,16.0,28.0,16.0,0.0,12.0,17.955112219451372,0
2020-01-23,84.0,32.0,49.0,32.0,19.0,32.0,28.0,48.0,48.0,0.0,46.384039900249384,0
2020-01-24,22.0,33.0,34.0,16.0,39.0,49.0,14.0,33.0,33.0,0.0,34.03990024937656,0
2020-01-25,25.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.855361596009975,0
2020-01-26,24.0,37.0,0.0,37.0,22.0,0.0,16.0,18.0,0.0,14.0,20.947630922693268,0
2020-01-27,20.0,0.0,31.0,15.0,18.0,15.0,27.0,15.0,31.0,0.0,21.44638403990025,0
2020-01-28,0.0,16.0,16.0,0.0,19.0,16.0,27.0,31.0,16.0,25.0,20.698254364089777,0
2020-01-29,42.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,9.226932668329177,0
2020-01-30,21.0,0.0,17.0,32.0,0.0,16.0,0.0,16.0,32.0,13.0,18.329177057356606,0
2020-01-31,0.0,17.0,17.0,16.0,0.0,32.0,14.0,16.0,0.0,0.0,13.96508728179551,0
2020-02-01,24.0,74.0,75.0,19.0,0.0,55.0,16.0,0.0,37.0,15.0,39.276807980049874,0
2020-02-02,0.0,56.0,0.0,38.0,22.0,19.0,16.0,19.0,38.0,15.0,27.805486284289277,0
2020-02-03,0.0,15.0,15.0,15.0,18.0,15.0,13.0,15.0,0.0,12.0,14.713216957605985,0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-05,21.0,16.0,0.0,0.0,19.0,16.0,0.0,49.0,16.0,38.0,21.820448877805486,0
2020-02-06,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,5.98503740648379,0
2020-02-07,22.0,17.0,17.0,0.0,0.0,0.0,15.0,17.0,0.0,13.0,12.59351620947631,0
2020-02-08,25.0,19.0,0.0,19.0,22.0,19.0,33.0,19.0,38.0,15.0,26.059850374064837,0
2020-02-09,24.0,53.0,18.0,0.0,21.0,36.0,0.0,18.0,0.0,14.0,22.942643391521194,0
2020-02-10,0.0,0.0,16.0,15.0,36.0,61.0,27.0,30.0,15.0,24.0,27.93017456359102,0
2020-02-11,41.0,0.0,16.0,31.0,18.0,15.0,13.0,0.0,16.0,48.0,24.688279301745634,0
