date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,0.0,52.0,16.0,65.0,43.0,23.0,0.0,22.0,18.0,18.0,31.806930693069308,0
2020-01-02,18.0,0.0,13.0,19.0,0.0,20.0,17.0,0.0,0.0,0.0,10.767326732673267,0
2020-01-03,18.0,22.0,0.0,0.0,36.0,20.0,17.0,19.0,0.0,31.0,20.173267326732674,0
2020-01-04,40.0,0.0,0.0,20.0,20.0,0.0,19.0,21.0,17.0,17.0,19.05940594059406,0
2020-01-05,40.0,48.0,14.0,0.0,0.0,0.0,19.0,20.0,34.0,0.0,21.65841584158416,0
2020-01-06,59.0,72.0,29.0,20.0,20.0,21.0,19.0,61.0,17.0,50.0,45.54455445544554,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,18.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.930693069306931,0
2020-01-09,55.0,22.0,13.0,37.0,55.0,0.0,35.0,38.0,32.0,31.0,39.35643564356436,0
2020-01-10,55.0,89.0,40.0,37.0,18.0,39.0,18.0,76.0,64.0,61.0,61.50990099009901,0
2020-01-11,0.0,49.0,0.0,20.0,20.0,0.0,19.0,0.0,0.0,0.0,13.366336633663368,0
2020-01-12,20.0,24.0,28.0,40.0,0.0,0.0,56.0,0.0,34.0,17.0,27.103960396039604,0
2020-01-13,0.0,0.0,12.0,0.0,33.0,18.0,16.0,17.0,14.0,14.0,15.346534653465348,0
2020-01-14,16.0,0.0,0.0,0.0,0.0,17.0,15.0,33.0,28.0,14.0,15.222772277227723,0
2020-01-15,35.0,21.0,13.0,0.0,18.0,19.0,0.0,0.0,15.0,29.0,18.564356435643564,0
2020-01-16,36.0,43.0,39.0,18.0,18.0,38.0,17.0,19.0,0.0,15.0,30.074257425742577,0
2020-01-17,0.0,0.0,27.0,37.0,18.0,20.0,17.0,56.0,16.0,15.0,25.495049504950497,0
2020-01-18,20.0,24.0,0.0,20.0,20.0,22.0,19.0,21.0,0.0,17.0,20.173267326732674,0
2020-01-19,60.0,24.0,0.0,0.0,20.0,0.0,38.0,41.0,35.0,17.0,29.084158415841586,0
2020-01-20,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.455445544554456,0
2020-01-21,0.0,21.0,13.0,0.0,0.0,19.0,17.0,18.0,0.0,0.0,10.891089108910894,0
2020-01-22,18.0,22.0,39.0,18.0,54.0,19.0,34.0,0.0,15.0,15.0,28.96039603960396,0
2020-01-23,18.0,22.0,0.0,18.0,18.0,0.0,34.0,18.0,31.0,30.0,23.39108910891089,0
2020-01-24,18.0,22.0,13.0,18.0,0.0,0.0,0.0,0.0,16.0,0.0,10.767326732673267,0
2020-01-25,0.0,49.0,15.0,41.0,20.0,44.0,0.0,0.0,35.0,17.0,27.351485148514854,0
2020-01-26,20.0,24.0,14.0,0.0,20.0,21.0,19.0,0.0,17.0,17.0,18.81188118811881,0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-28,0.0,65.0,26.0,0.0,36.0,19.0,17.0,37.0,31.0,30.0,32.301980198019805,0
2020-01-29,0.0,43.0,13.0,18.0,18.0,0.0,17.0,19.0,15.0,15.0,19.554455445544555,0
2020-01-30,54.0,44.0,26.0,36.0,36.0,0.0,17.0,19.0,31.0,0.0,32.54950495049505,0
2020-01-31,18.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,16.0,15.0,12.252475247524753,0
2020-02-01,0.0,24.0,14.0,20.0,20.0,43.0,38.0,21.0,52.0,0.0,28.712871287128714,0
2020-02-02,59.0,24.0,14.0,0.0,40.0,22.0,56.0,20.0,17.0,17.0,33.29207920792079,0
2020-02-03,0.0,0.0,0.0,0.0,17.0,18.0,0.0,17.0,0.0,14.0,8.16831683168317,0
2020-02-04,54.0,44.0,26.0,18.0,36.0,58.0,0.0,37.0,31.0,30.0,41.336633663366335,0
