date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,17.0,0.0,11.0,17.0,33.0,27.0,0.0,0.0,24.0,16.99604743083004,0
2020-01-02,23.0,0.0,15.0,8.0,0.0,0.0,10.0,17.0,10.0,18.0,13.306982872200262,0
2020-01-03,0.0,13.0,15.0,8.0,0.0,0.0,0.0,34.0,0.0,18.0,11.594202898550725,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,13.0,0.0,17.0,10.0,0.0,29.0,12.0,0.0,23.0,21.0,16.46903820816864,0
2020-01-06,22.0,13.0,14.0,0.0,25.0,12.0,10.0,0.0,20.0,35.0,19.89459815546772,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,11.0,26.0,57.0,17.0,0.0,12.0,40.0,49.0,10.0,71.0,38.6034255599473,0
2020-01-09,23.0,13.0,0.0,16.0,26.0,25.0,10.0,33.0,20.0,54.0,28.98550724637681,0
2020-01-10,0.0,27.0,0.0,9.0,26.0,13.0,0.0,51.0,21.0,37.0,24.24242424242424,0
2020-01-11,14.0,0.0,0.0,10.0,0.0,15.0,0.0,20.0,0.0,22.0,10.67193675889328,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,10.0,23.0,0.0,7.0,0.0,11.0,9.0,0.0,9.0,16.0,11.198945981554676,0
2020-01-14,0.0,0.0,0.0,0.0,11.0,0.0,9.0,15.0,9.0,16.0,7.905138339920948,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-16,23.0,13.0,44.0,25.0,26.0,51.0,10.0,17.0,0.0,18.0,29.907773386034254,0
2020-01-17,12.0,27.0,15.0,9.0,27.0,0.0,11.0,34.0,0.0,57.0,25.296442687747035,0
2020-01-18,28.0,16.0,18.0,0.0,31.0,30.0,0.0,0.0,12.0,0.0,17.786561264822133,0
2020-01-19,14.0,15.0,17.0,0.0,15.0,0.0,12.0,0.0,0.0,21.0,12.384716732542818,0
2020-01-20,22.0,0.0,0.0,8.0,38.0,12.0,0.0,16.0,10.0,36.0,18.708827404479578,0
2020-01-21,0.0,25.0,29.0,8.0,0.0,0.0,0.0,16.0,0.0,18.0,12.648221343873518,0
2020-01-22,11.0,26.0,15.0,25.0,26.0,0.0,0.0,33.0,0.0,55.0,25.164690382081687,0
2020-01-23,0.0,0.0,15.0,0.0,0.0,0.0,0.0,17.0,10.0,18.0,7.905138339920948,0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,10.0,0.0,7.378129117259552,0
2020-01-25,0.0,33.0,37.0,42.0,32.0,0.0,13.0,42.0,0.0,23.0,29.249011857707508,0
2020-01-26,14.0,16.0,17.0,10.0,31.0,0.0,0.0,0.0,0.0,22.0,14.492753623188404,0
2020-01-27,22.0,13.0,28.0,16.0,12.0,0.0,10.0,32.0,10.0,18.0,21.212121212121215,0
2020-01-28,35.0,26.0,14.0,0.0,0.0,38.0,0.0,17.0,10.0,36.0,23.18840579710145,0
2020-01-29,12.0,13.0,29.0,17.0,13.0,12.0,10.0,50.0,10.0,55.0,29.11725955204216,0
2020-01-30,23.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,10.0,0.0,7.1146245059288535,0
2020-01-31,0.0,0.0,15.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,5.006587615283267,0
2020-02-01,0.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,22.0,5.928853754940711,0
2020-02-02,13.0,15.0,17.0,10.0,0.0,0.0,0.0,19.0,23.0,21.0,15.546772068511197,0
2020-02-03,0.0,12.0,13.0,7.0,11.0,11.0,18.0,0.0,0.0,33.0,13.833992094861658,0
2020-02-04,0.0,13.0,14.0,0.0,0.0,12.0,0.0,33.0,10.0,36.0,15.546772068511197,0
2020-02-05,0.0,40.0,14.0,0.0,13.0,25.0,10.0,17.0,20.0,37.0,23.18840579710145,0
