date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,0.0,0.0,21.0,23.0,19.0,24.0,47.0,0.0,29.0,0.0,23.0225988700565,0.0
2020-01-02,0.0,0.0,0.0,20.0,17.0,20.0,0.0,22.0,0.0,0.0,11.15819209039548,0.0
2020-01-03,44.0,57.0,0.0,20.0,0.0,61.0,40.0,44.0,0.0,17.0,39.97175141242938,0.0
2020-01-04,0.0,63.0,20.0,21.0,55.0,44.0,44.0,0.0,27.0,56.0,46.61016949152543,0.0
2020-01-05,45.0,29.0,56.0,40.0,17.0,21.0,0.0,23.0,26.0,35.0,41.24293785310735,0.0
2020-01-06,24.0,61.0,19.0,21.0,35.0,22.0,43.0,47.0,53.0,18.0,48.44632768361581,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,21.0,27.0,17.0,19.0,0.0,0.0,0.0,21.0,24.0,16.0,20.480225988700568,0.0
2020-01-09,0.0,54.0,0.0,19.0,0.0,0.0,39.0,0.0,0.0,0.0,15.819209039548022,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,24.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,18.0,11.440677966101696,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,20.0,14.0,7.062146892655368,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.932203389830509,0.0
2020-01-16,0.0,27.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,11.440677966101696,0.0
2020-01-17,43.0,56.0,17.0,19.0,47.0,19.0,38.0,21.0,48.0,16.0,45.76271186440678,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,21.0,0.0,23.0,26.0,0.0,9.887005649717514,0.0
2020-01-19,0.0,0.0,0.0,0.0,17.0,0.0,0.0,23.0,0.0,17.0,8.05084745762712,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,22.0,15.0,7.768361581920904,0.0
2020-01-21,61.0,52.0,100.0,36.0,15.0,55.0,37.0,61.0,91.0,16.0,74.01129943502825,0.0
2020-01-22,41.0,26.0,33.0,18.0,15.0,18.0,0.0,41.0,23.0,30.0,34.6045197740113,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.68361581920904,0.0
2020-01-24,0.0,0.0,17.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,8.192090395480227,0.0
2020-01-25,47.0,60.0,19.0,20.0,34.0,0.0,0.0,23.0,0.0,17.0,31.073446327683616,0.0
2020-01-26,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.497175141242938,0.0
2020-01-27,40.0,51.0,0.0,17.0,15.0,18.0,18.0,20.0,44.0,15.0,33.61581920903955,0.0
2020-01-28,20.0,51.0,33.0,18.0,30.0,36.0,36.0,20.0,67.0,30.0,48.163841807909606,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,21.0,27.0,34.0,19.0,16.0,19.0,0.0,41.0,0.0,16.0,27.25988700564972,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,0.0,5.649717514124294,0.0
2020-02-01,24.0,31.0,0.0,21.0,0.0,43.0,0.0,24.0,27.0,19.0,26.694915254237287,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389830508474577,0.0
2020-02-04,40.0,0.0,16.0,17.0,15.0,36.0,36.0,0.0,67.0,15.0,34.18079096045198,0.0
2020-02-05,0.0,0.0,16.0,18.0,0.0,18.0,54.0,20.0,45.0,15.0,26.27118644067797,0.0
2020-02-06,42.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.474576271186441,0.0
2020-02-07,21.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,49.0,16.0,17.09039548022599,0.0
2020-02-08,25.0,32.0,20.0,0.0,18.0,22.0,0.0,0.0,28.0,0.0,20.480225988700568,0.0
2020-02-09,24.0,31.0,19.0,21.0,18.0,0.0,43.0,0.0,0.0,0.0,22.033898305084747,0.0
2020-02-10,0.0,26.0,32.0,0.0,30.0,35.0,18.0,0.0,22.0,15.0,25.141242937853107,0.0
2020-02-11,20.0,0.0,17.0,18.0,15.0,19.0,18.0,20.0,46.0,16.0,26.694915254237287,0.0
2020-02-12,62.0,26.0,34.0,54.0,31.0,19.0,76.0,0.0,23.0,48.0,52.68361581920904,0.0
2020-02-13,21.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,23.0,16.0,11.15819209039548,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,24.0,31.0,20.0,22.0,18.0,22.0,44.0,48.0,54.0,0.0,39.97175141242938,0.0
2020-02-17,21.0,27.0,17.0,54.0,0.0,37.0,19.0,41.0,46.0,47.0,43.64406779661017,0.0
2020-02-18,0.0,26.0,16.0,18.0,0.0,18.0,18.0,20.0,0.0,15.0,18.502824858757062,0.0
2020-02-19,20.0,26.0,17.0,36.0,0.0,0.0,55.0,21.0,69.0,47.0,41.10169491525424,0.0
2020-02-20,42.0,0.0,17.0,18.0,16.0,19.0,0.0,42.0,24.0,32.0,29.661016949152543,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,22.0,0.0,0.0,0.0,25.0,28.0,0.0,10.593220338983052,0.0
2020-02-23,24.0,91.0,19.0,42.0,18.0,22.0,21.0,48.0,27.0,0.0,44.067796610169495,0.0
2020-02-24,0.0,53.0,16.0,36.0,15.0,18.0,18.0,41.0,0.0,0.0,27.82485875706215,0.0
2020-02-25,20.0,26.0,16.0,17.0,0.0,36.0,0.0,0.0,0.0,30.0,20.480225988700568,0.0
2020-02-26,19.0,25.0,16.0,34.0,14.0,35.0,0.0,19.0,22.0,15.0,28.10734463276836,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,16.0,18.0,15.0,18.0,19.0,0.0,23.0,0.0,15.3954802259887,0.0
2020-02-29,24.0,0.0,19.0,21.0,18.0,21.0,0.0,0.0,27.0,36.0,23.446327683615824,0.0
2020-03-01,22.0,28.0,37.0,19.0,33.0,20.0,20.0,22.0,0.0,17.0,30.7909604519774,0.0
2020-03-02,0.0,0.0,16.0,17.0,0.0,0.0,18.0,0.0,0.0,15.0,9.322033898305085,0.0
2020-03-03,0.0,25.0,32.0,17.0,0.0,18.0,35.0,0.0,0.0,0.0,17.937853107344633,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,21.0,27.0,34.0,18.0,47.0,57.0,0.0,42.0,23.0,31.0,42.37288135593221,0.0
2020-03-06,62.0,52.0,17.0,35.0,15.0,18.0,36.0,20.0,0.0,15.0,38.13559322033898,0.0
2020-03-07,72.0,31.0,38.0,41.0,53.0,21.0,43.0,24.0,53.0,0.0,53.10734463276837,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,15.0,7.203389830508474,0.0
2020-03-10,0.0,26.0,33.0,0.0,30.0,55.0,18.0,20.0,0.0,0.0,25.706214689265536,0.0
2020-03-11,41.0,26.0,0.0,18.0,15.0,0.0,0.0,21.0,46.0,16.0,25.847457627118644,0.0
2020-03-12,40.0,26.0,16.0,18.0,15.0,36.0,0.0,20.0,23.0,0.0,27.401129943502823,0.0
2020-03-13,39.0,100.0,16.0,34.0,72.0,70.0,52.0,39.0,65.0,15.0,70.90395480225989,0.0
2020-03-14,23.0,60.0,19.0,0.0,0.0,42.0,42.0,23.0,0.0,18.0,32.06214689265537,0.0
2020-03-15,44.0,28.0,18.0,57.0,16.0,20.0,39.0,0.0,0.0,0.0,31.35593220338983,0.0
2020-03-16,76.0,49.0,15.0,100.0,56.0,69.0,34.0,19.0,21.0,58.0,70.19774011299435,0.0
2020-03-17,39.0,100.0,47.0,0.0,29.0,71.0,70.0,97.0,44.0,29.0,74.29378531073446,0.0
2020-03-18,39.0,25.0,16.0,17.0,29.0,35.0,52.0,19.0,43.0,15.0,40.960451977401135,0.0
2020-03-19,20.0,25.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.276836158192092,0.0
2020-03-20,0.0,77.0,49.0,18.0,45.0,36.0,18.0,20.0,46.0,15.0,45.76271186440678,0.0
2020-03-21,45.0,85.0,0.0,78.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2020-03-22,55.0,70.0,45.0,32.0,55.0,33.0,16.0,37.0,61.0,55.0,64.83050847457628,0.0
2020-03-23,33.0,0.0,54.0,29.0,13.0,30.0,15.0,50.0,19.0,25.0,37.85310734463277,0.0
2020-03-24,0.0,48.0,0.0,16.0,0.0,33.0,16.0,0.0,21.0,14.0,20.90395480225989,0.0
2020-03-25,37.0,72.0,30.0,16.0,28.0,50.0,50.0,19.0,0.0,14.0,44.63276836158192,0.0
2020-03-26,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,14.0,12.570621468926554,0.0
2020-03-27,18.0,47.0,30.0,16.0,41.0,33.0,33.0,18.0,0.0,41.0,39.12429378531073,0.0
2020-03-28,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.36723163841808,0.0
2020-03-29,21.0,54.0,50.0,36.0,0.0,37.0,19.0,0.0,46.0,16.0,39.40677966101695,0.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,17.0,17.0,37.0,21.0,14.0,14.97175141242938,0.0
2020-03-31,0.0,47.0,0.0,0.0,14.0,17.0,33.0,18.0,0.0,0.0,18.220338983050848,0.0
2020-04-01,0.0,0.0,0.0,16.0,27.0,33.0,33.0,18.0,41.0,28.0,27.683615819209045,0.0
2020-04-02,19.0,25.0,0.0,17.0,14.0,53.0,34.0,58.0,21.0,15.0,36.15819209039548,0.0
2020-04-03,100.0,77.0,32.0,71.0,30.0,18.0,54.0,100.0,23.0,30.0,75.56497175141243,0.0
