date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,0.0,0.0,56.0,0.0,0.0,53.0,56.0,0.0,54.0,0.0,30.672268907563023,0.0
2020-01-02,45.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,43.0,18.48739495798319,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,52.0,50.0,54.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,25.91036414565826,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,48.0,47.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,20.44817927170868,0.0
2020-01-11,0.0,0.0,0.0,0.0,56.0,0.0,55.0,0.0,0.0,0.0,15.546218487394956,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,43.0,43.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,17.92717086834734,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,45.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,44.0,19.047619047619047,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,47.0,0.0,100.0,100.0,100.0,0.0,100.0,54.0,47.0,48.0,83.47338935574228,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5826330532212864,0.0
