date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9675925925925926,0
2020-01-02,15.0,24.0,11.0,27.0,15.0,45.0,20.0,34.0,11.0,0.0,23.37962962962963,0
2020-01-03,15.0,24.0,22.0,13.0,31.0,45.0,58.0,34.0,43.0,46.0,38.31018518518518,0
2020-01-04,33.0,13.0,0.0,30.0,0.0,16.0,43.0,19.0,24.0,0.0,20.60185185185185,0
2020-01-05,0.0,0.0,12.0,15.0,0.0,17.0,0.0,19.0,12.0,0.0,8.680555555555555,0
2020-01-06,0.0,23.0,21.0,26.0,0.0,14.0,0.0,0.0,10.0,15.0,12.61574074074074,0
2020-01-07,15.0,12.0,0.0,0.0,0.0,14.0,19.0,17.0,21.0,15.0,13.078703703703702,0
2020-01-08,15.0,12.0,11.0,26.0,15.0,15.0,38.0,34.0,21.0,15.0,23.37962962962963,0
2020-01-09,15.0,12.0,22.0,13.0,0.0,14.0,0.0,17.0,21.0,30.0,16.666666666666664,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,18.0,28.0,13.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,10.648148148148145,0
2020-01-12,17.0,13.0,0.0,30.0,0.0,16.0,21.0,19.0,12.0,17.0,16.782407407407405,0
2020-01-13,0.0,11.0,10.0,12.0,14.0,13.0,0.0,15.0,0.0,0.0,8.680555555555555,0
2020-01-14,13.0,43.0,30.0,12.0,14.0,53.0,35.0,31.0,19.0,68.0,36.80555555555555,0
2020-01-15,29.0,24.0,11.0,40.0,30.0,29.0,57.0,33.0,11.0,30.0,34.02777777777778,0
2020-01-16,45.0,0.0,11.0,14.0,15.0,15.0,39.0,17.0,11.0,31.0,22.916666666666664,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,17.0,28.0,13.0,16.0,36.0,35.0,0.0,0.0,25.0,18.0,21.75925925925926,0
2020-01-19,0.0,14.0,13.0,16.0,18.0,0.0,23.0,0.0,0.0,0.0,9.722222222222221,0
2020-01-20,15.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,15.0,7.638888888888888,0
2020-01-21,30.0,0.0,0.0,13.0,0.0,0.0,19.0,17.0,11.0,0.0,10.416666666666666,0
2020-01-22,30.0,24.0,45.0,41.0,46.0,0.0,39.0,52.0,43.0,31.0,40.625,0
2020-01-23,15.0,0.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.861111111111111,0
2020-01-24,0.0,0.0,11.0,28.0,32.0,30.0,40.0,18.0,11.0,0.0,19.675925925925924,0
2020-01-25,37.0,15.0,13.0,16.0,0.0,18.0,0.0,0.0,0.0,19.0,13.657407407407407,0
2020-01-26,17.0,27.0,25.0,15.0,0.0,17.0,22.0,20.0,0.0,35.0,20.60185185185185,0
2020-01-27,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,2.7777777777777777,0
2020-01-28,29.0,0.0,0.0,0.0,45.0,29.0,38.0,33.0,10.0,45.0,26.504629629629626,0
2020-01-29,0.0,0.0,0.0,14.0,0.0,15.0,0.0,17.0,11.0,0.0,6.597222222222221,0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-31,46.0,12.0,34.0,27.0,62.0,15.0,59.0,87.0,33.0,32.0,47.10648148148148,0
2020-02-01,18.0,42.0,26.0,16.0,55.0,17.0,46.0,40.0,13.0,36.0,35.763888888888886,0
2020-02-02,17.0,27.0,25.0,31.0,18.0,17.0,45.0,59.0,49.0,35.0,37.38425925925925,0
2020-02-03,14.0,0.0,0.0,0.0,0.0,14.0,18.0,16.0,10.0,14.0,9.953703703703702,0
2020-02-04,30.0,0.0,22.0,14.0,31.0,0.0,0.0,34.0,11.0,31.0,20.023148148148145,0
2020-02-05,15.0,25.0,34.0,28.0,78.0,46.0,79.0,18.0,22.0,48.0,45.4861111111111,0
2020-02-06,16.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,11.0,31.0,10.532407407407407,0
2020-02-07,16.0,13.0,12.0,0.0,17.0,0.0,21.0,0.0,12.0,0.0,10.532407407407407,0
2020-02-08,56.0,15.0,14.0,33.0,19.0,18.0,48.0,42.0,13.0,19.0,32.06018518518518,0
2020-02-09,17.0,0.0,0.0,15.0,17.0,0.0,43.0,0.0,0.0,0.0,10.648148148148145,0
2020-02-10,31.0,62.0,58.0,28.0,16.0,77.0,61.0,53.0,22.0,47.0,52.66203703703703,0
2020-02-11,32.0,38.0,35.0,14.0,0.0,47.0,20.0,36.0,34.0,16.0,31.48148148148148,0
2020-02-12,0.0,13.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,33.0,10.069444444444443,0
