date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,27.0,25.0,28.0,23.0,0.0,24.0,55.0,0.0,0.0,29.0,28.55209742895805,0
2020-01-02,23.0,0.0,24.0,0.0,49.0,0.0,47.0,42.0,59.0,25.0,36.40054127198917,0
2020-01-03,23.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,25.0,12.043301759133964,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,26.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,15.832205683355886,0
2020-01-06,0.0,0.0,23.0,0.0,24.0,0.0,22.0,20.0,38.0,0.0,17.185385656292286,0
2020-01-07,22.0,40.0,22.0,0.0,23.0,0.0,0.0,39.0,0.0,23.0,22.868741542625163,0
2020-01-08,0.0,0.0,66.0,18.0,69.0,0.0,43.0,39.0,18.0,0.0,34.23545331529093,0
2020-01-09,22.0,62.0,90.0,19.0,23.0,19.0,0.0,39.0,38.0,24.0,45.46684709066305,0
2020-01-10,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,5.6833558863328815,0
2020-01-11,26.0,24.0,52.0,0.0,0.0,22.0,0.0,0.0,21.0,0.0,19.621109607577807,0
2020-01-12,0.0,24.0,52.0,21.0,0.0,22.0,0.0,46.0,22.0,55.0,32.74695534506089,0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-14,20.0,18.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,42.0,15.967523680649526,0
2020-01-15,22.0,41.0,22.0,37.0,45.0,0.0,44.0,59.0,18.0,47.0,45.33152909336941,0
2020-01-16,22.0,21.0,0.0,19.0,0.0,39.0,23.0,20.0,0.0,0.0,19.485791610284167,0
2020-01-17,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5710419485791607,0
2020-01-18,26.0,24.0,0.0,22.0,0.0,23.0,0.0,0.0,0.0,28.0,16.644113667117725,0
2020-01-19,0.0,24.0,26.0,21.0,0.0,0.0,26.0,23.0,22.0,0.0,19.215155615696887,0
2020-01-20,22.0,20.0,22.0,37.0,70.0,38.0,22.0,39.0,36.0,47.0,47.76725304465493,0
2020-01-21,22.0,0.0,0.0,0.0,0.0,19.0,22.0,20.0,19.0,24.0,17.050067658998646,0
2020-01-22,22.0,20.0,89.0,37.0,46.0,58.0,66.0,20.0,75.0,24.0,61.8403247631935,0
2020-01-23,0.0,21.0,23.0,19.0,24.0,19.0,0.0,20.0,19.0,24.0,22.868741542625163,0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.247631935047361,0
2020-01-26,0.0,0.0,0.0,21.0,82.0,45.0,26.0,46.0,0.0,0.0,29.769959404600808,0
2020-01-27,21.0,0.0,22.0,18.0,0.0,19.0,21.0,19.0,36.0,46.0,27.334235453315287,0
2020-01-28,44.0,41.0,0.0,55.0,0.0,38.0,88.0,20.0,0.0,24.0,41.94857916102841,0
2020-01-29,22.0,20.0,44.0,18.0,46.0,19.0,44.0,60.0,19.0,24.0,42.760487144790254,0
2020-01-30,45.0,42.0,0.0,19.0,47.0,20.0,0.0,0.0,19.0,49.0,32.61163734776725,0
