date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,2.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,3.0,1.9,0
2020-01-06,3.0,3.0,1.0,4.0,5.0,3.0,3.0,0.0,5.0,1.0,2.8,0
2020-01-07,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-14,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.1,0
2020-01-15,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.2,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0
2020-01-18,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,1.1,0
2020-01-19,3.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,2.2,0
2020-01-20,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0
2020-01-21,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.8,0
2020-01-22,1.0,3.0,3.0,4.0,6.0,3.0,3.0,4.0,0.0,4.0,3.1,0
2020-01-23,1.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.3,0
