date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,0.0,8.0,17.0,11.0,48.0,24.0,25.0,30.0,25.0,9.0,22.722029988465973,0.0
2020-01-02,27.0,14.0,15.0,29.0,31.0,21.0,33.0,0.0,43.0,16.0,26.41291810841984,0.0
2020-01-03,18.0,21.0,30.0,29.0,31.0,42.0,33.0,26.0,11.0,41.0,32.52595155709342,0.0
2020-01-04,27.0,14.0,45.0,30.0,21.0,54.0,34.0,18.0,80.0,25.0,40.13840830449826,0.0
2020-01-05,28.0,44.0,16.0,31.0,44.0,44.0,58.0,46.0,35.0,26.0,42.90657439446368,0.0
2020-01-06,18.0,42.0,15.0,39.0,21.0,32.0,22.0,17.0,22.0,16.0,28.14302191464821,0.0
2020-01-07,18.0,14.0,38.0,40.0,42.0,43.0,57.0,36.0,34.0,34.0,41.061130334486734,0.0
2020-01-08,9.0,7.0,8.0,20.0,32.0,0.0,23.0,27.0,23.0,8.0,18.108419838523645,0.0
2020-01-09,18.0,22.0,16.0,10.0,0.0,33.0,12.0,9.0,11.0,26.0,18.108419838523645,0.0
2020-01-10,19.0,15.0,0.0,11.0,11.0,23.0,12.0,28.0,12.0,18.0,17.185697808535178,0.0
2020-01-11,20.0,24.0,17.0,11.0,23.0,24.0,25.0,0.0,37.0,9.0,21.914648212226066,0.0
2020-01-12,19.0,45.0,16.0,21.0,22.0,45.0,0.0,0.0,23.0,17.0,23.99077277970012,0.0
2020-01-13,8.0,6.0,7.0,9.0,0.0,20.0,21.0,0.0,20.0,8.0,11.418685121107266,0.0
2020-01-14,0.0,0.0,0.0,9.0,10.0,19.0,10.0,0.0,10.0,0.0,6.689734717416378,0.0
2020-01-15,28.0,29.0,31.0,20.0,43.0,22.0,0.0,18.0,34.0,8.0,26.87427912341407,0.0
2020-01-16,19.0,22.0,16.0,31.0,22.0,45.0,47.0,9.0,11.0,9.0,26.643598615916957,0.0
2020-01-17,29.0,15.0,16.0,0.0,22.0,34.0,0.0,19.0,36.0,18.0,21.799307958477502,0.0
2020-01-18,0.0,15.0,17.0,11.0,23.0,12.0,0.0,19.0,48.0,9.0,17.76239907727797,0.0
2020-01-19,9.0,29.0,16.0,21.0,22.0,22.0,23.0,9.0,0.0,9.0,18.45444059976932,0.0
2020-01-20,36.0,7.0,23.0,20.0,32.0,32.0,11.0,0.0,33.0,17.0,24.336793540945788,0.0
2020-01-21,37.0,36.0,24.0,51.0,66.0,33.0,58.0,18.0,69.0,34.0,49.134948096885815,0.0
2020-01-22,19.0,7.0,31.0,20.0,33.0,22.0,12.0,9.0,0.0,9.0,18.68512110726644,0.0
2020-01-23,10.0,15.0,8.0,31.0,11.0,34.0,12.0,28.0,0.0,26.0,20.18454440599769,0.0
2020-01-24,10.0,8.0,8.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,5.767012687427912,0.0
2020-01-25,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.96078431372549,0.0
2020-01-26,38.0,23.0,8.0,31.0,11.0,23.0,47.0,37.0,12.0,35.0,30.56516724336793,0.0
2020-01-27,36.0,42.0,22.0,39.0,42.0,32.0,22.0,61.0,56.0,25.0,43.48327566320646,0.0
2020-01-28,0.0,22.0,31.0,10.0,22.0,22.0,34.0,27.0,11.0,34.0,24.567474048442907,0.0
2020-01-29,19.0,7.0,31.0,51.0,43.0,22.0,23.0,9.0,34.0,43.0,32.52595155709342,0.0
2020-01-30,10.0,15.0,8.0,21.0,22.0,68.0,24.0,56.0,24.0,17.0,30.56516724336793,0.0
2020-01-31,10.0,8.0,24.0,21.0,34.0,0.0,12.0,28.0,12.0,18.0,19.261822376009228,0.0
2020-02-01,20.0,16.0,34.0,34.0,36.0,61.0,26.0,10.0,50.0,28.0,36.332179930795846,0.0
