date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21,batch_id
2020-01-01,29.0,36.0,37.0,17.0,0.0,56.0,43.0,0.0,0.0,0.0,28.020565552699228,0
2020-01-02,11.0,27.0,14.0,26.0,30.0,28.0,32.0,11.0,0.0,0.0,23.00771208226221,0
2020-01-03,43.0,54.0,44.0,39.0,20.0,42.0,33.0,56.0,57.0,58.0,57.32647814910026,0
2020-01-04,25.0,16.0,17.0,30.0,34.0,49.0,57.0,25.0,0.0,33.0,36.760925449871465,0
2020-01-05,25.0,16.0,0.0,45.0,23.0,65.0,57.0,38.0,16.0,50.0,43.059125964010285,0
2020-01-06,10.0,26.0,41.0,25.0,0.0,13.0,0.0,43.0,14.0,41.0,27.37789203084833,0
2020-01-07,42.0,27.0,28.0,25.0,29.0,55.0,32.0,33.0,42.0,56.0,47.429305912596405,0
2020-01-08,21.0,39.0,14.0,26.0,19.0,41.0,48.0,22.0,14.0,28.0,34.96143958868895,0
2020-01-09,11.0,66.0,14.0,13.0,50.0,28.0,80.0,43.0,28.0,100.0,55.65552699228792,0
2020-01-10,33.0,42.0,43.0,27.0,31.0,58.0,17.0,11.0,44.0,30.0,43.18766066838047,0
2020-01-11,26.0,0.0,34.0,48.0,12.0,50.0,0.0,26.0,17.0,35.0,31.876606683804628,0
2020-01-12,38.0,48.0,50.0,60.0,46.0,80.0,96.0,26.0,50.0,17.0,65.68123393316196,0
2020-01-13,10.0,36.0,50.0,34.0,9.0,49.0,29.0,29.0,38.0,26.0,39.84575835475579,0
2020-01-14,9.0,12.0,38.0,23.0,9.0,24.0,29.0,10.0,37.0,13.0,26.221079691516707,0
2020-01-15,52.0,0.0,68.0,37.0,19.0,27.0,47.0,21.0,14.0,43.0,42.15938303341902,0
2020-01-16,0.0,14.0,14.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.012853470437018,0
2020-01-17,22.0,28.0,15.0,27.0,11.0,29.0,34.0,11.0,30.0,30.0,30.46272493573265,0
2020-01-18,13.0,50.0,0.0,0.0,12.0,17.0,40.0,41.0,69.0,35.0,35.60411311053985,0
2020-01-19,38.0,95.0,34.0,46.0,59.0,66.0,76.0,64.0,33.0,34.0,70.05141388174808,0
2020-01-20,42.0,52.0,55.0,38.0,49.0,27.0,48.0,32.0,41.0,28.0,52.95629820051414,0
2020-01-21,42.0,39.0,28.0,0.0,19.0,0.0,16.0,11.0,0.0,14.0,21.722365038560408,0
2020-01-22,53.0,27.0,43.0,64.0,20.0,42.0,49.0,22.0,28.0,44.0,50.385604113110546,0
2020-01-23,22.0,41.0,72.0,53.0,31.0,56.0,50.0,23.0,43.0,29.0,53.98457583547558,0
2020-01-24,11.0,29.0,30.0,27.0,31.0,44.0,35.0,46.0,30.0,0.0,36.375321336760926,0
2020-01-25,54.0,34.0,55.0,33.0,12.0,70.0,40.0,56.0,36.0,54.0,57.0694087403599,0
2020-01-26,38.0,48.0,84.0,45.0,24.0,65.0,97.0,38.0,100.0,35.0,73.7789203084833,0
2020-01-27,10.0,26.0,69.0,63.0,29.0,53.0,31.0,63.0,41.0,28.0,53.08483290488432,0
2020-01-28,32.0,0.0,57.0,52.0,50.0,70.0,33.0,45.0,14.0,14.0,47.17223650385605,0
2020-01-29,22.0,40.0,29.0,53.0,40.0,28.0,16.0,44.0,14.0,0.0,36.760925449871465,0
2020-01-30,21.0,13.0,28.0,26.0,20.0,42.0,33.0,11.0,0.0,43.0,30.46272493573265,0
2020-01-31,33.0,0.0,15.0,41.0,32.0,29.0,0.0,23.0,45.0,31.0,32.005141388174806,0
2020-02-01,13.0,65.0,18.0,49.0,37.0,34.0,100.0,55.0,35.0,71.0,61.311053984575835,0
2020-02-02,100.0,61.0,100.0,60.0,35.0,80.0,75.0,100.0,82.0,85.0,100.0,0
2020-02-03,19.0,36.0,51.0,35.0,27.0,62.0,72.0,40.0,25.0,78.0,57.19794344473008,0
2020-02-04,21.0,13.0,14.0,0.0,20.0,41.0,33.0,33.0,42.0,14.0,29.691516709511568,0
2020-02-05,32.0,68.0,28.0,26.0,40.0,70.0,82.0,67.0,42.0,88.0,69.79434447300771,0
2020-02-06,11.0,41.0,43.0,79.0,30.0,71.0,66.0,22.0,72.0,59.0,63.4961439588689,0
2020-02-07,35.0,44.0,62.0,14.0,0.0,30.0,52.0,12.0,15.0,31.0,37.91773778920309,0
2020-02-08,53.0,100.0,35.0,81.0,98.0,52.0,40.0,41.0,35.0,53.0,75.57840616966581,0
2020-02-09,39.0,16.0,34.0,62.0,36.0,0.0,19.0,27.0,34.0,69.0,43.18766066838047,0
2020-02-10,20.0,39.0,14.0,12.0,9.0,40.0,46.0,0.0,14.0,41.0,30.205655526992288,0
2020-02-11,10.0,26.0,28.0,0.0,10.0,27.0,47.0,21.0,55.0,14.0,30.59125964010283,0
2020-02-12,21.0,27.0,14.0,26.0,20.0,0.0,16.0,22.0,14.0,58.0,28.020565552699228,0
2020-02-13,33.0,0.0,29.0,39.0,30.0,28.0,50.0,33.0,0.0,14.0,32.904884318766065,0
2020-02-14,24.0,60.0,31.0,57.0,32.0,15.0,72.0,24.0,16.0,79.0,52.699228791773784,0
2020-02-15,40.0,82.0,54.0,32.0,24.0,68.0,61.0,27.0,18.0,71.0,61.311053984575835,0
2020-02-16,13.0,63.0,33.0,45.0,24.0,32.0,97.0,0.0,0.0,34.0,43.83033419023136,0
2020-02-17,43.0,27.0,28.0,25.0,10.0,41.0,16.0,11.0,42.0,44.0,36.88946015424165,0
2020-02-18,11.0,14.0,29.0,40.0,10.0,56.0,49.0,0.0,29.0,29.0,34.318766066838045,0
2020-02-19,43.0,55.0,29.0,40.0,40.0,28.0,33.0,45.0,43.0,15.0,47.68637532133676,0
2020-02-20,55.0,42.0,58.0,67.0,61.0,57.0,83.0,23.0,15.0,60.0,66.96658097686375,0
2020-02-21,34.0,28.0,44.0,54.0,20.0,29.0,0.0,34.0,44.0,30.0,40.745501285347046,0
2020-02-22,39.0,32.0,85.0,62.0,36.0,50.0,58.0,26.0,17.0,34.0,56.426735218509,0
2020-02-23,60.0,62.0,49.0,45.0,12.0,82.0,19.0,25.0,32.0,83.0,60.2827763496144,0
2020-02-24,31.0,25.0,27.0,60.0,28.0,26.0,31.0,10.0,40.0,27.0,39.203084832904885,0
2020-02-25,10.0,26.0,14.0,12.0,19.0,40.0,15.0,10.0,0.0,27.0,22.236503856041132,0
2020-02-26,20.0,0.0,14.0,0.0,10.0,27.0,16.0,21.0,0.0,14.0,15.681233933161954,0
2020-02-27,0.0,13.0,28.0,25.0,9.0,14.0,31.0,21.0,14.0,14.0,21.722365038560408,0
2020-02-28,22.0,55.0,29.0,51.0,31.0,55.0,49.0,33.0,86.0,0.0,52.82776349614396,0
2020-02-29,52.0,33.0,34.0,63.0,12.0,100.0,59.0,40.0,34.0,35.0,59.383033419023135,0
2020-03-01,49.0,77.0,49.0,59.0,56.0,81.0,57.0,63.0,33.0,51.0,73.90745501285348,0
2020-03-02,20.0,63.0,81.0,24.0,19.0,26.0,76.0,62.0,68.0,68.0,65.16709511568124,0
2020-03-03,20.0,13.0,27.0,25.0,19.0,13.0,31.0,21.0,28.0,55.0,32.390745501285345,0
2020-03-04,42.0,64.0,81.0,100.0,0.0,53.0,31.0,21.0,67.0,95.0,71.2082262210797,0
2020-03-05,31.0,52.0,28.0,39.0,10.0,27.0,0.0,32.0,14.0,56.0,37.146529562982,0
2020-03-06,11.0,42.0,15.0,27.0,21.0,29.0,17.0,23.0,45.0,15.0,31.49100257069409,0
2020-03-07,13.0,16.0,51.0,0.0,24.0,66.0,78.0,26.0,34.0,18.0,41.90231362467866,0
2020-03-08,13.0,48.0,0.0,31.0,24.0,17.0,59.0,40.0,35.0,35.0,38.81748071979435,0
2020-03-09,31.0,26.0,14.0,37.0,0.0,13.0,62.0,21.0,27.0,14.0,31.49100257069409,0
2020-03-10,0.0,26.0,28.0,37.0,39.0,27.0,16.0,32.0,28.0,14.0,31.74807197943445,0
