date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0
2020-01-02,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.7,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,6.0,4.0,3.0,3.0,0.0,3.0,0.0,4.0,4.0,3.0,3.0,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0
2020-01-07,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.1,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.2,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,3.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.5,0
2020-01-14,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.6,0
2020-01-15,0.0,0.0,0.0,3.0,3.0,5.0,3.0,3.0,0.0,2.0,1.9,0
2020-01-16,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0
2020-01-17,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0
2020-01-18,3.0,0.0,3.0,3.0,0.0,9.0,3.0,8.0,0.0,3.0,3.2,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,3.0,7.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,2.6,0
2020-01-21,0.0,7.0,7.0,6.0,3.0,3.0,5.0,7.0,3.0,5.0,4.6,0
2020-01-22,6.0,0.0,10.0,3.0,5.0,3.0,5.0,7.0,0.0,7.0,4.6,0
2020-01-23,3.0,17.0,2.0,6.0,8.0,5.0,3.0,7.0,3.0,7.0,6.1,0
2020-01-24,6.0,7.0,10.0,6.0,5.0,5.0,5.0,7.0,10.0,7.0,6.8,0
2020-01-25,6.0,4.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0,3.0,2.8,0
2020-01-26,3.0,8.0,5.0,3.0,3.0,3.0,0.0,8.0,0.0,0.0,3.3,0
2020-01-27,11.0,7.0,7.0,9.0,3.0,5.0,10.0,10.0,9.0,9.0,8.0,0
2020-01-28,6.0,14.0,17.0,9.0,11.0,26.0,16.0,21.0,19.0,15.0,15.4,0
2020-01-29,6.0,7.0,5.0,12.0,8.0,10.0,8.0,17.0,3.0,7.0,8.3,0
2020-01-30,3.0,7.0,7.0,9.0,8.0,16.0,13.0,7.0,13.0,10.0,9.3,0
