date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,0.0,0.0,0.0,11.0,11.0,0.0,0.0,8.0,0.0,0.0,3.367003367003367,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,6.734006734006734,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,11.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,3.7037037037037037,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3468013468013469,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,0.0,9.0,0.0,9.0,0.0,0.0,0.0,7.0,10.0,0.0,3.928170594837262,0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-16,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0202020202020203,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,10.0,9.0,10.0,0.0,20.0,0.0,8.0,11.0,10.0,8.754208754208754,0
2020-01-21,20.0,31.0,19.0,42.0,20.0,10.0,27.0,16.0,22.0,0.0,23.232323232323235,0
2020-01-22,10.0,0.0,9.0,21.0,10.0,10.0,9.0,8.0,11.0,0.0,9.876543209876544,0
