date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,21.0,0.0,21.0,0.0,31.0,0.0,20.0,26.0,0.0,0.0,17.814371257485032,0
2020-01-02,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8443113772455093,0
2020-01-03,0.0,0.0,0.0,20.0,28.0,22.0,0.0,0.0,0.0,0.0,10.479041916167665,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,0.0,18.0,40.0,21.0,0.0,23.0,40.0,25.0,51.0,0.0,32.634730538922156,0
2020-01-06,37.0,16.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,18.862275449101798,0
2020-01-07,36.0,47.0,17.0,37.0,26.0,63.0,17.0,45.0,45.0,0.0,49.8502994011976,0
2020-01-08,55.0,0.0,18.0,19.0,0.0,42.0,35.0,23.0,45.0,18.0,38.17365269461078,0
2020-01-09,0.0,0.0,18.0,19.0,27.0,22.0,0.0,23.0,47.0,0.0,23.353293413173652,0
2020-01-10,19.0,0.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,10.029940119760479,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9880239520958085,0
2020-01-13,0.0,14.0,0.0,0.0,23.0,0.0,31.0,0.0,20.0,15.0,15.419161676646707,0
2020-01-14,0.0,28.0,31.0,0.0,0.0,18.0,15.0,20.0,20.0,16.0,22.155688622754493,0
2020-01-15,0.0,16.0,36.0,19.0,0.0,21.0,18.0,0.0,23.0,0.0,19.910179640718564,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,5.389221556886228,0
2020-01-17,38.0,0.0,19.0,0.0,28.0,0.0,19.0,48.0,24.0,0.0,26.34730538922156,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.8922155688622757,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-21,19.0,16.0,18.0,0.0,27.0,0.0,0.0,23.0,0.0,0.0,15.419161676646707,0
2020-01-22,18.0,0.0,36.0,19.0,27.0,0.0,18.0,23.0,23.0,0.0,24.550898203592812,0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,18.0,8.832335329341317,0
2020-01-24,19.0,17.0,0.0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,11.976047904191617,0
2020-01-25,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,26.0,40.0,16.766467065868266,0
2020-01-26,39.0,17.0,37.0,40.0,29.0,22.0,19.0,24.0,24.0,0.0,37.5748502994012,0
2020-01-27,18.0,16.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,11.377245508982037,0
2020-01-28,18.0,16.0,0.0,37.0,27.0,42.0,18.0,23.0,23.0,18.0,33.23353293413174,0
2020-01-29,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.389221556886228,0
2020-01-30,19.0,0.0,18.0,19.0,0.0,22.0,18.0,23.0,0.0,0.0,17.814371257485032,0
2020-01-31,19.0,0.0,19.0,0.0,0.0,22.0,18.0,0.0,24.0,0.0,15.26946107784431,0
2020-02-01,21.0,36.0,20.0,64.0,30.0,24.0,40.0,26.0,52.0,40.0,52.8443113772455,0
2020-02-02,0.0,35.0,38.0,20.0,29.0,23.0,19.0,0.0,49.0,19.0,34.73053892215569,0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-04,18.0,0.0,18.0,0.0,0.0,21.0,0.0,23.0,0.0,0.0,11.976047904191617,0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-06,19.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,11.377245508982037,0
2020-02-07,19.0,17.0,0.0,0.0,28.0,0.0,19.0,0.0,23.0,0.0,15.868263473053894,0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-09,18.0,0.0,17.0,0.0,26.0,0.0,17.0,0.0,0.0,18.0,14.371257485029941,0
2020-02-10,17.0,0.0,17.0,18.0,0.0,20.0,17.0,0.0,21.0,17.0,19.01197604790419,0
2020-02-11,0.0,0.0,0.0,37.0,52.0,41.0,35.0,22.0,44.0,35.0,39.82035928143713,0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-15,20.0,17.0,37.0,20.0,28.0,45.0,19.0,24.0,24.0,38.0,40.7185628742515,0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-18,0.0,16.0,35.0,19.0,0.0,21.0,17.0,44.0,22.0,0.0,26.047904191616762,0
2020-02-19,0.0,16.0,17.0,0.0,0.0,21.0,0.0,22.0,0.0,18.0,14.07185628742515,0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,18.0,8.832335329341317,0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-22,0.0,0.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.58682634730539,0
2020-02-23,0.0,17.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6.736526946107785,0
2020-02-24,18.0,0.0,17.0,37.0,26.0,41.0,35.0,22.0,22.0,52.0,40.41916167664671,0
2020-02-25,18.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,17.0,10.479041916167665,0
2020-02-26,36.0,16.0,17.0,37.0,52.0,42.0,0.0,22.0,22.0,18.0,39.221556886227546,0
2020-02-27,18.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,22.0,18.0,12.724550898203594,0
2020-02-28,0.0,0.0,0.0,19.0,27.0,22.0,0.0,0.0,0.0,18.0,12.87425149700599,0
2020-02-29,19.0,17.0,18.0,20.0,0.0,22.0,0.0,0.0,0.0,19.0,17.21556886227545,0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-03,36.0,16.0,18.0,0.0,27.0,42.0,18.0,22.0,45.0,0.0,33.53293413173653,0
2020-03-04,36.0,32.0,17.0,19.0,0.0,42.0,18.0,0.0,23.0,0.0,27.994011976047904,0
2020-03-05,18.0,0.0,18.0,19.0,27.0,21.0,0.0,23.0,23.0,0.0,22.305389221556887,0
2020-03-06,0.0,17.0,37.0,20.0,0.0,0.0,0.0,47.0,24.0,37.0,27.24550898203593,0
2020-03-07,0.0,0.0,0.0,21.0,29.0,0.0,19.0,0.0,0.0,20.0,13.323353293413174,0
2020-03-08,0.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,24.0,19.0,11.976047904191617,0
2020-03-09,51.0,15.0,16.0,17.0,0.0,0.0,0.0,21.0,0.0,33.0,22.904191616766468,0
2020-03-10,0.0,15.0,0.0,35.0,0.0,0.0,0.0,0.0,43.0,0.0,13.922155688622757,0
